sex	reps
mMicroconque	1
machos (15), hembras (3)	1
male 1	131
male 10|female 79	1
male 1|female 1|male |female	1
male 21|female	1
male 27|female 6	1
male 37|female 54	1
male; male; female; female; male; female	3
male; male; female; male; male	1
no disponible	34736
posiblemente hembra	4
stage 27 larvae	2
teneral:2; adult male:1; adult female:1; adult:5	1
unknown 1|unknown 3	1
worker	127363
00 F; 00 M; 11 total	9
00 F; 00 M; 39 total	1
00 M; 00 F; 20 total	1
03 M; 00 F; 03 total	11
07 F; 10 M; 20 total	1
0u	32
1 8.0 Female With Eggs	2
1 Male, 11 Indeterminate	1
1 Male, 8 Females	1
1 male, 1puM	1
1 males, 5 females	2
1 ninfa	36
10 females, 16 males	1
10 hembras, 45 machos	1
10 machos y 17 hembras	1
10m 18f	4
10x	1
11 ninfas	2
11H, 11M, 15J	1
12 MACHOS 3 HEMBRAS	1
12H, 7M	1
13 Hembras y 29 Machos	1
13H, 33M	1
13M 18H 8O	1
13m 4f	3
14 hembras, 14 machos	3
14 machos, 2 fêmeas	1
15 H, 17 M	1
150m 208f	1
156 male	1
15W	12
15m,24f	2
16 males, 10 females	1
16M 3H	1
18m,5f	1
19 machos, 6 fêmeas, 11, jovens	1
19 males, 4 females	1
1Female 1Male	19
1Q, 1w, 2m	1
1Q, 5w, 2wp	1
1aQ, 1 m	1
1aQ, 3w, 1m	8
1f + 2m	22
1m micr 2n	1
1m, 1l	1
1undef	35
2 Females, 1 Sub-Female	1
2 alate queens, 2 workers	2
2 females; 7 males	5
2 fêmeas	58
2 fêmeas adultas	4
21 Hembras y 11 Machos	1
218 undetermined	1
21m 12f	1
23H, 1M	1
24 MACHOS 17 HEMBRAS	1
249 undetermined	2
25 Hembras y 28 Machos	1
25f	12
26 hembras, 20 machos	1
27	17
27 worker	1
2m? 10f	1
3 Female, 1 Male, 1 Indeterminate	1
3 Hembras y 13 Machos	3
3 machos y 4 hembras	3
3 machos, 5 indetermindo	1
3 worker	33
30 male; 13 female	1
31 H, 19 M	1
31w	6
32 H, 5 M	1
33 H, 2 M	1
35u	11
37 machos, 36 fêmeas	1
3M 2H 6O	1
4 Female, 11 Male, 12 Indeterminate	1
4 proto e 1 deutoninfa	1
40m,2f	1
40w, 25aq, 12m(1), 2w, 2dq, 1m(2)	1
48 Machos,  173 Fêmeas	1
4H, 1J	1
4M+1F	4
4aq, 5m, 10ma, 36w, brood	1
4m,20f	1
5 Hembras	99
5 hembras, 15 machos, 2 Indiferenciados	1
50w, 7p	1
5m 3f	51
5w, 3aq	1
6 Males, 13 Females	1
6 macho, 21 hembras, 1 juvenil	1
6 machos, 8 hembras	2
60 hermafroditas	2
63f	4
65	3
6H, 11M	2
6M 10O	1
7 machos, 5 hembras	3
7 male 5 female	1
7ma, 35mi, brood	1
88 H, 69 M, 2 I	1
8M 2H	2
8m 2f 2n	1
91m 116f	1
9m,14f	1
>20w(1), 4w, 1dq(2)	1
AN	2
Albino, J.	2
F M	31
F; SV 23.1; C&S	1
F; SV 33.4; C&S	1
F; SV 38.9; C&S	2
F; SV 76; skel	1
F; TL 1730, T 223 , 24 young	1
F; ser-sec head	6
Female: 11; undetermined; Male: 2	1
Females, 12; Males	4
Flores masculinas	2
Futuro Macho	1
HEMBRAS 1, MACHOS 1	4
HEMBRAS 5, MACHOS 7	1
HEMBRAS 9, MACHOS 12	1
Lichens of the West Indies	75
M; SV 47.2; C&S	1
M;M	2
M;skel	2
Male and female body morphs	2
Male: 1; Female: 2	5
Male: 46	1
Male;; Female	1
Q, >5w, p	1
SV 30.0; C&S	1
SV 34.3; skel	1
Vrouw	6215
adult female:18; adult male:13; adult:30	1
adult female:2; adult male:5	7
adult female:3; adult male:11	1
adult male:100; adult female:51	1
adult male:7; undetergent:1	1
adult:14	1
alate queen, dealate queen, worker, brood	1
both	3
female: 1 | male: 5	9
female: 3 | male: 7	4
female: 5 | male: 25	1
female: 8 | male: 19	1
flere, 1 exuvia	1
hind right leg of mounted male	3
larvae, stage 46, SV 22.6; C&S	1
larvae; C&S, stage 34	2
legs only	1
macho hembra	1
machos (3), hembras (12)	1
machos (4), hembras (2)	3
male (in text)/female (on label)	2
male 2	10
male 40|female 4	1
male: 20 | female: 15	1
male; Female; Female	21
queen male worker	35
un macho, tres hembras	1
undeterminable	18
undeterminated	2706
worker, dealate queen, alate queen	2
00 F; 02 M; 01 total	2
03 M; 00 F; 17 total	1
09 M; 08 F; 17 total	1
1 HEMBRA	731
1 fêmea, 2 tritoninfas, 1deutoninfa, 10 protoninfas	1
1 macropterous male, 5 macropterous females	2
1 male1juv	1
1 males pharate adult	1
100+ female	1
103 hembras, 108 machos, 9 Indiferenciados	1
10F, 24M	1
10M 7O	1
11 Males, 9 Females	1
11 hembras, 3 machos	6
11 males, 32 females	1
114 undetermined	9
115 H, 42 M	1
117 H, 15 M	1
12 juveniles	1
12w, >15l, >15p	2
13 machos, 13 hembras y 1 indeterminado	1
13 male; 15 female	1
13 sex not recorded 2 male	1
13m 16f	1
145 undetermined	6
149 H, 50 M	1
14w	59
15 hembras, 16 machos	1
15m 29f	1
16 male4 female	1
176 undetermined	1
18 hembras, 10 machos, 1 Indiferenciado	1
187f	2
18m,22f	1
18u	58
1W	4475
1f 12n	1
1m 5f 1met	1
1m et 5f	2
1m, 32w	1
1q,1s,1w	1
1w, 1w (head + gaster)	1
1w, l, p	1
2 Adults, 2 Immatures	1
2 H, 5 I	1
2 ind. (obs. i parri	1
2 machos, 3 hembras	24
200 hembras	18
21 hembras y 3 machos	1
21w, brood	4
22 H, 10 M	2
22 hembras, 14 machos	2
2205u	1
222 undetermined	2
22J	2
22M 9H 3O	1
253 undetermined	2
26 undetermined	117
263 hembras, 80 machos	1
27m11f52n?	1
28	28
28 males, 16 females, 4 es	1
29m 42f	1
2F, 5M	9
2H 2J	2
2M 6O	1
2N FEMALE	4
2aQ	128
2m 2f 5n	1
2m 2f apt	4
2m,7f	7
2n 2 exuv	1
2w(1s), 1m	1
3 fêmeas, 3 machos	3
3 hembras, 2 machos	243
3-4 hanner	3
31M+60F	1
32m 31f	2
336 hembras	1
35 apterous males, 21 apterous females	2
361 undetermined	1
368m 369f	1
392 undetermined	1
39mi	1
3ma, 10mi	1
3s, 3w	1
3w, 1wp, 1mp	1
4 fêmeas, 1 protoninfa	1
4 machos, 2 fêmeas, 1 jovem	1
4 sex not recorded1 female1 male	1
45 hermafroditas	4
46f	2
4M 47H	1
4mi	8
5 female, 17 male	1
5 male 2 female	3
50 hembras, 2 machos	2
52w	4
56u	4
57 undetermined	26
58H, 19M	1
59 hembras y 24 machos	1
5M 2H 5O	2
5w, 1dq	2
6 hanner, 2 hunner	1
6 machos, 1 fêmea	1
60J	1
66	3
69 workers	1
77 hembras, 41 machos	1
8 females; 2 males	5
88 undetermined	7
8w, 1aQ	1
9 proto e 2 deutoninfas	1
99 hembras	4
9M 2H 3O	1
9m 19f	1
;; female; male	1
>2	1
Arbeider	15
C&S M; SV 44.1	1
C&S juv F, SV 28.0	1
C&S, 13.5 mm svl	1
F.	1
F; SV 79.8 ; skel	1
F; skin, Skel, TL 840, T 52	1
Female With Very Small Unripe Eggs	2
HEMBRAS 1, MACHOS 2	5
HEMBRAS 100, MACHOS 39	1
Hembras	1430
Immature	2
Lichenes Armoric Spect. Exsiccati	10
Limeira-de-Oliveira, F.; Neres, I. A. S.	1
M+juv.M	18
M; SV 25.9; C&S	1
M; SV 53.9; skel	1
Male 1, Subadult	1
Male: 1; Female: 3	1
Original data specifies #793 as male, #794 as female.	2
PN;DN;TN; F?	1
Photographed specimen: male	2
Sub-adult Male	2
TRANSITIONAL	29
Un hembra y un macho	1
adult female:2; adult male:6	4
adult male:25; adult female:25	1
adult male:50; adult female:10	1
adult worker, larva	1
female (alate queen)	35
female (skeleton)	1
female 2, male 1	1
female: 1 | male: 6	3
female: 13 | male: 18	1
flere larver	5
hembras (14)	1
juv.M+juv.	13
larvae; C&S, stage 35	1
machos (1), hembras (17)	1
male 119|female 46	1
male 20|female 1	6
male 3	1
male 5, female 4	1
male 76|female 20	1
male 7|female	2
male/worker	3
original data specifies #805 as female	2
queen, minor, major worker	3
unknown , unknown	2
unknown 1|unknown 5	2
 F subad	1
0 male	3
00 F; 03 M; 03 total	66
00 M; 08 F; 08 total	2
02 Machos; 01 Fêmea	1
0w	10
1 Female, 12 Immatures	1
1 Male, 4 Females, 3 Immatures	1
1 dealate queen, 4 worker	4
1 dealate queen, 5 workers	9
1 exuv.	8
1 fêmea, 1 jovem	2
1 fêmea, 2 juvenis	2
10 machos, 15 fêmeas	1
1046 undetermined	1
10w, 8aq, 2m	1
11 Hembras y 5 Machos	1
11 MACHOS 17 HEMBRAS	1
12 males, 3 females	1
12M+6F	1
12ma, 5mi, 1aQ (teneral), brood	1
13 H, 17 I	1
13 MACHOS 11 HEMBRAS	1
13 females; 14 males	1
13 hermafroditas	3
13m 8f	2
13m,15f	2
13m,2f	1
13w, >15l, >p	1
14 hembras, 9 machos	3
14M 5H 10O	1
155m 144f	1
16 Hembras y 59 Machos	1
17 male	8
18 hembras	44
18m 27f	2
19 Indeterminate	2
19 female, 4 male	1
19 hembras, 24 machos, 3 Indiferenciados	1
19 indivíduos	1
1H, 3M	54
1f + 6m	1
1m (? Mange indiv.! (i tvivl:Aca))	1
1m,2u	6
2 machos, 2 hembras.	1
2 machos, 5 femeas	2
20 male; 7 female	1
20M 1H 31O	1
20w, l	1
22 hembras y 5 machos	1
22w(1), 2w(2)	1
23 male; 4 female	1
233 hembras, 95 machos	1
24 male; 3 female	1
26 M; 03 F; 29 total	1
27 male1 female	1
29	47
29f	8
2M 1H 4O	6
2m 1f 1exu	1
2mm7ff	1
2w, 1p, 1larva	1
2w, 2p, 3mp	1
3 Female, 1 Male	1
3 alate queens	3
3 macropterous males, 4 apterous females	2
30 indeterminados	1
30 undetermined	160
31 HEMBRAS, 17 MACHOS	2
31 male28 female	1
31 male; 34 female	1
33 male	2
33 sex not recorded	6
33H, 15M	1
35w	19
37 H, 6 M	1
37 machos	2
37H, 24M	1
37m 46f	1
39u	11
3F, 61M	1
3m 1f 2n	1
3ma, 33mi	1
3w, 2wp	2
4 Hembras y 23 Machos	2
4 Indeterminate	198
4 Machos, 1 Hembras ovígeras	1
4 male6 female	6
4 males, 0 females	85
40 hembras, 8 machos	1
41 Males, 10 Females	1
43 female	2
43J	1
46m 107n	1
48 male; 45 female	1
4M+5F	1
4m 3f?	1
4u	3160
4w, 4p destruction	1
5 MACHOS 9 HEMBRAS	4
5 Males, 2 Females, 2 Immatures	1
5 hembras y 15 machos	1
5 hembras, 17 machos, 6 Indiferenciados	1
54 Hembras y 37 Machos	1
55 hembras, 11 machos	1
5F, 3M	5
5dQ, >15w	1
5m 7f	27
5m,1f	87
6 MACHOS 1 HEMBRA 2 JUVE	1
6 apterous males, 6 apterous females	2
6 fêmeas, 1 deutoninfa	1
6 hembras, 8 machos	8
6 machos, 12 fêmeas (16 juvenis)	1
6 machos, 13 hembras	1
61 undetermined	19
67	2
67f	5
68m 48f2nV	1
68w, 8aq, 1m	1
6H, 15M	2
7 Hembras y 6 Machos	2
7 MACHOS 21 HEMBRAS	1
73w	1
8 Machos, 1 Hembra ovígera, 4 Hembras	1
8 ad.	1
8 machos, 2 hembras	2
8 male; 14 female	1
8M 6H	1
9 Hembras y 2 Machos	3
92 undetermined	9
97 hembras, 24 machos	1
9ma, 20mi	1
>10w, 1l	1
Adult queen and worker	1
Bindá	1
C&S F; SV 18.2	1
F; SV 117.0; skel	1
F; SV 28.6; C&S	1
F; SV 32.4	1
F; SV 74.7; C&S	1
F; SV 78.0; skel	1
FEMALE 23	2
Female; male; Unknown; Female; Unknown	1
HEMBRAS 34, MACHOS 10	1
Herbarium Lichenum  Fenniae IX (401-425)	25
Klotzschii Herb. Viv. Mycol. Ed. II	1
Lichenes Japonici Exsiccati	50
Lichenes europaei	3
M+W	253
M; SV 19.3; C&S	1
M; SV 38.0  + ser-sec 4th right toe	1
M; SV 62.0; skel	1
M; SV 83.0; C&S	1
M; SV 88.6; skel	1
Male, 1; Unknown	8
Masculino y femenino.	4
M�le	197
NOT	96724
No definido (renacuajos)	1
adult female:1; adult male:2; adult:5	1
adult female:1; adult:10	2
adult female:2; adult male:7	2
adult female:3; adult male:13	1
adult male:101; adult female:21	1
adult male:200; adult female:100	2
adult male:55; adult female:5	1
adult male:7; undetergent:3	2
alate, dealate queen	2
alate, dealate queen, major, minor worker	3
dealate queen, males, workers	2
female 2, male 2	1
female with large ovaries with small (0.6 mm) very tightly packed eggs	2
female: 1 | male: 7	4
female: 13 | male: 19	1
female: 14 | male: 10	1
larvae; C&S, stage 36	1
machos (4), hembras (6)	1
machos (9), hembras (5)	1
male + 4 females	1
male 1+	1
male 1, female 7, multiple	1
male 1|female 28|unknown 7	1
male 20|female 2	2
male 36|female 36	2
male 38|female 3	1
male 4	2
mata young	1
okänt	289
small major w	1
stage 45 larvae; SV  33.2 TL 42.0; C&S	1
teneral:1; adult female:2; adult male:8	1
teneral:2; adult male:1; adult female:1; adult:8	1
thorax and abdomen	1
unknown 1|unknown 6	1
workers, Coccoidea	1
"Macho; Hembra"	13
0 males,7 females	5
00 F; 00 M; 14 total	3
00 F; 01 M; 02 total	35
02 machos, 02 fêmeas	3
1 Hembra y 6 Machos	23
1 Male With Spawning Colours	2
1 dealate queen, 26 workers	3
1 fêmea, 1 macho	10
1 hembra y 8 machos	1
1 macho, 1 fêmea, 1 deuto e 2 tritoninfas	1
1 macho, 2 tritoninfas	1
10 female, 2 male	1
10 juveniles	4
10m 8f apt  3n	1
10w, 3aQ, 1l	1
11 MACHOS 9 HEMBRAS	2
11M 25H	1
12 Hembras y 7 Machos	1
12 hembras y 10 machos	1
13 worker	6
131 H, 196 M	1
14 H, 13 M	2
14 females	7
15M 11H 4O	1
16 machos y 43 hembras	1
16M 15H	1
17 hembras, 12 machos	2
18 H, 35 M	1
18w	17
19 MACHOS 34 HEMBRAS	1
19 Males, 10 Females	1
1dq, 1s	2
1m 1f 3n	5
1w, 1m (m missing gaster)	2
2 Indeterminados, 1 Hembra	1
2 MACHO 1 HEMBRA	2
2 Males, 2 Females, 4 Immatures	1
2 female, 27 male	2
2 males, 14 females	1
2 males, 6 females, 1 juvenile	1
2 undetermined	19282
21 sex not recorded	14
217 H, 104 M, 3 I	1
21m 25f 7n	1
21m 37f	1
21m,8f	1
22 Males, 30 Females	1
24 Hembras y 86 Machos	1
248 hembras	1
24m 14f	1
25 male	7
262 H, 41 M	2
27 Machos	3
27M 13H	1
29 M	1
2F, 10M	1
2F, 9M	2
2H, 27M	1
2eQ	2
2m 12f	3
2m 1n	8
2m 25f 2n	1
2m 2f 9n	2
2m, 4w	2
3 MACHOS 6 HEMBRAS	5
3 Machos	318
3 females, 2 males	8
3 males, 11 females	5
3 sex not recorded	3135
32 workers	1
32m 35f	1
32m,4f	1
32w, 5aq, 15m	1
35 males, 9 females	1
36 female, 4 male	1
37 H, 10 M, 1 I	1
3m 1f macr	3
3ma, 56mi	1
4 Hembras y 1 Macho	31
4 Hembras, 1 Macho, 1 No identificado	1
4 dealate queens, 42 workers	1
4 females; 1 male	14
4 machos, 12 hembras	1
40 H, 3 M, 18 I	1
408 H, 9 M, 184 I	1
40m 19f + n	1
41 male	1
42 hembras, 34 machos	1
44 hembras, 30 machos	1
4H, 1M	39
4M 1H 3O	3
4M 3H 10O	1
4M 4H 5J	1
4aq	1
4f + 2m	2
4im	1
4m 29f	1
50 hembras, 48 machos	1
51 Hembras	3
53 Hembras y 13 Machos	1
56 H, 23 M, 101 I	1
56w	2
57 female, 1 male	1
5W	85
5m,2f,3u	1
5mm1f	1
6 hembras, 6 machos, 1 Indiferenciado	1
62 hembras	4
63 hembras, 11 machos	1
68	71
69w, brood	1
6Q, 22w	1
7 Hembras y 16 Machos	1
7 MACHOS	7
7 male2 female	3
76 H, 8 M	1
78 H, 2 M	1
8 Hembras y 8 Machos	3
86 hembras	2
8m 1f	3
9 MACHOS 1 HEMBRA	1
9 machos y 5 hembras	2
98u	2
9H, 11M	2
>20w, 4aq, 15m	1
Carposporofito	92
F;  + eggs	1
F; SV 55.3; C&S	2
Female; Male;;	281
Females, 344; Females	1
Höfer, H.; Gasnier, T.	14
IM	95
Lichenotheca Japonica	2
M ?	1
M jov	2
M; SV 28.4; C&S	1
M; SV 38.7; C&S	3
M; SV 46.0; C&S	1
M; SV 47.4 ; skel	1
M; SV 61.7; C&S	1
Macho Test.Escrot.	237
Male: 1; Female: 5	2
Male; Male; Male; Female; Female; Male; Female; Male; Female; Female	1
Mâle : d'après le cat. Barry, p. 103	5
SV 31; C&S	2
Stirpes Cryptogram Fasc. IX (837-859)	20
Unkown	4
Worker;;	1
adult female	22422
adult female:2; adult male:8	1
adult female:3; adult male:14	1
adult worker- mandible, metasoma	1
enormt tallrik	1
female: 1 | male: 8	2
female: 14 | male: 11	1
female: 9 | male: 13	1
hembras (18)	1
juv, SV 21.0; C&S	1
larvae; C&S, stage 37	1
major,minor worker	2
male 1|female 1|unknown 14	1
male 20|female 3	2
male 3, female 2	1
male 38|female 4	1
male 39|female 159	2
male 65|female 86	1
male 6|female 1	64
male 92|female 17	1
male 9|female 60	1
male; female; male; male	2
male; male; female; male	71
min	2
multiple 2	1
shell + skel	1
skin only;  + skel	1
stage 42 larvae; SV 20.8 TL 46.4; C&S	1
unknown 1|unknown 7	1
unknown 2|unknown 3|unknown 3	1
worker, intercaste	20
worker, soldier	3
+ ser-sec	2
, Mach	1
00 F; 00 M; 00 total	374
00 F; 00 M; 28 total	4
00 F; 02 M; 04 total	4
00 M; 05 F; 05 total	1
04 F; 03 M; 07 total	4
07-Oct-26	1
1 Female, 10 Immatures	1
1 Hembra 1Macho 1 cría indeterminada	1
1 MACHO 8 HEMBRAS	4
1 Macho, 1 Hembra ovígera, 1 Hembra	2
1 Male, 6 Indeterminate	1
1 erg q, 2w	1
1 female, 10 male	1
1 female, 3 male	6
1 female, 4 males	7
1 fêmea, 3 machos	3
1 hembra, 2  machos	1
1 hembra, 2 Indiferenciados	1
1 hembra, 6 machos	31
1 hembra; 2 indeterminados	4
1 macho, 1 fêmea imatura	1
1 macho; 1 hembra; 2 indeterminados	1
1 male, 1 juvenile J3, 1 juvenile J4	1
1 male; 8 female	3
10 hembras, 5 machos, 10 Indiferenciados	1
10 machos; 8 hembras	1
100 H, 16 M	1
100 male+	10
11M 4H	2
11m 24f	1
124 H, 16 M	1
13m,6f	1
14 Hembras y 11 Machos	1
14 females; 2 males	1
14M 199H	1
15 hembras, 2 machos	3
16 hembras, 18 machos	1
16 im	1
163 Machos	1
16H, 12M	2
16M 36H	1
16m 14f	1
17m 18f 1d	1
18 HEMBRAS	2
18 hembras, 14 machos	1
18H, 3M	1
19M 13H	1
19M 51H	1
19ma, 25mi	1
1H 2O 1J	1
1H, 10M	3
1H, 1M, 2J	4
1H, 7M	7
1aQ, 3w	35
1dq, 4w, brood	1
1m (dissected)	9
1m Non-destructive extraction of DNA	1
1m, 19w	1
1m, 1p	1
1w (head detached) PPND	1
1w mouth parts	1
1w sent to Brice Noonan	1
1w, 6wp-p (prepupae)	1
1ww	1
2 Male, 1 Sub-Male, 1 Sub-Female, 4 Immatures	1
2 females; 10 males	4
2 hermbras, 1 macho	1
2 indetermninados, 2 machos, 2 hembras	1
2 male; 7 female	3
2 males, 8 females + 1n	1
2-4 ind. og 1 exuv.	1
204 hr larvae	1
21 hembras, 5 machos	1
22H, 11M	1
23M+26F	1
24 machos, 29 fêmeas	1
27 female, 3 male	1
27 male; 8 female	1
29m,9f	1
2H 2M	1
2dq	50
2m 5f 3n	2
2m, 10ma, 3mi	1
2m,11f	4
2ma, 1mi	1
2machos, 1 hembra	3
2mm3hh	1
3 H, 12 M	2
3 HEMBRAS	83
3 MACHOS 1 HEMBRA 1 JUVEN	2
3 Males, 1 Female, 4 Immatures	1
3 females/ 1 male	1
3 females; 31 males	1
3 hembras	881
3 male 7 female	1
3 male1 female	53
3 male; 6 female	15
32 machos, 43 hembras y 3 indeterminados	1
33 hembras, 26 machos	1
34 Hembras y 28 Machos	1
35 Hembras y 38 Machos	1
35w, 1dq	1
36 hembras, 38 machos	1
38M 70H	1
39w	7
3M 3H	14
3M, 1H	1
3Q, 3w, 4s	1
3m ergatoid	1
3w (1w head detached)	23
4 Indiferenciados	1
4 Machos, 6 Hembras	1
4 male; 5 female	5
409 undetermined	1
42 ninfas	1
47J	1
4m 3f apt  2n	1
4w	774
5 F	1
5 male; 4 female	14
5 males, 2 females, 1puM,1puF	1
50 hembras, 34 machos	1
53 H, 57 I	1
5M 4O	4
5m 10f	17
5m 10f 2n	1
5m,5f	7
6 H, 2 M, 7 I	1
6 machos, 5 fêmeas	4
6 male; 3 female	19
60 machos	1
62 Hembras y 27 Machos	1
64 sex not recorded	2
69	1
69m 76f	1
6M 1H 2O	2
6m 5f 1n	1
7 male; 2 female	19
79 Hembras y 45 Machos	1
7m 27f	1
8 MACHOS 4 HEMBRAS	6
8 male15 female	2
8 male; 1 female	10
84 H, 24 M	1
8dQ	1
8u	584
8w, 1dq	2
9 Machos y 13 Hembras	1
; male; female	3
>10w, >20p, >1l	1
>5	1
>5Q, >5w, 4m	1
C&S. Organs on shelf	2
Canadian Lichens	27
F; SV 62.7; skel	1
F; SV 82.0; C&S	1
F; ser-sec	7
F; young	1
Female, 3; Male	2
Female;Few Eggs	2
HEMBRAS 1, MACHOS 5	1
HEMBRAS 108, MACHOS 50	1
HEMBRAS 25, MACHOS 21	1
HEMBRAS 9, MACHOS 16	1
Hmebra	1
I H, I M	1
J (M?)	1
Lichenes Groenladici Exsiccati	50
Lichenes Wisc. Exs. 1-59	26
M; SV 55.1; C&S	1
M; TL 1544 , T 221	1
M; skel,shell	2
Macho, FÍmea	3
Macho, Hembra	99
Machos	963
NULL	122870
Ovigerous female	1
SV 23; C&S	2
adult female:3; adult male:2	5
adult queen, adult workers	97
female 2, male	1
female 6|male 2	1
female: 1 | male: 9	1
flere ad.	4
im + exu	1
larvae, gosner stage 36, SV 25.8 TL 61.5; C&S	1
machos, hembras	1
male 1, female 1	1
male 15|female	1
male 18|female 1	3
male 20|female 4	2
male 51|female 156	1
male 6	1
male 6|female 2	9
male: 5 | female: 1	2
microconch	1018
multiple 3	1
original data specifies 2 females, 1 male.	2
sexes mixed	8
shell;  + soft-parts	11
skeletons are females	1
soldat	1
teneral:1; adult male:1; adult:3	1
worker, male, queen, brood	1
worker, replete	1
worker/queen/male	1
young, TL 11.2; C&S	2
young, TL 16.7; C&S	1
05 F; 03 M; 14 total	1
06 F; 08 M; 14 total	1
1 Female, 1 Sub-Male	1
1 Hembra, 1 Macho, 1 No identificado	2
1 Hembra, 1 Macho, 2 No identificados	1
1 alate queen	39
1 dealate queen, 13 workers	7
1 female, 2 males pharate adult	1
1 fêmea juvenil	3
1 fêmea, 4 larvas	1
1 hembra	27417
1 indeterminado	25
1 macho; 4 hembras	1
1 male, 12 females	3
10 Hembras y 16 Machos	1
11 males, 9 females	2
12 apterous males	2
12 fêmeas, 23 machos	1
12F, 2M	1
12M 13H 3O	1
13 macho, 26 hembras	1
14 Hembras y 3 Machos	1
14 MACHOS 4 HEMBRAS	1
15 Hembras y 172 Machos	1
15w, larvae	1
16m 35f	2
16m 6f	1
16m,13f	1
17 H	8
17 machos y 31 hembras	1
18 hembras, 8 machos	1
180 hermafroditas	1
187 female	1
18m, 1aq, 17w	1
19 males, 16 females	1
19m 12f	1
1Female/2Males	1
1Q, 4w, 4m	2
1dQ (partial gaster)	1
1dQ, 1w	2019
1m 1f 7n	1
1m minor ergatoid	1
1p, 3l	1
1w (partial)	3
1w, 5l, 1p	1
2 Female, 2 Male, 6 Indeterminate	1
2 H, 5 M	4
2 Machos, 2 Hembras ovígeras, 2 Hembras	1
2 hembras, 12 machos	3
2 machos; 4 indeterminados	1
2 subadultos	1
20 H, 7 M	3
20w, 2l, 1aQ	1
21 male, 2 female	1
21M 10H 15O	1
21m	28
22 Hembras y 15 Machos	1
228 undetermined	1
22M 27H 25O	1
23 H, 6 M	1
23 machos	4
24 H, 3 M	1
26 H, 5 M	1
2M, 2?	1
2Q, 17w	1
2W, 1Q, 2M	1
2aQ, 2w, 2wp	2
2f brach	1
3 H, 2 M	26
3 HEMBRAS 2 JUVENILES	1
3 Hembras ovígeras, 1 Hembra	1
3 males, 6 females	14
301 H, 23 M	1
32m 100f?	1
32w, brood	4
38 hembras, 4 machos	1
38m 31f	1
3Qp, 3w, 3wp	1
3m 1f micr	1
4 Penultimate Male, 5 Immature	1
4 fêmeas, 3 deuto, 2 protoninfas	1
4 hembras, 3 machos	80
4 im 2n	1
4 sex not recorded 1 female	2
400	1
40m 18f	1
41 H, 107 M	1
46 H, 18 M	1
48 H, 29 M	1
4H, 5M	9
4M 1H 7O	1
4f + 6m	2
4x	16
5 H, 46 M	1
5 females, 1 male	12
5 hembras, 24 machos	1
50-100 ad.	2
51 hembras, 3 machos	1
52 sex not recorded	2
521 undetermined	1
55 H	1
56w, brood	1
58 H, 37 M	1
5M 15H	1
6M e 6F	1
6M, 3F	1
6w, 2wp	1
7 H, 11 M	1
7 tritoninfas	3
78 hermafroditas	1
7M+3F	1
8 im	5
8m 11f 1n	1
8m 5f	17
93 H	1
96m 57f	1
98 hembras, 26 machos	1
9W	24
>6-8 ind.	1
Adult worker	27446
F; SV 27.4; C&S	1
F; SV 30; C&S	1
F; SV 66.0; C&S;  + skull	1
FEMALE-GRAVID	1
FEmale	1
Femea	9
HEMBRAS 31, MACHOS 21	1
HEMBRAS 33, MACHOS 5, 4ND	1
HEMBRAS 86, MACHOS 25	1
Lichens of Wisconsin	1
Lithenotheca Fennica	1
M; C&S; SV 43.7  +  guts	1
M; SV 56.9; C&S	1
M; skel, skull	4
MM	107
Macho, Hembra, Juvenil	1
Male?	325
SV 26.5	1
TL 248	1
adult female:3; adult male:3	3
adult male:1	608
adult male:30	5
adult male:600; adult female:200	1
adult male:7; adult female:1	2
dealate queen, adult worker	2
embryos; C&S	2
female: 20 | male: 10	1
hatchlings , early development stages	1
male 1, female 2	4
male 126|female 194	1
male 18|female 2	1
male 20|female 76	1
male 6|female 3	10
male: 5 | female: 2	1
mascle | indeterminable	4
minor, major worker	38
nymph female	45
paroecious	3
stage III; C&S	9
teneral alate queen, worker, brood	1
teneral:10	3
teneral:1; adult female:1	1
teneral:1; adult male:149; adult female:9	1
unknown 1|unknown 9	1
♀♀	1
(F)	1
01 fêmea	2
04 F; 00 M; 04 total	10
1 Female, 2 Male, 2 Indeterminate	1
1 female, 10 juveniles	1
1 female, 2puM	1
1 hermafrodita	86
1 ovigerous female, 1 male, 2ind.	1
10 H, 3 M	6
10 M; 23 F; 33 total	1
10 fêmeas, 13 machos	1
10M 1H 9O	1
11 Males, 6 Females, 9 Immatures	1
11 im 3n	1
11H, 11M	4
120 H, 78 M	1
12M 10H	1
12m 13f 3n	1
13 Machos	9
14 males, 14 females	1
15 fêmeas	4
15 hembras, 16 machos, 2 Indiferenciados	1
155 undetermined	5
15H, 20M	1
16 Hembras y 1 Macho	1
160 H, 3 M	1
16H, 16M	1
16m 18f	4
18 Hembras	9
186 undetermined	2
19 Hembras y 38 Machos	1
1H, 14M	1
1aQ, 1dQ	17
1aQ, 4ma, 13mi, brood	1
1aQ, 7w	2
1aq, 1m (1), 1aq, 1m (2)	1
1m 23n	1
1m 4f 1n	1
1m(1), 3w(2)	1
1ma, 4mi	3
1macho, 1 hembra	5
1q?	1
1w (head removed)	1
1w major, 1w	1607
1w major, 2w minor	9
2 Machos, 1 Hembra ovígera, 1 Hembra	5
2 dealate queen, 9 worker	1
2 hembras y 3 machos	11
2 machos y 2 sexo no identificado	1
