taxonRank	reps
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Testudines + Archosauria group;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Charadriiformes;Scolopacidae;Actitis	25
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Testudines + Archosauria group;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Columbiformes;Columbidae;Claravis	2
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Testudines + Archosauria group;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Passeroidea;Fringillidae;Emberizinae;Buarremon	2
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Testudines + Archosauria group;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Passeroidea;Fringillidae;Emberizinae;Thraupini;Chlorospingus	4
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Testudines + Archosauria group;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Passeroidea;Icteridae;Xanthocephalus	3
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Testudines + Archosauria group;Testudines;Pleurodira;Chelidae;Elseya	2
Eukaryota;Metazoa;Cnidaria;Hydrozoa;Hydroida;Anthomedusae;Corymorphidae;Euphysa	7
Eukaryota;Metazoa;Cnidaria;Scyphozoa;Coronatae;Atollidae;Atolla	8
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Astigmata;Psoroptidia;Sarcoptoidea;Lobalgidae;Echimytricalges	9
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Entelegynae;Dionycha;Salticidae;Salticoida;Marpissoida;Ballinae;Padilla	3
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Potamoidea;Parathelphusidae;Syntripsa	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Xanthoidea;Xanthidae;Lophozozymus	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Caridea;Alpheoidea;Alpheidae;Zuzalpheus	6
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Peracarida;Amphipoda;Gammaridea;Corophioidea;Aoridae;Microdeutopus	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Copepoda;Calanoida;Tharybidae;Undinella	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Polyderis	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Cerambycidae;Lamiinae;Acanthocinini;Sternidius	14
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Staphyliniformia;Histeridae;Histerinae;Hister	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Staphyliniformia;Hydraenidae;Hydraena	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Staphyliniformia;Staphylinidae;Oxytelinae group;Oxytelinae;Bledius	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Muscoidea;Muscidae;Lispe	12
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Chironomoidea;Chironomidae;Orthocladius	108
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Aculeata;Apoidea;Andrenidae;Andreninae;Andrena;Taeniandrena	11
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Ichneumonoidea;Braconidae;Alysiinae;Chorebus	11
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Ichneumonoidea;Ichneumonidae;Campopleginae;unclassified Campopleginae;Campopleginae gen. GauldZZZ	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Hymenoptera;Tenthredinoidea;Diprionidae;Monocteninae;Monoctenus	19
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Hymenoptera;Tenthredinoidea;Tenthredinidae;Nematinae;Mesoneura	11
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Bombycoidea;Lasiocampidae;Macrothylacia	5
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Bombycoidea;Sphingidae;Macroglossinae;Dilophonotini;Pachygonidia	29
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Bombycoidea;Sphingidae;Smerinthinae;Smerinthini;Pseudopolyptychus	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Gelechioidea;Elachistidae;Elachistinae;Phigalia	78
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Gelechioidea;Lecithoceridae;Lecithocerinae;Lecithocera	15
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Geometroidea;Geometridae;Ennominae;Caripeta	85
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Geometroidea;Geometridae;Ennominae;Eurychoria	7
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Geometroidea;Geometridae;Ennominae;Eutrapela	16
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Geometroidea;Geometridae;Ennominae;Oenoptila	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Hesperioidea;Hesperiidae;Hesperiinae;Isma	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Hesperioidea;Hesperiidae;Hesperiinae;Ocybadistes	6
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Hesperioidea;Hesperiidae;Pyrginae;Ephyriades	3
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Hesperioidea;Hesperiidae;Pyrginae;Erynnis	38
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Hesperioidea;Hesperiidae;Pyrginae;Pyrgus	182
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Hesperioidea;Hesperiidae;Pyrrhopyginae;Mysoria	11
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Arctiidae;Asura	8
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Arctiidae;Idalus	120
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Arctiidae;Robinsonia	51
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Erebidae;Belciana	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Erebidae;Encruphion	12
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Erebidae;Serrodes	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Catocalinae;Hamodes	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Hadeninae;Escaria	4
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Hadeninae;Metopiora	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Hadeninae;Zosteropoda	8
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Herminiinae;Coremagnatha	8
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Noctuinae;Agrotis	656
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Plusiinae;Pseudeva	10
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Nolidae;Nolinae;Aquita	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Notodontidae;Notodontinae;Pheosia	98
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Notodontidae;Nystaleinae;Bahaia	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Notodontidae;Pygaerinae;Destolmia	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Papilionoidea;Nymphalidae;Heliconiinae;Vagrantini;Cirrochroa	15
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Papilionoidea;Pieridae;Pierinae;Delias	21
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Pyraloidea;Crambidae;Schoenobiinae;Scirpophaga	10
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Pyraloidea;Crambidae;Spilomelinae;Apogeshna	13
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Pyraloidea;Crambidae;Spilomelinae;Meroctena	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Pyraloidea;Crambidae;Spilomelinae;Phostria	137
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Pyraloidea;Pyralidae;Phycitinae;Conobathra	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Tineoidea;Tineidae;Myrmecozelinae;Moerarchis	5
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Tortricoidea;Tortricidae;Olethreutinae;Eucosmini;Epinotia	238
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Ditrysia;Zygaenoidea;Limacodidae;Anaxidia	1
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Lepidoptera;Glossata;Nepticuloidea;Nepticulidae;Nepticulinae;Trifurculini;Trifurcula	17
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Trichoptera;Integripalpia;Leptoceroidea;Molannidae;Molanna	91
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Endopterygota;Trichoptera;Integripalpia;Limnephiloidea;Uenoidae;Thremmatinae;Oligophlebodes	8
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Euhemiptera;Cicadoidea;Cicadidae;Cicadinae;Oncotympanini;Oncotympana	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Euhemiptera;Heteroptera;Panheteroptera;Pentatomomorpha;Pentatomoidea;Pentatomidae;Pentatominae;Brochymena	4
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Aphidiformes;Aphidoidea;Aphididae;Macrosiphini;Ericaphis	18
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Scapphodonta;Palingeniidae;Pentagenia	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Odonata;Zygoptera;Coenagrionidae;Papuagrion	2
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Odonata;Zygoptera;Megapodagrionidae;Teinopodagrion	3
Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Myriapoda;Chilopoda;Notostigmophora;Scutigeromorpha;Scutigeridae;Thereuopoda	1
Eukaryota;Metazoa;Ecdysozoa;Nematoda;Chromadorea;Tylenchida;Tylenchina;Tylenchoidea;Hoplolaimidae;Rotylenchulinae;Rotylenchulus	11
Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Antedonidae;Trichometra	4
Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Palpata;Aciculata;Phyllodocida;Polynoidae;Bylgides	5
Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Palpata;Canalipalpata;Sabellida;Sabellidae;Megalomma	3
Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Scolecida;Terebellida;Ampharetidae;Samytha	2
Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Sipuncula;Phascolosomatidea;Aspidosiphonidormes;Aspidosiphonidae;Aspidosiphon	4
Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;Mytiloida;Mytiloidea;Mytilidae;Bathymodiolinae;Idas	145
Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Gastropoda;Vetigastropoda;Trochoidea;Trochidae;Margarites	5
Eukaryota;Metazoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Opecoelata;Opecoelidae;Plagioporus	1
Eukaryota;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Cylindrotheca	28
Eukaryota;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Rhopalodiales;Rhopalodiaceae;Rhopalodia	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Ginkgoidae;Ginkgoales;Ginkgoaceae;Ginkgo	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida;Arecaceae;Calamoideae;Lepidocaryeae;Raphiinae;Raphia	4
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;Epidendroideae;Arethuseae;Coelogyninae;Coelogyne	18
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Magnoliidae;Magnoliales;Myristicaceae;Staudtia	9
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Buxales;Buxaceae;Buxus	4
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Saxifragales;Peridiscaceae;Soyauxia	7
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Pentaphylacaceae;Anneslea	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Asterales;Asteraceae;Asteroideae;Anthemideae;Anthemideae incertae sedis;Hulteniella	15
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Asterales;Asteraceae;Asteroideae;Heliantheae alliance;Helenieae;Gaillardiinae;Gaillardia	6
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Asterales;Asteraceae;Asteroideae;Heliantheae alliance;Heliantheae;Perymenium	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Asterales;Asteraceae;Cichorioideae;Vernonieae;Vernoniinae;Vernonia	8
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Dipsacales;Adoxaceae;Adoxa	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Gentianales;Loganiaceae;Strychnos	48
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Bignoniaceae;Tecomeae;Pandorea	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Gesneriaceae;Didymocarpoideae;Trichosporeae;Corallodiscinae;Corallodiscus	3
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Gesneriaceae;Gesnerioideae;Gesnerieae;Columneinae;Episcia	6
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Celastrales;Celastraceae;Lophopetalum	7
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;Dalbergieae;Steinbachiella	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Polygalaceae;Polygala	32
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Phyllanthaceae;Bridelieae;Bridelia	12
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Salicaceae;Saliceae;Salix	789
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Maloideae;Amygdaleae;Prunus	25554
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Maloideae;Maleae;Eriobotrya	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Proteales;Proteaceae;Helicia	1
Genus, , var.	1
Malvales	11
Myctophiformes	3
Passeriformes	207
dissectum	182
quinquevulnera	2
section	13
triloba	7
trilobatum	23
variety: procax	1
Bacteria;Caldithrix	4
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera	3
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Unclassified Kiloniellaceae	1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Paucibacter	17
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;unclassified Saccharospirillaceae	1
Bacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Thermodesulfobacterium	1
Cypriniformes	108
Estirpe	2
Eukaryota;Amoebozoa;Tubulinea;Arcellinida;Difflugina;Hyalospheniidae;Hyalosphenia	9
Eukaryota;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporineae;Pleosporaceae;Embellisia	2
Eukaryota;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;mitosporic Onygenales;Malbranchea	1
Eukaryota;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Teloschistales;Teloschistineae;Teloschistaceae;Xanthorioideae;Polycauliona	1
Eukaryota;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Sebacinales;Sebacinales group B;Serendipita	2
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Chondrichthyes;Elasmobranchii;Batoidea;Myliobatiformes;Urolophidae;Trygonoptera	28
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Chondrichthyes;Elasmobranchii;Batoidea;Torpediniformes;Narkidae;Narke	2
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Alepocephali;Alepocephaliformes;Alepocephalidae;Talismania	12
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Neoteleostei;Acanthomorphata;Carangimorphariae;Carangimorphariae incertae sedis;Polynemidae;Polynemus	5
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Neoteleostei;Acanthomorphata;Carangimorphariae;Pleuronectiformes;Pleuronectoidei;Soleidae;Dicologlossa	1
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Neoteleostei;Acanthomorphata;Ovalentaria;Atherinomorphae;Atheriniformes;Atherinopsidae;Atherinopsinae;Leuresthes	1
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Neoteleostei;Acanthomorphata;Ovalentaria;Cichlomorphae;Cichliformes;Cichlidae;New World cichlids;Cichlinae;Crenicichlini;Crenicichla	16
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Neoteleostei;Acanthomorphata;Pelagimorpharia;Scombriformes;Trichiuridae;Benthodesmus	2
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Neoteleostei;Acanthomorphata;Percomorpharia;Perciformes;Cottioidei;Cottales;Agonidae;Anoplagoninae;Ulcina	16
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Neoteleostei;Acanthomorphata;Percomorpharia;Perciformes;Cottioidei;Cottales;Liparidae;Acantholiparis	1
Eukaryota;Metazoa;Chordata;Craniata;Vertebrata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Neoteleostei;Acanthomorphata;Percomorpharia;Tetraodontiformes;Molidae;Masturus	4
