disposition	reps
Exch. with British Mus.	1
Exch. with Imp.Col.Agr. Japan, Dec '09	3
Exch. with Mus. of Comp. Zoology, Dec 1922	3
Exch.Tring Mus. England July,1906	1
Exchanged Phila. Acad. Nat. Sci.	1
Given in exchange to M.C.Z., Dec 2, 1937	5
Given in exchange to Paris Museum, June 11, 1923	1
Given in exchange to the Museum Comparative Zoolog	1
In Collections	197400
In exchange E.B. Sennelt	2
Na coleção | Caixa Aphrissa - Seg(6) Mod(1) (04)	70
Parmelia glauca	1
Peltigera polydactylon var. undulata	2
Peltigera praetextata f. subcanina	1
Pertusaria leioplaca var. cryptostoma	1
Physcia stellaris f. radiata	3
Physcia tribacia f. tenuissima	1
Presented to Dr. Stanley C. Ball by L.C. Sanford,	1
Returned to Apolinar Maria, July 1920	34
Sent to Field Musuem of Natural History in Exchang	1
Spec. exch. to Rothschild & renumbered 594911 when	1
This duplicate was sent on exchange to Oregon State University (OSC) 2008.	2
To Queens College August 1953	1
Tombado em 1996-03-06/in collection	2
Tombado em 1997-04-17/in collection	3
discarded 19-X-54 J.F.	1
to Barro, Colorado 1926	1
Buffalo Museum of Sci.	30
Collection Allègre R. n°1938-14	1
Collection Amédro n°1995-1	10
Collection Belliard n°2007-24	1
Collection Bonnet n°1900-31	5
Collection Carrugo	3
Collection Dickman n°1991-10	1
Collection Faure	2
Collection Jattiot	1
Collection Koch	1
Collection Lombard n°1913-3	19
Collection Oustalet	1
Collection PAUMIER	1
Collection Poirmeur n°1904-10	3
Collection SCHONLEIN	12
Collection Sigogneau-Russell Denise n°2001-8	7
Collection TRIGER	9
Collection Tillier	57
Collection Zelenov	1
Discarded June 5 1936	2
Discarded by Dr. Mayr, 1 Nov 1939	1
Duplicate of A19261 and A19264 sent on exchange to the University of California (UC) 2009	1
Duplicate of A19304 and A19302 sent on exchange to University of Alaska Museum of the North (ALA) 2009	1
Duplicate of A90496	1
Duplicate of V216321, V216331, V216320 sent on exchange to the University of Washington (WTU) 2012 Aug	1
Duplicate of V216355, A54474, sent on exchange to Oregon State University (OSC) 2012 Aug	1
Duplicate specimen from Royal British Columbia Museum, Victoria, B.C. Accession # V175882	1
E,0	1
Ex. Cleveland Mus., Feb 1926	1
Ex. Walter Koelz - Apr 1926	1
Ex. with Cleveland Mus. Feb. 1926	6
Exch. to Museum Natural Science, Louisiana, Aug. 1	1
Exch. with A.C.O'Connor, June 14,1929	1
Exch. with Berlin Museum, July 1936	6
Exch. with G. Kohn Nov. 29/90	2
Exch. with Tring Mus. July 1928	2
Exchange with Cleveland Mus., Feb 1926	1
Exchange with Tring Museum, May 1927	37
Exchanged	8
Exchanged Fla. St. Univ. 7/19/63	1
Exchanged with Berlin Mus. July 1936	1
Exchanged with Cornell University, April 1916	3
Exchanged with Geo. Hollister for hawk, 29 Nov 191	1
Exchanged with Mr. Hoyle, Dec 1908	1
Gift SWRS, Portal, Ariz	1
Gift to Pan-American Union, Washington,D.C.	1
Gift to the Berlin Museum, July 1936 never sent	6
Given in exchange to Phila. Acad. Sciences, Feb 19	3
Given to Brooklyn Museum (Discarded)?	1
Kaappi 83b, laatikko Staphylinidae 195	1
MOUNT IN STORAGE	2
Mounted for Solomon Island Group-1942	4
Museum voucher, Whole specimen	541
Na coleÁ„o | Caixa Colias - Seg(5) Mod(6) (21)	76
Na coleção | Caixa Phoebis - Seg(5) Mod(6) (26)	47
Pertusaria trochiscea	1
Quintuplet of V23626, V62565, V23624, V23625, sent to V 2012 Aug	1
Sent in Exchange to Rutgers University, 22 Apr 197	1
Sent in exchange to U.S. National Mus. 1925	4
This duplicate was sent to National Tropical Botanical Garden (PTBG) 2008.	1
Tombado em 2015-01-28/in collection	2
Tombado em 2015-03-02/in collection	4
Triplicate of V63207 and V34965, sent to V 2012 Aug	1
suodioraama	4
161	1
20	20
Collection Ameghino	9
Collection Arambourg	302
Collection Bather	3
Collection Besairie n°1929-8 ET 1929-10	1
Collection Brongniart n°1902-14	582
Collection Choquet n°1913-28	1
Collection Dubois	1
Collection Klou?ek n°1912-24	1
Collection LEMERY	1
Collection Paul Fischer n°1894-10	1
Collection ROTSCHILD	7
Collection Villemur	9
Collection de Vibraye n°1896-13	1
Destroyed by insects, 13 Jul 1928	8
Duplicate of A90497	1
Duplicate of V18215 sent on exchange to the Canadian Museum of Nature (CAN) 2009	1
Duplicate of V223309, sent on exchange to Univeristy of Washinton Botanic Garden (WTUH) Aug 2012	1
Ex. with W.C. Wheeler, May 1924	2
Exc. Bonn. Mus., 1960	3
Exch. Bird craft Sanctuary, Fairfield, Conn. March	1
Exch. Cleveland Mus. Feb. 1926	2
Exch. to Chicago Mus.	1
Exch. to Transvaal Museum, Pretoria, S. Africa, 15	1
Exchange with Academy of Natural Sciences, 4 Aug 1	1
Exchange with L.A. Fuertes, 1906	2
Exchanged with Brooklyn Institute, 3 Aug 1908	1
Exchanged with North Carolina State Museum of Nat.	2
Exchanged with Princeton Museum of Zoology, 16 Dec	2
Gift to the Berlin Museum, July 1936 never sent M.	19
Given in ex. with Colorado Museum of Nat Hist	1
Given in exchange to the Bristish Museum, June 193	1
Kaappi 131b, laatikko Chrysomelidae 13	19
Kaappi 76b, laatikko 18	1
Lecanora tartarea var. variolosa	3
Mt'd for Galapagos Group. 1938	1
Na coleção| Caixa Romaleidae (Romaleinae (Romaleini (Zoniopoda))	125
Pertusaria leioplaca	8
Physcia parvula	7
Pres. to Dr. S.C. Ball by Dr. L.C. Sanford, Nov 19	2
Pterygium pannariellum	8
Scully	1124
Sent in exch. to Bishop Museum Apr 1928	1
Sent in exchange Zoologishes Museum, Amsterdam, Ma	1
Sent to Lsu Mus. of Zool. on exchange, May 1984	1
Sent to State University of Iowa, Iowa City, Iowa	1
To W.H. Phleps	2
Tombado em 2005-06-21/in collection	60
Tombado em 2015-04-06/in collection	7
Tombado em 2015.11.17 por Alana Leit‹o/in collection	27
Tombado em 2016.01.22 por Alana Leit‹o/in collection	5
Unavailable	4
Verrucaria peminosa	1
21	3
240 in collection at ZMUC	1
26 in collection at ZMUC	1
333	1
4R1-28-I1-B1-D1	1
Collection BEAUMONT  (de)	16
Collection Bastard n°1896-25	32
Collection Cherbonnier n°1979-1	2
Collection Colcanap n°1908-21	25
Collection Créqui Montfort n°1907-15	1583
Collection DEPAPE	12
Collection DUMAS, E.	17
Collection Decary n°1932-12	1
Collection El de BEAUMONT	1
Collection Gouget	3
Collection Hébert & Munier-Chalmas	1
Collection LANDRIOT	357
Collection MEYENDORF	6
Collection Molot	8
Collection Orbigny Alcide (d') n°Catalogue 22	67
Collection Péron n°1809-36-1316	2
Collection Réjaudry	4
Collection SAULL	24
Collection Staadt	26
Collection Stchepinsky	10
Collection de Koninck n°1963-30	1
Discarded by Dr. Amadon 7/31/63; Gift to Rutgers U	1
Discarded by Dr. Amadon, 11 Jan 1960	1
Duplicate of A19801; sent on exchange to University of California (UC) 2009	1
Duplicate of V12791, sent to V 2012 Aug	1
Duplicate of V223304, sent on exchange to Univeristy of Washinton Botanic Garden (WTUH) Aug 2012	1
Duplicate of V45803 sent on exchange to the Canadian Museum of Nature (CAN) 2009	1
Duplicate of V67847, sent to V 2012 Aug	1
Ex. Geo. E. Mason,July 1922	1
Ex. with Cleveland Mus. Feb. 1928	1
Ex. with John Whitehead, Sept 13/90	3
Ex. with Louis Molnar Sept. 10 1890	1
Ex. with S.I. Nov. 27, 1889	11
Exch to Rothschild and renumbered 700712 on return	1
Exch to U.S. National Museum, Jan 1932	3
Exch. Count von Belepsch, Feb.'05	1
Exch. O. Bangs, Sept. 20, 1918	1
Exch. to Australian Mus., N.S. Wales, Australia, 2	1
Exch. to Dr. Campos Seabra, 4/22	1
Exch. to Mr. Dieter Blume, Germany, Dr. Short, 5/2	2
Exch. to Rothschild Coll. & when R. Coll came to A	1
Exch. with Berlin Museum July 1936	1
Exch. with C.A. Smith, May 10/90	1
Exch. with G. Kohn Nov 29/90	1
Exch. with Tring Museum July 7, 1928	1
Exchange - Auckland Mus., April 20, 1950	1
Exchange Dr. Stresemann-Berlin Museum-May 1927	1
Exchange with Cleveland Mus. Feb 1926	1
Exchange with Nat. Mus. Kenya, Aug 1983	1
Exchanged with A.W. Anthony, 15 Dec 1893	1
Fla. St. Univ. exchanged U. Fla. 7/19/63	1
Given in exchange to Acad. Nat. Sci. Phila., 7 Jun	1
Na coleÁ„o | Caixa Hemiptera (2)	53
Na coleÁ„o |Buprestidae (24) (1126)	266
Na coleÁ„o| Calliphoridae 10	87
Na coleção | Caixa Moschoneura - Seg(5) Mod(6) (13)	85
Na coleção| Caixa Romaleidae (Romaleinae (Romaleini (Agriacris)))	70
Peltigera horizontalis	29
Peltigera variolosa	16
Presented to the U.S. Customs (Mr. John Bull), Apr	1
Sent to Prof. van Oort-Oct 1932	1
Sent to Swedish Nat. Hist. Mus., Oct 16, 1928	2
Sent to UMMZ, Michigan, in exchange ; Sept 1984	1
Taken by Mr. Morden to Acad. Sci., Leningrad, July	7
Tombado em 2000-02-23/loaned	1
Tombado em 2000-11-25/in collection	1
Tombado em 2002-02-05/loaned	1
Tombado em 2007-05-18/in collection	3
Tombado em 2008-06-29/in collection	3
22	8
4R1-28-I1-B1-D2	1
60	1
Alexander Mus., Neth	1
Collection Agassiz	5
Collection Agostini	1
Collection BIOLLEY	1
Collection BRONGNIART, Alexandre	1
Collection Bertrant	2
Collection Blieck	1
Collection Bureau n°1881-36	11
Collection Chevalier-Loubet n°2007-18	1
Collection Courtessole-Griffe ex Gil Cid ex Univ. de Toulouse n°1989-3	3
Collection DESNIDOFF	2
Collection Dollfus n°1958-1	1
Collection Espourteille n°1983-3	1
Collection Hommaire de Hell	2
Collection Lacassagne	1
Collection Lartet Edouard	121
Collection Le Testu	1
Collection Lhomme (Jean-François)	6
Collection Martinez	1
Collection Maurs	1
Collection Michelotti	1
Collection Muséum n°2007-7	2
Collection PAILLETTE	3
Collection Pacaud	598
Collection Thomas n°1904-27	3
Collection WALLICH	7
Collection Zuffardi-Comerci	1
Duplicate of V11415	1
Ex-Walter Koelz, April 1926	1
Exch A. Koenig Museum	37
Exch. Museo Nacional, Argnetina Sept. '17	1
Exch. sent to Cleveland Mus Jan 6, 1932	1
Exch. to Phelps-Aug. 1949	3
Exch. with Imp. Col.Agr., Japan Dec. '09	1
Exch. with W.C. Todd, Jul 1924	1
Exchange -Iowa State University-May 1967	1
Exchange dwith H.K. Coale, Feb. 1910	1
Exchange to Carnegie Museum, Jan 1932	2
Exchange with Phila.Acad.Nat.Sci. July 1928	1
Exchanged to Goeldi Mus., Belém, Brazil, June 1989	1
Exchanged to S, Austral. Mus., 20 Nov 1974	1
Gift of T. Roosevelt	1
Gift to Jordon, Oct 1923	1
Gift to Vir. Ins. of Marine Sci., Mr. Washer - Oct	1
Given in exchange to Wm. H. Phelps, Sept. 6, 1940	3
Given in exchange to the M.C.Z., February 1938	1
Given to A. Simpson	26
Kaappi 106b, laatikko Carabidae 131	1
MISSING	25
Missing parts, see Availability Remarks In Collection Missing parts, see Inventory Remarks	1
Na coleÁ„o| Caixa Romaleidae (Bactrophorinae (Trybliophorini (Trybliophorus)))	121
Na coleÁ„o| Calliphoridae 11	155
Na coleção| Caixa Romaleidae (Bactrophorinae (Ophthalmolampini (Ophthalmolampis 2)))	196
Na coleção| Caixa Romaleidae (Bactrophorinae (Trybliophorini (Trybliophorus)))	121
Ochrolechia parella	1
Physcia aipolia var. aipolia	1
Placynthiella uliginosa *E	1
Porina carpinea	2
Presented to Cornell University, Apr 1921	41
Sent by Hamlyn to Gerard	2
Sent in exch. to U.S. Nat. Mus., Mar 1928	1
This spec. sent on loan to Dr. Garrido in Cuba in	2
Tombado em 2005-04-09/loaned	1
Tombado em 2007-04-14/in collection	1
Tombado em 2013-05-10/in collection	25
Tombado em 2013-07-01/in collection	18
[illeg]M. Chapman [illeg], 1925	1
missing	5055
13 in collection at ZMUC	3
23	1
4R1-28-I1-B1-D3	1
A duplicate of this specimen of the same accession number was sent to the University of Washington (WTU) 2008	1
Collection Aboulker	1
Collection Bastard	2
Collection Caze	19
Collection Desnoyers n°1888-9	2
Collection Dietze	1
Collection Dion n°2009-10	1
Collection FAUJAS SAINT-FOND	4
Collection LAINE	1
Collection Lardeux	14
Collection Lefèvre	2
Collection Lefèvre n°1965-4	5
Collection Martin	3
Collection Muizon Christian (de)	4
Collection Pacaud n°2005-7	2
Collection Péron	11613
Collection STOBIESKI	1
Collection Vasseur n°1991-14	241
Collection Villatte	5
Collection WOODLINE-PARISH	1
DESTROYED OR DISCARDED	736
Discarded 29 Jun 195[illeg]	1
Discarded: 23 Jul 1959	1
Duplicate of A23226; sent on exchange to University of California (UC) 2009	1
Duplicate of V123792, sent on exchange to Agriculture and Agri-Food Canada (DAO) 2009	1
Duplicate of V173606	1
Duplicate of V33701, sent to V 2012 Aug	1
Ex. with F.O. Johnson, May 30, 1889	1
Exch. Paris Mus. Oct 1932	1
Exch. to Rothschild Coll. & when returned to AMNH,	6
Exch. to Rothschild and when returned renumbered 7	1
Exch. with Brown Univ. Oct 9/90	1
Exch. with Carlos Reeds. Mendoza. 9 Feb 1917	1
Exch. with Carnegie Mus, 15 Jun 1929	3
Exch. with Carnegie Museum, June 15, 1925	1
Exch. with Imp.Co.Agr. Japan Oct '08	1
Exch. with Imp.Col.Agr. Japan Oct'08	7
Exch. with O. Bangs May 17,'05	1
Exch. with S.G. Je[illeg]ett, 28 Oct 1926	1
Exchange with Tring Museum< May 1927	1
Exchanged dwith John Lewis Childs, March 26, 1903	1
Exchanged with Ab[illeg]ot Thayer	1
Gift to W. New Mexico U. - 1968	2
Given in Exch. to Mus. of Comp. Zoology, Dec 1922	1
Given in exchange to Zoologische Museum, Berlin, G	1
Given to the Department of Education, 13 Apr 1944	1
Kaappi 106b, laatikko Carabidae 132	2
Kaappi 126a, laatikko Tenebrionidae 143	1
Kaappi 75b, laatikko 7	1
MD	11
Na coleÁ„o| Caixa Romaleidae (Romaleinae (Romaleini (Gurneyacris - Diponthus)) (Eurostacrini (Eurostacris - Pseudoeurostacris))	161
Na coleção |Buprestidae (18) (1132)	224
Na coleção |Buprestidae (23) (1156)	167
Na coleção| Romaleidae (Romaleinae (Romaleini (Tropidacris))	35
On loan, see Loan Database Missing parts, see Inventory Remarks	2
Physcia constipata	12
Rec' from A.B. Lounsberry	1
Sent in exch. to Tahiti Museum 1928	1
Sent in exchange Zoolobische Museum, Amsterdam, Ma	1
Sent in exchange to Occidental College, Calif., Oc	1
Specimen abdomen broken	1
Tombado em 11-11-2016/in collection	7
Tombado em 1991-07-15/in collection	2
Tombado em 2002-11-09/in collection	1
Tombado em 2002.11.05/in collection	45
Tombado em 2013-11-07/in collection	29
Tombado em 2014-02-24/in collection	10
Tombado em 2014-12-01/in collection	5
Tombado em 2014-12-18/in collection	7
damaged	2
exchanged	17
4R1-28-I1-B1-D4	1
A duplicate of this specimen was sent on exchange to University of Washington Herbarium (WTU) in summer 2008.	1
CNC	4
Collection BRESSON	1
Collection Berton	1
Collection Collignon n°1924-2	1
Collection Decharmasse	1
Collection LUCAS fils	1
Collection Lambert Roger	2
Collection Liakhov n°1912-2	1
Collection Montanet n°1975-7	1
Collection Rigaux	25
Collection STAHL	10
Collection Sayn n°1961-10	1
Collection Schlumberger n°1880-14	4
Collection Sornay n°1978-	3
Collection moule	19
Discarded 15 May 1975	1
Discarded, Jul 1920	27
Duplicate for U.S. NBat. Mus. Nov 1912	1
Duplicate of A18050, A18051 and A18052 sent on exchange to the University of California (UC) 2009	1
Duplicate of V63358, sent to V 2012 Aug	1
Duplicate of V64158.  Sent on exchange to Oregon State University (OSC) Dec 2008.	1
Ex. with G. Kohn Nov.29/90	16
Exch. Museo Nacional, Argentina Sept.'17	1
Exch. Museo Nacional,Argentina Sep.'17	1
Exch. Nat. Mus. Kenya, Aug 1983	2
Exch. sent to Swedish Mus., Dec 12,1931	4
Exch. with "Tring Museum" May 1927	3
Exch. with Brown Univ.	1
Exch. with Imp. Col. Agr. Japan Dec.'09	1
Exch. with Mr.E.T. Seton May 24,1928	1
Exch. with Munich Mus. Oct. 1909	4
Exchange to Mr. Phelps, 12/1/72	1
Exchange with H.K Coale, Feb. 1910	1
Exchange with H.K. Coale Feb 1910	1
Exchange with L.A. Fuertes, Feb 1914	2
Exchanged with Prof. Wm. H. Marshall, U. of Minnes	1
Gallery	2
Given exchange to Mr. L.P. Richards, Honolulu June	1
Given in exchange to Congo Museum, Tervuerin	1
Given in exchange to the University of Arkansas, F	1
Kaappi 122b, laatikko Coccinellidae 4	5
Mounted for Galapagos Group, 1938	1
Na coleção | Caixa Pseudopieris - Seg(5) Mod(6) (1)	83
Na coleção| Caixa Romaleidae (Bactrophorinae (Ophthalmolampini (Ophtalmolampis a Peruviacris)))	147
Parmelia physodes	1
Phaeophyscia constipata	2
Physcia lithotea var. typica	1
Physcia orbicularis f. tristis	3
Sent in exchange to Dr. Joseph Grinnell, Univ. of	2
Tombado em 1986-06-26/in collection	1
Tombado em 29-02-2016/in collection	7
Triplicate of V235521, V32554, sent to V 2012 Aug	1
