"anamorph",60
"Class",156680
"Cohort",2
"division zooology",20
"Family",1023193
"Form",15702
"Genus",3296488
"genus group",1
"informal",425
"Infraclass",259
"Infraorder",2423
"Kingdom",59270
"nothovariety",329
"Order",170478
"Phylum",85489
"section botany",865
"section zooology",2
"series botany",119
"Species",62030182
"Subclass",19277
"subdivision zooology",58
"Subfamily",37014
"Subgenus",70810
"Suborder",3828
"subphylum",236
"subsection botany",9
"subsection zooology",1
"subseries botany",1
"Subspecies",6128856
"Subtribe",733
"Subvariety",1
"Superfamily",2173
"Superorder",2322
"Tribe",2903
"unranked",194917
"Variety",557178
"",1118110
