"sex","reps"
"16 females, 8 males",1
"16 females, 9 males",8
"16 females; 1 male",2
"16 females; 3 males",3
"16 females; 42 males",1
"16 indiv��duos",2
"16 male; 1 female",1
"16 male; 10 female",3
"16 male; 12 female",1
"16 male; 18 female",1
"16 male; 2 female",1
"16 male; 21 female",1
"16 male; 24 female",1
"16 male; 3 female",3
"16 male; 4 female",2
"16 male; 6 female",2
"16 male; 7 female",2
"16 male; 8 female",4
"16 male; 9 female",2
"16 males",72
"16 males, 1 female",4
"16 males, 10 females",2
"16 males, 11 females",2
"16 males, 12 females",2
"16 males, 13 females",4
"16 males, 14 females",1
"16 males, 19 females",1
"16 males, 2 females",6
"16 males, 20 females",1
"16 males, 22 females",2
"16 males, 26 females",1
"16 males, 27 females",1
"16 males, 28 females, 5 adults",1
"16 males, 3 females",1
"16 males, 4 females",6
"16 males, 40 females",1
"16 males, 5 females",3
"16 males, 6 females",2
"16 males, 7 females",6
"16 males, 8 females",4
"16 males, 9 females",3
"16 sex not recorded",25
"16 specimens",4
"16 tritoninfas",4
"16 undetermined",348
"16 worker",2
"16 workers",4
"16.2 mm male, 16.1 mm female",1
"160 adults",1
"160 males",1
"160 specimens",2
"160 undetermined",2
"160w",1
"161 undetermined",3
"162",3
"162 adults",1
"162M",1
"163",1
"163 undetermined",2
"164 undetermined",2
"165 females, 2 adults",1
"165 undetermined",3
"165m",1
"166 undetermined",4
"167 undetermined",1
"168 adults",2
"168 undetermined",2
"169 tritoninfas",1
"16dq, many w",1
"16f",11
"16F, 14M",1
"16M",17
"16M 13F",1
"16M 1F",1
"16M 26F",1
"16M 2F",2
"16M 6F",1
"16m,13f",1
"16m,15f",1
"16m,18f",1
"16m,1f",2
"16m,21f",1
"16m,28f",1
"16m,2f",2
"16m,5f",1
"16m,7f,7u",1
"16m,8f",1
"16ma, 38mi, brood",1
"16u",61
"16w",62
"16w(1), 1w(2)",1
"16w(1); 1w ,1dq(2)",1
"16w, 10m",1
"16w, 12aq, 22m",1
"16w, 1p, 1l",1
"16w, 2aq, 1m",1
"16w, brood",3
"16x",1
"17",71
"17 adults",330
"17 deuto, 3 proto e 132 tritoninfas",1
"17 eggs",1
"17 females",55
"17 females, 10 males",2
"17 females, 11 males",2
"17 females, 12 males",1
"17 females, 13 males",4
"17 females, 14 males",4
"17 females, 15 males",4
"17 females, 16 males",1
"17 females, 17 males",2
"17 females, 18 males",1
"17 females, 23 males",1
"17 Females, 25 Immatures",1
"17 females, 25 males",1
"17 females, 26 males",2
"17 females, 31 males",1
"17 females, 33 males",1
"17 females, 45 males",1
"17 females, 53 males",1
"17 females, 6 males",1
"17 females, 8 males",1
"17 females, 9 males",2
"17 females; 33 males",1
"17 indiv��duos",2
"17 male",3
"17 male; 1 female",1
"17 male; 10 female",1
"17 male; 15 female",2
"17 male; 20 female",1
"17 male; 22 female",1
"17 male; 3 female",1
"17 male; 4 female",1
"17 male; 5 female",2
"17 male; 7 female",1
"17 males, 1 female",5
"17 males, 10 females",6
"17 males, 11 females",4
"17 males, 12 females",2
"17 males, 13 females",2
"17 males, 15 females",1
"17 males, 16 females",1
"17 males, 17 females",2
"17 males, 19 females",1
"17 Males, 2 Females",4
"17 males, 21 females",1
"17 males, 22 females",1
"17 males, 23 females",1
"17 males, 24 females",1
"17 males, 25 females",2
"17 males, 3 females",4
"17 males, 35 females",2
"17 Males, 4 Females",2
"17 males, 47 females",1
"17 males, 5 females",3
"17 males, 5 females, 1 immature",1
"17 males, 50 adults",1
"17 males, 50 females",1
"17 males, 52 females",1
"17 males, 6 females",4
"17 males, 64 females",1
"17 males, 7 females",4
"17 males, 8 females",1
"17 males, 807 females",1
"17 males, 9 females",1
"17 sex not recorded",17
"17 specimens",4
"17 tritoninfas",3
"17 undetermined",272
"17 worker",4
"17 workers",8
"17, 1dq",1
"170 tritoninfas",1
"170 undetermined",2
"171 undetermined",3
"1711 adults",2
"172 undetermined",1
"173 adults",1
"173 undetermined",5
"174 undetermined",1
"174f",1
"175 undetermined",2
"176 tritoninfas",1
"176 undetermined",1
"176m",1
"177 adults",1
"178",1
"178 undetermined",1
"179 undetermined",2
"17f",15
"17F, 9M",1
"17M",16
"17M 1F",2
"17M 20F",1
"17M 28F",1
"17m, 21ma, many mi, brood",1
"17m,2f",1
"17m,30f",1
"17m,36f",1
"17m,3f",1
"17m,4f",1
"17ms, 17mi, brood",1
"17u",45
"17w",51
"17w (3w missing gaster)",1
"17w(1), 1w(2)",1
"17w, 1dQ, brood",1
"17w, brood",5
"18",95
"18 adults",258
"18 F + M",1
"18 females",61
"18 females, 10 males",2
"18 females, 12 males",3
"18 females, 13 males",5
"18 females, 14 males",3
"18 females, 15 males",1
"18 females, 16 males",1
"18 females, 17 males",3
"18 females, 18 males",4
"18 females, 2 males",1
"18 females, 24 males",1
"18 females, 25 males",1
"18 females, 26 males",1
"18 females, 27 males",1
"18 females, 29 males",1
"18 females, 31 males",1
"18 females, 4 males",1
"18 females, 5 males",1
"18 females, 6 males",1
"18 females, 7 males",1
"18 females, 8 males",2
"18 females, 9 adults",1
"18 females, 9 males",2
"18 females; 40 males",1
"18 hatchlings",1
"18 juv",1
"18 male",1
"18 male; 1 female",3
"18 male; 10 female",1
"18 male; 12 female",1
"18 male; 17 female",1
"18 male; 3 female",1
"18 male; 4 female",4
"18 male; 5 female",1
"18 male; 7 female",3
"18 male; 8 female",2
"18 males",49
"18 Males, 1 Female",4
"18 males, 11 females",1
"18 males, 13 females",1
"18 males, 15 females",1
"18 males, 17 females",2
"18 males, 18 females",1
"18 males, 196 females",1
"18 males, 2 females",1
"18 Males, 2 Females, 3 Sub-Males",1
"18 males, 20 females",1
"18 males, 2133 females",1
"18 males, 22 females",1
"18 males, 24 females",1
"18 males, 25 females",1
"18 males, 3 females",4
"18 males, 32 females",1
"18 males, 4 females",2
"18 males, 5 females",1
"18 Males, 6 Females",3
"18 males, 7 females",2
"18 males, 74 females",1
"18 males, 8 females",3
"18 males, 9 females",3
"18 sex not recorded",17
"18 specimens",3
"18 tritoninfas",1
"18 undetermined",250
"18 worker",2
"18 workers",7
"180 adults",1
"180m",2
"180m,148f",1
"1811 undetermined",1
"181m",1
"184 females",1
"184 females; 62 males",1
"185 males, 21 females",1
"185 undetermined",3
"186 undetermined",2
"187 tritoninfas",1
"187 undetermined",2
"1879 females",1
"187f",1
"189 undetermined",1
"189u",1
"18f",10
"18m",21
"18M 10F",1
"18M 12F",1
"18M 1F",1
"18M 7F",1
"18M 8F",2
"18m, 19w",1
"18m, 1aq, 17w",1
"18m,12f",1
"18m,1f",1
"18m,22f",1
"18m,27f",1
"18m,31f",1
"18ma",1
"18Q, 2m",1
"18u",40
"18w",17
"18w(1), 2w(2)",2
"18W, 1Q",1
"18w, 2aq, 3m",1
"18w, 3p, 13l",1
"18w, 6aQ",1
"18w, brood",3
"18w, larva",1
"19",48
"19 adults",179
"19 Adults, 4 Immatures",1
"19 females",35
"19 females, 10 males",2
"19 females, 11 males",2
"19 females, 13 males",2
"19 females, 14 males",1
"19 females, 15 males",3
"19 females, 18 males",1
"19 females, 20 males",2
"19 females, 21 males",1
"19 females, 22 males",1
"19 females, 23 males",4
"19 females, 25 males",1
"19 females, 27 males",1
"19 females, 28 males",1
"19 females, 30 males",1
"19 females, 35 males",1
"19 females, 52 males",1
"19 females, 8 males",1
"19 females, 9 males",3
"19 indiv��duos",1
"19 male",1
"19 male; 11 female",1
"19 male; 17 female",1
"19 male; 7 female",1
"19 male; 8 female",2
"19 males",84
"19 males, 1 female",4
"19 males, 10 females",4
"19 males, 11 females",2
"19 males, 12 females",2
"19 males, 120 females",1
"19 males, 13 females",1
"19 males, 14 females",2
"19 males, 140 females",1
"19 males, 15 females",2
"19 males, 16 females",1
"19 males, 17 females",1
"19 males, 18 females",1
"19 males, 19 females",2
"19 males, 2 females",4
"19 males, 21 females",1
"19 males, 22 females",1
"19 males, 26 females",1
"19 males, 3 females",5
"19 males, 30 females",2
"19 males, 4 females",2
"19 males, 5 females",4
"19 males, 54 females",1
"19 Males, 6 Females",3
"19 males, 60 females",1
"19 males, 7 females",1
"19 males, 8 females",1
"19 males, 9 females",1
"19 sex not recorded",13
"19 sex not recorded 1 male",1
"19 specimens",3
"19 tritoninfas",1
"19 undetermined",282
"19 worker",2
"19 workers",5
"190",1
"190 undetermined",1
"191 females",1
"192",1
"192f",1
"193 tritoninfas",1
"193 undetermined",4
"194 undetermined",1
"196 undetermined",2
"197 adults",1
"197 undetermined",1
"198 undetermined",2
"1980-1",1
"1980-2",1
"1995-4-18",1
"199f",1
"19aq, 1dq, 1m, 139w",1
"19F",20
"19F, 22M",1
"19F, 23M",1
"19m",11
"19M 2F",1
"19M 3F",2
"19M 4F",1
"19m,22f",1
"19m,24f",1
"19m,36f",1
"19m,4f",2
"19m,5f",1
"19ma, 25mi",1
"19ma, 54mi",1
"19u",38
"19u,1m",1
"19w",27
"19w(1), 1w(2)",1
"19w, 1dQ,2l",1
"19w, 1w",1
"19w, brood",3
"1Adult 2Juveniles",1
"1Adult 2pupas",1
"1Adult 3Juveniles",1
"1aQ",4665
"1aQ (3 pins 7 total)",1
"1aQ (gaster detached)",16
"1aQ (gaster detached), 1w",7
"1aQ (gaster missing)",1
"1aQ (head detached)",4
"1aQ (head detached), 1w, 1m",2
"1aQ (in half)",1
"1aQ (missing abdomen)",3
"1aQ (missing gaster)",25
"1aQ (missing gaster), 1w",10
"1aQ (missing head)",4
"1aQ (missing head), 1w",1
"1aQ (ND extraction)",1
"1aQ (no gaster), 1m (thorax only)",1
"1aQ (parts detached)",1
"1aQ (petiole and gaster only)",1
"1aQ (PPD)",2
"1aQ (PPND extraction of voucher)",5
"1aQ NDPP",1
"1aQ PPND",1
"1aQ, >10m, >3w",1
"1aQ, >5m, >10w, >10p",1
"1aQ, >5m, >5w",1
"1aQ, 1 m",1
"1aq, 10m",1
"1aq, 10w",4
"1aq, 12w, brood",1
"1aQ, 15w",2
"1aQ, 1dQ",22
"1aQ, 1dQ, 10w, 5p",1
"1aQ, 1dQ, 1m",3
"1aQ, 1dQ, 1m, 3ma, 1mi",1
"1aQ, 1dQ, 1w",7
"1aQ, 1dQ, 2w",2
"1aQ, 1dQ, 3w",2
"1aQ, 1m",73
"1aq, 1m (1), 1aq, 1m (2)",1
"1aQ, 1m (gaster detached)",2
"1aQ, 1m, 15w",1
"1aq, 1m, 19w",1
"1aQ, 1m, 1w",3
"1aQ, 1m, 2w",4
"1aQ, 1m, 8w",1
"1aq, 1ma, 10mi",1
"1aQ, 1ma, 1mi",1
"1aq, 1s, 1w",5
"1aq, 1w",928
"1aQ, 1w (gaster detached)",2
"1aQ, 1w (missing head)",1
"1aQ, 1w (Q missing gaster)",1
"1aQ, 1w major",1
"1aQ, 1w major, 1w",16
"1aQ, 1w major, 1w, 1m",4
"1aQ, 1w major, 2w",5
"1aQ, 1w major, 2w minor",1
"1aq, 1w, 1m",142
"1aQ, 1w, 1p, 7l",1
"1aQ, 25w, brood",1
"1aq, 26w",1
"1aQ, 2dQ",4
"1aq, 2m",20
"1aq, 2m(1), 1aq, 1m(2)",1
"1aQ, 2s, 2w",1
"1aq, 2w",3
"1aQ, 2w (missing gasters)",1
"1aQ, 2w, 1m",32
"1aQ, 2w, 1wp",2
"1aQ, 3dQ",1
"1aQ, 3w",35
"1aQ, 3w, 1m",8
"1aQ, 4ma, 13mi, brood",1
"1aq, 4ma, 28mi",1
"1aQ, 5m, 7w",1
"1aQ, 5w",2
"1aQ, 6w",1
"1aQ, 6w, brood",1
"1aQ, 7dQ, 1m, 8w, brood",1
"1aq, 7m, 31w",1
"1aQ, 7w",2
"1aQ, 8w",1
"1aq, many w, brood",1
"1aQ,1m",5
"1aQ,1w",5
"1aQ?",1
"1d",2
"1daQ",2
"1daQ, 3w",1
"1daQ, 46w, 33p, 77l",1
"1daQ, 6w",1
"1DF",4
"1dg, 7w",1
"1DM",3
"1dq",6382
"1dQ (destructive)",1
"1dQ (gaster detached)",28
"1dQ (gaster detached), 1w",3
"1dQ (gaster detached), 2w major, 1w",1
"1dQ (gaster only), 1w",1
"1dQ (head + gaster detached)",2
"1dQ (head detached)",8
"1dQ (head detached), 1w, 1m",3
"1dQ (head/partial gaster)",1
"1dQ (in half), 2w",1
"1dQ (missing gaster)",36
"1dQ (missing gaster) 2w",2
"1dQ (missing gaster), 1w",9
"1dQ (missing gaster), 1w major, 1w",1
"1dQ (missing gaster), 2w",1
"1dQ (missing head and gaster)",1
"1dQ (missing head)",10
"1dQ (missing head), 1w",1
"1dQ (missing heaed)",1
"1dQ (ND)",1
"1dQ (partial gaster)",1
"1dQ (PPND extraction of voucher)",9
"1dQ (PPND)",2
"1dQ (thorax only)",1
"1dQ (voucher no longer on pin)",1
"1dQ (wing)",1
"1dq 2aq(1); 2dq(2)",1
"1dQ NDPP",5
"1dQ or w?",1
"1dQ PPND",1
"1dQ, (gaster detached)",1
"1dQ, >10w",1
"1dQ, >15w, 5l",1
"1dQ, >20w",1
"1dQ, >5l",1
"1dQ, 10aQ, 3m, 62w, brood",1
"1dQ, 10w, 1p",1
"1dq, 111w, brood",1
"1dq, 11w",1
"1dQ, 11w, 3l",1
"1dq, 12w",3
"1dQ, 13aQ, 4m, 46w, brood",1
"1dQ, 14w",1
"1dq, 14w, brood)",1
"1dQ, 15w",5
"1dQ, 15w, 20l",1
"1dq, 15w, brood",1
"1dq, 16w",2
"1dQ, 17w, brood",1
"1dQ, 193w, brood",1
"1dq, 19w",1
"1dQ, 1aQ",2
"1dQ, 1aQ, >10m, >10w, l, p",1
"1dq, 1m",21
"1dQ, 1m (coppulation)",1
"1dQ, 1m (gaster detached)",1
"1dq, 1m(1), 2w(2)",1
"1dQ, 1m, 2w",1
"1dq, 1m, many w, brood",1
"1dQ, 1ma, 1mi",4
"1dQ, 1partial",1
"1dq, 1s",2
"1dq, 1s, 1w",17
"1dq, 1s, 2w",3
"1dQ, 1w",2026
"1dQ, 1w (head detached)",1
"1dQ, 1w (missing gaster)",2
"1dQ, 1w (missing gasters)",2
"1dQ, 1w (Q missing gaster)",1
"1dQ, 1w (w missing gaster)",1
"1dQ, 1w major",2
"1dQ, 1w major, 1w",67
"1dQ, 1w major, 2w",8
"1dQ, 1w, 1m",45
"1dQ, 1w, 1s",1
"1dq, 20w",3
"1dQ, 21w",1
"1dq, 21w, brood",2
"1dQ, 222w, brood",1
"1dQ, 25w",2
"1dq, 25w, brood",1
"1dQ, 28w",1
"1dq, 28w, brood",1
"1dQ, 2m",3
"1dq, 2m, 26w, brood",1
"1dq, 2w",369
"1dQ, 2w (1w gaster detached)",1
"1dQ, 2w major",7
"1dQ, 2w, 1m",13
"1dQ, 2w, 2p, 2l",1
"1dQ, 30l, 10p, 30w",1
"1dQ, 30l, 25w",1
"1dQ, 30w, 4p, 1l",1
"1dq, 30w, brood",2
"1dQ, 32w",1
"1dQ, 35w",1
"1dq, 39w, brood",1
"1dq, 3w",62
"1dQ, 3w, 1m",3
"1dq, 3w, 1wT. Caespitum",1
"1dQ, 44w",1
"1dQ, 44w, brood",1
"1dq, 45w, brood",1
"1dq, 48w",1
"1dQ, 4m, many w, brood",1
"1dQ, 4w",10
"1dq, 4w, brood",1
"1dQ, 4w, l",2
"1dQ, 50w, 30p",1
"1dq, 55w",1
"1dq, 57w, brood",1
"1dq, 59w, brood",2
"1dq, 5w",5
"1dq, 60w, brood",1
"1dQ, 6m, 6ma, 17mi, brood",1
"1dQ, 6w",3
"1dq, 70w, brood",1
"1dq, 77w",1
"1dQ, 7w",1
"1dq, 89w, brood",1
"1dq, 8w",1
"1dq, 96w, brood",1
"1dq, 9w",2
"1dQ, brood",1
"1dQ, many ma, many mi, brood",1
"1dq, many mi, brood",1
"1dq, many w",2
"1dq, many w, brood",5
"1dQ, w",2
"1dQ,1w",47
"1dQ,2w",2
"1dQ. 1w",3
"1dQ.w",1
"1dw",2
"1e",1
"1eQ",5
"1eQ, 2w",5
"1eQ, 3w",1
"1exuvia",3
"1exuviae",1
"1Exuvium",1
"1f",52517
"1f + 1?",1
"1f + 1f?",2
"1f + 1ju",1
"1f + 1m",58
"1f + 2m",22
"1f + 3m",10
"1f + 4m",1
"1f + 5m",1
"1f + 6m",1
"1F 14M",1
"1F 1F",1
"1F 1juvenile",1
"1F 1M",10
"1F 2M",3
"1F 3Juveniles",1
"1F 4M",2
"1F 5M",1
"1F 9M",1
"1f et 2m",1
"1F juvenile",1
"1F pupa",3
"1F, 1?",1
"1F, 10M",1
"1F, 11M",1
"1F, 12M",1
"1F, 13M",1
"1F, 14M",2
"1F, 18M",1
"1F, 1M",12
"1F, 2M",71
"1F, 2M, 3U",1
"1F, 32M",1
"1F, 3M",41
"1F, 4M",20
"1F, 4M, 1?",1
"1F, 56M",1
"1F, 5M",12
"1F, 6M",5
"1F, 7M",7
"1F, 8M",4
"1F, 9M",5
"1F, U",1
"1f,1m",32
"1f,1m,5u",1
"1f,1u",65
"1f,2m",4
"1f,2u",1
"1f,3m",1
"1f,3u",3
"1f,6u",1
"1F?",1
"1w (missing middle left leg)",1
"1w (missing thorax)",1
"1w (ND extraction of voucher)",3
"1w (ND extraction of voucher); +1 w extra",1
"1w (ND extraction)",1
"1w (ND)",2
"1w (no gaster)",1
"1w (no specimen found on pin)",1
"1w (non destructive extraction)",1
"1w (non-destructive extraction)",14
"1w (non-destructive)",2
"1w (partial)",3
"1w (parts detached)",1
"1w (petiole + gaster only)",1
"1w (PP destruction)",1
"1w (PP destructive extraction)",4
"1w (PP)",4
"1w (PPD specimen destroyed in ATOL extraction)",1
"1w (PPD)",2
"1w (PPND extraction of voucher)",36
"1w (PPND or 1 leg destructive)",1
"1w (PPND)",25
"1w (right legs)",1
"1w (thorax + coxa)",4
"1w (thorax + petiole only)",1
"1w (thorax + petiole)",1
"1w (thorax only)",4
"1w (to SI vii.2009)",1
"1w (voucher no longer on pin)",7
"1w / RJGF-0040",1
"1w / RJGF-651",1
"1w / RJGF-651 (PPND extraction of voucher)",1
"1w + remains",2
"1w and pod?",1
"1w body (head removed)",2
"1w destruction",18
"1w destructive",13
"1w egg-laying",2
"1w ergatogyne",1
"1w ergatoid",1
"1w gaster + legs",1
"1w gynecoid",1
"1w head and thorax (abdomen removed)",1
"1w head and thorax (gaster removed)",1
"1w intercaste",14
"1w major",4328
"1w major (gaster detached)",3
"1w major (gaster detached), 1w",3
"1w major (head + gaster detached), 1w",1
"1w major (head and gaster detached), 1w",2
"1w major (head detached)",8
"1w major (head detached), 1w",2
"1w major (head only)",3
"1w major (missing gaster)",14
"1w major (missing gaster), 1w",4
"1w major (missing head), 1w",1
"1w major (missing head), 2w",2
"1w major (specimen lost)",1
"1w major, 1m",2
"1w major, 1w",1607
"1w major, 1w (missing gaster)",1
"1w major, 1w (missing gasters)",1
"1w major, 1w med, 2w",2
"1w major, 1w minor, 2w",2
"1w major, 1w, 1m",42
"1w major, 1w, 2m",3
"1w major, 2w",235
"1w major, 2w (1 missing gaster)",2
"1w major, 2w (1w gaster detached)",1
"1w major, 2w (1w gaster detached), 1m",2
"1w major, 2w (1w head detached)",3
"1w major, 2w minor",9
"1w major, 2w, 1m",5
"1w major, 3w",14
"1w major, 4w",4
"1w major, 5w minor",1
"1w major, 6w minor",1
"1w major,>10w minor",1
"1w med",3
"1w media",3
"1w minor",32
"1w mouth parts",1
"1w ND",9
"1w NDPP",9
"1w non-destructive",7
"1w on point",6
"1w PP",6
"1w PP destruction",1
"1w PPD",2
"1w PPND",30
"1w sent to Brice Noonan",1
"1w supermajor",2
"1w thorax and abdomen (head removed)",1
"1w unfertile",1
"1w w/ocelli",1
"1w(1), 1w(2)",2
"1w(1), 2w(2)",6
"1w(s)",3
"1w, 1 intercaste",2
"1w, 1 larva",2
"1w, 1 Pselaphidae",1
"1w, 1 pupae",4
"1w, 1 spider",1
"1w, 18p, 52l",1
"1w, 1adult female",1
"1w, 1aq",85
"1w, 1aq, 1dq",1
"1w, 1aq, 1m",64
"1w, 1dQ",106
"1w, 1dq, 1aq",3
"1w, 1dq, 1m",7
"1w, 1dq, 2m",1
"1w, 1eQ",4
"1w, 1l",10
"1w, 1l (destruction)",1
"1w, 1l (destructive extraction)",4
"1w, 1l, 1p destructive",1
"1w, 1l, 7p",1
"1w, 1m",1300
"1w, 1m (gaster detached)",4
"1w, 1m (head and gaster detached)",1
"1w, 1m (head detached)",2
"1w, 1m (m missing gaster)",2
"1w, 1m (m missing head)",1
"1w, 1m (male missing gaster)",1
"1w, 1m (missing gaster)",6
"1w, 1m (non-destructive extraction)",1
"1w, 1m(1), 2w(2)",1
"1w, 1m, 1aq",19
"1w, 1m, 1dq",1
"1w, 1m, 1q",1
"1w, 1m, 2wp, 3mp",1
"1w, 1m, brood",1
"1w, 1mp",2
"1w, 1mp, 1mp",1
"1w, 1p",14
"1w, 1p, 1mp",1
"1w, 1Q ergatoid (missing gaster)",1
"1w, 1Qp, 2wp, 1mp",1
"1w, 1Qp, 5wp, 1mp",1
"1w, 1s",20
"1w, 1s, 1aq, 1m",1
"1w, 1s, 1dq",1
"1w, 1s, 1m",3
"1w, 1w",10
"1w, 1w (gaster detached)",1
"1w, 1w (gaster only)",1
"1w, 1w (head + gaster)",1
"1w, 1w (missing gaster)",1
"1w, 1w major",1
"1w, 1w, 1w",1
"1w, 1w, w1",1
"1w, 1wp",3
"1w, 1wp(?), 1 larva",1
"1w, 1wp(?), 2 larvae",1
"1w, 1wp, 1mp",2
"1w, 2 larvae",1
"1w, 2aQ",17
"1w, 2dq",13
"1w, 2eQ",1
"1w, 2l, 2p",1
"1w, 2larvae",1
"1w, 2m",29
"1w, 2m (1m missing gaster)",3
"1w, 2m (w missing head)",1
"1w, 2m, 1wc",1
"1w, 2microgynes",2
"1w, 2mp",2
"1w, 2p",2
"1w, 2p destruction",1
"1w, 2p, 1l",1
"1w, 2s",8
"1w, 2wp",2
"1w, 2wp, 2mp",1
"1w, 3dq(1), 1w, 1dq, 1m(2)",1
"1w, 3m",2
"1w, 3p",3
"1W, 3Q",1
"1w, 3wp",1
"1w, 4p",1
"1w, 4wp, 1mp",1
"1w, 5 larvae",1
"1w, 5l",2
"1w, 5l, 1p",1
"1w, 6p",2
"1w, 6wp-p (prepupae)",1
"1w, 8p",1
"1w, 8wp",1
"1w, 9wp, 5l",1
"1w, brood",2
"1w, l, p",1
"1w, p",1
"1w, wet",1
"1w,1aQ",1
"1w,1dQ",4
"1w,1dq, 1m",1
"1w,1m",23
"1w,1w",1
"1w,1w, 1aQ",1
"1w,3m",1
"1w.1l",1
"1w.1m",1
"1w: head, right legs, gaster",1
"1w: mesosoma",1
"1w: right legs",1
"1w1",1
"1we",1
"1wp",8
"1ww",1
"1x",7169
"2",19837
"2 1 Adult",5
"2 1juvenile",14
"2 1pupa",1
"2 2 Adult",1
"2 2Juveniles",2
"2 5Juveniles",1
"2 8Juveniles",1
"2 9Juveniles",1
"2 adult workers",1
"2 adultos",1
"2 adults",7896
"2 adults, 1 specimen",17
"2 Adults, 2 Immatures",1
"2 adults, 2 specimens",4
"2 adults, 4 specimens",1
"2 adults, 6 specimens",1
"2 adults, 8 specimens",1
"2 alate queen",1
"2 alate queens, 2 workers",2
"2 dealate queen, 12 workers",1
"2 dealate queen, 18 worker",1
"2 dealate queen, 3 worker",1
"2 dealate queen, 39 workers",1
"2 dealate queen, 6 workers",1
"2 dealate queen, 7 worker",2
"2 dealate queen, 9 worker",1
"2 dealate queens",4
"2 dealate queens, 1 male, 72 workers",1
"2 dealate queens, 1 workers",1
"2 dealate queens, 10 workers",3
"2 dealate queens, 11 worker",1
"2 dealate queens, 11 workers",2
"2 dealate queens, 12 workers",2
"2 dealate queens, 13 workers",1
"2 dealate queens, 14 workers",1
"2 dealate queens, 16 workers",1
"2 dealate queens, 17 workers",2
"2 dealate queens, 18 workers",1
"2 dealate queens, 19 workers",1
"2 dealate queens, 2 workers",2
"2 dealate queens, 20 workers",1
"2 dealate queens, 21 workers",3
"2 dealate queens, 22 workers",1
"2 dealate queens, 27 workers",1
"2 dealate queens, 28 workers",2
"2 dealate queens, 3 workers",1
"2 dealate queens, 30 workers",1
"2 dealate queens, 34 workers",1
"2 dealate queens, 4 workers",2
"2 dealate queens, 5 workers",2
"2 dealate queens, 7 worker",1
"2 dealate queens, 7 workers",2
"2 dealate queens, 79 workers",1
"2 dealate queens, 9 workers",3
"2 deuto e 3 protoninfas",1
"2 deuto, 2 proto e 529 tritoninfas",1
"2 deutoinfas",1
"2 deutoninfas",8
"2 deutoninfas, 1 protoninfa",1
"2 erg q, 1w",1
"2 F",13
"2 F, 1 M",1
"2 female",93
"2 female 2 male",3
"2 female, 1 immature",1
"2 Female, 1 Submale",1
"2 female, 2 unknown",1
"2 females",9817
"2 females & 1 male",1
"2 females & 3 immatures",1
"2 females 2 males",4
"2 Females Full Of Eggs",1
"2 Females plus four individuals",1
"2 females, 1 adult",4
"2 females, 1 es",1
"2 Females, 1 Immature",11
"2 females, 1 males",376
"2 females, 1 specimen",1
"2 Females, 1 Sub-adult Male",1
"2 Females, 1 Sub-adult Male, 1 Immature",1
"2 Females, 1 Sub-Female",2
"2 Females, 1 Sub-Male",2
"2 females, 10 males",12
"2 females, 11 males",2
"2 females, 12 males",3
"2 females, 120 adults",1
"2 females, 13 males",2
"2 females, 14 males",1
"2 females, 15 adults",1
"2 females, 15 males",4
"2 females, 16 adults",1
"2 females, 19 males",1
"2 females, 2 adults",2
"2 Females, 2 Immatures",1
"2 females, 2 males",334
"2 females, 2 specimens",3
"2 females, 21 specimens",1
"2 females, 3 adults",2
"2 females, 3 males",205
"2 females, 3 specimens",1
"2 females, 3* males",1
"2 females, 30 adults",1
"2 females, 4 adults",2
"2 Females, 4 Immatures",1
"2 females, 4 males",121
"2 Females, 40 Immatures",1
"2 females, 5 adults",1
"2 females, 5 males",80
"2 females, 5 specimens",2
"2 females, 50 adults",1
"2 females, 6 adults",2
"2 females, 6 males",41
"2 females, 7 males",23
"2 females, 7 specimens",1
"2 Females, 8 Immatures",1
"2 females, 8 males",23
"2 females, 9 males",13
"2 females; 1 male",38
"2 females; 10 males",4
"2 females; 13 males",1
"2 females; 15 males",1
"2 females; 17 males",1
"2 females; 18 males",2
"2 females; 19 males",1
"2 females; 2 males",14
"2 females; 3 males",16
"2 females; 36 males",1
"2 females; 4 males",10
"2 females; 5 males",19
"2 females; 6 males",5
"2 females; 7 males",5
"2 females; 8 males",2
"2 females; 9 males",7
"2 females;1 male",1
"2 f��mea, 1 tritoninfa",1
"2 f��meas",4
"2 f��meas, 1 deuto e 11 protoninfas",1
"2 F��meas, 1 Macho",8
"2 f��meas, 1 macho, 1 protoninfa",1
"2 f��meas, 1 macho, 7 tritoninfas",1
"2 f��meas, 1 trito, 6 protoninfas",1
"2 F��meas, 2 Machos",10
"2 f��meas, 2 proto e 1 tritoninfa",1
"2 F��meas, 3 Machos",2
"2 f��meas, 3 tritoninfas, 2 deutoninfas, 5 protoninfas",1
"2 F��meas, 5 Machos",1
"2 immatures",2
"2 indiv��duos",15
"2 larvae, 1 female, 1 male, 1 nymph",1
"2 legs",1
"2 M",9
"2 M, 1 F",1
"2 M, 2 F",3
"2 M, 3 F",1
"2 machos",24
"2 machos, 1 f��mea, 1 deuto",1
"2 machos, 1 f��mea, 1 deuto, 1 protoninfa",1
"2 machos, 1 tritoninfa",1
"2 machos, 2 f��meas",2
"2 machos, 2 tritoninfas",1
"2 machos, 3 f��mea",1
"2 machos, 5 f��meas",1
"2 male",1289
"2 male 1 female",27
"2 male 2 female",9
"2 male 3 female",6
"2 male 4 female",1
"2 male 6 female",1
"2 Male, 1 Female",22
"2 Male, 1 Sub-Male, 1 Sub-Female, 4 Immatures",1
