"waterBody","reps"
"Lyon Brook",2
"Maalaea Bay",2
"MacInnes Creek",2
"Mackinaw Creek",2
"Madison RIver",2
"Madkauwau Creek",2
"Mad R. Basin; Maple Cr.",2
"Mae Nam Chantaburi R.",2
"Magdalena R. basin; Rio Magdalena",2
"Mahaica Creek",2
"Main Outlet Ditch",2
"Makarka Point stream",2
"MALACCA STRAIT",2
"Malacca Straits",2
"Malheor Basin",2
"Manatokan Creek",2
"Manatokan Lake",2
"MANAT R.",2
"Mandanna Creek",2
"mangarahara",2
"Mangrove Lake",2
"(Manila Bay)",2
"Maniyari River",2
"Manukau Harbour",2
"Map Cr.",2
"Maple (marle) Creek",2
"Maple (Marle) Creek",2
"Maqueda Bay",2
"Maracaibo Basin; R. Negro",2
"Marie Creek",2
"Market Lake",2
"MarksCreek",2
"Mark West Cr.",2
"Mark West Creek",2
"Marlboro Lake (UAMZ)",2
"Marten Stream Lagoon",2
"Marudu Bay",2
"Maryland Minor Coastal (E. shore Atl. tribs)",2
"Mary's Lake",2
"Mashamoquet Brook",2
"Mashel River",2
"Mason Bay",2
"Matanzas Bay",2
"Matanzas Creek",2
"Mathis Lake",2
"Matlock Creek",2
"Mbureta R.",2
"McCloud River",2
"McCorkle Cr",2
"McCormick Spring",2
"McCourtney Run",2
"McCreary Lake",2
"McDougal Branch",2
"McDowells Creek",2
"McGee Hill Spring",2
"McGraw Brook",2
"McIvors Canal",2
"McKenzie R. Delta",2
"McVary Creek",2
"McVay Creek",2
"Meadow Creek",2
"Medio Creek",2
"Meek's Cr.",2
"Mehrton Creek",2
"MEKLONG BASIN",2
"MEKLONG BASIN; HUAY CHEE",2
"Mekong basin; MENAM DOM",2
"MEKONG R. BASIN",2
"Melpomene Cove",2
"Meng River System",2
"Mentiga R.",2
"Merced R. Basin; Bull Cr.",2
"MERCED R., N. FORK",2
"Meredosia Ditch",2
"Metairie-Bonnabel Canal",2
"Meta?\Orinoco?",2
"Mfiande and Seng Rivers",2
"M��hlenteich",2
"miahakam",2
"Mica Cr.",2
"Michichi Creek",2
"Middle Boulder Creek",2
"Middle Branch",2
"Middle Branch of Red River",2
"Middle Branch, St. Regis River",2
"Middlebrun Bay",2
"Middle Cr.",2
"Middle Fork Obion R.",2
"Middle Fork Pine Creek",2
"Middle Fork R.",2
"Middle Fork, Saline River",2
"Middle Fork Vermillion River",2
"Middle Fork Yuba R.",2
"Middle of Cottonwood Creek Station 2",2
"Middle Santiam River",2
"Midvale Creek",2
"Milcov River",2
"Mile Creek",2
"Mill Branch of Buffalo Creek",2
"millcreek",2
"Mill Creek, Rock River",2
"Miller's Pond",2
"Millpond",2
"Millwee Creek",2
"Milwaukee River",2
"MINNECHADUZA CREEK",2
"Minnedosa River",2
"Mint Spring Branch",2
"mira",2
"Miraflores Lake",2
"Mirror Lake",2
"Misery River",2
"MISSION BAY",2
"Mississagi River",2
"mississaugi",2
"Mississippi backwater",2
"Mississippi Basin; White River tributaries",2
"Mississippi R. Basin; Chariton R.",2
"Mississippi R. Basin; St. Francis R.",2
"Mississippi R. Delta",2
"Mississippi R. Drainage; Arkansas R.",2
"Mississippi River System; James River",2
"Mississippi R. System; Spring Branch",2
"Mississippi R. System; Sturgeon Creek",2
"Mississippi Sound Basin",2
"Missouri R. basin",2
"Missouri R. basin; Prairie Cr.",2
"Mitchell Lake",2
"Moa-Ja-Rim (Wa River Dr.)",2
"Mobile Bay - Gulf of Mexico - North Atlantic Ocean",2
"Mobile Bay - Mobile River",2
"Mohave R. Basin; Mohave R.",2
"Mohlmans Oxbow",2
"Mokeler Creek",2
"Mole Harbor",2
"Mono Lake",2
"Mono Lake ?",2
"Monroe Branch",2
"Montana Creek",2
"Montauk Inlet",2
"MONTEREY BAY, CAL.",2
"Montgomery Ditch",2
"Moore Creek",2
"Moore's Brook",2
"Moose Bay",2
"Moose R.",2
"Moraine Creek",2
"More Licker Creek",2
"Morice River",2
"Morley R.",2
"mornos",2
"morondava",2
"Morrison Bay",2
"Morrison Spring Branch",2
"Moruka River",2
"Mosher Lake",2
"Moulawin Creek",2
"Mountain stream",2
"Mountain-town Creek",2
"Mouth of Cole Branch",2
"Mud Creek (North)",2
"Mud Creek Outlet of Waskesieu Lake",2
"Mud Creek - Tennessee River",2
"Muddy Fork Licking River",2
"Muddy Sluggish Creek",2
"Mud Line Slough",2
"Mud Run Creek",2
"Muertos Bay",2
"[Mukwonago River]",2
"Mulberry Fork Black Warrior River",2
"Mullett Creek",2
"Mullsj��n",2
"Muncie Creek",2
"Munuscong River",2
"Murdakhari Bay",2
"Murdock Creek",2
"Mures R.",2
"Mures River",2
"Muskee Lake",2
"Muskegon R.",2
"Muskingum River",2
"Musquiz Creek",2
"Mussel Creek",2
"Mutzu Bay",2
"Mvila R. Basin",2
"Naches R.",2
"nagualale",2
"Nakagawa Creek",2
"namota",2
"nam theun",2
"Nam Theun Basin",2
"Nanih Waiya Creek",2
"Napanee R.",2
"Napa R. Basin; Chiles Cr.",2
"napw��imi��",2
"Naselle R.",2
"Nasel R.",2
"Nasel River",2
"Nashes Fork Creek",2
"Nass R. System; Nass R.",2
"Nastres Fk. Cr.",2
"NATCHES RIVER",2
"Natori-gawa River",2
"Naujan River",2
"Navai Creek",2
"N. Bering Sea",2
"N. Boundary Sun, Upper Mo. Region",2
"NEAH BAY",2
"neami",2
"near headwaters of Elk Creek",2
"near Jenny Lake",2
"near mouth of Williamson River",2
"near Overall Creek",2
"near Wolf Lake",2
"NE Bering Sea & Chukchi Sea",2
"N.E. Gulf of Mexico",2
"NE GULF OF MEXICO",2
"nehu-we wick",2
"Nemahbin Spring",2
"Nenana R.",2
"NEOSKO RIVER",2
"Neponset R.",2
"Nera River",2
"neretva",2
"nestos",2
"NE Sulu Sea",2
"Nettles Creek",2
"Neva River",2
"Newaukum R.",2
"NEWAUKUM RIVER",2
"Newhalen R.",2
"New Hope Creek",2
"Newman Creek",2
"NEWPORT BAY",2
"Newport Harbor",2
"NEW RIVER",2
"New South Wales Minor Coastal (misc. creek tribs)",2
"New York Creek",2
"New York Slough",2
"N Fork of Belly River",2
"N. Fork Shoshone River",2
"Ngardok Lake",2
"Ngerdok Lake",2
"ngo",2
"Nice Creek",2
"NICKERIE R.",2
"Niger R. Basin; R. Benue",2
"Niger R. Basin; R. Menchum",2
"Nigger Bill creek",2
"Nile Basin",2
"NILE RIVER",2
"Ninilchik River",2
"Ninnescah",2
"Ninnescah R.",2
"Nishin Creek",2
"Nisqually River",2
"No Name Creek",2
"Nong Khor, S.E. Siam",2
"NORFOLK CREEK",2
"Normandy Ditch",2
"Norris Reservoir",2
"North Atlantic?",2
"North Atlantic, Buzzards Bay",2
"North Atlantic, Gulf of Mexico",2
"North Atlantic Ocean, Albemarle Sound",2
"North Atlantic Ocean, Baltic Sea, Gulf of Danzig",2
"North Atlantic Ocean, Barnegat Bay",2
"North Atlantic Ocean, Bay Of Creekland",2
"North Atlantic Ocean, Bertraghboy Bay",2
"North Atlantic Ocean, Brandon Bay",2
"North Atlantic Ocean, Bristol Channel, Barnstaple Bay",2
"North Atlantic Ocean, Bristol Channel, Croyde Bay",2
"North Atlantic Ocean, Bristol Channel, Porthcothan Bay",2
"North Atlantic Ocean, Bristol Channel, Rhossili Bay",2
"North Atlantic Ocean, Broad Bay",2
"North Atlantic Ocean, Cabot Strait",2
"North Atlantic Ocean, Cardenas Bay",2
"North Atlantic Ocean, Caribbean Sea ?",2
"North Atlantic Ocean, Caribbean Sea, Anasco Bay",2
"North Atlantic Ocean, Caribbean Sea, Apure River",2
"North Atlantic Ocean, Caribbean Sea, Burkeholder Bay",2
"North Atlantic Ocean, Caribbean Sea, Caracas Bay",2
"North Atlantic Ocean, Caribbean Sea, Cariaco Basin",2
"North Atlantic Ocean, Caribbean Sea, Chengue Bay",2
"North Atlantic Ocean, Caribbean Sea, Chetumal Bay",2
"North Atlantic Ocean, Caribbean Sea, Dutchman Bay",2
"North Atlantic Ocean, Caribbean Sea, Golfo De Venezuela",2
"North Atlantic Ocean, Caribbean Sea, Gulf of Guacanayabo",2
"North Atlantic Ocean, Caribbean Sea, Gulf Of Honduras",2
"North Atlantic Ocean, Caribbean Sea, Rendezvous Bay",2
"North Atlantic Ocean, Caribbean Sea, Sandy Bay",2
"North Atlantic Ocean, Caribbean Sea, Scrub Bay",2
"North Atlantic Ocean, Caribbean Sea, Smith Bay",2
"North Atlantic Ocean, Chesapeak Bay",2
"North Atlantic Ocean, Crooked Island Sound",2
"North Atlantic Ocean, Currituck Sound",2
"North Atlantic Ocean, Delaware Bay ?",2
"North Atlantic Ocean, English Channel, Babbacombe Bay",2
"North Atlantic Ocean, English Channel, Old Town Bay",2
"North Atlantic Ocean, English Channel, Rye Bay",2
"North Atlantic Ocean, English Channel, Seine bay",2
"North Atlantic Ocean, English Channel, Seine Bay",2
"North Atlantic Ocean, English Channel, Straits Of Dover",2
"North Atlantic Ocean, English Channel, Weymouth Bay",2
"North Atlantic Ocean, Fishers Island Sound",2
"North Atlantic Ocean, Fortune Bay",2
"North Atlantic Ocean, Galway Bay",2
"North Atlantic Ocean, Gardiners Bay",2
"North Atlantic Ocean, Georges Bay",2
"North Atlantic Ocean, Golfo de los Mosquitos",2
"North Atlantic Ocean, Golfo Di Genova",2
"North Atlantic Ocean, Grand Banks",2
"North Atlantic Ocean, Gulf Of Finland",2
"North Atlantic Ocean, Gulf of Maine, Casco Bay",2
"North Atlantic Ocean, Gulf of Mexico, Apalachicola Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Appalachicola Bay",2
"North Atlantic Ocean, Gulf of Mexico, Aransas Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Boca Ciega Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Brazos Santiago Pass",2
"North Atlantic Ocean, Gulf Of Mexico, Copano Bay",2
"North Atlantic Ocean, Gulf of Mexico, Corpus Christi Bay",2
"North Atlantic Ocean, Gulf Of Mexico, East Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Espiritu Santo Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Gullivan Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Johnson Bayou",2
"North Atlantic Ocean, Gulf Of Mexico, Laguna Madre Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Lavac",2
"North Atlantic Ocean, Gulf of Mexico, Lemon Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Matlacha Pass",2
"North Atlantic Ocean, Gulf Of Mexico, North Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Palma Sola Bay",2
"North Atlantic Ocean, Gulf of Mexico, Pelican Bay",2
"North Atlantic Ocean, Gulf of Mexico, Pine Island Sound",2
"North Atlantic Ocean, Gulf of Mexico, Saint Andrews Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Saint Joseph Bay",2
"North Atlantic Ocean, Gulf Of Mexico, San Antonio Bay",2
"North Atlantic Ocean, Gulf Of Mexico, San Carlos Pass",2
"North Atlantic Ocean, Gulf Of Mexico, Saras",2
"North Atlantic Ocean, Gulf of Mexico, St. Joe Bay",2
"North Atlantic Ocean, Gulf Of Mexico, St Joseph Bay",2
"North Atlantic Ocean, Gulf of Mexico, Vermilion Bay",2
"North Atlantic Ocean, Gulf Of Saint Lawrence, Cabot Strait",2
"North Atlantic Ocean, Gulf of Staint Lawrence",2
"North Atlantic Ocean, Gweebarra Bay",2
"North Atlantic Ocean, Herring Cove",2
"North Atlantic Ocean, Irish Sea, Cardigan Bay",2
"North Atlantic Ocean, Jamaica Bay",2
"North Atlantic Ocean, Kilbrannan Sound",2
"North Atlantic Ocean, Localtiy Unknown",2
"North Atlantic Ocean, Long Bay",2
"North Atlantic Ocean, Massachusetts",2
"North Atlantic Ocean, Mass. Bay",2
"North Atlantic Ocean, Mediterranean Sea, Aegean Sea, Gulf of Kassandras",2
"North Atlantic Ocean, Mediterranean Sea, Bay of Amvrakikos",2
"North Atlantic Ocean, Mediterranean Sea, Cap Benat",2
"North Atlantic Ocean, Mediterranean Sea, Gulfo Dell'Asinara",2
"North Atlantic Ocean, Mediterranean Sea, Gulf of Lyon",2
"North Atlantic Ocean, Mediterranean Sea, Gulf of Marseille",2
"North Atlantic Ocean, Mediterranean Sea, Gulf of Nice",2
"North Atlantic Ocean, Mediterranean Sea, Gulf of Saroninos",2
"North Atlantic Ocean, Mediterranean Sea, Ionian Sea, Gulf of Taranto",2
"North Atlantic Ocean, Mediterranean Sea, Mersin Bay",2
"North Atlantic Ocean, Mediterranean Sea, Tunis Bay",2
"North Atlantic Ocean, Mediterranean Sea, Tyrrhenian Sea, Gulf of Naples",2
"North Atlantic Ocean, Mosquito Lagoon",2
"North Atlantic Ocean, Narrangansett Bay",2
"North Atlantic Ocean, North Channel",2
"North Atlantic Ocean, North Sea, Burniston Bay",2
"North Atlantic Ocean, North Sea, Cayton Bay",2
"North Atlantic Ocean, North Sea, Cornelian Bay",2
"North Atlantic Ocean, North Sea, Cromarty Firth",2
"North Atlantic Ocean, North Sea, Nene River",2
"North Atlantic Ocean, Portland Harbor",2
"North Atlantic Ocean, Port Royal Sound",2
"North Atlantic Ocean, Potomac River",2
"North Atlantic Ocean, Saint Simons Sound",2
"North Atlantic Ocean, Sakonnet River",2
"North Atlantic Ocean, Samana Bay",2
"North Atlantic Ocean, Sandwick Bay",2
"North Atlantic Ocean, Sea of the Hebrides",2
"North Atlantic Ocean, Snafu Bay",2
"North Atlantic Ocean, St Lucie River",2
"North Atlantic Ocean, St. Mary's Bay",2
"North Atlantic Ocean, Strait of Dover",2
"North Atlantic Ocean, Taunton River",2
"North Atlantic Ocean, Thurso Bay",2
"North Atlantic Ocean, Trombetas River",2
"North Atlantic Ocean, Tynes Bay",2
"North Atlantic Ocean, Tyrrhenian Sea, Golfo Di Gioia",2
"North Atlantic Ocean, Tyrrhenian Sea, Golfo Di Sant'Eufemia",2
"North Atlantic Ocean, Waddenzee",2
"North Atlantic Ocean, Waquoit Bay",2
"North Atlantic Ocean, Warwick Bay",2
"North Atlantic Ocean, Wellfleet Bay",2
"North Atlantic Ocean, West Bay",2
"North Atlantic Ocean, Whalers Inn Bay",2
"North Bering Sea",2
"North Branch Elkhart River",2
"North Branch Kokosing River",2
"North Branch Middle Creek",2
"North Buck Lake",2
"North creek",2
"North Fork Cowichee River",2
"North Fork, Embarras River",2
"North Fork French Broad R.",2
"North Fork Holson River",2
"North Fork Holston River",2
"North Fork Kings River",2
"North Fork Little Miami River",2
"North Fork Mad R.",2
"North Fork Maquoketa River",2
"North Fork of Cache Creek",2
"North Fork of Flathead River",2
"North Fork of Saline River",2
"North Fork, Provo river",2
"North Fork Red River",2
"North Fork River",2
"North Fork Roanoke River",2
"North Fork Rough River",2
"North Fork Shields Creek",2
"North Fork Touchet R.",2
"North Fork Wills Creek",2
"North Fork Yellow Creek",2
"North Fork Zumbro River",2
"North Heart River",2
"North Oconee R.",2
"North Pacific, Alaska-Canada Coastal Waters, Hood Canal",2
"North Pacific, Bering Sea",2
"north pacific ocean",2
"North Pacific ocean",2
"North Pacific Ocean, Alamitos Bay",2
"North Pacific Ocean, Alaska Canada Coastal Waters, Chatham Strait",2
"North Pacific Ocean, Alaska Canada Coastal Waters, Port Refugio",2
"North Pacific Ocean, Alaska Canada Coastal Waters, San Juan Channel",2
"North Pacific Ocean, Alaska Canada Coastal Waters, Swan Bay",2
"North Pacific Ocean, Barclay Sound",2
"North Pacific Ocean, Bay of Panama",2
"North Pacific Ocean, Bering Sea, Icy Bay, Prince William Sound",2
"North Pacific Ocean, Bering Sea, Massacre Bay",2
"North Pacific Ocean, Bering Sea, Pavlof Bay",2
"North Pacific Ocean, Bile Bay",2
"North Pacific Ocean, Cetti Bay",2
"North Pacific Ocean, Clayoquot Sound",2
"North Pacific Ocean, Columbia River",2
"North Pacific Ocean, Cook Inlet",2
"North Pacific Ocean, Dapeng Bay",2
"North Pacific Ocean, Erben Bank",2
"North Pacific Ocean, Friday Harbor",2
"North Pacific Ocean, Funka Bay",2
"North Pacific Ocean, Gulf Of Alaska, Chignik Lagoon",2
"North Pacific Ocean, Gulf of Alaska, Cross Sound",2
"North Pacific Ocean, Gulf Of Alaska, Patton Bay",2
"North Pacific Ocean, Gulf of Alaska, Puale Bay",2
"North Pacific Ocean, Gulf Of California, Bacochibampo",2
"North Pacific Ocean, Gulf of California, Junquillal Bay",2
"North Pacific Ocean, Gulf Of California, La Paz Bay",2
"North Pacific Ocean, Gulf of California, Salinas Bay",2
"North Pacific Ocean, Gulf Of California, San Luis Gonzaga Bay",2
"North Pacific Ocean, Gulf of California, Santa Maria Bay",2
"North Pacific Ocean, Gulf of Moro",2
"North Pacific Ocean, Gulf of Papua",2
"North Pacific Ocean, Gulf of Richmond",2
"North Pacific Ocean, Hakata Bay",2
"North Pacific Ocean, Haro Strait, Mitchell Bay",2
"North Pacific Ocean, Hilo Bay",2
"North Pacific Ocean, Kailua Bay",2
"North Pacific Ocean, Kronotskiy  Gulf",2
"North Pacific Ocean, Lepresarium Bay",2
"North Pacific Ocean, Moira Sound",2
"North Pacific Ocean, Mukkaw Bay",2
"North Pacific Ocean, North Bay, Griffin Bay",2
"North Pacific Ocean, Oura Bay",2
"North Pacific Ocean, Puget Sound ?",2
"North Pacific Ocean, Repulse Bay",2
"North Pacific Ocean, Saginaw Bay",2
"North Pacific Ocean, San Jose del Cabo Bay",2
"North Pacific Ocean, Sasanlago Bay",2
"North Pacific Ocean, Scammons Lagoon",2
"North Pacific Ocean, Sea Of Japan, Peter The Great Bay",2
"North Pacific Ocean, Sea of Japan, Petrocl [sic Patrokl] Bay",2
"North Pacific Ocean, Sea of Japan, Possjet Bay",2
"North Pacific Ocean, Sea Of Japan, Tsugaru Kaikyo",2
"North Pacific Ocean, Sitka Sound",2
"North Pacific Ocean, South China Sea, Discovery Bay",2
"North Pacific Ocean, South China Sea, Formosa Strait",2
"North Pacific Ocean, South China Sea, Mekong River",2
"North Pacific Ocean, Strait Of Juan De Fuca",2
"North Pacific Ocean, Winchester Bay",2
"North Pacific Ocean, Yodo River",2
"North Pacific Ocean, Zachary Bay",2
"North Pacific, Sea of Japan, Seto Inland Sea",2
"North Pacific, Suruga bay",2
"North Platte R.",2
"North Prong Bays Fork",2
"North Prong Jacks Fork",2
"North Thompson River",2
"North Washagami Lake",2
"North West Creek",2
"Northwest River",2
"Norwegian Creek",2
"Notch Road Number 1 Stream",2
"Noyo R.",2
"N. Piatte R.",2
"N. Platte River",2
"Ntem or Campo R. system; Mfiande & Seng R.",2
"Ntem River Drainage; Mvase River",2
"Ntem R. System?; Loo R.",2
"Ntem R. System; Mvila R.",2
"Nueces river",2
"nunez",2
"nuon",2
"nushagak",2
"NW Branch Creek",2
"NW Okhotsk Sea",2
"Nyarling River",2
"Nyong River System; Nyong River",2
"Oak Creek Cyn.",2
"Oak Spring",2
"Obed River",2
"OBEY'S RIVER",2
"OBION CREEK",2
"Oceano ��ndico",2
"Ochoco Creek",2
"Office Pond",2
"off Washington",2
"Ogden River",2
"Ogontz River",2
"ogooue-ngouni��",2
"Ogotoruk Creek",2
"ogoue",2
"O. H. Ivie Reservior",2
"Ohkawa River",2
"Ohoopee river",2
"O���Bannon Creek",2
"Okanhatie Creek",2
"Okatibbee River",2
"Okavango Delta",2
"Okhotskoye More",2
"Okpara River",2
"Old Clear Creek",2
"Old Knob Creek",2
"Old Town Creek",2
"Old Woman Creek",2
"O'Malley River",2
"Oneida Lake",2
"Oneonta Creek",2
"Ongwa River",2
"Onslow Bay",2
"Oochee Creek",2
"Opintlocco Creek - Tallapoosa River - Alabama River",2
"orange",2
"Orange Kloof Creek",2
"Oregon Cr.",2
"Orinoco R. basin; Arature R.",2
"Orinoco R. basin; Cano Biruaca",2
"Orinoco R. basin; Pena R.",2
"Orinoco R. basin; QUEBRADA CRAMALOTE",2
"Orinoco R. basin; R. Bocono",2
"Orinoco R. basin; R. Guarico & tributaries",2
"Orinoco R. basin; RIO META BASIN",2
"Orinoco R. basin; R. NEGRO (=RIO META?)",2
"Orinoco R. basin; R. Tapa Tapa",2
"ORMOC BAY",2
"Ornge/Vaal river",2
"oronte",2
"OSAKA WAN",2
"Oso Flaco Lake",2
"Osweg Creek",2
"[Ottawa River]",2
"Otter Fork Licking River",2
"Otter Lake",2
"Otter River",2
"Ouchita River - Red River - Mississippi River",2
"oue tchaboua",2
"Outer Kachemak Bay",2
"OUTER SANTA BARBARA PASSAGE",2
"Overflow Creek",2
"Owens River",2
"Owl Creek",2
"Owl River",2
"Oxbow Marsh",2
"Pachena River",2
"Pacific*",2
"PACIFIC",2
"Pacific, Alitak Bay",2
"Pacific, Almejas Bay",2
"Pacific, Atliklikun Bay",2
"Pacific, Bais Bay",2
"Pacific, Banderas Bay",2
"Pacific, Barclay Sound",2
"Pacific, Bay of Plenty",2
"Pacific, Behm Canal",2
"Pacific, Botany Bay",2
"Pacific, Canmahala Bay",2
"Pacific, Choya Bay",2
"Pacific, Cordova Bay; Prince William Sound",2
"Pacific, Gubat Bay",2
"Pacific, Gulf of California, Amortajada Bay",2
"Pacific, Gulf of Tomini, Limbe Strait",2
"Pacific, Hudson Bay",2
"Pacific, Humboldt Bay",2
"Pacific, Kasaan Bay",2
"Pacific, Maalaea Bay",2
"Pacific, Malaaea Bay",2
"Pacific, Manila Bay-Mariveles Bay",2
"Pacific, Matalanim Harbor",2
"Pacific, Mirs Bay",2
"Pacific Ocean?",2
"Pacific Ocean; Bismarck Sea",2
"Pacific Ocean; Ceram Sea",2
"Pacific Ocean; China Sea",2
"Pacific Ocean, Coral Sea",2
"Pacific Ocean; Glacier Bay",2
"Pacific Ocean; Gulf of California; San Francisquito Bay",2
"Pacific Ocean; Gulf of Dulce",2
"Pacific Ocean; Gulf of Panama; St. Elmo Bay",2
"Pacific Ocean, Gulf of Tomini",2
"Pacific Ocean; Java Sea",2
"Pacific Ocean; Nazan Bay",2
"Pacific Ocean; Panglao Bay",2
"Pacific Ocean; Philippine Sea; Sella Bay",2
"Pacific Ocean; Queen Charlotte Sound",2
"Pacific Ocean; Queen Charlotte Strait",2
"Pacific Ocean; Roebuck Bay",2
"Pacific Ocean, South China Sea",2
"Pacific Ocean, Sullivan Bay",2
"Pacific Ocean; Tomales Bay",2
"Pacific Ocean; Visayan Sea",2
"Pacific Ocean, Yellow Sea",2
"Pacific, Okhotsk Sea",2
"Pacific, Peter the Great Bay",2
"Pacific, Ross Sea, McMurdo Sound",2
"Pacific, San Quentin Bay",2
"Pacific, South China Sea.",2
"Pacific, Subig Bay (Subic Bay)",2
"Pacific, Tanapag Harbor",2
"Pacolet River",2
"Paddock Slough",2
"Pahang R.",2
"Pahang R. basin",2
"Paint Lick Creek",2
"Paint Rock River",2
"Pajaro R. Basin; Pescadero Cr.",2
"Pajaro R. Basin; Uvas Cr.",2
"Palouse River",2
"PALOUSE RIVER",2
"Paluxy (Brazos Creek)",2
"Pance River",2
"Panguitch Creek",2
"Panola-Quitman Waterway",2
"Panther and Mouse Creeks",2
"Panther Den Creek",2
"Panuco Basin",2
"Paradise Key",2
"Paradox Lake",2
"Parana/De La Plata Basin; R. Tiete",2
"Paranahyba",2
"Pardos Bay",2
"Pariat River",2
"Parita Bay",2
"Parker Bayou, unnamed tributary",2
"Park Lake",2
"Park Lake Creek",2
"Parry Sound",2
"Parsons Lake",2
"Pascagoula Bay",2
"Paseg R.",2
"Pasqua Lake",2
"Passamaquoddy Bay Basin (misc. creek tribs)",2
"PATAHA RIVER",2
"Patanemo Bay",2
"Paul Creek",2
"Pawcatuck R.",2
"Paw Paw River",2
"Pearl River, floodplain swamp",2
"Pearl River, unnamed sand pit",2
"Peaty Pond",2
"PEDREGAL RIVER",2
"Pee Dee River Drainage; High Hill Creek",2
"Pee Dee River Drainage; tributary to Muddy Creek / possibly Mudd",2
"Peiho River",2
"Pelehatchie Creek - Pearl River",2
"PELICAN BAY",2
"Pelican Creek",2
"Peltier Channel",2
"Penitas Lake",2
"Pequannock River",2
"Pequeni River",2
"Perak R. Basin; Perak R.",2
"Perched Seep #2",2
"Perdido R.",2
"Perry River",2
"Persiska viken",2
"Pescadero Cr.",2
"PESCADERO CREEK",2
"Petitcodiac R.",2
"PEVAS CANO",2
"Phillippine Sea",2
"Pickeral Creek",2
"Pickerel Lake",2
"Pig Creek",2
"[Pike Creek]",2
"PILARCITOS CREEK",2
"Pilot Creek",2
"Pinas Bay",2
"Pine Cr",2
"Pine Glade Pond",2
"Pine Hill Creek",2
"Pine Island Lake",2
"Piney Cr.",2
"Ping Yang River",2
"Pinola Shoals",2
"Pioneer Bay",2
"Pipestone River",2
"Pirapora R.",2
"[Piscataqua] River",2
"Piscola Creek",2
"Piseco Lake",2
"[Pitman Creek]",2
"PITMAN'S CREEK",2
"Pitt/Sacramento Basin; Fall R.",2
"Piva River",2
"Plessierivier",2
"Plum Lake",2
"Pocaterra Creek",2
"Pocomoke R.",2
"Pogue Run",2
"Pohick Bay",2
"Poison Cove Brook",2
"Pokai Bay",2
"pole creek",2
"Pomme De Terre River",2
"POND",2
"Pond 33, Flat Brook",2
"Pond #7 #1 Gravel Pit",2
"Pond Creek Drainage",2
"Pond Culture (originally R��o Magdalena)",2
"Ponder Creek",2
"Pond Grove Creek",2
"Pond Run",2
"Pool H",2
"Poormau stream",2
"Poor Valley Creek",2
"Popular Creek",2
"Portage Cr.",2
"Portland Bay",2
"Port St Johns",2
"Posa Creek",2
"Potts Creek",2
"Potvin Lake",2
"Pound's Lake",2
"Poverty Run",2
"Powder Branch",2
"Prairie Branch Creek",2
"[Prairie Creek]",2
"Prairie Creek - St. John���s River",2
"Pra River",2
"Pratts Fork",2
"Princess Royal Harbour",2
"Prisoner's Harbor",2
"prospect creek",2
"Provo R. Basin; Wilson Spring",2
"Ptarmigan Lake",2
"Puget Sound, W. T.",2
"Pumpkin Pile Creek - Cedar Creek - Coosa River",2
"purari",2
"Pussur R.",2
"pwe wgaweng",2
"Quaker Run near Red House Road",2
"Quarry Branch",2
"Quarry Creek",2
"Quebrada Agua Buena",2
"Quebrada Chimbi (Chimbe?)",2
"Quebrada de Cabarachior",2
"Quebrada de la Callejona",2
"Quebrada de la Pelada",2
"Quebrada de Suescum",2
"Quebrada Yauricocha",2
"Quesnel Dam",2
"Quesnel Lake",2
"Quinault R.",2
"R. ABUDI",2
"Rainbow R.",2
"Raindrop Lake",2
"RAISIN R. BASIN; RAISIN R.",2
"Rajakamangalam",2
"R. Amazonas basin; Challhuacocha (='fish-lake')",2
"R. Amazonas basin; Igarape do mai Joana",2
"R. Amazonas basin; Lago Grande do Villa Franca",2
"R. Amazonas basin; L. Badajos",2
"R. Amazonas basin; Madre de Dios R.",2
"R. Amazonas basin; R. Comberciato",2
"R. Amazonas basin; RIO ALTO MARANON & CREEK TRIB.",2
"R. Amazonas basin; RIO MANTARO VALLEY",2
"R. Amazonas basin; R. Ucayali / R. Amazonas",2
"R. Amazonas basin; SMALL TRIB. OF RIO MANTARO",2
"Ram Hollow Spring",2
"Ramu R. Basin; Ramu R.",2
"Rancheria Cr.",2
"Randolph Branch",2
"Rangaunu Bay",2
"Ranger's Creek",2
"R. APATLACO",2
"Rapid Creek",2
"Rappahannock R.",2
"R. Apure basin",2
"rasul",2
"R. Atrato basin; Rio Raspadura",2
"[Raven Run]",2
"R. Axtla Drainage; R. Tonquilin",2
"Rayns Creek",2
"Raystown Reservoir",2
"R. Balsas Basin; R. Cuautla",2
"R. Balsas Basin; R. Ixtla",2
"r. Barcau (=Beretau)",2
"R. Battor",2
"R. Blanco Basin; R. Muluate",2
"R. BRANCO",2
"R. Caete Basin ?",2
"R. Casas Grandes",2
"R. CASTANO",2
"R. Cautin ?",2
"R. Cucuhaque",2
