"waterBody","reps"
"Indian River Lagoon",25
"Klamath R. drainage",25
"Lake Arbuckle",25
"Lake Conroe",25
"Lake Margaret",25
"Lake Moonen",25
"Lake Winnebago",25
"L'Anguille River",25
"limpopo river",25
"Lipan Creek",25
"Litten Branch",25
"Little Bear Creek",25
"Lokunje R. System; Lokunje R.",25
"Marathon Lake",25
"Meghna River - Bay of Bengal",25
"MEKONG RIVER BASIN",25
"Mount Fork River",25
"North Pacific Ocean, Sea of Okhotsk, Aniwa Bay",25
"Oklawaha R.",25
"Pacific, Magdalena Bay",25
"Pacific, San Januico Strait",25
"Penobscot River",25
"Peshekee River",25
"Pointer Creek",25
"Red Prong",25
"Red Willow Creek",25
"R. Guarico",25
"R��o Chico - Pacific Ocean",25
"R��o Guanajibo",25
"R��o Pilon",25
"Richardson Lake",25
"Rio Gurgu��ia - Rio Parna��ba",25
"Rio Inambari  - Madre de Dios",25
"Rio Lujan",25
"Roe's Creek",25
"Sacramento R. drainage",25
"Sanbois Creek",25
"Sandy Run",25
"Sinking Creek",25
"St. Andrews Bay - Gulf of Mexico",25
"Stone Horse Creek",25
"Sullivan Bay",25
"Swan Lake",25
"Tittabawasee River",25
"Tributary of Longtown Creek",25
"Tributary Pine River",25
"Tributary St. Joseph River",25
"Tuckahoe R.",25
"Umbogintwini River",25
"unnamed stream",25
"Vermillion River",25
"Wakarusa River",25
"Yockanookany River",25
"Adobe Creek",24
"Altamaha River - North Atlantic Ocean",24
"amapa grande",24
"Banks Lake",24
"baram",24
"Barney Branch",24
"Bay of Plenty",24
"Big Buffalo Creek",24
"Biloxi",24
"Black Fork",24
"Bud Creek",24
"Bull Mountain Creek, unnamed tributary",24
"Calumet River",24
"Camp Sagawau Quarry",24
"Canal da Maria",24
"Caney Fork - Cumberland River",24
"Caxiuan��",24
"Cherokee Creek",24
"Chocolate Bayou",24
"Choctawhatchee River - Gulf of Mexico",24
"Clay Creek",24
"Clear Fork R.",24
"Cohansey R.",24
"Cole and Wolf Creeks",24
"Coos Bay",24
"Cottage Lake",24
"Drainage: Ramu R.",24
"Drainage: R. Orinoco-Guaviare",24
"Driftwood Creek",24
"Drywood Creek",24
"dvina",24
"East Fork Pigeon River",24
"E Bering Strait",24
"EEL RIVER",24
"Emma Creek",24
"Exmouth Gulf",24
"Fairbanks Creek",24
"Flat River",24
"Fulton Creek",24
"Gallatin River",24
"Ganaraska River",24
"Ghostpine Creek",24
"Gowan River",24
"Indian R.",24
"Kapuas R. basin",24
"Karluk Lake",24
"Kowie",24
"Kushiyara River - Meghna River - Bay of Bengal",24
"Lago Mauari",24
"Lapoile Bayou",24
"Little Darby Creek",24
"Little Osage River",24
"Little River - Black River",24
"Long Point Creek",24
"l.togo",24
"madre de dios",24
"Magdalena",24
"Medley River",24
"meuse",24
"Middle River",24
"Moho",24
"Mokuma",24
"Neville Spring",24
"Newberry Creek",24
"Nipa Swamp",24
"North Atlantic Ocean, Mediterranean Sea, Adriatic Sea, Gulf of Piran",24
"North Lake",24
"North Pacific Ocean, Auke Bay",24
"North Pacific Ocean, China Sea, Balayan Bay",24
"North Pacific Ocean, Gulf Of Panama, Bay Of Panama",24
"North Saluda R.",24
"North Turkey Creek",24
"Oswegatchie River",24
"Pigeon Lake",24
"Pigg R.",24
"Pothole Creek",24
"potomac",24
"R. Amazonas basin; L. Maica",24
"Red Bud Creek, unnamed tributary",24
"Rio Conchas",24
"Rio Paran���",24
"rio pirogues",24
"Roaring Brooks",24
"Roe Creek",24
"Sagami Sea",24
"Sandy Lake",24
"San Juan River",24
"Spring Creek at Bay Creek",24
"Stone Lake",24
"Straits Of Florida",24
"Suruga Wan",24
"Tangipahoa Lake",24
"Tangipahoa River, unnamed tributary",24
"tech",24
"Topisaw Creek",24
"Toxaway R.",24
"trib Chao Phraya River",24
"Trib. to Wolf Creek",24
"Tributary North Hicks Branch",24
"Upper Little Creek",24
"Volta River",24
"West Fork Stones R.",24
"Wheeler Creek",24
"White/Hat",24
"White Pine Lake",24
"Yazoo River, unnamed tributary",24
"Yu River",24
"Atlantic, Gulf of Guinea, Shama Bay",23
"Atlantic, Gulf of Mexico, Sarasota Bay",23
"Atlantic Ocean; Cumberland Sound",23
"Baker Creek",23
"Bar River",23
"Bay of Goree",23
"Bayou Talla",23
"Bay Springs Lake",23
"Beaverhill Lake",23
"Blackfoot River",23
"Blue Mountain Lake",23
"Boeuf River",23
"Branch Creek",23
"Brooker Creek",23
"Brooklane Creek",23
"Buckeye Creek",23
"Buttahatchie R.",23
"Canal do Igarapezinho",23
"Canal Pixuna",23
"Chuparero",23
"City Creek",23
"Clear Fork of Trinity River",23
"Cossatot R.",23
"Costa Rica Minor Coastal (Atlantic) (misc. creek tribs)",23
"CYPRESS CREEK",23
"Denton Creek",23
"Diggers Creek",23
"Doubtless Bay",23
"Drainage: Bear R.",23
"Drainage: Bear R.; Bear Lake",23
"Dry Creek Tributary of Sand Creek",23
"Dry Fork Creek",23
"E Chukchi Sea",23
"Estero de la Majagua",23
"Florida Strait",23
"Franklin Creek",23
"Frank's Creek",23
"Gatun Lake",23
"Georgton Bay",23
"Halfmoon Lake",23
"Halls (Stockwell) Creek",23
"Hardware R.",23
"Hazel Creek",23
"Helton Creek",23
"Homochitto River - Mississippi River",23
"Indian Ocean, Great Australian Bight, Spencer Gulf",23
"Jack Creek",23
"Jeffrey's Bay",23
"Jimmy Creek",23
"Kabili R.",23
"Kakekbodo Waterfall",23
"Kokosing R.",23
"la foa",23
"Lago Preto",23
"LaGrue Bayou",23
"Laguna de Bay",23
"Lake Manitoba",23
"Lake Michigan (lake & creek tribs)",23
"Lake Papary",23
"Lameshur Bay",23
"Lampasas River",23
"Laughery Creek",23
"Lick and Luksuklo Creek",23
"Linekeng-Senqu Basin",23
"Little Coal R.",23
"Little Deep Fork Creek",23
"Little Loutre Creek",23
"Little Sand Creek",23
"Little Thompson River",23
"Logging Creek",23
"Macedonia Creek",23
"Mahakam basin",23
"Malaysia Minor Coastal (South China Sea, misc. creek tribs)",23
"Manashtash Creek of Yakima River",23
"Manasquan R.",23
"Manat R.",23
"Mara River",23
"McKnight Creek",23
"Metedeconk R.",23
"Mokhotlong - Senqu Basin",23
"Money Creek",23
"Mountain Creek",23
"Mullett Lake",23
"murray",23
"Namakagon River",23
"Nash Creek",23
"North Atlantic Ocean, Gulf of California",23
"North Atlantic Ocean, Mediterranean Sea, Aegean Sea, Gulf of Euboea",23
"North Branch Boyne River",23
"North Pacific Ocean, Agat Bay",23
"North Pacific Ocean, Gulf Of Alaska, Prince William Sound",23
"North Pacific Ocean, Gulf of California, Concepcion Bay",23
"Nyong R. System; Nyong R.",23
"Oak Slush Creek",23
"Obey River - Cumberland River",23
"Okmulgee City Lake",23
"Paran��",23
"Pequest R.",23
"Persimmon Creek",23
"Pocatalico R.",23
"Prince Run",23
"R. Amana (Amanda?)",23
"R. Casiquiare",23
"Redfish Bay",23
"R. Huallaga",23
"R��o Parguaza - R��o Orinoco",23
"R��o Yuruani - R��o Caron��",23
"Rio Parana",23
"Roberts Springbrook",23
"R. Orteguaza",23
"Rye Creek",23
"Saco Bay",23
"santee",23
"Shope Creek",23
"Skokie River",23
"sous",23
"South Fork of Double Creek",23
"Steen Creek",23
"St. Johns Ditch",23
"Sunamgang River",23
"Sungai Golok Basin",23
"Tensaw River - Mobile Bay",23
"Tippah River Tributary - Unnamed",23
"tite",23
"TOMALES BAY",23
"Torch Lake",23
"tributary Bonpas Creek",23
"Tributary Logan Creek",23
"Tributary Rock River",23
"tributary Yellow Creek",23
"Tributary Yellow Creek",23
"Trinity Bay",23
"Unnamed Tributary",23
"Vian Creek",23
"Vietnam Minor Coastal (misc. creek tribs)",23
"Volta R. Basin",23
"Walker Cr.",23
"Water Prong Creek",23
"Wesobulga Creek - Tallapoosa River - Alabama River",23
"Willamette R.",23
"Willamette River",23
"Xijiang R. Basin",23
"Yakima River",23
"Yalobusha River",23
"Yukon R.",23
"Alder Creek",22
"Archusa Creek",22
"Atlantic Ocean; Caribbean Sea; Smith Bay",22
"Atlantic Ocean, New Jersey Slope",22
"Bayou Sara",22
"Big Bywy Ditch--swamp",22
"Big Otter R.",22
"Bivens Pond",22
"Bobo Bayou",22
"Bwanjo R.",22
"Canal do Lago Preto",22
"Canal do Meio",22
"Canal Saracura",22
"Caney Fork River",22
"Carson Creek",22
"Cascade Creek",22
"Chasm Falls",22
"Choclafala Creek - Tallapoosa River - Alabama River",22
"Choclafaula Creek - Tallapoosa River",22
"Christmas Creek",22
"Cimarron R.",22
"Clear Fork Trinity R.",22
"Cypress Slough",22
"Detroit R.",22
"Doyle",22
"Dragon Creek",22
"Drainage: Nujiang (Salween)",22
"Drainage: Tennessee River",22
"Eggers Marsh",22
"Eleven Point River",22
"English Creek",22
"Enoree R.",22
"escaut",22
"Fancy Creek",22
"Flat Rock Creek",22
"Golfo San Matias",22
"Grape Creek",22
"Hartline Creek",22
"Hashugua Creek, tributary",22
"Hassar Pond",22
"Hords Creek",22
"Island Creek",22
"Izhut Bay",22
"Kern River",22
"Kincaid Creek",22
"Kribi R.",22
"Laguna Madre",22
"Lake Ferguson",22
"Lake Keystone",22
"Lake Nasworthy",22
"Lake Winnipeg",22
"Leaf River - Pascagoula River",22
"Licking River",22
"Little Bayou Pierre",22
"Little Brown Creek",22
"Little Cabin Creek",22
"Little Glazypeau Creek",22
"Long Pine Creek",22
"Loutre R.",22
"L. Titicaca",22
"Maple Creek",22
"Marais des Cygnes R.",22
"Mattubby Creek",22
"McDonald Creek",22
"McDowell Creek",22
"Merriweather Creek",22
"Middle Fork Salt R.",22
"Moody Creek",22
"Moraine Lake",22
"Moungers Creek",22
"[North Aspy River]",22
"North Bay",22
"North Branch Rock Creek",22
"[North Fork Little River]",22
"North Fork Saline RIver",22
"North Fork Spring River",22
"North Pacific Ocean, Gulf of Davao, Illana Bay",22
"North Pacific Ocean, Mansalay Bay",22
"North Pacific Ocean, Maribojoc Bay",22
"North Platte River Basin",22
"Nueces River drainage",22
"Nyong River",22
"Onion Creek",22
"Orton-Madre de Dios",22
"Pacific, Bagacay Bay",22
"Pacific, Bohol Sea, Sogod Bay",22
"Pacific, Dodinga Bay",22
"Pacific, Panama Bay",22
"Pacific, Tuman Bay",22
"Pareloup Lake",22
"Park Hill Branch",22
"Pascagoula",22
"Patsiliga Creek",22
"Pea River",22
"Platte River - Missouri River - Mississippi River",22
"Pongola Flood Plain",22
"Pongola River",22
"Potawatomie Creek",22
"Priests Creek",22
"Quirk Creek",22
"Quiver River",22
"Republican Creek",22
"R��o Beni",22
"R��o Teapa",22
"Rice Creek",22
"Rio Jequitinhonha",22
"Rio Manapiare",22
"Rio Manapire",22
"Rio Parismina",22
"Rio Parna��ba",22
"Rio San Juan",22
"Rio Tahuamanu - Madre Dios",22
"Rockcastle R.",22
"R. Orinoco basin",22
"Sandusky River",22
"Saramacca River",22
"Seeps Little Carp River",22
"Sideling Hill Creek",22
"Silverbrook Creek",22
"Sinsinawa River",22
"South Branch",22
"South Fabius R.",22
"Starvation Creek",22
"Stoney River",22
"Talek River",22
"Tampier Slough",22
"Tellico River - Tennessee River - Mississippi River",22
"tibre",22
"Tipton Bayou",22
"Torrent stream",22
"Trib of Hemphill Creek",22
"trib Rupununi River",22
"Tributary Litten Branch",22
"Tributary Moskey Basin",22
"tributary Vermilion River",22
"Trout Brook",22
"Tsuruga Wan",22
"Umi River",22
"Upper Aliceville Lake",22
"Upper R. Beni basin; R. Popoi",22
"Vandalia Ditch",22
"Verdigre Creek",22
"Victor Lake",22
"War Eagle Creek",22
"West Fork Richmand Creek",22
"Wickson Creek",22
"Yakima R.",22
"2nd Creek",21
"Abary River",21
"american fork river",21
"Amur River",21
"Argut River to the Ob basin",21
"Astray Lake",21
"Atlantic, Caribbean Sea, Jan Thiel Bay",21
"Atlantic, Mediterranean Sea  - Adriatic Sea",21
"Atlantic Ocean; Gulf of Mexico; Pensacola Bay",21
"Bayou La Croix",21
"Bay Springs",21
"Belle Creek",21
"Bismarck Sea Drainage",21
"Boulton Creek",21
"Brazil Creek",21
"Burton Creek",21
"Campbell Lake",21
"Canon Creek",21
"Canton Lake",21
"Cartecay R.",21
"Castle Harbour",21
"Castor R.",21
"Cedar Bog",21
"Cedar Keys",21
"charente",21
"Chickasawhatchee Creek",21
"Chignik R.",21
"Ciagba Bay",21
"Coles Creek - Mississippi River",21
"Corpus Christi Bay",21
"Cosby Creek",21
"Courthouse Creek",21
"Cowpasture R.",21
"Creek between Broklyn &amp; Glacier Lakes",21
"Crescent Lake",21
"Crooked Run",21
"Cunneo Tubby Creek",21
"Cypress Bayou",21
"Delphia Creek (Pawticfaw Creek)",21
"Des Plaines\ Hickory Creek",21
"Double Springs Creek",21
"Drainage: MAHAICA RIVER",21
"Drainage: R. Orinoco; Laguna la Teja",21
"Drainage: SACRAMENTO RIVER",21
"East Branch Mill Creek",21
"Elm Grove Creek",21
"Flint River - Tennessee River - Mississippi River",21
"Flores Sea",21
"Fortyeight Creek",21
"Fourteenmile Creek, unnamed tributary",21
"Golden Creek",21
"Green Creek",21
"Grindstone Creek",21
"Gulf of Chiriqu��",21
"High Rock Pond outlet",21
"Hillabee Creek - Tallapoosa River - Alabama River",21
"Hinds Creek",21
"Hluhluwe River",21
"House River",21
"Indian, Flores Sea, Buton Strait",21
"Irrawaddy R.",21
"James River - Chesapeake Bay",21
"Jenkins Creek",21
"Jukskei-Crocodile",21
"Kankakee",21
"Kapuas R. Basin; Sungai Tekam",21
"Katun",21
"King's River",21
"Klamath River",21
"Knightstown Spring",21
"Lagonoy Gulf",21
"Lake Abant",21
"Lake Dias",21
"[Lake Geneva]",21
"Lake Nipigon",21
"Lake Oologah",21
"Lake Tanganyika",21
"Limestone Branch",21
"Little Barren River",21
"Little Pine Lake",21
"Little Sunflower River",21
"Little Waupee River",21
"Lower Columbus Lake",21
"Maeystown Creek",21
"Maids Creek",21
"Marmaton R.",21
"McKenzie River",21
"McKittrick Creek",21
"McSpadden Creek",21
"Meklong Basin",21
"Middle Fork Holston R.",21
"Middle Fork Saline R.",21
"Minnewaga Creek",21
"Moose Creek",21
"Mud Branch",21
"Muddy Boggy",21
"North Atlantic Ocean, Gulf of Mexico, St Andrews Bay",21
"North Atlantic Ocean, Ligurian Sea",21
"North Pacific Ocean, Bolinao Bay",21
"North Pacific Ocean, False Bay",21
"North Pacific Ocean, Gulf Of California, Santa Clara Gulf",21
"North Pacific Ocean, Gulf of Montijo",21
"North Pacific Ocean, Santa Monica Bay",21
"North Pacific Ocean, Ulugan Bay",21
"Noxapater Creek",21
"N Raccoon R.",21
"nyanga",21
"Olifants",21
"Pacific Ocean, Gulf of California",21
"Pacific, Sulu Sea, Bisucay Sound",21
"Palpa R.",21
"Peacable Creek",21
"Perry Lake",21
"Pushepatapa Creek",21
"R. Amazonas basin; L. Grande",21
"R. Ampiyacu basin; Cano del Chancho",21
"Rapti R.",21
"R��o Casiquiare - R��o Negro - Amazon River",21
"R��o Onia - R��o Escalante - Lago Maracaibo",21
"Rio Tacuarembo - Rio Negro - Rio Uruguay",21
"River Styx",21
"Rock Castle River",21
"Rocky Comfort Creek",21
"saint-john",21
"Saline Cr",21
"Saline Creek",21
"Salt Fork of Vermilion River",21
"Salt Run",21
"Seeps of Cattail Branch",21
"Simmons Branch",21
"Sodus Bay",21
"South Atlantic Ocean, Gulf Of Guinea",21
"South Fork Shaw Creek",21
"South Pacific Ocean, Gulf of Hauraki",21
"South Stann Creek",21
"spring brook",21
"St. Croix R.",21
"St. Joseph���s River - Lake Michigan",21
"St. Louis Bay",21
"Summit Lake (undet.)",21
"Sundays River",21
"Tampa Bay Basin (misc. creek tribs)",21
"Tensaw Lake",21
"tributary Apple River",21
"Tributary Crooked Creek",21
"Truckee River",21
"Twin Lakes",21
"Unnamed Tributary of Sand Creek",21
"Unvaiye Lagoon",21
"Weddellhavet",21
"W. Fork Big Blue River",21
"Yazoo River - Mississippi River",21
"YELLOW SEA",21
"Yukon River",21
"Apalachee river",20
"Apple River - Mississippi River",20
"Arctic Ocean, White Sea, Kandalaksha Bay",20
"Atlantic Gulf of Mexico",20
"Atlantic, Mediterranean Sea  - Ligurian Sea",20
"Attawapiskat Lake",20
"Backbone Creek",20
"Ba��a de Sepetiba",20
"Barren Fork",20
"Battle Ford Creek",20
"Bayou Cypre",20
"Bear R.",20
"Big Rocky Creek",20
"Big Slough, unnamed floodplain ponds",20
"Black Fork River",20
"Black River - Pascagoula River",20
"Black Run",20
"Bocochibampo Bay",20
"Boggy Hollow Creek",20
"Boktuklo and Rames Creek",20
"Brake Branch",20
"Brisbane R.",20
"Burnt Cabin Creek",20
"Bush Creek",20
"Calamus River",20
"Caney Fork - Cumberland River - Ohio River - Mississippi River",20
"Caribbean Sea - North Atlantic Ocean",20
"Carrizo Creek",20
"Chandragiri R. Basin",20
"Chikasonoxee Creek",20
"Chikugo R.",20
"China Seas",20
"Christina River",20
"CLEAR CREEK",20
"Congo R. System",20
"Coosa River - Mobile Basin",20
"Coronation Gulf",20
"Cowhouse Creek",20
"Danaher Creek",20
"Delaware Bay",20
"Disenchantment Bay",20
"Douglas Lake, North Fishtail Bay",20
"Drainage: KLAMATH RIVER",20
"Drainage: Sacramento",20
"Drainage: Sacramento; American River",20
"Dry Fork R.",20
"East Fork Coal Creek",20
"East Lake Fork Ditch",20
"[East Nishnabotna River]",20
"Eddiceton Creek",20
"Estrecho de Magallanes",20
"Five and Twenty Creek - Santee River",20
"Fortune Creek",20
"Fourteen Mile Creek",20
"Gardner Creek",20
"Gaudalupe Drainage",20
"Glasses Creek",20
"Greenville Creek",20
"Gulf of Mexico - Atlantic Ocean",20
"Halfday Creek",20
"Hamilton Lake",20
"Harpeth River - Cumberland River - Mississippi River",20
"Hocking R.",20
"Horse River",20
"Hughlett Branch",20
"Hurricane River",20
"Illinois Creek",20
"Indian, Baie D'Ampasidava",20
"Indian Ocean, Bay Of Bengal",20
"Iowa River",20
"Ise Wan",20
"Jock River",20
"Karamado Bay",20
"Karibiska havet",20
"Lago Catemaco",20
"Lago S��o Miguel",20
"lag.tadio",20
"Lake Altus",20
"Lake Victoria - Nile River",20
"Lappatubby Creek",20
"Lema Channel",20
"Limpia Creek",20
"Lindi River - Congo River - Atlantic Ocean",20
"Little Blue",20
"Little Brazos",20
"Little Eagle Lake",20
"Little Partridge Creek",20
"Luxapallia Creek",20
"Malibu Lake",20
"Manapiare",20
"Middle Fork Little Red R.",20
"Middle Oconee R.",20
"Minnies Creek",20
"Moro Gulf",20
"Mutsu Wan",20
"Myatt Creek",20
"Nemaha/Missouri River",20
"Nkhata Bay",20
"North Pacific Ocean, Akinada Sea, Hiroshima Bay",20
"North Pacific Ocean, Banganga Bay",20
"North Pacific Ocean, Bolinas Bay",20
"North Pacific Ocean, Tomales Bay",20
"Ntem R. System; Mboto R.",20
"Oktoc Creek",20
"Old St. Catherine Creek",20
"Orinoco R. basin; R. Portuguesa",20
"Ozark Creek",20
"Pacific Ocean, French Oceania",20
"Pacific, Sogod Bay",20
"Parfrey���s Glen Creek",20
"Peachtree Creek",20
"Pearces Creek",20
"Pierces Creek",20
"Portersville Bay",20
"R. Amazonas basin; RIO AMPIYACU",20
"Ramu R. Basin",20
"R��o Kukunan - R��o Caron��",20
"Rio Bonita",20
"Rio Branco",20
"Rio Ixtepec",20
"Rio Portuguesa - Rio Apure - Rio Orinoco",20
"Rio Tocantins",20
"R. Magdalena basin ; R. Magdalena",20
"Sacramento/San Joaquin Delta",20
"San Martin Lake",20
"San Miguel\ Putumayo\Amazon",20
"Santa Maria Bay",20
"Santa Monica Bay",20
"Sappa Creek",20
"Sibugan Sea",20
"Smoky River",20
"South Fork of Fabius River",20
"Spring creek",20
"SPRING CREEK",20
"Stevens Gap Lake",20
"Stillman Creek",20
"Stonelick Creek",20
"Tahlequan Creek",20
"Tanmayom (Tharn Mayom) stream",20
"Tennesssee River - Ohio River - Mississippi River",20
"Thread Creek",20
"Tillatoba Creek Tributary - Unnamed",20
"Tracy Creek",20
"Trib. Pine Branch River",20
"Tributary Big Walnut Creek",20
"Tributary Pope Creek",20
"Upper Gulkana River",20
"Verde I. Passage",20
"Vernon Creek",20
"Waccasassa R.",20
"Waddell Cr.",20
"Wall Town Drainage Ditch",20
"Water Hole Creek",20
"W Fork White River",20
"White Marsh Swamp",20
"WHITE RIVER",20
"Wild Hog Creek",20
"Williams R.",20
"Yadkin River - Pee Dee River",20
"Aberdeen Lake",19
"Albany River",19
"Annie's Spring",19
"Atlantic, North Sea",19
"Bahia Darwin",19
"BAHIA DE BANDERAS",19
"Bangpakong basin",19
"Bass R.",19
"Bayou Philip",19
"Beaverdam Creek, unnamed tributary",19
"Beaver Lake",19
"Bernis Creek",19
"Blanco River",19
"Bonito Creek",19
"Boram Bay - Bismarck Sea",19
"Bow Creek",19
"Broken Bow City Lake",19
"Buckhannon R.",19
"Buffalo River - Tennessee River",19
"casamance",19
"Casco Creek",19
"Cattail Branch",19
"Chattooga River - Coosa River - Alabama River",19
"Cheticamp River",19
"Cold Springs Creek",19
"Curia Creek",19
"Davids Creek",19
"Drainage: GOGOL RIVER",19
"Drainage: Truckee R./Pyramid Lake",19
"East Verde River",19
"Escambia River - Pensacola Bay",19
"Farm Pond",19
"Flathead Lake",19
"Fourche Le Fave River",19
"Fourmile Creek",19
"Four Points Bayou",19
"[Grand Anse River]",19
"Guant��namo Bay",19
"Hawks Marsh",19
"Homa Bay",19
"Homochitto R.",19
"Incomati",19
"Indian, Kalkudah Bay",19
"Indian Ocean, Great Australian Bight, Saint Vincent Gulf",19
"iracoubo",19
"Irish Creek",19
"Irrawaddy basin",19
"Jackpine Creek",19
"Juan de Fuca Strait",19
"Karnapouli Basin",19
"Kinchafoonee Creek",19
"Kings River",19
"kribi",19
"Lac des Pises",19
"Lago do Embaubal",19
"Lake Champlain (lake & creek tribs)",19
"Lake Maxinkuckee",19
"Lake of Bays",19
"Lakes-Great Egg Harbor Basin (misc. creek tribs)",19
"l.de bizerte",19
"Little Piney Creek",19
"Little R. (VA)",19
"Little Tennessee River - Tennessee River - Mississippi River",19
"Lobi R. Basin; Lobi R.",19
"Lodgepole Creek",19
"Log Branch",19
"Lost Bridge, White River",19
"Maquoketa River",19
"Marsh Tributary Lake Kabetogama",19
"Maumee Riv., & tribs.",19
"mc curtain",19
"McKinney Branch",19
"Mc Kinney Creek",19
"McMURDO SOUND",19
"Meadow R.",19
"Meklong Basin; Huay Sangkalia",19
"Milky Creek",19
"Mississippi River drainage",19
"Mkuze River",19
"Morgan Creek",19
"Moser River, Goldmine Brook",19
"Mosquito River",19
"Nails Creek",19
"New Jersey Minor Coastal (misc. creek tribs)",19
"Nez Perce Creek",19
"N. Fork Cuivre River",19
"Niabrara River",19
"Ni R.",19
"North Atlantic Ocean, Bay of Fundy",19
"North Atlantic Ocean, Caribbean Sea, Carlisle Bay",19
"North Atlantic Ocean, Gulf Of Mexico, Corpus Christi Bay",19
"North Atlantic Ocean, North Sea, Moray Firth",19
"North Atlantic Ocean, Skagerrak",19
"North Branch Au Sable River",19
"North Branch Otter River",19
"North Fork Lake Creek",19
"North Fork Paint Creek",19
"North Pacific Ocean, Alaska Canada Coastal Waters, Lynn Canal",19
"North Pacific Ocean, Bering Sea, Prince William Sound",19
"North Pacific Ocean, Toguan Bay",19
"northwest bay",19
"Occoquan R.",19
"Oconee R.",19
"Ogeechee River - North Atlantic Ocean",19
"Oldman River",19
"Pacific, Leyte Gulf",19
"Pacific, Matsushima Bay",19
"Pecumsaugan Creek",19
"Pelican River",19
"Pipe Creek",19
"Pointe Aux Chens Bay",19
"Pollys Creek",19
"Price Creek",19
"R. Amazonas basin; Igarape do Mai Joana",19
"R. Amazonas basin; Upper R. Orteguaza",19
"Ramsey Branch",19
"R��o Caron��",19
"R��o Guaviare - R��o Orinoco",19
"R��o Matilde",19
"Rio Caroni",19
"Rio Corubal",19
"Rio San Miguel",19
"Rolling Fork Creek",19
"Roundtree Creek",19
"Running Water Creek, unnamed tributary",19
"Scanlon Creek",19
"Sea of Cortes",19
"Sheonath R.",19
"Shippy Creek",19
"Skokie Marsh",19
"Soap Creek",19
"South Fork Little Red R.",19
"Speculation Creek",19
"Split Rock Creek",19
"St. Marys R.",19
"Stout's Creek",19
"Sulphur Creek",19
"Suriname R. basin",19
"SW Gulf of Alaska",19
"Taggerty River",19
"Tchefuncte River drainage",19
"Teoc Creek",19
"thai binh",19
"Thomas and Twin Lakes",19
"Tight Hollow Creek",19
"Toccoa River",19
"tomine",19
"tributary Gooseberry Creek",19
"tributary Lick Creek",19
"Tuckahoe Creek",19
"Turkey River",19
"Tuxachanie Creek Tributary - Unnamed",19
"Uchee Creek - Chattahoochie River",19
"Umfolozi River",19
"Umgababa River",19
"Upper Republican",19
"Walker Lake",19
"Wallowa Lake",19
"Walltown Drainage ditch",19
"Wateree River - Santee River",19
"West Armuchee Creek - Coosa River - Alabama River",19
"West Branch Split Rock River",19
"West Fork Spring Creek",19
"West Pine Lake",19
"Wheeling Ditch",19
"Wilmot Creek",19
"Yazoo Pass",19
"Youghiogeny R.",19
"Abbie Creek - Chattahoochee River",18
"Ahiri R.",18
"Alamuchee Creek",18
"Atlantic Ocean; Caribbean Sea; Lameshur Bay",18
"Atlantic Ocean; Gulf of Mexico; Sarasota Bay",18
"Atlantic Ocean; Pensacola Bay",18
"Atliklikun Bay",18
"Bafing River",18
"Bahia de Todos os Santos",18
"Barren Creek",18
"Bay R.",18
"Beaver Pond",18
"Bennetts River",18
"Big Black River Canal",18
"Big One Creek",18
"Big Skin Bayou",18
"Biloxi Bay, unnamed tributary",18
"Black Creek - Pascagoula River",18
"Black Lake",18
"Block Island Sound",18
"Bodega Lagoon",18
"Bonito Creek and Spring",18
"Bradshaw Creek",18
"Brays Bayou",18
"Buffalo River - Tennessee River - Ohio River",18
"Burford Lake",18
"Buttahatchie River",18
"Cadron Creek",18
"canal de suez",18
"Caney Fork-Barren River",18
"Caswell Lake",18
"Cavally River",18
"Chattahoochee River - Gulf of Mexico",18
"Chetopa Creek",18
"Circle W Creek",18
"Clear Brook",18
"Cole Creek",18
"Crabtree River",18
"Crater Lake",18
"Cypress River",18
"Delaware River via Schuylkill River via Perkiomen Creek",18
"Devil���s Lake",18
"Devils R.",18
"diahot",18
"dordogne",18
"Drainage: Alameda Creek",18
"Drainage: BISMARCK SEA",18
"Drainage: Irrawaddy (Binlangjiang)",18
"Drainage: NTEM RIVER",18
"Drowning Fork Kepple Creek",18
"East Fork",18
"Ferriers Creek",18
"Gasconade River",18
"Golfo de Guayaquil",18
"Grove Branch",18
"Hasuqua Creek",18
"Hell Creek",18
"High Pine Creek",18
"Hudson Creek",18
"Huron R. (MI)",18
"Iantha Creek",18
"Ichuaway River",18
"INcomati river",18
"Island Bayou Creek",18
"Janao Bay",18
"Kentucky Lake",18
"Kiliuda Bay",18
"Kisatchie Bayou",18
"Kudia River",18
"Lago Toco",18
"Lake Almanor",18
"Lake Chin Chin",18
"Lake Cochituate",18
"Lake of the Woods",18
"Lapile Bayou",18
"l.dalai nor",18
"Line Creek - Apalachicola River",18
"LINGAYEN GULF",18
"Little Bahala Creek",18
"Little Black Creek",18
"Little Elkhart River",18
"Little Soap Creek",18
"Little Stranger Creek",18
"Lokunje River System; Lokunje River",18
"Lone Creek",18
"Lower Oak Creek",18
"Lower Pelican Creek",18
"Lyon",18
"Mae Nam Chao Phraya",18
"Meta\Orinoco",18
"Mfiande River",18
"Mill Creek Tributary",18
"Mine Creek",18
"Mingo Swamp",18
"Mississippi R. basin",18
"Mokhotlong-Senqu Basin",18
"Mona Passage",18
"Muriel Lake",18
"Nanawaya Creek",18
"Nehring Creek",18
