"island","reps"
"moheli",5
"Moku Iki Id.",5
"Moorea Id.",5
"Moore's Id.",5
"Morris Island",5
"Moti I.",5
"Motu One (=Coral Island)",5
"Mulberry Island",5
"Naitasiri",5
"Nakano",5
"Namara",5
"Nameless",5
"Namoluk Id.",5
"Naviti Island",5
"Nayabo",5
"Negro Island",5
"Nend����",5
"Nendo",5
"Nepal",5
"Ng`edobel Island",5
"Ngerechong",5
"Niau Id.",5
"Nomans Land Island",5
"North Carolina",5
"North Ubian",5
"Nukulau Island",5
"Nuu Id.",5
"Ocracoke",5
"Ogami",5
"Okinoerabu",5
"Omega Island",5
"Oneata Island",5
"Onslow",5
"Onton Java Atoll",5
"Ovalu",5
"Pangaimotu Island",5
"papua",5
"papua barat",5
"Partida I.",5
"Pea Island",5
"Peel",5
"Pelican I.",5
"Petit Bois Island",5
"Phoenix Island",5
"Pigelmol Id.",5
"Pinnacle Reef",5
"Pomeroy Island",5
"Pononlap Id.",5
"Port Hacking",5
"Port Island",5
"possibly Pohnpei Island",5
"Powell Cay",5
"Pow Island",5
"Pritchards",5
"PUERTO RICO",5
"Puffin Island",5
"Pulau Pari",5
"Puna Id.",5
"Putyatina Island",5
"Quadra Island",5
"Rabbit Island",5
"Racoon Island",5
"Ramos",5
"Rawaki Atoll",5
"Ross Id",5
"Ryukyu Islands*",5
"Sabu Island",5
"Sabusawa-jima",5
"Saint Joseph Island",5
"Saint Lucia I.",5
"Saint Lucia Id.",5
"Samana Cay",5
"Samoa",5
"Samos Island",5
"San Cristobal Key",5
"San Diego Island",5
"San Felix I.",5
"Sangao Island",5
"San Ildefonso Island",5
"San Juan Islands",5
"San Luis Id.",5
"San Nicholas Id.",5
"Santa Catarina Island",5
"Santa Isabel (Bughotu)",5
"Santa Margarita I.",5
"Santo Amaro Island",5
"Saona I.",5
"Sao Tome Island",5
"Sauvie's Island",5
"Schiermonnikoog",5
"Sea Rock Island",5
"Sebree Island",5
"Semerara",5
"Sharm el-Sheikh",5
"Shaw",5
"Shetland Island",5
"S����o Lu����s Island",5
"Silhouette Id.",5
"Simelap Id.",5
"Simunul Id.",5
"Smiths Island",5
"Sokotra",5
"Sonsorol Id.",5
"South Bass Id.",5
"Sovies",5
"Spitsbergen (Insulae Spetsbergenses)",5
"Squirrel Island",5
"Starve",5
"St. George",5
"St. Kitts Island",5
"St. Matthew Id.",5
"Strawberry Island",5
"St. Simon Island",5
"Stubbs Island",5
"Sulu Archipelago, Bongao Island",5
"Suwarrow",5
"Tahulandang",5
"Tangawaka Id.",5
"Tar Island",5
"Tar Island.",5
"Tarpon Key",5
"Tatsumi Reef",5
"Tautsina I.",5
"Teraina (Washington) I.",5
"Teuri Island",5
"Teveuni",5
"Thailand (Gulf of Thailand)",5
"Thayawthadangyi I.",5
"Tiga",5
"Tinago",5
"Tinian Id.",5
"Toau Atoll",5
"Tokuno-shima",5
"To-shima Island",5
"Totiu",5
"Townsville",5
"Trapiche",5
"Triangle Island",5
"Truk Island",5
"Tubbs Island",5
"Tutulia",5
"Ugamak Island",5
"Ukolnoi Island",5
"Ulebesechel",5
"Ulleungdo",5
"Unga",5
"unnamed",5
"Uplou",5
"Urupukapuka Island",5
"Vanavana I.",5
"Vancouver  I.",5
"Vanua Vatu",5
"Vatoa I.",5
"Vieques",5
"Walcheren",5
"Wassaw Island",5
"Watling",5
"Watts I.",5
"Weddell",5
"Wellington",5
"Wenman (Wolf) Id.",5
"Whale",5
"White Rock",5
"Wild Horse Island",5
"Windley Key",5
"Wonalang Id.",5
"Yabu",5
"Yakushima Island",5
"Yonakuni Island",5
"Zuid-Beveland",5
"Aelok Atoll",4
"Agar's I.",4
"Agiguan",4
"Ai Island",4
"Aiktak",4
"Ailinglaplap Atoll",4
"Ainsley Id.",4
"Ajan Island",4
"Akatun",4
"Akyab Island",4
"Alliford Islets",4
"Alluttoq",4
"Alotau",4
"Amagat",4
"Amakuak",4
"ambae",4
"Amboina Island",4
"AMERICAN SAMOA",4
"Amlia",4
"Anaa Id.",4
"Anguilla Isles",4
"anticosti",4
"Aoba",4
"Apulit",4
"Aristazable Island",4
"Assateague Island",4
"Atka",4
"Aurapushekaru Island",4
"Aventure Id.",4
"Babuyan",4
"Baccalieu Island",4
"Baguan I.",4
"Bahama Ids",4
"Balabio Id.",4
"Bald Island",4
"Balicasang Island",4
"Bancalan",4
"Bancawan Island",4
"Banguey Island",4
"Baranof I.",4
"Barat Daya Group, Romang Island",4
"Barebush Island",4
"Barren Island",4
"Baslsas Island",4
"Bastimentos",4
"Batam Island",4
"Batanes",4
"Batang",4
"Batan Id.",4
"Bat Island",4
"Bauang Dakula",4
"Beecher Island",4
"Belle Island",4
"Beqa Id.",4
"Beru",4
"Big Diomede Island",4
"Big Koniuji Island",4
"Bisevo",4
"Bitter Guana Cay",4
"Blackstone Island",4
"Blanca Id.",4
"Boia Boia Waga",4
"Bom Bom Id.",4
"Bora-Bora Id.",4
"Border Cay",4
"Bordo",4
"Boundin Island",4
"Brandon",4
"Bridgeport Bar Island #10",4
"Brown's Island",4
"Budd Keys",4
"Budd Reef",4
"Burdell Island",4
"Bushrod",4
"Cairn Island",4
"Cairns",4
"Calabadian Island",4
"Calauit",4
"Camaguin",4
"Cano Island",4
"Cape Breton",4
"Car Nicobar",4
"Caroline Ids",4
"Caximbas Island",4
"Caye Caulker Id.",4
"Centre Island",4
"Ceralbo Island",4
"Chagulak Island",4
"Chappaquiddick Island",4
"CHARITY IS",4
"Chicagof",4
"Chile",4
"Chinook Island",4
"Chios",4
"Chowiet Island",4
"Chuginadak Island",4
"Clapperton Island",4
"Cobblers Island",4
"Codfish Island",4
"Coronados I.s",4
"Corvo",4
"Coyote Id.",4
"Craig Island",4
"Cubagua I.",4
"Culebrita Island",4
"Culross Island",4
"Currituck Island",4
"Daru",4
"Deadman's Island",4
"de basse terre",4
"Denmark",4
"Derawan Island",4
"de tenerife",4
"Dewees",4
"Dewees Island",4
"Dewey Island",4
"Drakes Island",4
"Dravuni [Draguni]",4
"Ducie",4
"Duck Cay",4
"Dudune Island",4
"Dufferin",4
"Duff Islands",4
"Duncan Island (Pinzon)",4
"Dundee Island",4
"Dyer Island",4
"Eagle",4
"Eagle island",4
"East",4
"East Fayu Id.",4
"Eiau I. (Eiao)",4
"Enderby Island",4
"Eniwetok Id.",4
"Eritrea",4
"Erromanga I.",4
"Esp��ritu Santo I.",4
"Euakafa Id.",4
"Fanurmot Islet",4
"Farquhar Group",4
"Fighting",4
"Floreana (=Charles Island)",4
"Floreana I.",4
"Formigas Islets",4
"FOX IS",4
"FOX ISLAND",4
"Frazier's Hog Cay",4
"Gabriel Island",4
"Galiano",4
"Gan Islet",4
"Gavanski Island",4
"Gezira Tawila Island",4
"Glenn",4
"Goh Huyong Island",4
"Golo",4
"Gomera",4
"Gon��ve",4
"Goodenough ?",4
"Grand Becerro Cay",4
"Grand Comoro",4
"Grand Island",4
"Great Bird Island",4
"Great Inagua Island ?",4
"Great Swan",4
"Guanacaste Province",4
"Guemes",4
"Gulf of Carpentaria",4
"Hachijo-Jima",4
"Halmahera Id.",4
"Harwood Island",4
"Hat Island",4
"Hatutu Island",4
"Headreach Id.",4
"Hikueru Atoll",4
"Hitadu",4
"Hollandia Dist.",4
"Holland Island",4
"Hornos",4
"Hunga Island",4
"Hunt",4
"��sumi Islands, Tanegashima Island",4
"Ijoen Id.",4
"Ile Brion",4
"Ile de Montreal",4
"Iles de la Paix",4
"Ilha da Trinidade",4
"Ilha San Sabastiao",4
"Inner Mark Island",4
"\Inner Narrows Key\",4
"Irai Island",4
"Iriomote  ?",4
"Isla Cerraja",4
"Isla de Cabrera",4
"Isla de Coche",4
"Isla de Coiba",4
"Isla de la Javentud",4
"Isla de Omotepe",4
"Isla de Providencia (Old Providence I.)",4
"Isla La Plata",4
"Islamorada",4
"Isla Pichilingue",4
"Isla Pichilinque",4
"Isla Redondo",4
"Isla San Gabriel",4
"Isla San Jos����",4
"Isla San Pedro Martir",4
"ISLA SAN ROQUE",4
"Isla Zapatera",4
"Jamestown Island",4
"Janus Island",4
"Japonski Island",4
"Johnston I.",4
"Joubin Island",4
"Jupiter Island",4
"Jurong Island",4
"Kabukan Atoll",4
"Kaisyalu Island",4
"Kakeromajima",4
"Kawau Island",4
"Kellogg",4
"Kenn Reef",4
"K��zushima Island",4
"Kingsmill",4
"King William Island",4
"Kio I. [Kioa I.]",4
"Kiritimati Island",4
"Knapps Island",4
"Knotts",4
"Ko Kradat (Koh Kahdat)",4
"Komodo I.",4
"Kosrae (Kusaie)",4
"Krenitzin Islands",4
"Kundukundu Hite Island",4
"Kurba Vela Island",4
"Kusaie I.",4
"Kusaie I. (Kosrae)",4
"Lacy",4
"La Digue",4
"Lady Julia Percy Island",4
"Lady Musgrave",4
"Lagotellerie Island",4
"Lamma",4
"Lania",4
"La Orchila",4
"Largo Remo Island",4
"La Tortuga I.",4
"Lavongai [New Hanover]",4
"Lefkada",4
"Lefkas",4
"Lemon Island",4
"Lepredour Id.",4
"Liberty Island",4
"Lina",4
"Little Bell Island",4
"Little Duck Isle",4
"Little Exuma",4
"Little Spoon",4
"Little Tanaga Island",4
"Littleton",4
"Live Oak Island",4
"Lobos Cay",4
"Lolland",4
"Lost Island",4
"Lost Island.",4
"Lower Sugarloaf",4
"Lysted Island",4
"Mackenzie",4
"Magdalena I.",4
"Maiana Atoll",4
"Makira",4
"Malajibomanoc I.",4
"Malolo Barrier Reef",4
"Malolo Id.",4
"Mangareva I.",4
"Maniagassa Island",4
"Manra",4
"Manua Islands",4
"Manuk",4
"Marac���� I.",4
"Marathon Key Id.",4
"Mar��a Madre",4
"Maria Cleofas Id.",4
"Marie Galante Id.",4
"Marinheiros",4
"Marrowstone",4
"Marsh",4
"Martinique Island",4
"Masonboro Island",4
"Matacawa Levu Id.",4
"Matagorda Island",4
"Matawei Id.",4
"Matecumbe Key",4
"Matuku Id.",4
"Mauritius Id.",4
"Mayreau (Mayereau)",4
"Maziwe",4
"mbenji",4
"Mbili Island",4
"Mbuke Island",4
"Melila",4
"Melot",4
"Menai",4
"Menge Island",4
"Metompkin",4
"Mexico",4
"Middle",4
"Middle Bass Island",4
"Milos Id.",4
"mindoro",4
"Minorca",4
"Miyako Island",4
"Miyako Islands, Miyakojima Island",4
"Moheli",4
"Moho Tani I. (Motane)",4
"Monserrate Island",4
"Monserrat Island",4
"Moon",4
"Mopiha`a (=Mopelia) Atoll",4
"Mora Island",4
"More Island",4
"Morgans Island",4
"Motunau Island",4
"Mouac Id.",4
"Mount Desert",4
"Moyo Island",4
"Muharraq Island",4
"Mussau",4
"Mutton Bird",4
"Mykonos Id.",4
"Naitauba",4
"Nancowry I.",4
"Navassa I.",4
"Nemou ou Saint Tomas Id.",4
"Neoch [Kuop] Atoll",4
"Nepean Island",4
"Nes����ya Island",4
"Netherlands Antilles",4
"Newfound Harbor Keys",4
"New Guinea (?)",4
"New Zealand I.",4
"Ngatik Atoll",4
"Ngau I. [Gau I.]",4
"Ngau Island",4
"Ngchelobel",4
"Ngelobel",4
"Ngerkebesang Island",4
"Ngermeuangel Island",4
"Niau I.",4
"Nikumaroro Atoll",4
"Nissan Island",4
"Niuatoputapu I. (Keppel I.)",4
"Nogas Island",4
"No Man's Land",4
"No-name Key",4
"Norderney",4
"Normans Pond Cay",4
"Norte Chincha",4
"North Cat Cay",4
"Nova Scotia",4
"Nuakata Island",4
"Nubiam Island",4
"Nukahiva Island",4
"Nurutu Island",4
"Nu'ulua",4
"Ofu Id.",4
"Ol'khon Island",4
"Ono-i-Lau Id.",4
"Operl Island",4
"Orchid",4
"Orchid Island",4
"Orin Id.",4
"Orpheus Island",4
"Ostero",4
"Outer Heron Island",4
"Outer Wood",4
"Ouvea",4
"Pajaros Island [Isla Pajaros]",4
"Pandan Island",4
"Parem [Param]",4
"Pavuvu Island",4
"Peina Id.",4
"Peloponnese",4
"Pescho Island",4
"Philippine Island",4
"Phillip Island (Phillips Island)",4
"Pien Id.",4
"Poi Island",4
"Pononkis Id.",4
"Poplar",4
"Porcher",4
"Poros Id.",4
"Potipot",4
"Pott Id.",4
"Presqu'ile",4
"Pr��ncipe",4
"prince edward",4
"Prudence",4
"Puget Island",4
"Pulau Bum Bum",4
"Pulau Damar Besar",4
"Pulau Tjina",4
"Pupuya",4
"Quiniluban Group",4
"Rambi I. [Rabi I.]",4
"Ram Island",4
"Rangiroa [Deans] Atoll",4
"Rangiroa Id.",4
"Raoul I.",4
"rapa",4
"Raraka",4
"Raraka Atoll",4
"Raraka Island",4
"Raroia",4
"Rat Island",4
"Raza I.",4
"Restorf",4
"R����union Island",4
"Ridge Cay",4
"Riding Key",4
"Rimatara I.",4
"Rimitara",4
"Roat����n",4
"Robinson Crusoe Island (Isla Mas a Tierra)",4
"Rocky Island",4
"Rowley",4
"Rugen",4
"Runmaro",4
"Sabine",4
"Saint Anne Island",4
"Saint Kitts Id.",4
"Saint Thomas Id.",4
"Samosir",4
"Sandrij",4
"Sand Shoal",4
"San Lorenzo",4
"San Mart��n",4
"San Pedro Martir I.",4
"Santa Isabel Id.",4
"Santo Domingo",4
"Saparua",4
"Sarigan Island",4
"Sauvie",4
"Savu",4
"Sea Lion Island",4
"Selvagen Grande",4
"Sentosa Island",4
"Shek Kwu Chau",4
"Shepherd",4
"S���o Vincente Island",4
"Silaqui Island",4
"Sinai Peninsula",4
"Singapore Island ?",4
"Sorong Div.",4
"South Georgia I.",4
"South Papala Id.",4
"Spider",4
"Spitsbergen (Spetsbergen)",4
"st. Croix Island",4
"St. Eustatius I.",4
"St. Fran��ois Atoll",4
"St Helena",4
"St. Martin I.",4
"Stock",4
"Stony Island",4
"Strawn Island",4
"Sull Island",4
"Suluwesi",4
"Sumatra ?",4
"Summer Island",4
"Surprise Id.",4
"Swirl",4
"Tahuata I.",4
"Takairongo Id.",4
"Takaroa Id.",4
"Tanu",4
"Tarut Island",4
"Tatakoto Id.",4
"Tavu na Sici",4
"Tawain",4
"TENERIFE",4
"Teraina [Washington] Island",4
"terceira",4
"Thira",4
"Thormanby Island",4
"Tinakula",4
"Tobacco Reef",4
"Tongan Group",4
"Tongua I.",4
"Tower [Genovesa]",4
"Trinity",4
"Tsis Id.",4
"Tsushima",4
"Tuckernuck",4
"Turks Island",4
"tutuila",4
"Ubian",4
"Ultima Esperanza",4
"Unalaska I",4
"Upolu I.",4
"Van Syckle Id.",4
"Vanua levu",4
"Vatoa",4
"Ventana Id.",4
"Viechas Island",4
"Vonavona",4
"Vurolevu",4
"Wakeenan Island",4
"Washerwoman Cay",4
"Watling's Island [San Salvador]",4
"Wauwerman's Island",4
"Wayne Co.",4
"Wendle Island",4
"Wenman Id.",4
"Westpoint",4
"Wetar Island",4
"Whatupuka Island",4
"Willow",4
"Yaukuvelevu",4
"Yonge Reef",4
"York Island",4
"Zandery",4
"13 Id.",3
"50 Id.",3
"7 Id.",3
"Abingdon Id.",3
"Abrolhos Islands",3
"Achill Island",3
"Adams Key",3
"Africa",3
"Agaltepec Island",3
"Aguijan",3
"Ahvenanmaa",3
"Aiwa I.",3
"Alameda Co.",3
"Al' Arabiyah Island",3
"Aldabra Id",3
"Aliare Id.",3
"Allen Island",3
"Alta Vela Is.",3
"Amager Island",3
"Ambon Id.",3
"Anclote Key",3
"Angel",3
"Angel de la Guardia",3
"Anguar",3
"Anialop Island",3
"Ann Island",3
"Antuilla I.",3
"Aratika Island",3
"Aride",3
"Arsenicker Keys",3
"Aru",3
"Aru [Arroe]",3
"Aru Island",3
"Auki Island",3
"Bacutcut Bank",3
"Baeta Island",3
"Bagabag",3
"BAHAMA IS",3
"Bailiwick of Jersey",3
"Baja California",3
"Bald Head Island",3
"Banda",3
"Banggi Island",3
"Banty Island",3
"Barbados Id.",3
"Bardsey Island",3
"Barr al Hikman",3
"Bartolome I.",3
"Batjan Id.",3
"Battery Island",3
"Bau Island",3
"BAY FARM IS",3
"Beata Id.",3
"Belle Isle",3
"Bering Island (Beringinsel)",3
"Bigeliwol Id.",3
"Big Gavanski Island",3
"Big Rose Island",3
"Bikenibeu Island",3
"BIKINI ATOLL",3
"Block",3
"Bock",3
"Bock Key",3
"Boemboelan Island",3
"Bolio Island",3
"Bonaventure",3
"Borgareyjar",3
"borneo",3
"Botel Tobago",3
"Bougainville Islands",3
"Bouvet Island",3
"Breton Island",3
"bristol",3
"Browns Island",3
"Bruny Island",3
"Bua",3
"Buck Island (Bucks Island)",3
"Buena Vista [Vatilau]",3
"Bukojarito Island",3
"Bum Bum Island",3
"Bushrod Island",3
"Butler Island",3
"Buton",3
"BWI",3
"Caicos s",3
"Calamian Group, Coron Island",3
"Camotes Islands",3
"Cape Province",3
"Cape Verde Island",3
"Capones Island",3
"Caroline (=Millennium Island)",3
"Caubyon",3
"Cave Key",3
"Cayo Coco",3
"Cayo El Faro",3
"Cayo Nancy (Nancy Cay)",3
"Cerf Island",3
"Cervalo Id.",3
"Chamisso",3
"Chernabura Island",3
"Chichi",3
"Chira I.",3
"Chokoloskee Id.",3
"Christmas Island [Australia]",3
"Chrstmas Island",3
"Cocoro Island",3
"Conclusion Island",3
"Congo",3
"Content Key",3
"Coral Island",3
"Cormorant Rock",3
"Cornwallis",3
"Coronados Island",3
"Coxes",3
"Coya Id.",3
"Crocodile Id.",3
"Crow",3
"Dalupiri Id.",3
"Danisavo [Hanesavo]",3
"Daphne Is.",3
"Darigayos",3
"Darsena Island",3
"d'ata",3
"Dauphin",3
"Davidof Island",3
"Davis",3
"Dawson Island",3
"Deception Id",3
"Denis Island",3
"D'Entrecasteaux",3
"Desnoeufs",3
"Desnoeufs Island",3
"de ta��wan",3
"Devil`s Foot",3
"Devils Island",3
"Devon",3
"d'houat",3
"Dobu Island",3
"Doctor Island",3
"Dorre Id.",3
"Dream Island",3
"Duck Island",3
"du salut",3
"Eagle Id.",3
"East Las Galeras Id.",3
"East Timor",3
"Ekero",3
"Emirau I.",3
"Enderbury Atoll",3
"Entry Island",3
"Esquimo Island",3
"Evans",3
"Exuma?",3
"Exumas",3
"Faial (Fayal)",3
"Fanakuk",3
"Fanal Island",3
"Farallon de Medinilla Island",3
"Fatu hiva",3
"Fatu Hiva Id.",3
"Fatu Huku Island",3
"Fehmarn",3
"Filadu",3
"Fishermans",3
"Flat",3
"Flatey",3
"Formentera Id.",3
"Fr��gate",3
"Fryes Island",3
"Fulanga",3
"Fulanga Island",3
"George Island",3
"Gezira Island",3
"Gigantangan Island",3
"Gloriosa Island",3
"Glover's Reef Atoll",3
"Goh Sindarar",3
"Goodenough I.",3
"Government",3
"Grady Island",3
"Grand Inagua",3
"Grand Terre (New Caledonia)",3
"Gran Salvage Island",3
"Grassy Creek Cays",3
"Great Abaco I.",3
"Great Inagua Id.",3
"Great Nicobar Island",3
"Greenwich",3
"Guana I.",3
"Gulf of Fonseca",3
"Haenke Island",3
"Hakluyt",3
"Hardhead Island",3
"Hare",3
"Hay",3
"Hayman Island",3
"Haywood Island",3
"Heath Island",3
"Helen Reef Is.",3
"Heratera I.",3
"Hermana Mayor I.",3
"Heywood Island",3
"Higashi-jima",3
"High Cay",3
"Hikueru",3
"Hiti Island",3
"Hiva 'Oa",3
"HIVA OA ISLAND",3
"Hoi",3
"Homonhon",3
"HOMOSASSA IS",3
"Honshu [California]",3
"Hoorn",3
"Hoskyn Island",3
"Hoste",3
"Hovinsaari",3
"Howard Island",3
"Hulhule Island",3
"����le Sainte-Marie",3
"Ikar����a Island",3
"Ilak Island",3
"Ile aux Tourtes",3
"Ile De Goree",3
"Ile des Pins",3
"Ilet de La Rose",3
"Ilet de Ramville",3
"Ilha do Governador",3
"Ilha do ��ndio",3
"Ilha do Mel",3
"Illam Dist.",3
"Ilocos",3
"Indo-Malayan Region",3
"Inishmore",3
"Ios Id.",3
"Iran",3
"Isla Alto Velo",3
"Isla Cayo",3
"Isla Cedros (Cerros)",3
"Isla Chilo���� (Insel Chiloe)",3
"Isla Chinchorro",3
"Isla Cubagua (Cubagua I.)",3
"Isla Culebrita",3
"Isla Danzante",3
"Isla del Carmen",3
"Isla del Sol",3
"Isla de Momotombito",3
"Isla Elle",3
"Isla Escudo de Veraguas",3
"Isla Norte Chincha",3
"ISLA POPO",3
"Isla Salamanca",3
"Isla San Juan Nepomezeino",3
"Isla Santiago (James Id.)",3
"Islas Coronado",3
"ISLE OF JERSEY",3
"Isle of Mull",3
"Isle of Sheppey",3
"Isles of Scilly",3
"Italy",3
"Izu Oshima (Osima)",3
"Jamna Island",3
"Japen Island",3
"Java / Sumatra",3
"Jicaron",3
"Jock",3
"John's Island",3
"Jost Van Dyke I.",3
"Kabara Island",3
"Kadiak",3
"Kapa Id.",3
"Karachi",3
"Kashima",3
"Kasos Island",3
"Kastellorizo Island",3
"Kateekuk Island",3
"kauai",3
"Ka'ula Rock",3
"Kavuhiko Island",3
"Kea Island (Ile Zea)",3
"Kea Island (Zea Island)",3
"Keith Island",3
"Kelefesia Atoll",3
"Kelefesia Island",3
"Kendwa",3
"Kentioli Island",3
"Kerkennah Island",3
"Kermadec Island",3
"Kermadec Islands",3
"Khawr Khasab",3
"Kiambi Island",3
"Kikkertavak Islands",3
"Kiritimati",3
"Knights Key",3
"KODIAK IS",3
"Koh Kram",3
"Koro Island",3
"Koumo Id.",3
"Ko Yo",3
"Kuba",3
"Kuda Bados Islet",3
"Kunga",3
"Kurema",3
"Kwata",3
"Labuan I.",3
"la digue",3
"Lake Co.",3
"Lamen",3
"Laparan I.",3
"Lapinin Island",3
"Larkspur Island",3
"Last Island",3
"Lastovo",3
"Lebanon",3
"Lele Id.",3
"Lesbos",3
"Leti Island",3
"Letti",3
"Lewell Id.",3
"Little Duck Key",3
"Little La Cloche Island",3
"Little Patterson Island",3
"Little Smith",3
"Little Stirrup Key",3
"Lobos Island",3
"Lond I.",3
"Long Pine Key",3
"Losinj Island (Lussin)",3
"Los Testigos",3
"Lovers Key",3
"Lower Matecumbe Key [Lower Matacumbe Key]",3
"Lydia Ann Island",3
"Maalosmadulu Atoll",3
"Madeline Island",3
"Mafia Id.",3
"Magdalen Island",3
"Mai Island (Penyu)",3
"Makahaa Island",3
"Makaluva Island",3
"Makemo Island",3
"Malacca",3
"Malaysia (Peninsular)",3
"Mali Parzanj Island",3
"mallicolo",3
"Malolo Lailai Id.",3
"Mango",3
"Mango I. [Mago I.]",3
"Mannacks Island",3
"Manono",3
"Marajo.",3
"mar��",3
"Marindugue Island",3
"Mar Island",3
"Matsu Shima Id.",3
"Matura I.",3
"Maupihaa [Mopiha'a] Atoll",3
"Mayaguana Island?",3
"Mbudya Island",3
"Mecherchar Island",3
"Mediterranean Sea",3
"Mentawai Island",3
"Mesegon Islet",3
"M��s Afuera",3
"Middle Seymour Id.",3
"Mimi Islet",3
"Mindano",3
"Minis I.",3
"Minorca Island (Menorca)",3
"Miraflores",3
"Mitlenatch Island",3
"Moch Id.",3
"Montserrat Id.",3
"Moose Island",3
"Morajo",3
"Mousa",3
"Mukoshima",3
"Nairai",3
"Namalata [Malatta]",3
"Na Mokulua",3
"Naos I.",3
"Naranjo Islands",3
"Natividad Island",3
"Natushima Island",3
"Nayau Island",3
"Nengonengo I.",3
"Nero Bank",3
"Netuli",3
"Neumann Island",3
"New Hebrides",3
"Ngake Takuma",3
"Ngamia I. [Qamea I.]",3
"Ngarakabesang [Arakabesan]",3
"Ngeanges (Gaiangas)",3
"Ngerdis Id.",3
"Ngerekebesang [Arakebesan]",3
"Ngeremdiu",3
"Ngermeaus",3
"Ngeruktabel [Urukthapel]",3
"Ngetmeduch Island",3
"Niaufou I.",3
"Nie Id.",3
"Nielson",3
"Nikumaroro [Gardner] Atoll",3
"Nikunau",3
"North Hutchinson Island",3
"North Imma",3
"North Mal�� Atoll",3
"North Marble",3
"North Pender Island",3
"North Plaza",3
"North Uist",3
"norways",3
"Nosy Ratsy",3
"Noumea I.",3
"nuageuses",3
"Nuku hiva",3
"Numfoor Island",3
"Nupani Id.",3
"Nusa Lembongan",3
"Obeani [Cyprian Bridge I.]",3
"Oeno (Oeno Atoll)",3
"Ogilvie",3
"Ohio Key (or Missouri Key)",3
"Okak Island",3
"Old Providence Island",3
"Olopshacal",3
"Ongea Ndriti",3
"Onohara-shima",3
"Onupuku Id.",3
"Oreor (Koror)  ?",3
"Orote Id.",3
"Osan Id.",3
"Ossabaw",3
"Ostrov Gukera",3
"Ouruken Id.",3
"Ousima",3
"Owen Island",3
"Paama",3
"Pajaros Island",3
"Palau Nangka",3
"Palmerston",3
"Palmerston Island",3
"palo santo",3
"Panama (Pacific)",3
"Paqueta Island",3
"Pascua",3
"Pata I.",3
"Pearl & Hermes Atoll",3
"Pedro Gonzales, I.",3
"Pelew",3
"Pelican",3
"Pelieliu",3
"Pelorus Island",3
"Pemba Island",3
"P'Eng-Hu Island",3
"Penguin",3
"Pepeio Id.",3
"Pettys Island",3
"Phuket",3
"Pienlechocho Id.",3
"Piglor Id.",3
"Pike Id.",3
"Pikenmetkow Id.",3
"Pinang",3
"Pitcairn Group",3
"Plummer`s",3
"Pohnpei (Ponape)",3
"Polle Island",3
"Ponape I.",3
"Ponape I. (Pohnpei)",3
"Praslin I.",3
"presumed Oahu",3
"Prince of Wales I.",3
"Prince Patrick Island",3
"Pulau Sakodok",3
"Pulau Saltra",3
"Pulau Sayak",3
"Pulau Sekodok",3
"Pulau Senang",3
"Pulau Stupai",3
"Purara Island",3
"Qalito",3
"Qeshm Id.",3
"Rabi",3
"Rabi Island",3
"Raccoon Key",3
"Raccoon Key Id.",3
"Ragged Keys",3
"Ragiroa",3
"Ramotu Id.",3
"Ramrod Key.",3
"Rapa Id.",3
"Rapids Island",3
"Rasdu Atoll",3
"Raza Island",3
"Rebun",3
"redonda",3
"Red Rock",3
"Rikumanu Id.",3
"Rimatu",3
"Ringutoru Id.",3
"Robbins Tump",3
"Roca Partida",3
"Rock Key",3
"Romah",3
"Rongrik Atoll",3
"Roque Island",3
"Rota I.",3
"Rottnest Id.",3
"Rotuma Group",3
"Ruatan Island",3
"rurutu",3
"Sabah I.",3
"Saboga Island",3
"Sabusawa Jima",3
"Sagami Bay",3
"Saint Barthelemy",3
"sainte-marie",3
"Saint Maarten",3
"SAIPAN",3
"Sakenge Id.",3
"Salawati Island",3
"Salina",3
"Saltholm",3
"Salt Island",3
"San Benito Id.",3
"Sand Bores",3
"Sandy Key",3
"San Felix",3
"San Gall��n",3
"San Jos���� I.",3
"San Mart����n I.",3
"San Martin, I.",3
"Santa Ana Id.",3
"Santa Cruz [Indefatigable, Chaves] ?",3
"Santa Isabel Islands",3
"Santo",3
"Sao Luiz Island",3
"Sao Tiago",3
"Sao Vincente Island",3
"Saumarez Reef",3
"Saunders (Appat)",3
"Sauvie Island",3
"Savai'I Island",3
"Seal Cay",3
"Sebascodegan",3
"Sebuyan",3
"Seguam Island",3
"Serasan Island",3
"Sermata Island",3
"Shackleford Island",3
"Sheep",3
"Shek Kwu Chau Island",3
"Shell",3
"Shell Keys",3
"Ship Sands Island",3
"S����o Vicente",3
"Siberut I.",3
"Sidney Island",3
"Simeonofski Island",3
"Sitankai Id.",3
"Sitkalidak",3
"Smuttynose",3
"Snake Id.",3
"Snead Island",3
"Sneeds Island",3
"Society Island",3
"Solnahu Island",3
"Solpa Island",3
"Solta",3
"Sonsoral",3
"Soto",3
"South Bimini Id.",3
"South Chincha Id.",3
"South East Island",3
"South New Guinea Dist.",3
"South Ryukyu Island",3
"South-West Island",3
"Spesutie Island",3
"Spiekeroog",3
"Squire Island",3
"Stanley Island",3
"Stansbury",3
"Stansbury Island",3
"Starboard Island",3
"Starbuck I.",3
"Star Mountains Dist.",3
"St. David's I.",3
"St. Davids Island",3
"Steamboat Island",3
"St. George's I.",3
"St. Kitts I.",3
