"island","reps"
"Orona Atoll",37
"Plantation Key",37
"Rusinga",37
"South Marble Island",37
"Squaw",37
"tahaa",37
"Taveuni I.",37
"Tepoto Atoll",37
"Texada",37
"Tictauan",37
"Tuticorin",37
"Ua Pou Island",37
"Ambrym",36
"Aur Atoll",36
"Bird",36
"Butaritari",36
"Charles",36
"Doc Can Island",36
"East Bimini",36
"Eil Malk I.",36
"Fraser",36
"Gambier",36
"Great Guana Cay",36
"Herschel",36
"Hoffman Cay",36
"Iriomote Island",36
"Isla Freycinet",36
"Jefferson Island",36
"Kao",36
"Kavalga Island",36
"King Island",36
"Little Abaco",36
"Lola Island",36
"Mokulua Islets",36
"NEW GUINEA",36
"Oroluk Id.",36
"Pakin Atoll",36
"Poivre Atoll",36
"Putauhinu Island",36
"Qatar",36
"Quezon",36
"Rossel",36
"Sabtang",36
"Sanak Island",36
"San Martin Island",36
"St. Patrick's Island",36
"Ta'u",36
"Unauna Island (Binang Unang/Binang Oenang)",36
"Vella Lavella",36
"West Island",36
"Wolf Island",36
"Amami Islands, Amami ��shima Island",35
"Bell Island",35
"Berry Islands",35
"Caroline Islands",35
"Cat I.",35
"Celebes Island",35
"Chatham",35
"Condor Reef",35
"Corfu",35
"El Muerto Id.",35
"Gondra Island",35
"Indefagitable Id.",35
"Isla San Marcos",35
"Isla Wellington",35
"Juan Fernandez",35
"Kadavu Id.",35
"Little Green Island",35
"Little Jim Island",35
"Malakal Island",35
"malakula",35
"Malo I.",35
"Manihi Atoll",35
"Medny Island (Copper Island)",35
"Morotai Id.",35
"Nimowa Island",35
"Nuka Hiva I.",35
"Nuku Hiva I.",35
"Principe",35
"Rabida Island",35
"Rangiroa",35
"Roca Partida I.",35
"Romblon Group",35
"Satawal",35
"Shimoni",35
"Smith's Island",35
"South Australia",35
"Sudest",35
"Taboga Id.",35
"Tandubas",35
"Ternate I.",35
"Ternate Island",35
"Toau",35
"ua pou",35
"Ulebsechel [Aulupse'el]",35
"Unnamed Id.",35
"Urukthapel Island",35
"Agattu",34
"Buckle Island",34
"Bushy Island",34
"Champion",34
"Chichagof",34
"Erikub Atoll",34
"Gau [Ngau]",34
"Gough",34
"Guadelupe",34
"Isla Bayly",34
"Kidney",34
"Lemesurier Island",34
"Mahe Id.",34
"New Britain I.",34
"Ngatik Id.",34
"Ngeanges",34
"Orr Island",34
"Pacet Key",34
"Pamanzi Island",34
"Pentecost Island",34
"Port Jackson",34
"Rabida Id.",34
"Rottnest",34
"Santa Ana I.",34
"Simushir",34
"Solkope",34
"South Andaman",34
"Tetepare Island",34
"Tre Island",34
"Union",34
"Volcano Islands, Iwo Jima Island",34
"Appledore Island",33
"Arakane Bank",33
"Ari Atoll",33
"Astove Atoll",33
"Avery",33
"Cape Sable Island",33
"Cormorant Island",33
"Danjugan Id.",33
"East Twin Cay",33
"Florida Keys",33
"Funafuti",33
"Henderson",33
"Hiva Oa I.",33
"Honan",33
"Hood Island (Espanola)",33
"Hoodoo Island",33
"Kuwait",33
"Lobos de Afuera Island",33
"Maestre de Campo Island",33
"Magueyes Id.",33
"Mangrove Cay",33
"Mare",33
"Mbeka I.",33
"Middle Id.",33
"Namua",33
"New Territories",33
"Ngkesill Id.",33
"Paoha Island",33
"Pata",33
"Pulau Hantu",33
"Rennell Id.",33
"Sapwuahfik Atoll",33
"Serrana Bank",33
"south",33
"St. Paul",33
"Sulei",33
"Terre de Haut",33
"Usada Island",33
"Viwa Id.",33
"Bartlett Island",32
"Bikini Id.",32
"Charybdis Reef",32
"Chuuk Atoll",32
"Coron",32
"Easter I.",32
"Ellef Ringnes Island",32
"Enderby Id.",32
"Frederick",32
"Gardner (= Nikumaroro)",32
"Great Corn",32
"Gulf of Oman",32
"Hao I.",32
"Hare Id.",32
"Hippa",32
"Isla Martin Perez",32
"Isla Tortuga",32
"Iungs",32
"Karapo Rahi",32
"Little Ragged",32
"Little San Salvador",32
"Middle Anacapa Island",32
"Moheli Island",32
"Mutrah",32
"Ngaruktabl",32
"Ngerukeuid Island",32
"Osprey Reef",32
"Patos",32
"Peter Douglas Cay",32
"Phoenix (=Rawaki)",32
"Plana Cays",32
"Prince Edward Island",32
"Saint Paul I.",32
"Ship Island",32
"Stromo",32
"Sweetings Cay",32
"tenerife",32
"Tilmubo Id.",32
"Tomil",32
"Yaeyama Island Group",32
"Acklins I.",31
"Bartholomew Island [Bartolome]",31
"Basse-Terre",31
"Caluya Island",31
"Chou-shan Id.",31
"Cook Islands",31
"Fulaga [Fulanga]",31
"Gardner-by-Floreana Id.",31
"Ghizo [Gizo]",31
"Ilha Santa B��rbara",31
"Isla Mujeres",31
"Isla San Lorenzo (San Lorenzo Island)",31
"Iturup",31
"Jost Van Dyke Island",31
"Kerguelen",31
"Lenger",31
"Lomlom Id.",31
"Long Id.",31
"Lummi",31
"Macquarie Island",31
"Mah��",31
"Manubul",31
"Marcus",31
"Merir Is.",31
"Monserrate",31
"Nanmatol Atoll",31
"NE coast",31
"Ngalo Island",31
"Ngerekebesang [Arakabesan]",31
"Nukuhiva I.",31
"Obi Island",31
"Oland Island",31
"Ovalau I.",31
"Pemba",31
"Phililppine Island",31
"Pitcairn",31
"Pulau Jarak",31
"Pulau Tioman",31
"Sadaa Island",31
"Sanganeb Atoll",31
"Seal Island",31
"Shortland Islands",31
"Siberut Island",31
"Sud Island",31
"Sulawesi I.",31
"Table Island",31
"Tigalda Island",31
"Upper Matecumbe Key",31
"Vate",31
"Wake",31
"Yakobi Island",31
"Yap Islands",31
"Ailinginae Atoll",30
"Bartolome Island",30
"Bermuda I.",30
"Bird Island (Seychelles)",30
"Bowen",30
"Bucas Grande",30
"Canipo",30
"Central New Guinea Dist.",30
"Cobb",30
"Co Cat Cay",30
"Cubagua",30
"Daisy Islet",30
"Formosa",30
"Hall",30
"Hull Island [Orona]",30
"Ibayat",30
"Izu ��shima Island",30
"Little Cat Cay",30
"Marutea South",30
"Miyako",30
"Monito",30
"Mozambique Island",30
"Nashawena Island",30
"Ngeaur [Angaur]",30
"Oshigaki",30
"Peter Island",30
"Porcher Island",30
"Romblon",30
"Sakhalin I.",30
"Sawyer Key",30
"Seymour I.",30
"South Todos Santos Island",30
"St. Kitts & Nevis",30
"st. thomas Island",30
"Sulei Island",30
"Tromso",30
"Ugaiushak Island",30
"Ulong Island",30
"Weepecket Island",30
"Alabat I.",29
"Auckland Islands",29
"Avistazabel Island",29
"BARRO COLORADO",29
"Berry Is.",29
"Ceram",29
"Christmas I.",29
"Cosmoledo Atoll",29
"East Anacapa Island",29
"East Sand Island",29
"Fangataufa",29
"Gigante North Id.",29
"Golding Cay",29
"Gullo Island",29
"Howland",29
"Isla de Mona",29
"Isla M����s Afuera",29
"Lizard",29
"Mohotani Island",29
"Nii-jima Island",29
"Nomuka",29
"Nukunamo",29
"Phi Phi Don, Ko",29
"Ramsay",29
"Raza",29
"R����union",29
"Shumagin",29
"Smith Id.",29
"Soldier Key",29
"Sudest [Tagula]",29
"Tabuaeran Atoll",29
"Todos Santos Island",29
"Treasure Island",29
"Turners",29
"Virgin Gorda I.",29
"Weno",29
"Agutayan Id.",28
"Anaa",28
"Bayne Id.",28
"Cabruna Island",28
"Calotcot Id.",28
"Cedar Island",28
"Curieuse Island",28
"Erie Co.",28
"Fantasy Id.",28
"Grande Comore Id.",28
"Great Island",28
"Guguan Island",28
"Half Moon Bay",28
"Hog I.",28
"Horn Id.",28
"Iona Island",28
"Isla Coronado Norte",28
"Isla de Ratones",28
"Isla San Benito",28
"Jabuka",28
"Jersey",28
"Kisar Island",28
"Lanyu",28
"Manihiki Island",28
"Mar��",28
"Maria Magdalena I.",28
"Missouri Key",28
"Petit Manan",28
"Petit Martinique Island",28
"Pingelap",28
"Princess Royal Island",28
"Quirpon Island",28
"Rogue Island",28
"Saboon Island",28
"Sao Vicente",28
"Savai`i",28
"Sipangkot I.",28
"tanna",28
"Tiburon, I.",28
"Tikei",28
"Tugidak",28
"Vanikolo [Vanikoro]",28
"Vanua Levu Id.",28
"Vitu Levu",28
"WEST IS",28
"Wistari Reef",28
"Amaknak",27
"Ascencion",27
"Athol Island",27
"Baru Island",27
"Bellona I.",27
"Birnie Atoll",27
"Boca Chica Key",27
"Bongao Island",27
"Campion Id.",27
"Coloradito Id.",27
"Crooked",27
"Doame Island",27
"East Anacapa Id.",27
"Eliza",27
"Fais Id.",27
"Fakarava",27
"Fisherman Cay",27
"Flores I.",27
"Grahams",27
"Grand Id.",27
"Gulf of Siam",27
"Hagemeister Island",27
"Harkers Island",27
"heard",27
"Isla Basket",27
"Isla Chilo��",27
"Isla de Ometepe",27
"Isla Lennox",27
"Isle Maguey",27
"Kapoposang Island",27
"Ladies",27
"Lifou Id.",27
"Little Cayman I.",27
"Locality Unknown",27
"Manuae",27
"maurice",27
"Motupore Island",27
"Naranjo Abajo",27
"New Britain Id.",27
"Northern Territory",27
"Nuka Hiva",27
"Phillip Island",27
"Pine",27
"Porongpong Island",27
"Praslin Id.",27
"Rarotonga (Walker)",27
"Ras Burka",27
"Saint Barth��lemy",27
"San Roque Island",27
"Sapeolo Island",27
"Scilly Atoll",27
"Singer Island",27
"St. Helena",27
"Taylor Island",27
"Tenerife Id.",27
"Torres Strait",27
"Uran Island",27
"Walrus",27
"Yakushima",27
"Zealander Bank",27
"Admiralty",26
"Alexander Selkirk Is.",26
"Amak",26
"Angelica Rock",26
"Baker",26
"Bandar Sidab",26
"Biak Div.",26
"Bill Of Portland Island",26
"Burntwood Island",26
"Cagayan Id.",26
"Cagayan Sulu",26
"Colville Island",26
"Conanicut Island",26
"Grand Comore",26
"Grand Isle",26
"Gravina Id.",26
"Great Cumbrae Island (Isle of Cumbrae)",26
"Grosse Island",26
"High Island",26
"Hotsarihie ( = Helen Island)",26
"��fat�� I.",26
"����le de Tortue",26
"Imma",26
"Isle of Youth [Isle of Pines]",26
"Kupreanof",26
"Little Saint Vincent",26
"Lummi Island",26
"Menorca",26
"Montserrat I.",26
"Muscat",26
"Mustique Island",26
"Ngeanges Id.",26
"Ngemlis Island",26
"Ngerekebesang",26
"Nuweiba",26
"Omapoy I.",26
"Orchid Id.",26
"Saint Ignace Island",26
"San Juanito Island",26
"Sharm el-Moya",26
"Totoya I.",26
"Utrik Atoll",26
"Ymer",26
"Ambergris Cay",25
"Ambrym [Ambrim]",25
"Anuanuraro Atoll",25
"Cabrit Island",25
"Cayo Laurel",25
"Cayo Nancy",25
"Cerralvo Island",25
"Chatham Id.",25
"Cobb's Island",25
"Destruction Island",25
"Espiritu Santo Is.",25
"Etal Atoll",25
"Forrester Id.",25
"Grassy Key Id.",25
"Great Ragged",25
"Gulf of California",25
"Ile Verte",25
"Inishvickillane Island",25
"Isla de Pinos",25
"Isla Saona",25
"Kodiak Id.",25
"Liberty",25
"Madre de Deus",25
"Magdalena Island",25
"Mahallah",25
"Malaya",25
"Manifa",25
"Mariguana Island",25
"Matema Id.",25
"Motu Tehau",25
"Nababuy Island",25
"Namorik Atoll",25
"Nananu-i-ra I.",25
"Navy Island",25
"New Providence Id.",25
"Ngerchaol Id.",25
"Ngermeaus Id.",25
"Niihau Id.",25
"Pelican Island",25
"Petite Terre",25
"Raoul Island",25
"Rossel (Yela)",25
"Shelikof Island",25
"Smyth Island",25
"Sulawesi Id.",25
"Sydney",25
"Tahiti Island",25
"Taumako Island",25
"Tulaghi",25
"Uvea Island",25
"Yukon Island",25
"Adi",24
"Alaska",24
"Augustine Island",24
"Bahamas",24
"Barbados I.",24
"Beata Island",24
"Bellona Id.",24
"Bilatan",24
"Black Rocks",24
"Caban Island",24
"Campabello Island",24
"Cedar Key",24
"Corsica I.",24
"Cuyo Island",24
"de saint thomas",24
"Dogo Island",24
"efate",24
"el pelado",24
"Fijord",24
"Fuerteventura",24
"Gasparilla Island",24
"Goodenough",24
"Grand Canary Id.",24
"Grande-Terre I.",24
"Grass Island",24
"Great Govenen Id.",24
"Guadeloupe Island",24
"Hawaii Id.",24
"Heron",24
"Indefatigable",24
"Isla Brincanco",24
"Isla Catalina",24
"Isla de Pinos (Isle of Pines) [Isla de la Juventud (Isle of Youth)]",24
"Isla La Tortuga",24
"Isle Of Man",24
"Isle of Youth (Isle of Pines)",24
"Kadavu [Kandavu]",24
"Katiu",24
"Kau Sai Chau",24
"leyte",24
"Maatsuyker Island",24
"Machias Seal",24
"Mantique Id.",24
"Marchena I.",24
"Marmot Island",24
"Miyake Jima",24
"Mona Id.",24
"Nananu-i-Cake Island",24
"Nangalao Island",24
"North Coronado Id.",24
"North Twin Island",24
"Pamilacan Id.",24
"Param Island",24
"Protection Island",24
"Pulau Bokor",24
"Redonda Island",24
"Sado Id.",24
"Sardinia Id.",24
"Shark Island",24
"Ship Channel Cay",24
"Sipozae Island",24
"Telerang Islet",24
"Tenia Island",24
"Tol",24
"Tumindao",24
"Urur Island",24
"Vanua Balavu [Mbalavu]",24
"Viti Levu Group",24
"Werua Id.",24
"West Anacapa Island",24
"Whidbey Island,",24
"Wongat  [Malamal]",24
"Alphonse Atoll",23
"Ambon Pulau",23
"Arakabesang Island",23
"Attu",23
"Batanes Group",23
"Bay Farm",23
"Broughton Island",23
"Canas Island",23
"crozet",23
"Decatur Island",23
"Escarpada Island",23
"Grande Cayemite I.",23
"Heligoland Island",23
"Ilha do Boi",23
"Inaccessible Island",23
"Isla Alcatras",23
"Isla Venado",23
"Karuchisu I.",23
"Kaukura Atoll",23
"Kiriwina Island",23
"La Tortuga",23
"Mare Id.",23
"Millenium Island",23
"Ngeruchubtang Id.",23
"Nggela Sule (Florida Island)",23
"Niau Atoll",23
"Nightingale Id",23
"Nui Island",23
"Pulau Buwar",23
"Pulau Panjang",23
"Read Island",23
"Robinson Crusoe I.",23
"Rurutu Id.",23
"Sado Island",23
"Saint Kilda",23
"Samson Cay",23
"San Esteban Island",23
"San Ildefonso",23
"Santa Ana",23
"Saona Island",23
"Tidore",23
"Toyota Island",23
"Tristan da Cunha Id",23
"Ulva Island",23
"Vargas",23
"Waldron Island",23
"Wamar",23
"WEST ISLAND",23
"Whitcomb Island",23
"Admosin Island",22
"Amelia",22
"Andaman",22
"Andaman Islands",22
"Bathurst",22
"Bokaak [Pokak] Atoll",22
"Brazos Island",22
"Brier Island",22
"Cakau Momo I.",22
"Cayo Maria Langa",22
"Central Coronado",22
"Chiloe Island",22
"Cochin",22
"Croker Island",22
"Dall",22
"Danger Island",22
"de faial et pico",22
"de la r��union",22
"Desecheo",22
"Disc Island",22
"Elizabeth Island",22
"Erromango Island",22
"Esther Island",22
"Fakaofo",22
"Gibraltar Island",22
"Great Duck",22
"Hall Island",22
"Hao Id.",22
"Hon Mieu",22
"Ilha Siriba",22
"Isla Boca Brava",22
"Isla Salsipuedes",22
"Kandavu I. [Kadavu I.]",22
"Kodiak I.",22
"Kulambangra",22
"Kure",22
"Ky��sh�� Island",22
"Lambda Island",22
"Little San Salvador Island",22
"Lomlom I.",22
"Madeira Id.",22
"Mai Island (Maisel)",22
"Majorca (Mallorca)",22
"Marion Island",22
"Milne Bay",22
"Misima",22
"Ono-i-lau I.",22
"Palu&#39e Island",22
"Pasque Island",22
"Plaza Sur",22
"Principe I.",22
"Puen Island",22
"Pulau Bai",22
"Quiribr��",22
"Ragged I.",22
"Samos",22
"Sarqui Island",22
"Savary Island",22
"South Andros",22
"Squaw Island",22
"St. John I.",22
"Tokuno Shima Id.",22
"Topsail Island",22
"Turneffe Islands",22
"Walrus Island",22
"Yacata",22
"Yerba Buena Island",22
"Young Island",22
"Abaco I.",21
"African Banks",21
"Amchitka",21
"Andaman Sea",21
"Appledore",21
"Assumption",21
"Bataan",21
"Beef",21
"Coopers",21
"Costa Rica (Pacific)",21
"Cuenco",21
"Cumberland Island",21
"de formigas",21
"Diamond Island",21
"Douglas",21
"Duke of York",21
"Fidalgo Island",21
"Goose",21
"Grenadines",21
"Guadalupe Id.",21
"Highbourne Cay",21
"Hiti",21
"����le de la Tortue (Tortuga Id)",21
"Ilha do Japon��s",21
"Isla de la Juventud [Isla de Pinos]",21
"Isla Herschel",21
"Isla Maria Cleofa",21
"Jagiliao Island",21
"Job Island",21
"Kosrae I.",21
"Laysan [Kauo]",21
"Lobos de Afuera",21
"Long Beach Barrier Island",21
"Los Negros Id.",21
"Mercherchar Id.",21
"Miyajima",21
"Moen Id.",21
"motu one hatutaa",21
"Mozambique",21
"Nggela Sule I.",21
"Nguna",21
"Nurse Cay",21
"Oge Shima Id.",21
"Papala Id.",21
"Partida Island",21
"Rose Island",21
"San Benedicto Island",21
"San Benito I.",21
"Sand Key",21
"San Francisco Island",21
"San Jos���� Island",21
"San Pedro Nolasco",21
"Southampton Island",21
"St. George Id.",21
"St. Lucia",21
"Stuart",21
"Tafahi",21
"Tobacco Range",21
"Tokunoshima",21
"Tongoa Island",21
"Treasury Island",21
"Water Island",21
"Alabat",20
"Ambon I.",20
"Amoy",20
"Aride Island",20
"Beacon Island",20
"Bering",20
"Breton",20
"Bustard Island",20
"Camino Island",20
"Carrot Island",20
"Catalina Island",20
"Cayo Margarita",20
"Cobblers",20
"Coiba",20
"Cooper",20
"CUBA",20
"Disko Island",20
"Easter Id.",20
"Eden I.",20
"Encantada",20
"Faon Island",20
"Farallon",20
"Florida",20
"Fox Id.",20
"Gaya Island",20
"Gorgona, Isla",20
"Greater Antilles",20
"Gull Island",20
"Hainan Id.",20
"Ildefonso",20
"Isla Chilo���� (Chiloe Island)",20
"Isla Coronado del Sur (South Coronado l.)",20
"Isla de Providencia (Old Providence Id.)",20
"Isla Maria Madre",20
"Isla Piojo",20
"Isla Santa Catalina",20
"Kai Islands",20
"kaukura",20
"Lasanga Island",20
"Lihou",20
"Limb Island",20
"Macquarie",20
"Madeira I.",20
"Manana [Rabbit]",20
"Maraunibina",20
"Mono Island",20
"Narboro Island",20
"Nauru Id.",20
"Ngerukeuid [Orukuizu]",20
"Nonouti Atoll",20
"Ocracoke Island",20
"Ototo-jima",20
"Pavuvu",20
"Pendik Island",20
"Pittman Island",20
"Pulau Gusung Assam",20
"Pulau Tanjong Putus",20
"Pulo I.",20
"Racoon Key",20
"Raso",20
"Sally",20
"San Blas Island",20
"San Clemente I.",20
"Semidi",20
"S��o Tom��",20
"Singapore Id.",20
"Southwater Cay",20
"Strawn Id.",20
"Sugar",20
"Tench Island",20
"Tincalan",20
"Tortola I.",20
"Tower Island (Genovesa)",20
"Vomo I.",20
"Wongat Island",20
"Aogashima Island",19
"Arutua",19
"Aulone Islet",19
"Axel Heiberg Island",19
"Babeldaob",19
"Bali Timur",19
"Belualasmau Id.",19
"Boot Key",19
"Buck I.",19
"Caicos Islands",19
"Calamian Group, Culion Island",19
"Caribou Island",19
"Cat",19
"Cavilli Island",19
"Cayo Santiago",19
"Columbus Island",19
"Corona del Diablo",19
"Crawl Key Id.",19
"DEER IS",19
"de san jose",19
"Dolgoi Island",19
"Fir",19
"Garden Island",19
"Gibson Cay",19
"Grand Bahama Id.",19
"Grenada Id.",19
"Humble Island",19
"Hunter's Island",19
"��rfirisey",19
"ISLA ANGEL DE GUARD",19
"Isla Magdalena,",19
"Jarvis",19
"Juana Ram����rez I.",19
"Kabelle Island",19
"Kai Kecil",19
"King George",19
"Kyushu Island",19
"Labuan",19
"Lan Yu",19
"Little Inagua Island",19
"Little Swan",19
"Little Thatch",19
"Manhattan Island",19
"Mantique I.",19
"Marie Galante I.",19
"M��s a Tierra",19
"Monos",19
"Ngerebelas Id.",19
"Nuku Hiva Id.",19
"Ostrov Karamzina",19
"Ouv��a",19
"Pearl Ids",19
"Pentecost",19
"Pinz��n",19
"Prince Edward",19
"Pulau Alor",19
"Raivavae Id.",19
"Rambutyo Island",19
"Redonda",19
"Rock Island",19
"Rootok Island",19
"Ross",19
"Ross Islets",19
"Roti Island",19
"San Benedicto I.",19
"Sanibel",19
"santa barbara",19
"Santa Fe [Barrington]",19
"Smithsoniantupo",19
"Spoon",19
"Spruce",19
"St. Charles",19
"St. Matthew",19
"Strangers Cay",19
"Sumilon",19
"Tab Id.",19
"Tanaga Island",19
"Tanegashima (Tanega)",19
"Tenerife Id",19
"Tiburon I.",19
"Tikopia",19
"Tomindao I.",19
"West Putik",19
"Wolf I.",19
"Yapen Waropen Div.",19
"Aguijan Island",18
"Aiwa",18
"Amami O Shima",18
"Angel de la Guarda I.",18
"Bahama",18
"Baltra [South Seymour]",18
"Banika Island",18
"Barro Colorado Id.",18
"Black Island",18
"bora bora",18
"Careening Cay",18
"Cay Glory",18
"Cayo San Felipe",18
"Cerf I.",18
"Cone Island",18
"Curacao Id.",18
"de lord howe",18
"Destruction Island.",18
"Diana Island",18
"East Key",18
"Fangatau",18
"Fera Island",18
"Fisherman's Cay",18
"Fortune Island",18
"Garakayo",18
"Great Wass",18
"Hachijo",18
"Hermana Major I.",18
"Hirsholm",18
"Indian Island",18
"Inian Island",18
"Isla Coiba",18
"Isla de Barbareta",18
"Isla Gardner",18
"Isla La Blanquilla",18
"Isla Maguayes",18
"Isla San Lorenzo Sur",18
"Kanton Atoll",18
"Kulangsu",18
"La Desirade",18
"Lower Matecumbe Key Id.",18
"Malpelo",18
"Mascarene Islands",18
"Maui Id.",18
"McCauley Island",18
"Mehetia",18
"Mikura-jima Island",18
"Mingan Island",18
"Miquelon Island",18
"Mokil Atoll",18
"Molasses Key",18
"Nagai Island",18
"New Caledonia Island",18
"Nuulua",18
"Observatory Island",18
"Ogea Levu",18
"Orkney",18
"Partofshikof Island",18
"Pulau Perak",18
"Pulau Tekong",18
"Ras al Madrakah",18
"Ratak Chain",18
"Revillagigedo",18
"R��bida",18
"Ruo",18
"Sable",18
"Saddlebunch Keys",18
"Sammish Island",18
"Sanak",18
"Santa Catalina I.",18
"Santa Maria Island",18
"Sark",18
"Shuyak",18
"Sibaud",18
"Sister's Island",18
"Skomer Island",18
"Sledge Island",18
"Stage",18
"Sulu Archipelago, Tawi-Tawi Island",18
"Tanaga",18
"Ta`u",18
"Totoya",18
"Tureia",18
"Vanavana",18
"Vava�������u",18
"Volcano Islands, Kita Iwo Jima Island",18
"wallis",18
"Wizard Island",18
"A��o Nuevo Island",17
"Akyab I.",17
"Anjouan",17
"Bear",17
"Beliliou",17
"Bimini Is.",17
"Bingkudu Island",17
"Calagua Island",17
"Calamian Group, Busuanga Island",17
"Captiva Island",17
"Castor Id.",17
"Cayo Romero",17
"Cocos Atoll",17
"Coffin Island",17
"de graciosa",17
"Euboea Island",17
"Fairmount Island",17
"Fais I.",17
"Fakarava Atoll",17
"Fogo",17
"George",17
"Grand Cayman Id.",17
"Grande Isle",17
"Guana Cay",17
"Guininyan Island",17
"Hall Islands",17
"heron",17
"��land",17
"Indian Key",17
"Indian Ocean",17
"Ine Id.",17
"Isla Gardiner",17
"Isla La Tortuga (Tortuga Island)",17
"Isla La Ventana",17
"ISLA MASOCARI",17
"Isla Montosa",17
"Island Angel de la Guarda",17
"James",17
"Kaliage",17
"Kapapa",17
"Ka`ula",17
"Kiaba Island",17
"Kodiak [Kadiak]",17
"Kranket",17
"Laguna Dam Island",17
"Lakemba Island",17
"Little Diomede",17
"Lubang Group, Cabra Island",17
"maio",17
"Malo",17
"Malpelo Island",17
"Mangsi",17
"Maria Madre",17
"Marion",17
"Marshall's Island",17
"Molokini",17
"Moresby Island",17
"Mors Island",17
"Nardueis Id.",17
"Navutu iloma",17
"Ndendo Island",17
"Negit Island",17
"Nonamesset",17
"North Pender",17
"Nusa Tenggara Timor",17
"Ongea Levu",17
"Ongea ndriti",17
"Oreor [Koror]",17
"Ouvea I.",17
"Pagan Island",17
"Pamban Id.",17
"Papuri",17
"possibly Pohnpei Islands",17
"Powell Cay Id.",17
"Praslin",17
"Pulau Nias",17
"Sabtan Island",17
"Samal I.",17
"San Andres Island",17
"San Marcos Island",17
"Santa Fe I.",17
"Seahorse Key",17
"Sea Otter Island",17
"Snares Island",17
"St. Barth����lemy I.",17
"Taba",17
"Tete [Tetel]",17
"Tybee Island",17
"Uchulangas Id.",17
"Udot",17
"Uman Island",17
"Unimak",17
"Waga Waga",17
"West Point Island",17
"Wiencke Island",17
"Wignick Island",17
"Woewodski Island",17
"Abemama Atoll",16
"Anacapa",16
"Balearic Islands",16
"Berry Island",16
"Bioko",16
"Bora-Bora Island",16
"Bordoy",16
"Calayan",16
"Chuuk Islands (Truk)",16
"Columbus",16
"Coney",16
"Deer",16
"Egum Atoll",16
"Emerald Isle",16
"Enewetok Atoll",16
"Esperitu Santo",16
"europa",16
"Flake",16
"Gaua Island",16
"Gorgona Id.",16
"Grassy Key",16
"Great La Cloche Island",16
"Hachij��-jima/Hachij��-kojima Island",16
"Hayman",16
"Hibben",16
"Hog Cay",16
"Ilha de Itacuru����",16
"Inian",16
"Isla Cedros (Cedros Island)",16
"Isla de la Plata",16
"Isla de Pajaros",16
"Isla Mascart",16
"James Id.",16
"Jones Island",16
"Kohinggo Island",16
"Ko Phuket",16
"Lincoln Island",16
"Little Govenen Id.",16
"Little Koniuji Island",16
"Macuata-i-Wai",16
"Mawes",16
"Mokuauia [Goat] Islet",16
"Monterey Co.",16
"Mopelia",16
"Mujeres",16
"Ngargol I.",16
"Ngeriheu I.",16
"Ott Island",16
"Padre",16
"Paraoa Atoll",16
"Pea Patch",16
"Peratrovich Island",16
"Pinz����n [Duncan]",16
"Ponape",16
"Quamino Cay",16
"Ras Salti Ali",16
"Red Island",16
"Reef",16
"Richards",16
"Riu Kiu Ids",16
"Rodrigues Island",16
"Salt Spring Island",16
"San Jose, I.",16
"San Lorenzo Sur Id.",16
"Santa Cruz Is.",16
"Sea",16
"Shortcut Island",16
"Si Amil I.",16
"Siquijor I.",16
"Sixty Foot Rock",16
"Solkope Island",16
"Sombrero Island",16
"Spetses Id.",16
"Storm Island",16
"Sucia",16
"Sucia Island",16
"Taganak Island",16
"Tahanea",16
"Tanager Id.",16
"Tapaan Island",16
"Taraururoa",16
"Thakaundrove",16
"Todos Santos",16
"Tulayan",16
"Ulebsechel [Aulupse'el]  ?",16
"Utupua",16
"Wallis And Futuna",16
"West Burra",16
"Yand��",16
"Zealand",16
"Apiang Island",15
"Austral Group",15
"Barat Daya Group, Wetar Island",15
"basse",15
"Batam",15
"Bovril",15
"Brabant Island",15
"Caja de Muertos I.",15
"Cayenne Island",15
"Cayo Garcia",15
"Charles Id.",15
"Chilo��",15
"Coiba, I. de",15
"Coronado",15
"Crete I.",15
"Dondonay Id.",15
"Espiritu Santo, I. del",15
"'Euaiki Island",15
"Fahal Island",15
"Fakahina",15
"Fitzwilliam Island",15
"Fox Island",15
"Garden",15
"Ghizo Island",15
"Great Spruce Head",15
"Hatahobei",15
"Hatohobei",15
"Henderson I.",15
"Herring",15
"Ilha da Trindade",15
"Ilhota de Ita��uc��",15
"Isla San Jorge",15
"Isle of Fur",15
"Isle Royale",15
"Islotes Place",15
"Kadola Island",15
"Kagalaska Island",15
"Kaow Island",15
"Lakao Island",15
"Lost Id.",15
"Maap Island",15
"Main Island",15
"Makemo",15
"Malanao I.",15
"Manitoulin",15
"Mariana Islands",15
"Marotiri",15
"Middle Chincha Id.",15
"Mini East Id.",15
"minorque",15
"Mljet",15
"Nendo Island",15
"No Mans Land Islet",15
"Norton Island",15
"Nukunonu",15
"Ogasawara Islands",15
"Okinawa  ?",15
"Old Rhodes Key",15
"Palominos",15
"Paradise Key",15
"Paramushir Island",15
"Partida Id.",15
"Peak Island",15
"Pescadero Id.",15
"Piafa Id.",15
"Pokak Atoll",15
"Pulau Ubin",15
"Pulo Ana",15
"Roatan Island",15
"Rumung Island",15
"Sado",15
"Saint George I.",15
"Schumann",15
"Seal",15
"Stage Island",15
"St. Lawrence Island",15
"Stradbroke Island",15
"Sugarloaf Island",15
"Swains [Olosenga]",15
"Sylt",15
"Tinian I.",15
