"sex","reps"
"1 Male, I Immature",1
"1 Malel, 8 Females",1
"1 male, NO FEMALE 1 female",1
"1 Males, 4 Females",1
"1 Male With Spawning Colours",1
"1ma, many mi, brood",1
"1m (broken)",1
"1M deformed",1
"1m destructive",1
"1m (destructive extraction)",1
"1m Destructive extraction of DNA",1
"1m (destructive extraction-specimen lacking head)",1
"1M feM",1
"1m (gatster detached)",1
"1m (genitalia detached)",1
"1m head and gaster",1
"1m (head and gaster detached)",1
"1 mi",1
"1M juvenile",1
"1m (larva)",1
"1m, many w",1
"1m, many w, brood",1
"1m minor ergatoid",1
"1m (missing gaster + head)",1
"1m (missing gaster, head detached)",1
"1m (missing head + gaster)",1
"1m (ND extraction)",1
"1m (ND non destructive extraction)",1
"1m Non-destructive extraction of DNA",1
"1mp, 1mp-p (prepupa)",1
"1mp, 2m",1
"1mp, 3wp",1
"1mp: gaster",1
"1m PP (dissected)",1
"1m pupae",1
"1m, w",1
"1m wing",1
"1n",1
"1p, 1l",1
"1p, 3l",1
"1 Penultimate Male, 1 Immature",1
"1puM",1
"1Pupa 1prepupa",1
"1Pupal case",1
"1q?",1
"1Q, 11w",1
"1Q, 12w",1
"1Q, 14w",1
"1Q, 15w",1
"1Q, 16w",1
"1Q, 18w",1
"1Q, 19w",1
"1q,1s,1w",1
"1Q, 1s, 1w",1
"1Q, 1w, 2m",1
"1Q, 1w major, 1w",1
"1Q, 2m",1
"1Q, 2w, 1m",1
"1Q, 2w, 2m",1
"1Q, 2w, 3m",1
"1Q, 3m",1
"1Q, 3w, 1m",1
"1Q, 3w (1w headless)",1
"1Q, 3w, 4m",1
"1Q, 3w, 5s",1
"1Q, 4w, 1m",1
"1Q, 4w, 2s, 2m",1
"1Q, 4w, 3m",1
"1Q, 4w, 7s, 1m",1
"1Q, 5m",1
"1q, 5w",1
"1Q, >5w, 1m",1
"1Q, 5w, 2wp",1
"1Q, >5w, 4m",1
"1Q, 61w, 1m. 23p, 60l",1
"1Q, 7w, 13s, 1m",1
"1Q, 8w, 2s",1
"1Q, 9w, 5s",1
"1Qa, 1w",1
"1qd",1
"1Q ergaoid, 1w",1
"1Q ergatoid (?)",1
"1Q ergatoid (head and gaster detached), 1w",1
"1Q ergatoid intermediate",1
"1Q ergatoid intermidiate",1
"1Q (gaster only)",1
"1Q intermorph",1
"1Q larva, 1wp",1
"1Q (missing gaster)",1
"1Q or w?",1
"1Qp, 2w, 2wp",1
"1Qp, 6w, 1wp, 1mp",1
"1qQ",1
"1 queen, 559 workers",1
"1s, >10w",1
"1s, 1w,",1
"1s 2w",1
"1s,2w",1
"1s, 2w, 1m",1
"1s, 4w",1
"1s, 9w",1
"1 sex not recorded1 female",1
"1 sex not recorded2 male",1
"1 sex not recorded 3 female",1
"1 sex not recorded 8 female",1
"1 soldier",1
"1 specimen, 60 specimens",1
"1 specimen, 7 specimens",1
"1sq, 1s, 1w",1
"1 Sub-adult Female",1
"1 Subadult Female, 1 Immature",1
"1 Subadult Female, 3 Immatures",1
"1 SubAdult Female, 4 Immatures",1
"1 Sub-female",1
"1 Sub-females",1
"1 sub male",1
"1 Sub-male",1
"1 Sub-Male, 1 Immature",1
"1 Sub-Male, 2 Sub-Females",1
"1 super major",1
"1 thorax and abdomen",1
"1 trito e 1 deutoninfa",1
"1 tritoninfa, 1 deutoninfa, 1 f��mea",1
"1 tritoninfa,1 protoninfa",1
"1 tritoninfa, 2 protoninfas",1
"1 tritoninfa, 3 deutoninfas, 1 protoninfa",1
"1 tritoninfa, 6 deutoninfa",1
"1 tritoninfa, 7 deutoninfas",1
"1u,3f",1
"1u,8f",1
"1 undetermined; 1 male; 1 female",1
"1w1",1
"1w, 18p, 52l",1
"1w, 1adult female",1
"1w,1aQ",1
"1w, 1aq, 1dq",1
"1w,1dq, 1m",1
"1w, 1dq, 2m",1
"1w.1l",1
"1w, 1l, 1p destructive",1
"1w, 1l, 7p",1
"1w, 1l (destruction)",1
"1w.1m",1
"1w, 1m(1), 2w(2)",1
"1w, 1m, 1dq",1
"1w, 1m, 1q",1
"1w, 1m, 2wp, 3mp",1
"1w, 1m, brood",1
"1w, 1m (head and gaster detached)",1
"1w, 1m (male missing gaster)",1
"1w, 1m (m missing head)",1
"1w, 1m (non-destructive extraction)",1
"1w, 1mp, 1mp",1
"1w, 1p, 1mp",1
"1w, 1 Pselaphidae",1
"1w, 1Q ergatoid (missing gaster)",1
"1w, 1Qp, 2wp, 1mp",1
"1w, 1Qp, 5wp, 1mp",1
"1w, 1s, 1aq, 1m",1
"1w, 1s, 1dq",1
"1w, 1 spider",1
"1w,1w",1
"1w,1w, 1aQ",1
"1w, 1w, 1w",1
"1w, 1w (gaster detached)",1
"1w, 1w (gaster only)",1
"1w, 1w (head + gaster)",1
"1w, 1w major",1
"1w (1w missing gaster)",1
"1w, 1w (missing gaster)",1
"1w (1w missing gaster, 1w missing head and gaster)",1
"1w, 1wp(?), 1 larva",1
"1w, 1wp(?), 2 larvae",1
"1w, 1w, w1",1
"1w, 2aQ",1
"1w, 2eQ",1
"1w, 2l, 2p",1
"1w, 2larvae",1
"1w, 2 larvae",1
"1w, 2m, 1wc",1
"1w, 2m (w missing head)",1
"1w, 2p, 1l",1
"1w, 2p destruction",1
"1w, 2wp, 2mp",1
"1w, 3dq(1), 1w, 1dq, 1m(2)",1
"1w,3m",1
"1W, 3Q",1
"1w, 3wp",1
"1w, 4p",1
"1w, 4wp, 1mp",1
"1w, 5l, 1p",1
"1w, 5 larvae",1
"1w, 6wp-p (prepupae)",1
"1w, 8p",1
"1w, 8wp",1
"1w, 9wp, 5l",1
"1w and pod?",1
"1w (body only)",1
"1w (disarticulated)",1
"1we",1
"1w ergatogyne",1
"1w ergatoid",1
"1w (gaster)",1
"1w (gaster damaged)",1
"1w (gaster head)",1
"1w gaster + legs",1
"1w (gaster missing)",1
"1w (gaster peiole + gaster detached)",1
"1w (gsater detached)",1
"1w gynecoid",1
"1w (head and gaster detached)",1
"1w head and thorax (abdomen removed)",1
"1w head and thorax (gaster removed)",1
"1w (head detachd)",1
"1w (head detachdd)",1
"1w (head detached), 1m",1
"1w (head detached) PPND",1
"1w (head + gaster)",1
"1w (head removed)",1
"1w: head, right legs, gaster",1
"1w, l, p",1
"1w major,>10w minor",1
"1w major, 1w (missing gaster)",1
"1w major, 1w (missing gasters)",1
"1w major, 2w (1w gaster detached)",1
"1w major, 5w minor",1
"1w major, 6w minor",1
"1w major (head + gaster detached), 1w",1
"1w major (missing head), 1w",1
"1w major (specimen lost)",1
"1w: mesosoma",1
"1w (minus gaster)",1
"1w (minus gaster & 3 legs)",1
"1w (minus gaster and legs)",1
"1w (minus head & petiole)",1
"1w (missing a couple of legs)",1
"1w (missing gaster + legs)",1
"1w (missing gaster, missing head)",1
"1w (missing head and gaster detached)",1
"1w (missing head and thorax)",1
"1w (missing head + broken)",1
"1w (missing head + gaster",1
"1w (missing head, gaster detached)",1
"1w (missing metasoma)",1
"1w (missing middle left leg)",1
"1w (missing thorax)",1
"1w mouth parts",1
"1w (ND extraction)",1
"1w (ND extraction of voucher); +1 w extra",1
"1w (no gaster)",1
"1w (non destructive extraction)",1
"1w (no specimen found on pin)",1
"1 worker, 1 dealate queen",1
"1 worker, 1 male",1
"1 workers",1
"1w, p",1
"1w (parts detached)",1
"1w (petiole + gaster only)",1
"1w (PP destruction)",1
"1w PP destruction",1
"1w (PPD specimen destroyed in ATOL extraction)",1
"1w (PPND or 1 leg destructive)",1
"1w (right legs)",1
"1w: right legs",1
"1w / RJGF-0040",1
"1w / RJGF-651",1
"1w / RJGF-651 (PPND extraction of voucher)",1
"1w sent to Brice Noonan",1
"1w thorax and abdomen (head removed)",1
"1w (thorax + petiole)",1
"1w (thorax + petiole only)",1
"1w (to SI vii.2009)",1
"1w unfertile",1
"1ww",1
"1w, wet",1
"1w w/ocelli",1
"2?",1
"2000",1
"2002-9-23",1
"200 adults, 1 specimen",1
"200f",1
"200 males",1
"200 undetermined",1
"200w, 100p",1
"200w, 15l",1
"200w, 30l",1
"200w, 30p",1
"200w, brood",1
"2013-9-19",1
"20, 1aq, 2m",1
"202 undetermined",1
"203 undetermined",1
"204f",1
"204 hr larvae",1
"204 undetermined",1
"205 adults",1
"205u",1
"206 undetermined",1
"207 undetermined",1
"20 adults, 10 specimens",1
"20 adults, 1 specimen",1
"20aQ, 30w",1
"20dQ, 40w, brood",1
"20F, 1M",1
"20 females, 11 males",1
"20 females; 11 males",1
"20 females, 12 males",1
"20 females, 16 males",1
"20 females, 18 males",1
"20 females; 1 male",1
"20 females, 20 males",1
"20 females, 27 males",1
"20 females; 2 males",1
"20 females, 30 males",1
"20 females; 8 males",1
"20 F + M",1
"20 juv",1
"20l, 40p, 20w",1
"20m,12f",1
"20M 12F",1
"20M, 14F",1
"20M 17F",1
"20m,20f",1
"20m,21f",1
"20m,3f",1
"20M 3F",1
"20m, 4w",1
"20M 5F",1
"20M 7F",1
"20M 8F",1
"20ma, 39mi",1
"20 male; 12 female",1
"20 male; 14 female",1
"20 male; 2 female",1
"20 male; 31 female",1
"20 male; 3 female",1
"20 male; 4 female",1
"20 male; 7 female",1
"20 males (10.7-18.2); 19 females (10.4-17.4); 23 immature (6.6-10.2)",1
"20 males, 12 females",1
"20 males, 13 females",1
"20 males, 14 females",1
"20 males, 18 females",1
"20 males, 19 females",1
"20 males, 23 females",1
"20 males, 37 females",1
"20 tritoninfas",1
"20u,1m",1
">20w, 10aq, 10m",1
">20w, 10aq, 15m",1
">20w, >10aq, >20m",1
">20w, >10l",1
"20w, 10p",1
">20w(1), 1w(2) (pin KG01097B)",1
">20w(1), 1w, 2s(2)",1
"20w, 12l, 8p",1
">20w, 12m",1
"20w, 13p",1
">20w(1), 3w, 1dq(2)",1
">20w(1), 3w(2)",1
">20w(1), 4w, 1dq(2)",1
"20w, 15egg or egg sac",1
"20w, 15l",1
"20w, 15p",1
"20w, 15p, 10l",1
">20w, 19aq, 39m",1
"20w, 1aQ",1
">20w, 1aq, 2m",1
"20w, 1aQ, 3m",1
"20w, 1aQ, 6m",1
"+20w, 1dq",1
">20w, 1dQ",1
">20w, 1dq, 20m",1
">20w, 1dq, 9m",1
">20w, 1l",1
"20w, 1l, 1p",1
">20w, 1m",1
"20w, 1p, 2l",1
"+20w, 1q",1
"20w, 20egg or egg sac",1
"20w, 20l",1
"20w, 20m, 20l",1
"20w, 20p",1
"20w, 25p",1
">20w, 27m",1
">20w, 2aq",1
">20w, 2aq, >10m",1
">20w, 2aq, 19m",1
">20w, 2dQ",1
">20w, 2dQ, 2l",1
"+20W, 2I",1
"20w, 2l, 1aQ",1
"20w, 2p",1
"20w, 2s",1
">20w, 3aq",1
">20w, 3aq(1), 3w, 1aq(2)",1
">20w, 3p, 1aQ",1
">20w, 4aq",1
">20w, 4aq, 15m",1
">20w, 4aq, 4m",1
">20w, 4m",1
"20W, 4M",1
"20w, 4m, 1p, 2l",1
"20w, 4p",1
"20w, 4p, 10l",1
"20w, 5l",1
">20w, 5m",1
"20w, 5p",1
"20w, 5p, 5l",1
">20w, >7aq, >1m",1
">20w, 7aq, 25m",1
">20w, 7dq",1
"20w, 7l",1
"20w, 7p, 19l",1
">20w, 8aq, 1m",1
">20w, 8m",1
"+20W, 8Q",1
"20w, l",1
">20w, p",1
"20w, pupae, larvae",1
"212f",1
"215 adults",1
"215 females",1
"218m,184f",1
"218 tritoninfas",1
"218 undetermined",1
"219 undetermined",1
"21 females, 10 males",1
"21 females, 14 males",1
"21 females, 15 males",1
"21 females, 24 males",1
"21 females, 26 males",1
"21 females, 29 males",1
"21 females, 8 males",1
"21 indiv��duos",1
"21M 15F",1
"21M 19F",1
"21m,1f",1
"21M 1F",1
"21m,22f",1
"21M 24F",1
"21m,3f",1
"21m,5f",1
"21M 6F",1
"21m,8f",1
"21M 8F",1
"21 male; 11 female",1
"21 male; 1 female",1
"21 male; 31 female",1
"21 male; 3 female",1
"21 male; 8 female",1
"21 male; 9 female",1
"21 males, 10 females",1
"21 males, 12 females",1
"21 males, 14 females",1
"21 males, 17 females",1
"21 males, 18 females",1
"21 males, 2 females",1
"21 males, 30 females",1
"21 males, 3 females",1
"21 Males, 8 Females",1
"21ma, many mi, 3aQ, brood",1
"21mi",1
"2 1pupa",1
"21 specimens",1
"21w(1), 2w(2)",1
"21w(1), 4w(2)",1
"21w, 9m",1
"21 worker",1
"2200 undetermined",1
"22.05.",1
"2205u",1
"223 undetermined",1
"224",1
"224 females",1
"224 undetermined",1
"225 adults",1
"226 undetermined",1
"227 undetermined",1
"228 undetermined",1
"2 2 Adult",1
"22F, 9M",1
"22 females, 11 males",1
"22 females, 13 males",1
"22 females, 15 males",1
"22 females, 23 males",1
"22 females, 2 males",1
"22 females, 5 males",1
"22M",1
"22m,20f",1
"22m, 21w, brood",1
"22M 29F",1
"22m,31f",1
"22m, 48w, brood",1
"22M 4F",1
"22 male; 27 female",1
"22 male; 36 female",1
"22 males, 10 females",1
"22 males, 12 females",1
"22 males, 18 females",1
"22 males, 20 females",1
"22 males, 21 females",1
"22 males, 27 females",1
"22 males, 2 females",1
"22 Males, 30 Females",1
"22 males, 31 females",1
"22 males, 44 females",1
"22 males, 6 females",1
"22 males, 79 females",1
"22mi",1
"22mi, 2ma",1
"22m, many w, brood",1
"22 tritoninfas",1
"22w, 12l",1
"22w (1), 2w (2)",1
"22w(1), 2w(2)",1
"22w, 1dq",1
"22w, 3p, 3l",1
"22 worker",1
"22x",1
"23.06.",1
"2306u",1
"230 females",1
"230 tritoninfas",1
"230 undetermined",1
"231",1
"231 adults",1
"231 undetermined",1
"232 adults",1
"232 tritoninfas",1
"233 undetermined",1
"234 undetermined",1
"235 undetermined",1
"236 tritoninfas",1
"238 tritoninfas",1
"23 deuto, 2 proto e 2053 tritoninfas",1
"23F",1
"23F, 2M",1
"23 females, 11 males",1
"23 females, 12 males",1
"23 females, 22 males",1
"23 females, 28 males",1
"23 females; 2 males",1
"23 females, 5 males",1
"23 females, 8 males",1
"23 females, 9 males",1
"23M",1
"23M 10F",1
"23m,1f",1
"23m,22f",1
"23m,2f",1
"23m,4f",1
"23m,5f",1
"23M 5F",1
"23m,7f",1
"23M 9F",1
"23 male",1
"23 male; 13 female",1
"23 male; 14 female",1
"23 male; 4 female",1
"23 male; 5 female",1
"23 males, 10 females",1
"23 males, 11 females",1
"23 males, 12 females",1
"23 males, 17 females",1
"23 males, 19 females",1
"23 Males, 1 Female",1
"23 males, 22 females",1
"23 males, 25 females",1
"23 males, 2 females",1
"23 Males, 5 Females, 1 Sub-Male",1
"23 males, 6 females",1
"23 Males, 7 Females",1
"23 trito, 1 deutoninfa",1
"23 tritoninfas",1
"23w, 17p",1
"23w, 1 sternorrhyncan",1
"23 worker",1
"23x",1
"240",1
"242m",1
"243 females",1
"244 undetermined",1
"245 undetermined",1
"246u",1
"24aq, 1dq, 1m, 47w",1
"24aq, 1m",1
"24 females, 108 males",1
"24 females, 10 males",1
"24 females, 12 males",1
"24 females; 13 males",1
"24 females, 15 males",1
"24 females, 16 males",1
"24 females, 21 males",1
"24 females, 28 males",1
"24 females, 32 males",1
"24 females, 34 males",1
"24 females; 6 males",1
"24 females, 8 males",1
"24m,10f",1
"24m,20f",1
"24m,57f",1
"24ma, 125mi, brood",1
"24ma, 24mi, 2m, 2aQ, brood",1
"24 male; 3 female",1
"24 male; 7 female",1
"24 males, 10 females",1
"24 males, 11 females",1
"24 males, 2 females",1
"24 males, 3 females",1
"24 males, 42 females",1
"24 males, 49 females",1
"24 males, 6 females",1
"24 males, 9 females",1
"24w, 7p",1
"; 25",1
"250 females",1
"250m",1
"250 males",1
"250 undetermined",1
"251 undetermined",1
"252w, brood",1
"255 adults",1
"255m",1
"256 adults",1
"256 undetermined",1
"257 trito, 2 deutoninfas",1
"259 adults",1
"25 adults, 1 specimen",1
"25aQ",1
"25f,23m,10u",1
"25F, 28M",1
"25 females, 10 males",1
"25 females, 11 males",1
"25 females, 18 males",1
"25 females, 24 males",1
"25 females, 26 males",1
"25 females, 29 males",1
"25 females, 30 males",1
"25 females, 34 males",1
"25 females; 3 males",1
"25 females, 5 males",1
"25 females; 72 males",1
"2 5Juveniles",1
"25M 31F",1
"25 male; 10 female",1
"25 male; 15 female",1
"25 male; 25 female",1
"25 male; 30 female",1
"25 male; 4 female",1
"25 males, 13 females",1
"25 males, 15 females",1
"25 males, 19 females",1
"25 males, 20 females",1
"25 males, 29 females",1
"25 males, 9 females",1
"25w(1), 2w, 1aq(2)",1
"25w, 1dq",1
">25w, 1dQ",1
"25w, 1m, 10p",1
"25w, 25l",1
"25w, 2p",1
"25w, 8aq(1), 2w, 1m(2)",1
"25 worker",1
"263 females",1
"263 undetermined",1
"264 undetermined",1
"266 females",1
"266 tritoninfas",1
"266 undetermined",1
"269 tritoninfas",1
"269 undetermined",1
"26 females, 15 males",1
"26 females, 18 males",1
"26 females, 22 males",1
"26 females, 24 males",1
"26 females, 26 males",1
"26M",1
"26m,10f",1
"26M 13F",1
"26m,1f",1
"26m,2f",1
"26m,3f",1
"26m,7f",1
"26M 9F",1
"26 male; 15 female",1
"26 male; 24 female",1
"26 male; 5 female",1
"26 male; 7 female",1
"26 males, 10 females, 1 es",1
"26 males, 13 females",1
"26 Males, 13 Females",1
"26 males, 1 female",1
"26 males, 20 females",1
"26 males, 22 females",1
"26 Males, 2 Females, 3 Immatures",1
"26 males, 32 females",1
"26 males, 45 females",1
"26 males, 5 females, 2 es",1
"26 males, 7 females",1
"26Q ergatogynes, workers, larvae, eggs",1
"26 worker",1
"270",1
"270 undetermined",1
"272 undetermined",1
"274 undetermined",1
"275 females",1
"276 undetermined",1
"278 undetermined",1
"279 tritoninfas",1
"279 undetermined",1
"27aQ, 1dQ, 35m, 24w",1
"27 day larvae",1
"27 females, 14 males",1
"27 females, 15 males",1
"27 females, 16 males",1
"27 females, 17 males",1
"27 females, 18 males",1
"27 females, 26 males",1
"27 females, 30 males",1
"27 females, 31 males",1
"27 females, 33 males",1
"27 females; 33 males",1
"27 females, 35 males",1
"27 females, 38 males",1
"27 females, 60 adults",1
"27M 10F",1
"27M 14F",1
"27M 17F",1
"27m,1f",1
"27M 21F",1
"27m,42f",1
"27 male",1
"27 male; 1 female",1
"27 male; 21 female",1
"27 male; 25 female",1
"27 male; 6 female",1
"27 male; 8 female",1
"27 males, 12 females",1
"27 males, 17 females",1
"27 males, 19 females",1
"27 males, 209 females",1
"27 males, 27 females",1
"27 males, 31 females",1
"27 males, 4 females",1
"27 Males, 4 Females, 1 Immature",1
"27 Males, 4 Females, 2 Immatures",1
"27 males, 7 females",1
"27 males, 87 females",1
"27 males, 90 females",1
"27w, 1dq",1
"27w, brood",1
"27 worker",1
"280",1
"282 undetermined",1
"285 females",1
"285 undetermined",1
"286 undetermined",1
"288 undetermined",1
"289 undetermined",1
"28dq, many w",1
"28F, 13M",1
"28 females, 17 males",1
"28 females, 24 males",1
"28 females, 25 males",1
"28 females, 30 males",1
"28 females, 33 males",1
"28 indiv��duos",1
"2 8Juveniles",1
"28M",1
"28m,26f",1
"28M 4F",1
"28M 7F",1
"28 male; 13 female",1
"28 male; 27 female",1
"28 male; 2 female",1
"28 male; 3 female",1
"28 male; 6 female",1
"28 male; 9 female",1
"28 males, 10 females",1
"28 males, 11 females",1
"28 males, 125 females",1
"28 males, 14 females",1
"28 males, 16 females, 4 es",1
"28 Males, 1 Female",1
"28 males, 20 females",1
"28 males, 51 females",1
"28 males, 52 females",1
"28 males, 53 females",1
"28 males, 5 females",1
"28w(1), 3w(2)",1
"292 undetermined",1
"293",1
"296 adults",1
"296 undetermined",1
"298 undetermined",1
"299 undetermined",1
"29 females, 13 males",1
"29 females, 23 males",1
"29 females, 32 males",1
"2 9Juveniles",1
"29m, 58w",1
"29m,9f",1
"29 male; 13 female",1
"29 male; 14 female",1
"29 male; 5 female",1
"29 males, 10 females",1
"29 males, 12 females",1
"29 males, 14 females",1
"29 males, 15 females",1
"29 males, 17 females",1
"29 males, 21 females",1
"29 males, 4 females",1
"29 Males, 5 Females",1
"29 Males, 7 Females",1
"29Qp, 13mp, 13l",1
"29 specimens",1
">29w",1
"29w(1), 3w(2)",1
"29w(1), 4w(2)",1
"29w, 1aq, 3m",1
"29w, 1m, 5p, 6l",1
"29w, 7aq, 4m",1
"2Adult 1prepupa",1
"2 adultos",1
"2 Adults, 2 Immatures",1
"2Adults 3 Juveniles",1
"2 adults, 4 specimens",1
"2 adults, 6 specimens",1
"2 adults, 8 specimens",1
"2 adult workers",1
"2 alate queen",1
"2aQ, >10dQ, 1w",1
"2aQ, >10w",1
"2aQ, 10w, 15p",1
"2aQ, 11m",1
"2aq, 12ma, many mi, brood",1
"2aQ,1m",1
"2aQ, 1M",1
"2aq, 1m, 13w, brood",1
"2aq, 1m, 3w",1
"2aQ, 1m, 5w",1
"2aQ (1Q missing head)",1
"2aq, 1w",1
"2aQ, 20w, 5p",1
"2aq, 26w, brood",1
"2aq, 2m",1
"2aq, 32w",1
"2aq, 38w, brood",1
"2aq, 39w",1
"2aq, 3m",1
"2aQ, 3m",1
"2aQ, 50w",1
"2aQ, >5m, >10w",1
"2aQ, 5m, >10w",1
"2aq, 5ma, 68mi, brood",1
"2aQ, >5w",1
"2aq, 6m(1), 2aq, 2m(2)",1
"2aQ, 6m, 5w",1
"2aq, 8m",1
"2aQ, 8w",1
"2aq, 90w, brood",1
"2aQ, 9w, 2l, 1p",1
"2aq, many w",1
"2 dealate queen, 12 workers",1
"2 dealate queen, 18 worker",1
"2 dealate queen, 39 workers",1
"2 dealate queen, 3 worker",1
"2 dealate queen, 6 workers",1
"2 dealate queen, 9 worker",1
"2 dealate queens, 11 worker",1
"2 dealate queens, 12 workers",1
"2 dealate queens, 13 workers",1
"2 dealate queens, 14 workers",1
"2 dealate queens, 16 workers",1
"2 dealate queens, 18 workers",1
"2 dealate queens, 19 workers",1
"2 dealate queens, 1 male, 72 workers",1
"2 dealate queens, 1 workers",1
"2 dealate queens, 20 workers",1
"2 dealate queens, 22 workers",1
"2 dealate queens, 27 workers",1
"2 dealate queens, 30 workers",1
"2 dealate queens, 34 workers",1
"2 dealate queens, 3 workers",1
"2 dealate queens, 79 workers",1
"2 dealate queens, 7 worker",1
"2 deuto, 2 proto e 529 tritoninfas",1
"2 deuto e 3 protoninfas",1
"2 deutoinfas",1
"2 deutoninfas, 1 protoninfa",1
"2dg",1
"2dq, 12w",1
"2dQ, >15w",1
"2dQ, 16w",1
"2dQ (1dQ gaster detached)",1
"2dq, 1m, 2w",1
"2dQ (1Q head detached)",1
"2dQ, 1w major",1
"2dq, 24w, brood",1
"2dQ, 28w",1
"2dq, 35w, brood",1
"2dQ, 45w",1
"2dQ, 45w, 5p",1
"2dq, 50w, brood",1
"2dQ, 54w, brood",1
"2dq, 6w",1
"2dQ, 8w",1
"2dQ (destruction)",1
"2dQ (gasters detached)",1
"2dq, many w, brood",1
"2eQ, 1w",1
"2eQ, 2w",1
"2 erg q, 1w",1
"2exuvae",1
"2Exuviae",1
"2F, 10M",1
"2f + 11m",1
"2F, 13M",1
"2F, 15M",1
"2F, 17M",1
"2f + 1m?",1
"2 F, 1 M",1
"2F 1subimago",1
"2f,1u",1
"2F, 20M",1
"2F, 22M",1
"2f,2m,2u",1
"2f,2m,4u",1
"2F 3Juveniles",1
"2F, 3M, 1?",1
"2F 4M",1
"2f,4u",1
"2f + 6",1
"2F, 68M",1
"2F, 75M",1
"2F 7M",1
"2F 8M",1
"2F, 95M",1
"2F/E",1
"2 Female",1
"2-female, 1 imm",1
"2 female, 1 immature",1
"2 Female, 1 Submale",1
"2 female, 2 unknown",1
"2 females, 120 adults",1
"2 females; 13 males",1
"2 females, 14 males",1
"2 females, 15 adults",1
"2 females; 15 males",1
"2 females, 16 adults",1
"2 females; 17 males",1
"2 females, 19 males",1
"2 females; 19 males",1
"2 females, 1 es",1
"2 females & 1 male",1
"2 females;1 male",1
"2 females, 1 specimen",1
"2 Females, 1 Sub-adult Male",1
"2 Females, 1 Sub-adult Male, 1 Immature",1
"2 Females, 1 Sub-female",1
"2 Females, 1 Sub-Female",1
"2 females, 21 specimens",1
"2 Females, 2 Immatures",1
"2 females, 30 adults",1
"2 females; 36 males",1
"2 females, 3 adults",1
"2 females & 3 immatures",1
"2 females, 3* males",1
"2 females, 3 specimens",1
"2 Females, 40 Immatures",1
"2 Females, 4 Immatures",1
"2 females, 50 adults",1
"2 females, 5 adults",1
"2 females, 7 specimens",1
"2 Females, 8 Immatures",1
"2 Females Full Of Eggs",1
"2 Females plus four individuals",1
"2 f��mea, 1 tritoninfa",1
"2 f��meas, 1 deuto e 11 protoninfas",1
"2 f��meas, 1 macho, 1 protoninfa",1
"2 f��meas, 1 macho, 7 tritoninfas",1
"2 f��meas, 1 trito, 6 protoninfas",1
"2 f��meas, 2 proto e 1 tritoninfa",1
"2 f��meas, 3 tritoninfas, 2 deutoninfas, 5 protoninfas",1
"2 F��meas, 5 Machos",1
"2J",1
"2larvae",1
"2 larvae, 1 female, 1 male, 1 nymph",1
"2 legs",1
"2m, 10ma, 3mi",1
"2m, >10w, >2l, >5p",1
"2m(1), 1dq(2)",1
"2m,12f",1
"2M 12F",1
"2m (1), 2m (2)",1
"2m, 13w",1
"2m,14f",1
"2m,15f",1
"2M 15F",1
"2m, 15w, 5p",1
"2m,17f",1
"2M 1 Adult",1
"2m, 1aQ",1
"2m, 1aQ, 1w",1
"2 M, 1 F",1
"2M,1F",1
"2M, 1F",1
"2m,1f,2u",1
"2m+1juv",1
"2M 1juvenile",1
"2m, 1ma, 1mi, brood",1
"2m (1m missing head)",1
"2M, 2?",1
"2m,20f",1
"2m, 21w, brood",1
"2m, 23w, brood",1
"2m, 24w, brood",1
"2m + 2f",1
"2M, 2F",1
"2m,2u",1
"2m, 3f",1
"2 M, 3 F",1
"2M, 3F",1
"2m, 4f",1
"2m,4f,2u",1
"2M,7F",1
"2m,8u",1
"2m, 9w, 2p",1
"2ma, 10mi",1
"2ma, 12mi",1
"2ma, 14mi, brood",1
"2ma, 16mi, brood",1
"2ma, 18mi",1
"2ma, 19mi",1
"2ma, 1mi",1
"2ma, 20mi",1
"2ma, 22mi",1
"2ma, 22mi, brood",1
"2ma, 24mi",1
"2ma, 2mi",1
"2ma, 4mi",1
"2ma, 6mi",1
"2ma, 9mi",1
"2 machos, 1 f��mea, 1 deuto",1
"2 machos, 1 f��mea, 1 deuto, 1 protoninfa",1
"2 machos, 1 tritoninfa",1
"2 machos, 2 tritoninfas",1
"2 machos, 3 f��mea",1
"2 machos, 5 f��meas",1
"2 male; 10 female",1
"2 male; 16 female",1
"2 male; 18 female",1
"2 Male, 1 Female",1
"2 male1 sex not recorded",1
"2 Male, 1 Sub-Male, 1 Sub-Female, 4 Immatures",1
"2 Male, 27 Female, 2 Sub-Male, 2 Immature",1
"2 male 4 female",1
"2 male 6 female",1
"2 Males, 11 Females, 10 Immatures",1
"2 Males, 1 Female(?)",1
"2 males, 1 female, 1 adult",1
"2 males, 1 Female, 1 Immature",1
"2 Males, 1 Female, 1 immature",1
"2 Males, 1 Female, 1 Sub-adult Female",1
"2 Males, 1 Female, 1 Sub-female",1
"2 Males, 1 Female, 1 Sub-male",1
"2 males, 1 female, 2 adults",1
"2 males, 1 female, 2 immatures",1
"2 Males, 1 Female, 2 Immatures",1
"2 males, 1 female, 3 adults",1
"2 Males, 1 Female, 3 Immatures",1
"2 males, 1 female, 5 adults",1
"2 males, 1puM",1
"2 Males, 1 Sub-adult Female",1
"2 Males, 1 Sub-adult Male, 1 Female, 1 Sub-fe",1
"2 Males, 1 Sub-adult Male, 1 Sub-adult Female",1
"2 Males, 1 Sub-female",1
"2 Males, 1 Sub-Female, I Immature",1
