"sex","reps"
"female; female; male;;",5
"Female, Male",5
"Female; Male;;;;",5
"female; male; female;;",5
"F; Skel",5
"F; skin only;  + skel",5
"head , gonads",5
"Herbarium Normale",5
"intercaste female",5
"larvae; C&S, stage 30",5
"left hind leg of worker",5
"Lichenes Bohemoslovakiae Exs. 31-40",5
"Lichenes Fenniae Exisiccati",5
"Lichenes Fennicae Exsiccati",5
"LIchenes Minus Cogniti Exsiccati",5
"Lichenes Selecti Exsiccati Fasc. VI(126-150)",5
"Lichens of Iowa",5
"Lichens of Puerto Rico",5
"Lichens of the Auckland Islands",5
"Lichens of West Indies",5
"Lich. Lusitaniae Selecti Exs. Fasc. VIII (176-200)",5
"Male, female",5
"male; female;; female",5
"male; female; female; male; female",5
"male; female; male;;",5
"Male; Male; Female; Male",5
"Male; Male; Female; Male; Female",5
"male; male; male; female; female; female; female",5
"male plants",5
"Males",5
"# males: 1; # females: 1; # undet: 1",5
"# males: 1; # undet: 1",5
"multiple Male & female",5
"nest, many dQ, w, brood",5
"Nogueira, A. A.",5
"o?",5
"Over night UV bucket light trap",5
"perianths",5
"pifall trap",5
"queen, male, major, minor worker, brood",5
"queen/worker",5
"right front leg of worker",5
"right hind leg of dealate Queen",5
"+  skull",5
"soldier",5
"stuffed",5
"subimago unsexed",5
"SV 27; C&S",5
"unknown; unknown",5
"worker/queen",5
"?*",4
"1000",4
"104 undetermined",4
"10 females, 10 males",4
"10 females, 1 males",4
"10 females, 2 males",4
"10m,10f",4
"10m,3f",4
"10 male; 3 female",4
"10 male; 4 female",4
"10 males, 12 females",4
"10 males, 16 females",4
"10 males, 7 females",4
"10mi",4
"10 tritoninfas",4
">10w, >10l",4
">10w(1), 3w(2)",4
"115 undetermined",4
"11 females, 14 males",4
"11 females, 15 males",4
"11 females, 16 males",4
"11 females, 3 males",4
"11M",4
"11 male; 10 female",4
"11 male; 2 female",4
"11 male; 4 female",4
"11 males, 10 females",4
"129 undetermined",4
"12 females, 8 males",4
"12 male; 11 female",4
"12 male; 3 female",4
"12 males, 12 females",4
"12 males, 7 females",4
"12 workers",4
"131 undetermined",4
"13 females, 10 males",4
"13 females, 6 males",4
"13 females, 8 males",4
"13m,1f",4
"146 undetermined",4
"14m,1f",4
"14 males, 4 females",4
"150w",4
"157 undetermined",4
"15 females, 4 males",4
"15 females, 7 males",4
"15 male; 2 female",4
"15 males, 9 females",4
"166 undetermined",4
"16 females, 20 males",4
"16 male; 8 female",4
"16 males, 13 females",4
"16 males, 1 female",4
"16 males, 8 females",4
"16 specimens",4
"16 tritoninfas",4
"16 workers",4
"17 females, 13 males",4
"17 females, 14 males",4
"17 females, 15 males",4
"17 males, 11 females",4
"17 males, 3 females",4
"17 males, 6 females",4
"17 males, 7 females",4
"17 specimens",4
"17 worker",4
"18 females, 18 males",4
"18 male; 4 female",4
"18 males, 3 females",4
"193 undetermined",4
"19M",4
"19 males, 1 female",4
"19 males, 2 females",4
"19 males, 5 females",4
"1aQ,1M",4
"1aQ, 1m, 2w",4
"1aQ, 1w major, 1w, 1m",4
"1aQ, 2dQ",4
"1aQ (missing head)",4
"1 dealate queen, 14 workers",4
"1 dealate queen, 15 workers",4
"1 dealate queen, 3 worker",4
"1 dealate queen, 4 worker",4
"1 dealate queen, 9 workers",4
"1DF",4
"1dQ, 15w",4
"1dQ, 1ma, 1mi",4
"1dQ, 5w",4
"1dq, many w, brood",4
"1f,2m",4
"1F, 8M",4
"1 female1 sex not recorded",4
"1 female, 2 specimens",4
"1 female, 6 specimens",4
"1 female; 8 males",4
"1 f��mea, 1 deutoninfa",4
"1 f��mea ovada",4
"1M 2Juveniles",4
"1m,3u",4
"1M 8F",4
"1m,9f",4
"1 male1 female",4
"1 male, 1 female, 5 adults",4
"1 male, 25 females",4
"1 male 4 female",4
"1m non-destructive extraction of DNA",4
"1m (no wings)",4
"1m (PP destructive extraction)",4
"1m PPND",4
"1M pupa",4
"1Q brachypterous",4
"1Q (head only)",4
"1Qp",4
"1 queen",4
"1s, 1w, 1m",4
"1 Sub-Male",4
"1w,1dQ",4
"1w, 1eQ",4
"1w, 1l (destructive extraction)",4
"1w, 1m (gaster detached)",4
"1w, 1 pupae",4
"1w (head + gaster detached)",4
"1w major, 4w",4
"1w major, 5w",4
"1w major (missing gaster), 1w",4
"1w (PP)",4
"1w (PP destructive extraction)",4
"1w (thorax + coxa)",4
"1w (thorax only)",4
"200 females",4
"211 undetermined",4
"21M 4F",4
"21 males, 4 females",4
"21 males, 5 females",4
"21 males, 9 females",4
"21w, brood",4
"221 undetermined",4
"24 specimens",4
"25 males, 1 female",4
"25 males, 7 females",4
"25 males, 8 females",4
"25 sex not recorded",4
"25 workers",4
"26 sex not recorded",4
"26 tritoninfas",4
"27 sex not recorded",4
"28f",4
"29f",4
"2 adults, 2 specimens",4
"2aQ, 1w, 1m",4
"2 dealate queens",4
"2dQ, 3w",4
"2f,2m",4
"2f + 3m",4
"2 females; 10 males",4
"2 females, 15 males",4
"2 females, 1 adult",4
"2 females 2 males",4
"2 f��meas",4
"2M 7F",4
"2 machos",4
"2 male; 8 female",4
"2 males, 18 females",4
"2 males, 19 females",4
"2Q,",4
"2w(1), 1w (2)",4
"2w(1), 3w(2)",4
"2w, 1p",4
"2w(1s)",4
"2w (1w in half)",4
"2w (destructive)",4
"2w (missing gasters)",4
"300",4
"30f",4
"32f",4
"32w, brood",4
"33w, brood",4
"34f",4
"36w",4
"38m",4
"3 adults, 2 specimens",4
"3f + 2m",4
"3 females, 13 males",4
"3 females; 4 males",4
"3 females; 5 males",4
"3 F��meas",4
"3m,10f",4
"3M 7F",4
"3 males, 11 females",4
"3 males, 15 females",4
"3 males, 26 females",4
"3 Males, 4 Females",4
"3Q intermorph",4
"3w(1), 3w(2)",4
"3w, 2aq",4
"3w (2w missing gasters)",4
"3w, 6p",4
"3w destruction",4
"3w (destruction)",4
"3w major, 1w",4
"41m",4
"41u",4
"41w, brood",4
"42w, brood",4
"43w",4
"45u",4
"46",4
"46 females",4
"46u",4
"47 males",4
"47u",4
"4F, 3M",4
"4 females, 13 males",4
"4m,7f",4
"4m,9f",4
"4 male; 6 female",4
"4w(1), 2w(2)",4
"50u",4
"51u",4
"52w",4
"53 females",4
"55 females",4
"55 males",4
"57u",4
"59",4
"59 males",4
"5 females; 3 males",4
"5m,5f",4
"5M 5F",4
"5M 6F",4
"5m,7f",4
"5 males, 11 females",4
"5 males, 16 females",4
"5 Males, 2 Females",4
"5w(1), 1w(2)",4
"5w(1), 3w(2)",4
">5w, 3m",4
"5x",4
"61m",4
"64 males",4
"65 males",4
"66u",4
"68 males",4
"69 males",4
"6 female",4
"6 females, 14 males",4
"6m,11f",4
"6m,8f",4
"6m,9f",4
"6 males, 11 females",4
"6 males, 12 females",4
"71m",4
"7 females, 13 males",4
"7 females, 14 males",4
"7M 1F",4
"7m,4f",4
"7 males, 13 females",4
"7 males, 18 females",4
"7w(1), 1w(2)",4
"85 adults",4
"85 males",4
"8m,9f",4
"8 male; 6 female",4
"8 male; 7 female",4
"8 Males, 1 Female",4
"8w(1), 3w(2)",4
"90 undetermined",4
"96 adults",4
"98 adults",4
"98 undetermined",4
"9 females; 3 males",4
"9m,3f",4
"9 male; 7 female",4
"9 males, 11 females",4
"9 males, 16 females",4
"9 males, 19 females",4
"9mi",4
"9 tritoninfas",4
"Adult female",4
"Adults",4
"Adults& juveniles",4
"Adult worker and queen",4
"Adult workers, brood",4
"Alate",4
"alate queens, males, workers",4
"albino",4
"autoicous",4
"Boreali-Americani 21-40",4
"dealate queens, workers, brood",4
"dq",4
"dry",4
"eggs , hatchlings",4
"embryo; C&S",4
"F2",4
"female 3",4
"female and male",4
"Female; female",4
"female; female; female;;",4
"female, [male]",4
"Female; Male; Female; Male",4
"Female; Male; Unknown",4
"female , unknown , male",4
"female (w/eggs)",4
"female (w/eggs) , male",4
"Female With Eggs",4
"f, m",4
"F; skel,shell",4
"F; skull, caudal vert, skin",4
"F; SV 49.5; C&S",4
"+guts",4
"+ hemipenes",4
"+ hemipenis",4
"I -",4
"I-",4
"Larvae",4
"larvae; C&S, stage 26",4
"Lichen Alpium Fasc. IV",4
"Lichenes Rariores Exsiccati",4
"Lichenes Selecti Exsiccati",4
"Lichenes Sinenses Exsiccati # 21-30",4
"Lichenes Slovakiae Exsicatti Fasc. IV (76-100)",4
"Lichens of Missouri, U.S.A.",4
"Major worker",4
"male 1, female 2",4
"MaleFemale",4
"Male? Female",4
"male; female; male; male; female",4
"male , female , multiple",4
"male; male ?",4
"Male; Male; Female;;",4
"Male/Queen",4
"males and females",4
"male + sporo",4
"male , unknown , female",4
"male + young female",4
"M (by plumage)",4
"meta-young, stage 64",4
"m, f",4
"M/F",4
"minor, major worker, brood",4
"M; ser-sec head",4
"M;  + ser-sec testis",4
"M; skel, skull",4
"M; skin, Skel",4
"M; SV 24.0; C&S",4
"M; SV 25.0; C&S",4
"n",4
"Peralta, F. J. A.",4
"p, l (destructive extraction)",4
"queen, brood",4
"queens, males, workers, brood",4
"Q, w",4
"Ratcliffe, B. C.",4
"recorded as unknown; male ?",4
"right hind and front legs of worker",4
"Ripe Female",4
"ser-sec",4
"+ ser-sec head , anterior vert col thru pec girdle",4
"+ser sec inguinal fat body, 2 slides",4
"skel;M",4
"skel, skull, vertebrae",4
"stage 41 larvae",4
"Stage VI; C&S",4
"steril",4
"(sterile)",4
"sub. m",4
"SV 28; C&S",4
"SV 42",4
"tail",4
"unknown , female",4
"Unknown; Female",4
"W",4
"Waldez, F.",4
"worker, Coccoidea",4
"worker, ergatoid queen",4
"Worker/Female/Male",4
"worker, fungus garden",4
"worker, larva",4
"worker male",4
"Worker; Male; Female",4
"worker, pupa",4
"worker, queen, brood",4
"workers/male/female",4
"w, p",4
"0+",3
"0f",3
"0 female",3
"0m",3
"0 male",3
"109 undetermined",3
"10F",3
"10 females, 14 males",3
"10 females, 20 males",3
"10M 10F",3
"10M 1F",3
"10m,2f",3
"10M 5F",3
"10 males, 11 females",3
"10u,1m",3
">10w, >10p",3
">10w, 2m",3
">10w, 3p",3
">10w, l",3
"110 adults",3
"115 adults",3
"117 undetermined",3
"1 1 Adult",3
"11 females, 18 males",3
"11 females, 19 males",3
"11 females, 1 males",3
"11m,1f",3
"11M 4F",3
"11 male",3
"11 male; 6 female",3
"11 male; 8 female",3
"11 male; 9 female",3
"11 males, 15 females",3
"11 males, 20 females",3
"11 males, 9 females",3
"11 tritoninfas",3
"120 females",3
"122 undetermined",3
"123 undetermined",3
"126 undetermined",3
"12 females, 10 males",3
"12 females, 15 males",3
"12 females, 6 males",3
"12 females, 7 males",3
"12M 1F",3
"12M 3F",3
"12m,5f",3
"12 male",3
"12 male; 8 female",3
"12 males, 14 females",3
"12 males, 4 females",3
"130 undetermined",3
"136 undetermined",3
"137 undetermined",3
"13 females, 15 males",3
"13 females, 9 males",3
"13M 1F",3
"13m,5f",3
"13 males, 13 females",3
"13 males, 27 females",3
"13 males, 5 females",3
"13 males, 8 females",3
"13 males, 9 females",3
"140 undetermined",3
"147 undetermined",3
"148 undetermined",3
"149 undetermined",3
"14 females, 11 males",3
"14 females, 12 males",3
"14 females, 22 males",3
"14 females, 5 males",3
"14 indiv��duos",3
"14 male; 1 female",3
"14 males, 19 females",3
"14 males, 6 females",3
"14 tritoninfas",3
"14 worker",3
"151 undetermined",3
"152 undetermined",3
"153 undetermined",3
"15 females, 10 males",3
"15 females, 13 males",3
"15 females, 17 males",3
"15 females, 20 males",3
"15 males, 11 females",3
"15 males, 7 females",3
"15 males, 8 females",3
">15w, >15l",3
">15w, >15l, 5p",3
">15w, 1p",3
"15w, brood",3
"161 undetermined",3
"162",3
"165 undetermined",3
"16 females, 17 males",3
"16 females; 3 males",3
"16 male; 10 female",3
"16 male; 3 female",3
"16 males, 5 females",3
"16 males, 9 females",3
"16w, brood",3
"171 undetermined",3
"17 male",3
"17 males, 10 females",3
"17 males, 2 females",3
"17 males, 5 females",3
"17 tritoninfas",3
"185 undetermined",3
"18 females, 12 males",3
"18 females, 14 males",3
"18 females, 17 males",3
"18 male; 1 female",3
"18 male; 7 female",3
"18 males, 1 female",3
"18 males, 8 females",3
"18 males, 9 females",3
"18 specimens",3
"18w, brood",3
"19 females, 15 males",3
"19 females, 9 males",3
"19 males, 10 females",3
"19 specimens",3
"19w, brood",3
"1 Adult, 1 Immature",3
"1aQ, 10w",3
"1aq, 1s, 1w",3
"1aq, 2w",3
"1aQ (missing abdomen)",3
"1 dealate queen, 11 workers",3
"1 dealate queen, 12 workers",3
"1 dealate queen, 16 workers",3
"1 dealate queen, 18 workers",3
"1 dealate queen, 20 workers",3
"1 dealate queen, 25 workers",3
"1 dealate queen, 26 workers",3
"1 dealate queen, 2 worker",3
"1 dealate queen, 5 worker",3
"1 deutoninfa, 1 protoninfa",3
"1DM",3
"1dq, 1s, 2w",3
"1dQ. 1w",3
"1dQ, 2m",3
"1dQ, 3w, 1m",3
"1dQ, 6w",3
"1dQ (gaster detached), 1w",3
"1dQ (head detached), 1w, 1m",3
"1 ergatogyne",3
"1exuvia",3
"1F 2M",3
"1f,3u",3
"1 female; 14 males",3
"1 female, 1 immature",3
"1 Female, 1 immature",3
"1 female, 20 adults",3
"1 female, 3 specimens",3
"1 female, 4 adults",3
"1 female, 4 specimens",3
"1 female, 5 adults",3
"1 female, 7 adults",3
"1 females, 0 males",3
"1 females, 14 males",3
"1F pupa",3
"1 head",3
"1JF",3
"1 jovem",3
"1 juveniles",3
"1 M",3
"1M 10F",3
"1m,12f",3
"1M,1F",3
"1M 1juvenile",3
"1m, 2f",3
"1m, 4w",3
"1ma, 4mi",3
"1 macho, 1 tritoninfa",3
"1 Male 1 Female",3
"1 Male, 1 Female, 2 Immatures",3
"1 Male, 1 Sub-Female",3
"1 Male, 1 Sub-Male",3
"1 male, 23 females",3
"1 male, 2 specimens",3
"1 Male, 2 Sub-adult Females",3
"1 male, 32 females",3
"1 male, 35 females",3
"1 male; 7 female",3
"1 male; 8 female",3
"1mi, brood",3
"1m non-destructive",3
"1m (PP destruction)",3
"1m wings",3
"1q",3
"1Q, 3w, 2m",3
"1Q, 5w, 3m",3
"1Q, 6w",3
"1Q, 8w",3
"1Qa, 1ma",3
"1Q ergatoid, 1m",3
"1s, 3w",3
"1 sex not recorded 2 female",3
"1 sex not recorded 4 male",3
"1 tritoninfa, 1 deutoninfa",3
"1u,2f",3
"1u,4m",3
"1w, 1dq, 1aq",3
"1w, 1s, 1m",3
"1w, 1wp",3
"1w, 2m (1m missing gaster)",3
"1w, 3p",3
"1w (destructive)",3
"1w (gaster detatched)",3
"1w (head detached, missing gaster)",3
"1w major, 1w, 2m",3
"1w major, 2w (1w head detached)",3
"1w major (gaster detached)",3
"1w major (gaster detached), 1w",3
"1w major (head only)",3
"1w med",3
"1w media",3
"1w (missing gaster), 1m",3
"1w (missing head + gaster)",3
"1w (ND extraction of voucher)",3
"1w (partial)",3
"1w(s)",3
"208 undetermined",3
"20 females, 13 males",3
"20 females, 14 males",3
"20 females, 15 males",3
"20 females, 22 males",3
"20 males, 11 females",3
"20 males, 17 females",3
"20 males, 7 females",3
"212 undetermined",3
"213 undetermined",3
"215 undetermined",3
"21m,16f",3
"21 males, 11 females",3
"21 tritoninfas",3
"225 undetermined",3
"22 females, 17 males",3
"22 males, 8 females",3
"23 males, 13 females",3
"23 males, 8 females",3
"23w, brood",3
"24f",3
"24 females, 19 males",3
"24 females, 23 males",3
"24M",3
"24 male; 4 female",3
"24 males, 1 female",3
"24 males, 7 females",3
"25 males, 5 females",3
"25w, brood",3
"260 undetermined",3
"262 undetermined",3
"27M",3
"27 males, 5 females",3
"283 undetermined",3
"28 females, 21 males",3
"29M",3
"29w, brood",3
"2 dealate queens, 10 workers",3
"2 dealate queens, 21 workers",3
"2 dealate queens, 9 workers",3
"2f,4m",3
"2 female 2 male",3
"2 females, 12 males",3
"2 females, 2 specimens",3
"2l (destruction)",3
"2m,10f",3
"2M 10F",3
"2m,11f",3
"2m+1f",3
"2m (1m head detached)",3
"2m (1m missing gaster)",3
"2m,1u",3
"2 M, 2 F",3
"2m, 5f",3
"2m,9f",3
"2M 9F",3
"2 male1 female",3
"2 male; 7 female",3
"2 Males, 1 Immature",3
"2 males, 20 females",3
"2 males, 2 adults",3
"2 males, 4 adults",3
"2 Males, 5 Females",3
"2m, many w, brood",3
"2Q, 4w",3
"2Q, >5w, 1m",3
"2Q, >5w, 2m",3
"2w, 1aQ",3
"2w, 1p, 1mp",3
"2w (1w missing head and gaster)",3
"2w, 2p destruction",3
"2w, 2wp, 2mp",3
"2w, 3m",3
"2w (heads detached)",3
"31m",3
"31M",3
"32m",3
"32 males, 2 females",3
"34 males, 12 females",3
"35M",3
"35 specimens",3
"36w, brood",3
"37",3
"37w",3
"38 sex not recorded",3
"38w, brood",3
"3 alate queens",3
"3 F",3
"3F, 10M",3
"3f,1m",3
"3F 1M",3
"3F, 5M",3
"3F, 6M",3
"3 females; 10 males",3
"3 females; 12 males",3
"3 females, 14 males",3
"3 females, 15 males",3
"3 Females, 1 Immature",3
"3 females; 9 males",3
"3 juv",3
"3M 6F",3
"3 male; 8 female",3
"3 males, 17 females",3
"3 males, 1 adult",3
"3 males, 22 females",3
"3p",3
"3Q",3
"3Q,",3
"3 sex not recorded 1 female",3
"3u,1f",3
"3w, 1aq, 1m",3
"3w, 1dQ",3
"3w, 1s",3
"3w, 2p",3
"3w destructive",3
"3 worker, 1 m",3
"40f",3
"40w, 20p",3
"41w",3
"44",3
"46w, brood",3
"47f",3
"47w",3
"48u",3
"48w",3
"49",3
"4 F",3
"4f + 1m",3
"4 females; 4 males",3
"4 females; 6 males",3
"4 females; 8 males",3
"4l",3
"4m,8f",3
"4M 8F",3
"4 male 2 female",3
"4 male 4 female",3
"4 males, 25 females",3
"4 Males, 4 Females",3
"4 males, 96 females",3
"4Q, 2w",3
"4w(1), 3w(2)",3
"4w, 1l",3
"4w, 4p",3
"4w destructive",3
"50M",3
"51",3
"51 females",3
"52u",3
"53",3
"53 males",3
"53u",3
"55",3
"55u",3
"56m",3
"56u",3
"58 females",3
"59 sex not recorded",3
"5 adults, 1 specimen",3
"5 females, 14 males",3
"5m,11f",3
"5M 8F",3
"5 males, 14 females",3
"5 Males, 4 Females",3
"5w, 1dQ",3
"5w, 3m",3
">5w, >5m",3
">5w, l, p",3
"60 sex not recorded",3
"60 specimens",3
"61 females",3
"62 males",3
"65 females",3
"66 males",3
"68 females",3
"6f,1m",3
"6F, 3M",3
"6 females, 18 males",3
"6 females; 1 male",3
"6 females, 23 males",3
"6 females; 7 males",3
"6M, 2F",3
"6M 6F",3
"6 male; 10 female",3
"6 males, 13 females",3
"6 males, 17 females",3
"6 Males, 3 Females",3
"6w(1), 2w(2)",3
"6w, 1p",3
"6w, 5s",3
"70w",3
"72",3
"72u",3
"75 males",3
"79 males",3
"7 females, 16 males",3
"7M 3F",3
"7m,5f",3
"7M 6F",3
"7m,8f",3
"7m,9f",3
"7 male; 11 female",3
"7 males, 12 females",3
"7 males, 14 females",3
"7 Males, 2 Females",3
"7 Males, 6 Females",3
"7 tritoninfas",3
"80 females",3
"85 females",3
"87 adults",3
"89 adults",3
"8 females, 15 males",3
"8 females; 6 males",3
"8M 3F",3
"8m,4f",3
"8M 4F",3
"8m,6f",3
"8m,7f",3
"8M 8F",3
"8 male; 12 female",3
"8 males, 12 females",3
"8 males, 14 females",3
"8 males, 15 females",3
"8 males, 18 females",3
"8 Males, 5 Females",3
"90u",3
"91 undetermined",3
"95 adults",3
"97 adults",3
"9 females, 15 males",3
"9 females, 17 males",3
"9 females, 21 males",3
"9m,2f",3
"9m,5f",3
"9M 8F",3
"9ma",3
"9 males, 13 females",3
"9 males, 14 females",3
"9 males, 18 females",3
"9 Males, 1 Female",3
"9 males, 23 females",3
"Adult male genitalia",3
"adult queens, adult worker",3
"adult worker, brood",3
"adult worker, queen",3
"Adult worker, queen",3
"age 44 days",3
"age 86 days",3
"alate, dealate queen, major, minor worker",3
"alate queens, workers",3
"alate queen, workers",3
"Arias, J.",3
"black light",3
"C&S F",3
"C&S; larvae",3
"C&S;  + skin",3
"+ C&S skull",3
"C&S + skull +skin",3
"dealate queen, brood",3
"dealate queen, males, workers, brood",3
"dealate queen, male, worker, brood",3
"dealate queens",3
"Dealate queen, worker",3
"Dealate quen",3
"destroyed in C&S",3
"developmental series",3
"+ eggs",3
"eggs , larvae",3
"ergatogyne",3
"ergatoid queen, worker",3
"female;;;;",3
"Female ?",3
"Female; Female; Female",3
"female; female; male; male",3
"female full of eggs",3
"female, gravid",3
"Female, male",3
"female; male; female; male",3
"Female; male; male",3
"female; male; unknown",3
"female plants",3
"female; Unknown",3
"Female with eggs",3
"F, I",3
"F��meas",3
"F; , ser-sec head",3
"F; shell +",3
"F; skel, shell  + soft-parts",3
"F; SV 19.1; C&S",3
"F; SV 20.3; C&S",3
"F; SV 20.9; C&S",3
"F; SV 21.3; C&S",3
"F; SV 23.5; C&S",3
"F; SV 30.6; C&S",3
"F; SV 38.6; C&S",3
"F; SV 39.5; C&S",3
"F; SV 40; C&S",3
"F; SV 62.0 ; skel",3
"F; SV 63.0; C&S;  + skull",3
"hand captured",3
"Hermaphrodites",3
"hind right leg of mounted male",3
"hyoid , pectoral girdle removed",3
"I",3
"Intersex",3
"juvs",3
"juv, ser-sec",3
"larvae, 23 days",3
"Leandro, G.; Baiatune, R.",3
"Lichenes europaei",3
"Lichenes Exsiccati aus der Flora Augsburgs",3
"Lichenes Regni Hungarici Exsiccati",3
"Lichenes Slovakiae Exsiccati Fasc. III (51-75)",3
"Lichenotheca Universalis",3
"Lichens of South Dakota",3
"Lich. Lusit. Sel. Exs. Fasc. VII (151-175)",3
"M, 2 F",3
"M5",3
"major, minor worker, male, brood",3
"major, minor worker, queen",3
"major worker mandible",3
"Male and Sub-male",3
"; male; female",3
"male; Female;;",3
"Male; Female; unknown",3
"male flowers",3
"Male; Male; female",3
"male; male; female; female; male; female",3
"male; male; female; male; female; female; female",3
"male; male; male; female; female;;",3
"Male; Male; Male; Female; Female",3
"male + per.",3
"male, queen",3
"male, queen, worker, brood",3
"Male; unknown",3
"male worker",3
"male/worker",3
"male, workers",3
"male, workers, brood",3
"many ma, mi, brood",3
"many m, w, brood",3
"mature males",3
"M by plumage *",3
"M; C&S;  + ser-sec head",3
"meta-young, stage 66",3
"meta-young, stage 66  + 1 month",3
"meta-young, stage 66  + 3 month",3
"microgyne, worker",3
"middle right leg of mounted worker",3
"minor, major worker, queen",3
"minor worker, intercaste",3
"minor worker, major worker, dealate queen",3
"M; ser-sec ?",3
"M; shell +",3
"M; SV 18.3; C&S",3
"M; SV 21.2; C&S",3
"M; SV 22.2; C&S",3
"M; SV 25.5; C&S",3
"M; SV 26.0; C&S",3
"M; SV 27.5; C&S",3
"M; SV 33; C&S",3
"M; SV 34.2; C&S",3
"M; SV 35.0; C&S",3
"M; SV 36.2; C&S",3
"M; SV 38.5; C&S",3
"M; SV 38.7; C&S",3
"M; SV 48.6; C&S",3
"M; SV 75.0; C&S;  + skull",3
"multiple , female , male",3
"M; young",3
"paroecious",3
"per. and male",3
"pitfall in pasture",3
"queen and workers",3
"queen, male, major, minor worker",3
"queen, minor, major worker",3
"queen, minor worker, brood",3
"queens, workers, brood",3
"queen, workers",3
"right hind and middle legs of alate Queen",3
"right hind and middle legs of delate Queen",3
"right hind leg of dealate queen",3
"right middle and hind legs of worker",3
"right middle & hind legs of male",3
"right middle & hind legs of worker",3
"sexes mixed; male",3
"skin;  + skull",3
"soldiers, workers, brood",3
"some male",3
"stage 36 larvae",3
"stage 40 larvae",3
"stage 42 larvae",3
"stage II; C&S",3
"Sub-adult Female",3
"subimago female",3
"subm",3
"supermajor w",3
"SV 22; C&S",3
"SV 29; C&S",3
"SV 43",3
"SV 46",3
"SV 51; C&S",3
"synoicous",3
"Unknown; Unknown",3
"w (non-destructive extraction)",3
"worker, ergatoid male",3
"Worker/Female",3
"worker intercaste",3
"worker, major worker",3
"worker, queen, male, brood",3
"workers, eggs",3
"workers, males",3
"worker, soldier",3
"workers, pupae",3
"workers, queens, brood",3
"workers, soldiers",3
"workers, soldiers, alate queens, brood",3
"young, TL  6.4; C&S",3
"_",2
".",2
"1?",2
"102u",2
"105u",2
"105w",2
"108 females",2
"10 adults, 2 specimens",2
"10dq, many w, brood",2
"10 female",2
"10 females; 11 males",2
"10 females, 16 males",2
"10 females, 17 males",2
"10 females, 21 males",2
"10 females; 8 males",2
"10m,1f",2
"10m,4f",2
"10M 4F",2
"10m,5f",2
"10m,6f",2
"10m,7f",2
"10m,9f",2
"10 male; 13 female",2
"10 male; 6 female",2
"10 male; 7 female",2
"10 male; 9 female",2
"10 males, 15 females",2
"10 males, 21 females",2
"10 males, 24 females",2
"10 Males, 3 Females",2
"10 males, 42 females",2
"10 males, 48 females",2
"10 Males, 7 Females",2
"10 sex not recorded 1 male",2
">10w(1), 4w(2)",2
">10w, 1aq",2
"10w, 1aq",2
"10w, 1dq",2
">10w, 1dQ",2
">10w, 3aq",2
">10w, >3aQ, >3m",2
"117",2
"117u",2
"118 undetermined",2
"119 undetermined",2
"11F",2
"11 females, 23 males",2
"11 females, 2 males",2
"11 females; 4 males",2
"11 indiv��duos",2
"11M 2F",2
"11M 3F",2
"11m,5f",2
"11 male; 13 female",2
"11 males, 13 females",2
"11 males, 23 females",2
"11 males, 30 females",2
"11w(1), 1w(2)",2
"11w, 2m",2
"120 adults",2
"121",2
"127",2
"12f + 1m",2
"12 females, 21 males",2
"12 females, 26 males",2
"12 females, 2 males",2
"12 females, 4 males",2
"12m,7f",2
"12m,9f",2
"12 male; 2 female",2
"12 male; 6 female",2
"12 males, 10 females",2
"12 males, 13 females",2
"12 males, 23 females",2
"12w, >15l, >15p",2
"132 adults",2
"134 adults",2
"135 adults",2
"135 females",2
"136u",2
"13 females, 12 males",2
"13 females, 16 males",2
"13 females, 3 males",2
"1 3Juveniles",2
"13m,15f",2
"13M 3F",2
"13M 5F",2
"13m,7f",2
"13m,9f",2
"13M 9F",2
"13 male; 10 female",2
"13 male; 1 female",2
"13 male; 3 female",2
"13 male; 6 female",2
"13 males, 10 females",2
"13 males, 11 females",2
"13 males, 12 females",2
"13 males, 15 females",2
"13 males, 19 females",2
"13 males, 23 females",2
"13 males, 6 females",2
"13w, brood",2
"13x",2
"140 adults",2
"140 males",2
"148w",2
"14F, 10M",2
"14 females, 10 males",2
"14 females, 17 males",2
"14 females, 18 males",2
"14 females, 1 males",2
"14 females, 6 males",2
"14 females, 7 males",2
"14 females, 8 males",2
"1 4Juveniles",2
"14M",2
"14M 4F",2
"14M 6F",2
"14 male",2
"14 male; 5 female",2
"14 male; 8 female",2
"14 males, 12 females",2
"14 males, 20 females",2
"14 males, 9 females",2
"156 undetermined",2
"159 undetermined",2
"15 females, 15 males",2
"15 females, 16 males",2
"15 females, 18 males",2
"15 females, 22 males",2
"15 females, 5 males",2
"15M",2
"15m,10f",2
"15M 2F",2
"15m,4f",2
"15m,5f",2
"15M 5F",2
"15 male",2
"15 males, 12 females",2
"15 males, 13 females",2
"15 males, 14 females",2
"15 males, 24 females",2
"15 males, 6 females",2
"15w(1), 3w(2)",2
">15W(1), 3w(2)",2
"15w, 5p",2
"15 worker",2
"160 undetermined",2
"163 undetermined",2
"164 undetermined",2
"168 adults",2
"168 undetermined",2
"16 females, 10 males",2
"16 females, 15 males",2
"16 females, 19 males",2
"16 females; 1 male",2
"16 females, 21 males",2
"16 females, 22 males",2
"16 females, 24 males",2
"16 females, 25 males",2
"16 females, 7 males",2
"16 indiv��duos",2
"16m,1f",2
"16M 2F",2
"16 male; 4 female",2
"16 male; 6 female",2
"16 male; 7 female",2
