"01",3892420
"02",1671969
"03",1704095
"04",1690607
"05",1678923
"06",1704804
"07",1686799
"08",1804740
"09",1712216
"1",167895
"10",1897304
"11",1840905
"12",1870385
"13",1847543
"14",1892280
"15",2037233
"16",1883392
"17",1867227
"18",1844403
"19",1837245
"1963",2
"2",122915
"20",1882556
"21",1822031
"22",1908625
"23",1828805
"24",1793902
"25",1809317
"26",1827133
"27",1802619
"28",1828811
"29",1703222
"3",138214
"30",1732324
"31",1213396
"4",123458
"5",127996
"6",156701
"7",128010
"8",131955
"9",131925
"911",1
