"""Dead on road/ground,Female with young""",1
"""Female,Male""",1
", , Female",1
", Female",1
", Male",1
", Males, Females",1
"-",2027
"0",3532
"0 female",2
"1",5
"1 Queen, 1 Male",1
"1 Worker, 1 Male",3
"1 Worker, 1 Queen",10
"1 Worker, 12 Queen, 13 Male",1
"1 Worker, 2 Male",1
"1 Worker, 2 Queen",1
"1 Worker, 4 Queen",1
"1 female",1009
"1 female 1 sex undetermined",16
"1 female 10 sex undetermined",1
"1 female 2 sex undetermined",4
"1 female 3 sex undetermined",1
"1 female 4 sex undetermined",2
"1 female 5 sex undetermined",1
"1 female 6 sex undetermined",3
"1 female 64 sex undetermined",1
"1 female 9 sex undetermined",2
"1 female, 1 male",25
"1 female, 1 undermined",1
"1 female, 1 undermined, 1 male",2
"1 female, 1 undermined, 2 male",1
"1 female, 2 male",1
"1 female, 2 undermined, 1 male",2
"1 female, 26 undermined, 1 male",1
"1 female, 3 undermined, 1 male",3
"1 m, 2 f",1
"1 male",940
"1 male 1 female",1927
"1 male 1 female 1 sex undetermined",3
"1 male 1 sex undetermined",4
"1 male 15 sex undetermined",1
"1 male 2 female",49
"1 male 2 female 1 sex undetermined",1
"1 male 2 sex undetermined",1
"1 male 3 female",15
"1 male 3 female 3 sex undetermined",1
"1 male 3 female 4 sex undetermined",2
"1 male 3 sex undetermined",3
"1 male 4 female",8
"1 male 4 sex undetermined",1
"1 male 5 female",7
"1 male 6 female",4
"1 male 7 female",4
"1 male 72 sex undetermined",1
"1 male 8 female",4
"1 male 8 sex undetermined",1
"1 male, 1 female",4
"1 male, at least 4 females",1
"1 queen, 4 worker",1
"1 sex undetermined",5925
"1 undermined, 1 male",5
"1 worker, 1 male",1
"10 Worker, 1 Queen",1
"10 Worker, 6 Queen",1
"10 female",3
"10 females",15
"10 male",1
"10 male 10 female",1
"10 male 18 female",1
"10 male 22 female",1
"10 male 3 female",1
"10 male 3 female 15 sex undetermined",2
"10 male 31 female",1
"10 male 4 female",2
"10 male 5 female",2
"10 male 6 female 2 sex undetermined",1
"10 males",39
"10 males 10 females",1
"10 males 12 females",2
"10 males 13 females",2
"10 males 15 females",1
"10 males 18 females",1
"10 males 2 females",3
"10 males 25 females",1
"10 males 26 females",1
"10 males 3 females",8
"10 males 4 females",7
"10 males 5 females",6
"10 males 6 females",5
"10 males 8 females",1
"10 males 9 females",2
"10 males female",11
"10 sex undetermined",129
"100 sex undetermined",1
"10Worker, 1Queen",1
"10Worker, 1Queen, 1Male",2
"11 Worker, 3 Queen, 3 Male",1
"11 female",4
"11 females",7
"11 male 11 female",1
"11 male 12 female",2
"11 male 14 female",6
"11 male 15 female",1
"11 male 16 female",2
"11 male 7 female",1
"11 males",29
"11 males 10 females",3
"11 males 11 females",1
"11 males 12 females",1
"11 males 13 females",3
"11 males 18 females",2
"11 males 2 females",4
"11 males 21 females",1
"11 males 25 females",1
"11 males 3 females",5
"11 males 4 females",6
"11 males 5 females",2
"11 males 7 females",4
"11 males 9 females",2
"11 males female",11
"11 sex undetermined",34
"111 females",1
"114 males",1
"11Worker, 1Queen",3
