"anamorph",60
"Class",150519
"Cohort",2
"division zooology",20
"Family",1023195
"Form",19862
"Genus",3314393
"genus group",1
"informal",425
"Infraclass",419
"Infraorder",2423
"Kingdom",65227
"nothovariety",329
"Order",170501
"Phylum",85493
"section botany",860
"section zooology",2
"series botany",119
"Species",61983618
"Subclass",19303
"subdivision zooology",58
"Subfamily",37014
"Subgenus",70826
"Suborder",3829
"subphylum",237
"subsection botany",9
"subsection zooology",1
"subseries botany",1
"Subspecies",6160247
"Subtribe",733
"Subvariety",1
"Superfamily",2173
"Superorder",2322
"Tribe",2905
"unranked",181834
"Variety",562753
