"Cultivated",12956
"Not cultivated",202
"Possibly cultivated",117
"Presumably cultivated",448
"Unknown",21
"assumed to be cultivated",93
"buds",3298
"buds; fertile",25
"buds; leafless",1
"buds; leafless; fertile",1
"cultivated",5988
"doubtfully cultivated",38
"fertile",2702
"flowers",29125
"flowers; buds",6021
"flowers; buds; fertile",12
"flowers; fertile",179
"flowers; fruit",4541
"flowers; fruit; buds",1252
"flowers; fruit; buds; fertile",2
"flowers; fruit; fertile",37
"flowers; leafless",10
"flowers; sterile",3
"formerly cultivated (extinct)",4
"fruit",9353
"fruit; buds",2271
"fruit; buds; fertile",1
"fruit; fertile",33
"fruit; leafless",31
"leafless",6
"leafless; fertile",1
"no information",308
"not applicable",13
"not cultivated",1258400
"sterile",172
