"- Not breeding",41647
"- Not breeding,A Adult",208
"- Not breeding,A Adult,D Distraction display,E Eggs,I Immature (subadult),M Nestling,N Nesting",1
"- Not breeding,A Adult,E Eggs,J Juveniles,N Nesting",1
"- Not breeding,A Adult,G Gravid",1
"- Not breeding,A Adult,G Gravid,J Juveniles",1
"- Not breeding,A Adult,I Immature (subadult)",15
"- Not breeding,A Adult,I Immature (subadult),L Lactating",2
"- Not breeding,A Adult,J Juveniles",3
"- Not breeding,A Adult,M Nestling,N Nesting",1
"- Not breeding,G Gravid",2
"- Not breeding,G Gravid,J Juveniles",2
"- Not breeding,I Immature (subadult)",20
"- Not breeding,J Juveniles",16
"- Not breeding,J Juveniles,L Lactating",7
"- Not breeding,J Juveniles,P Pregnant",1
"- Not breeding,L Lactating",2
"- Not breeding,N Nesting",4
"- Not breeding,P Pregnant",1
"- Not breeding,Y Yes, but no details",8
"2 Pairs Teats",5
"3 young",1
"50% of Flowers Open",8
"50% of Leaves Dropped",1
"50% of Leaves Open",4
"50% or more of leaves dropped",747
"50% or more of leaves dropped, Fruit fully ripened / turned brown",1
"50% or more of leaves dropped, Open Seed Pods",2
"50% or more of leaves dropped,First leaf to change colour",2
"50% or more of leaves dropped,Fruit fully ripened / turned brown",2
"50% or more of leaves dropped,Fruit fully ripened / turned brown,Leaves Changing Colour",1
"50% or more of leaves dropped,Full flowering (more than 50% of flowers are open)",1
"50% or more of leaves dropped,Leaves Changing Colour",13
"50% or more of leaves dropped,Leaves Changing Colour,Not flowering",2
"50% or more of leaves dropped,Not flowering",6
"50% or more of leaves dropped,Open Seed Pods",2
"50% or more of leaves dropped,Open Seed Pods,End of flowering (when 95% of the flowers have faded)",1
"50% or more of leaves dropped,Open Seed Pods,Leaves Changing Colour",2
"50% or more of leaves dropped,Seeds Dropped to the Ground",2
"80-90% of individual trees had reproductive material present.",1
"A",247
"A Adult",52861
"A Adult,D Distraction display",7
"A Adult,D Distraction display,E Eggs",1
"A Adult,D Distraction display,E Eggs,I Immature (subadult),M Nestling,N Nesting",2
"A Adult,D Distraction display,E Eggs,N Nesting",5
