typestatus,reps
"""voucher of <a href=""http://arctos.database.museum/name/Otus brucei"">Otus brucei</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"HOLOTYPE OF POLIOPTILA GUIANENSIS, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 72, PUBLISHED 30 DECEMBER 1920.",1
"HOLOTYPE OF PHEUGOPEDIUS MACRURUS ANNECTENS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 205, PUBLISHED 20 MAY 1912.",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys umbrinus crassidens"">Thomomys umbrinus crassidens</a>, page 674 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Micropsitta keiensis"">Micropsitta keiensis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Prinia sylvatica sylvatica"">Prinia sylvatica sylvatica</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys talpoides immunis"">Thomomys talpoides immunis</a>, page 4 in <a href=""http://arctos.database.museum/publication/10000421"">Hall 1939</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 919 in <a href=""http://arctos.database.museum/publication/10004408"">Lucid and Cook 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1351 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1352 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Microtus pennsylvanicus"">Microtus pennsylvanicus</a>, page 641 in <a href=""http://arctos.database.museum/publication/10007156"">Haukisalmi et al. 2010</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Microtus pennsylvanicus"">Microtus pennsylvanicus</a> in <a href=""http://arctos.database.museum/publication/10007158"">Wickström et al. 2005</a>; host voucher of <a href=""http://arctos.database.museum/name/Microtus pennsylvanicus"">Microtus pennsylvanicus</a> in <a href=""http://arctos.database.museum/publication/10007160"">Haukisalmi et al. 2010</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Microtus"">Microtus sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10007158"">Wickström et al. 2005</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex cinereus"">Sorex cinereus</a>, page 158 in <a href=""http://arctos.database.museum/publication/139"">Demboski and Cook 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex cinereus"">Sorex cinereus</a>, page 1230 in <a href=""http://arctos.database.museum/publication/83"">Demboski and Cook 2001</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Clethrionomys rutilus"">Clethrionomys rutilus</a>, page 770 in <a href=""http://arctos.database.museum/publication/161"">Cook et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Clethrionomys rutilus"">Clethrionomys rutilus</a>, page 1455 in <a href=""http://arctos.database.museum/publication/1000078"">Runck and Cook 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Myodes rutilus dawsoni"">Myodes rutilus dawsoni</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Myotis evotis pacificus"">Myotis evotis pacificus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000408"">Dalquest 1943</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Monodon monoceros"">Monodon monoceros</a>, page 268 in <a href=""http://arctos.database.museum/publication/194"">Keim 1969</a>; voucher of <a href=""http://arctos.database.museum/name/Monodon monoceros"">Monodon monoceros</a>, page 250 in <a href=""http://arctos.database.museum/publication/195"">Geist et al. 1960</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Scapanus orarius yakimensis"">Scapanus orarius yakimensis</a>, page 27 in <a href=""http://arctos.database.museum/publication/10000049"">Scheffer 1944</a>""",1
HOLOTYPE OF MABUYA VATO,1
"""voucher of <a href=""http://arctos.database.museum/name/Tamias quadrivittatus"">Tamias quadrivittatus</a> in <a href=""http://arctos.database.museum/publication/10007021"">Sullivan et al. 2014</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias quadrivittatus"">Tamias quadrivittatus</a> in <a href=""http://arctos.database.museum/publication/10007365"">Bell et al. 2016</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias quadrivittatus"">Tamias quadrivittatus</a> in <a href=""http://arctos.database.museum/publication/10007666"">Sarver et al. 2016</a>; host voucher of <a href=""http://arctos.database.museum/name/Tamias quadrivittatus"">Tamias quadrivittatus</a> in <a href=""http://arctos.database.museum/publication/10007707"">Pigage et al. (2017)</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae toltecus"">Thomomys bottae toltecus</a>, page 674 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Myotis ruber"">Myotis ruber</a>, page 1 in <a href=""http://arctos.database.museum/publication/10007716"">Larsen et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/Myotis ruber"">Myotis ruber</a>, page 34 in <a href=""http://arctos.database.museum/publication/10004767"">Stadelmann et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus aestuarinus"">Microtus californicus aestuarinus</a>, page 765 in <a href=""http://arctos.database.museum/publication/10004339"">Conroy and Neuwald 2008</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Felis onca hernandesii"">Felis onca hernandesii</a>, page 953 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>; voucher of <a href=""http://arctos.database.museum/name/Panthera onca"">Panthera onca</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005421"">Meachen-Samuels and Valkenburgh 2009</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus fremonti"">Tamias umbrinus fremonti</a> in <a href=""http://arctos.database.museum/publication/10005434"">Reid et al. 2012</a>; host voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus fremonti"">Tamias umbrinus fremonti</a> in <a href=""http://arctos.database.museum/publication/10007365"">Bell et al. 2016</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus fremonti"">Tamias umbrinus fremonti</a> in <a href=""http://arctos.database.museum/publication/10007021"">Sullivan et al. 2014</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus fremonti"">Tamias umbrinus fremonti</a> in <a href=""http://arctos.database.museum/publication/10007666"">Sarver et al. 2016</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Clethrionomys gapperi rufescens"">Clethrionomys gapperi rufescens</a>, page 233 in <a href=""http://arctos.database.museum/publication/10000369"">Smith 1940</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cryptotis parva berlandieri"">Cryptotis parva berlandieri</a>, page 32 in <a href=""http://arctos.database.museum/publication/10006614"">Carraway 2007.</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Tamias minimus consobrinus"">Tamias minimus consobrinus</a> in <a href=""http://arctos.database.museum/publication/10007365"">Bell et al. 2016</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Tamias dorsalis dorsalis"">Tamias dorsalis dorsalis</a> in <a href=""http://arctos.database.museum/publication/10007707"">Pigage et al. (2017)</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias dorsalis dorsalis"">Tamias dorsalis dorsalis</a> in <a href=""http://arctos.database.museum/publication/10007021"">Sullivan et al. 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus leucophaeus"">Microtus longicaudus leucophaeus</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Proechimys kulinae"">Proechimys kulinae</a>, page 451 in <a href=""http://arctos.database.museum/publication/10001773"">da Silva 1998</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Perognathus californicus bensoni"">Perognathus californicus bensoni</a>, page 197 in <a href=""http://arctos.database.museum/publication/10000439"">Von Bloeker 1938</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Rattus norvegicus norvegicus"">Rattus norvegicus norvegicus</a>, page 769 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sula nebouxii"">Sula nebouxii</a> in <a href=""http://arctos.database.museum/publication/10007286"">Bailey 1906</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae curtatus"">Thomomys bottae curtatus</a>, page 673 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae ruidosae"">Thomomys bottae ruidosae</a>, page 310 in <a href=""http://arctos.database.museum/publication/10004566"">Belfiore et al. 2008</a>; voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae ruidosae"">Thomomys bottae ruidosae</a>, page 571 in <a href=""http://arctos.database.museum/publication/10005408"">Wlasiuk and Nachman 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Abrothrix manni"">Abrothrix manni</a>, page 852 in <a href=""http://arctos.database.museum/publication/10007481"">D’Elía et al. 2015</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Reithrodon auritus"">Reithrodon auritus</a>, page 552 in <a href=""http://arctos.database.museum/publication/10004443"">Steppan et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Reithrodon auritus"">Reithrodon auritus</a> in <a href=""http://arctos.database.museum/publication/10004859"">Lessa et al. 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Hemidactylium scutatum"">Hemidactylium scutatum</a> in <a href=""http://arctos.database.museum/publication/10004888"">Vieites et al. 2007</a>""",1
PARATOPOTYPE OF GEOEMYDA RUBIDA PERIXANTHA,1
"""holotype of <a href=""http://arctos.database.museum/name/Anniella grinnelli"">Anniella grinnelli</a>, page 10 in <a href=""http://arctos.database.museum/publication/10006774"">Papenfuss and Parham, 2013. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Isichthys henryi"">Isichthys henryi</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">Sullivan et al. 2000</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Scapanus latimanus parvus"">Scapanus latimanus parvus</a>, page 300 in <a href=""http://arctos.database.museum/publication/10000255"">Palmer 1937</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Bradytriton silus"">Bradytriton silus</a>, page 4 in <a href=""http://arctos.database.museum/publication/10000275"">Wake 1983</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Dacnomys millardi"">Dacnomys millardi</a> in <a href=""http://arctos.database.museum/publication/10006336"">Steppan et al. 2005</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Berylmys bowersi"">Berylmys bowersi</a> in <a href=""http://arctos.database.museum/publication/10006336"">Steppan et al. 2005</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bufo melanostictus"">Bufo melanostictus</a>, page 338 in <a href=""http://arctos.database.museum/publication/10006280"">Graybeal 1997</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Taricha granulosa granulosa"">Taricha granulosa granulosa</a>, page 372 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cyrtodactylus jellesmae"">Cyrtodactylus jellesmae</a> in <a href=""http://arctos.database.museum/publication/10007329"">Wood et al., 2012</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Kaloula pulchra hainana"">Kaloula pulchra hainana</a>, page 127 in <a href=""http://arctos.database.museum/publication/10000024"">Gressitt 1938</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Panthera uncia"">Panthera uncia</a>, page 2 in <a href=""http://arctos.database.museum/publication/10005421"">Meachen-Samuels and Valkenburgh 2009</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Pseudosimochromis curvifrons"">Pseudosimochromis curvifrons</a> in <a href=""http://arctos.database.museum/publication/10006793"">Cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Pseudosimochromis curvifrons"">Pseudosimochromis curvifrons</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">Parsons et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ophthalmotilapia ventralis"">Ophthalmotilapia ventralis</a> in <a href=""http://arctos.database.museum/publication/10006793"">Cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Ophthalmotilapia ventralis"">Ophthalmotilapia ventralis</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">Parsons et al. 2011</a>""",1
PARATYPES OF SCELOPORUS UNDULATUS BELLI,1
"""holotype of <a href=""http://arctos.database.museum/name/Rana boylii muscosa"">Rana boylii muscosa</a>, page 118 in <a href=""http://arctos.database.museum/publication/10000300"">Camp 1917</a>; holotype of <a href=""http://arctos.database.museum/name/Rana muscosa"">Rana muscosa</a>, page 370 in <a href=""http://arctos.database.museum/publication/10004857"">Vredenburg et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Paramesotriton deloustali"">Paramesotriton deloustali</a>, page 371 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
PARATOPOTYPE OF BOLITOGLOSSA OCCIDENTALIS,1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus kernensis"">Microtus californicus kernensis</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005436"">Conroy and Gupta 2011</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus californicus kernensis"">Microtus californicus kernensis</a>, page 1394 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",1
PARATYPE OF TROPIDOPHIS NIGRIVENTRIS HARDYI,1
"""voucher of <a href=""http://arctos.database.museum/name/Urosaurus nigricaudus"">Urosaurus nigricaudus</a>, page 723 in <a href=""http://arctos.database.museum/publication/10006248"">Feldman et al. 2011</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Lutra canadensis brevipilosus"">Lutra canadensis brevipilosus</a>, page 306 in <a href=""http://arctos.database.museum/publication/10000231"">Grinnell 1914</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Notropis gibbsi"">Notropis gibbsi</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Pseudoeurycea lynchi"">Pseudoeurycea lynchi</a>, page 3 in <a href=""http://arctos.database.museum/publication/10001776"">Parra-Olea et al. 2001</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma stephensi stephensi"">Neotoma stephensi stephensi</a>, page 532 in <a href=""http://arctos.database.museum/publication/10008087"">Ordóñez-Garza et al. 2014</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Sorex halicoetes"">Sorex halicoetes</a>, page 183 in <a href=""http://arctos.database.museum/publication/10000400"">Grinnell 1913</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus halophilus"">Microtus californicus halophilus</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005436"">Conroy and Gupta 2011</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus californicus halophilus"">Microtus californicus halophilus</a>, page 1394 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Perognathus inornatus sillimani"">Perognathus inornatus sillimani</a>, page 154 in <a href=""http://arctos.database.museum/publication/10000244"">Von Bloeker 1937</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Mauremys caspica"">Mauremys caspica</a>, page 460 in <a href=""http://arctos.database.museum/publication/10004873"">Fong et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Notiosorex crawfordi crawfordi"">Notiosorex crawfordi crawfordi</a>, page 314 in <a href=""http://arctos.database.museum/publication/10005411"">Carraway and Timm 2000</a>; voucher of <a href=""http://arctos.database.museum/name/Notiosorex crawfordi crawfordi"">Notiosorex crawfordi crawfordi</a>, page 45 in <a href=""http://arctos.database.museum/publication/10006614"">Carraway 2007.</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae cactophilus"">Thomomys bottae cactophilus</a>, page 310 in <a href=""http://arctos.database.museum/publication/10004566"">Belfiore et al. 2008</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Notropis ammophilus"">Notropis ammophilus</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae alpinus"">Thomomys bottae alpinus</a>, page 310 in <a href=""http://arctos.database.museum/publication/10004566"">Belfiore et al. 2008</a>; voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae bottae"">Thomomys bottae bottae</a>, page 673 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Batrachoseps major"">Batrachoseps major</a>, page 327 in <a href=""http://arctos.database.museum/publication/10000186"">Camp 1915</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae mewa"">Thomomys bottae mewa</a>, page 310 in <a href=""http://arctos.database.museum/publication/10004566"">Belfiore et al. 2008</a>""",1
