waterbody,reps
Paluan Bay,1
ULU ENDAU DRAINAGE,1
Kaweah R.,1
TAGUS COVE,1
R. Guadalupe,1
Long Island Sound - North Atlantic Ocean,1
Tigris,1
Red River - Kentucky River - Ohio River,1
Buctouche River,1
Little Walnut R.,1
GULF OF OMAN,1
Drainage: Congo R. Sys.; Lobo River,1
Edisto River Drainage; Little Walnut Branch,1
Navidad Bay,1
L. Mohave,1
PERAK RIVER DRAINAGE,1
RIO DE LA CUEVA,1
TASMAN SEA,1
Drainage: RIO VELHAS,1
Birch Lake,1
HALF-MOON BAY,1
Tributary of Haystack Creek,1
Stanislaus R.,1
Tsiltcoos River,1
Drainage: GUADALUPE CREEK,1
Cape Bolinao,1
Big Blue R.,1
Smoky Hill R.,1
Talbot Lake,1
~12 miles SSE of Tuticotin,1
San Antonio R.,1
Upper Kings Pond,1
cacheu,1
FROSTGULLY BROOK,1
BARNES SOUND,1
R. MAURI,1
Lake Ohridsko,1
Kame R.,1
R. Magdalena basin ; RIO SAN GIL,1
Lower Alkali Lake,1
SANTA FE RIVER,1
San Antonio R. Basin,1
Gennette Cr.,1
Chicago Channel,1
opunohu,1
R. de Tiahuanaco Basin,1
Gulkana R.,1
Belize River - Carribean Sea,1
Tancepohoa River,1
RIO CHIRA DRAINAGE,1
TSUUME RIVER,1
IGUANA CREEK,1
Bahia de Buenaventura,1
Río Hanabana,1
Rio Cebollati,1
Line Rockcastle R.,1
Moormans R.,1
Shackleford Cr.,1
Attean Lake,1
Umbagog Lake,1
off Pt. Lobos,1
LOWER VOLTA R. (?),1
Albert Bay,1
Aonogawa River,1
KAINJI LAKE,1
R. AIRE,1
Gorge Cr.,1
Drainage: Seomjin [Somjin] River,1
LUPAR BASIN; CONFLUENCE OF SUNGAI DELOK,1
Lake Genoa,1
Bokudo Stream,1
SAN JUAN LAGOON,1
Lowe Lake,1
Ayeyarwaddy R. Basin,1
Bow Lake,1
META RIVER BASIN,1
riv.de saigon,1
CROSS SOUND,1
Vanderbrink Lake,1
manche,1
Nagura Bay,1
Sao Francisco R.basin ; RIO DAS VELHAS,1
pourina,1
Merced R. Basin; East Piney Cr.,1
Moccasin Creek,1
Drainage: Russian River,1
R. Eten,1
Turkey L.,1
Winans Creek,1
mandu-mandu,1
riv.cayenne,1
"Indian, Red Sea, Naama Bay",1
Delhi,1
Bull Creek - Chattahoochee River,1
Drainage: HIROSE RIVER,1
R. Paraguay Basin; Bahia Negra,1
BAHIA CHAMELA,1
JAMES BAY,1
Porac R.,1
SURAGA WAN,1
OAKLAND LAKE,1
Mississippi R. System; Shoal Creek,1
MONTGOMERY SWAMP,1
MISSISSIPPI RIVER BASIN; SPRING,1
Blue R. Basin; KP Cr.,1
Cano Santa Rita,1
Flores Creek,1
PIT RIVER,1
kamchay,1
CLEAR LAKE STATE PARK,1
Rio Solimões,1
"North Sea, 't Trapje",1
Blackman Bay,1
Connecticut River - Long Island Sound,1
Rio Manoripe - Rio Madre de Dios - Rio Madeira - Rio Amazonas,1
Eel R. Basin; Price Cr.,1
Sagehen Creek,1
Lake Ganzirri,1
American R.,1
Tytam Reservoir,1
Nueces R.,1
Lazer Creek - Flint River,1
Kribi River System; Kribi River,1
Joseph Bonaparte Gulf,1
Probably Rio Palhano - Rio Jaguaribe,1
u fium'orbu,1
Little Choptank River,1
"North Atlantic, Rhode Island Sound",1
Carter's Slough,1
Araguaia,1
Hickory Creek - Cumberland River,1
Tar River - Pamlico River - Pamlico Sound,1
yaqui,1
Elsinore Lake,1
La Plata River,1
Titicaca/Poopo Basin; R. Tiahuanaco,1
Suriname R. basin ; MAKAMBI CREEK,1
Colorado R. Drainage; Colorado R.,1
suripa,1
Drainage: Obion R.,1
South Conchos River,1
Seronera River,1
Kura River,1
Mines Creek,1
Vallecitos Creek,1
Esmeraldas,1
Ashizuri-misaki,1
Triangle Lake,1
DANUBE BASIN; IALOMITZA RIVER,1
ateu,1
AVLA BAY,1
Santa Margaritas Cr.,1
SALUDA RIVER,1
Mangoro R.,1
Rio S. Francisco,1
Mattole R.,1
Great Bras d'Or,1
Strait of Taiwan,1
McCloud R. Basin; Black Fox Mt. Spring,1
Saluda River Drainage; Middle Saluda River,1
Wudzrolo Dam,1
"North Sea, Gaatje van Ellers, approx. 30 miles NW of Texel",1
Rio Cocuiza,1
Luvua River - Congo River,1
Worm Creek,1
Loch Eil,1
Sucker Lake (undet.),1
Monocacy R.,1
Chantaburi Basin,1
Wando R.,1
R. Amazonas basin; Igarape,1
Upper Duncan Pond,1
Sun Rise River,1
R. Tocantins basin; RIBERAO,1
Estero Casablanca,1
Drainage: R. TOCATINS,1
East Carson R.,1
Drainage: CALOOSAHATCHEE RIVER (?),1
Puget Sound drainage,1
ALABAMA RIVER SYSTEM; BLACK WARRIOR RIVER,1
RIO MOTAGUA BASIN; RIOS TENEDORES & MANAGUA,1
South Wabasca Lake,1
R. Meta Basin,1
Revue catchment,1
carpentarie,1
Farm pond,1
Río Laguna Larga,1
Lake Kazuni; Rukuru,1
RIO MUCURY,1
Rupport Spring,1
Wakulla River,1
RIO DE LA CUEVA ?????,1
LAKE CHINI,1
St. John's R.,1
Fish Cr.,1
Atlantic Cr.,1
Maggie Cr. Drainage; Beaver R.,1
Curtis Creek,1
STRAIGHT OF GEORGIA,1
Lake Antoine,1
Port Townsend Bay,1
"North Atlantic Ocean, Barnegat Bay",1
Drainage: His R.,1
Laguna de Suches,1
R. Nara,1
Gulf of Mexico.,1
LOWER VOLTA R.,1
R. Frijoles,1
Drainage: PARANA/DE LA PLATA; 'RIO LAGUNA',1
L. IZABEL,1
Pasak River,1
R. Honda Basin; R. Tabacotiado,1
Linville River - Catawba River - Santee River,1
"Arctic Ocean, Northwest Passages, Foxe Basin",1
creek & Kuyuwini River,1
"Pacific, Gulf of Nicoya, Barranca Bay",1
"Atlantic, Jamaica Bay",1
Apopogonan River,1
Kejimkujik Lake,1
attamaha,1
Russian R. Drainage,1
Pilarcitos Cr.,1
Middle Salt River,1
Thompsons Creek,1
Moss Lake,1
Alwyn Creek,1
l.portonovo,1
"North Sea, ICES quadrant 38 F2",1
Lake Algonquin,1
Rio Paraquachou,1
Ramos River,1
Lake Urmia,1
Whitegoat Creek,1
Kakabikitchiwan Lake,1
Culture Pond,1
San Antonio Bay - Gulf of Mexico,1
Manley Creek,1
Ganges R. Basin,1
IRRAWADDY R.,1
R. Tirnava-mare,1
Upper Cumberland R. basin; Clear Cr.,1
Drainage: Columbia R.; Snake R.,1
R. LERMA,1
SAN-SAN RIVER & SWAMP,1
Drainage: SAO PAULO,1
UMATILLA R.,1
STONE'S RIVER & DUCK RIVER,1
"North Pacific Ocean, Bering Sea, Unalaska Harbor",1
"Western Central Pacific Ocean, Western Central Pacific Ocean; Bismarck Sea",1
Rio Grande Do Sul,1
Msolwa,1
Rio Nutria,1
Pepperwood Creek,1
East Walker R. Basin; Dog Cr.,1
Lena River,1
cher,1
CUYO EAST PASS,1
MAXINKUCKEE LAKE,1
"North Sea, north of Terschelling",1
Erhai Lake,1
SUNGAI KENYAM,1
BOYER CREEK,1
Drainage: RIO SINU; RIO SINU,1
R. Sanchon,1
Rockport,1
Drizzle Lake,1
West Lake (UAMZ),1
Río Jatate drainage,1
Rio Tambopata,1
Crowsnest River,1
Veckeon R.,1
Suva Harbor,1
Tabb's Bay,1
R. TOGOROMA,1
R. De Pazna,1
CHOCALO CREEK,1
BANAY R.,1
HOLMES CREEK,1
POTOMAC R. SYSTEM; HAWKSBILL CREEK,1
TAMUSUI RIVER,1
South Fork Cosumnes R.,1
Passamaquoddy Bay,1
Swan,1
North Sea; Brown Bank,1
Lahontan Basin drainage,1
campo,1
Little Emory R.,1
Richards Bay Basin (misc. creek tribs),1
nith,1
Mekong River Basin,1
KERN RIVER BASIN; LAKE CULVER,1
Drainage: Tomales Bay,1
NEUSES RIVER,1
R. Panuco Basin; R. Moctezuma,1
Shibu R.,1
"Pacific, Pokai Bay",1
Dayi R. Basin,1
Buckhead Cr.,1
Umhlatuzi River,1
Beretau Riv.,1
GULF OF EILAT,1
Tiete R.,1
Nye River,1
Drainage: RIO JEQUETEPEQUE (?),1
LAGUNA SOFIA,1
RIO SAN PEDRO DRAINAGE; RIO CANATLAN,1
Red River basin,1
Rio Aconcagua Basin,1
CEDAR CREEK,1
BROOK VIERA,1
Boqueron Bay,1
WOLF CREEK AND BIG CREEK,1
RIO MAGDALENA BASIN; BRANCH OF RIO SAN MIGUEL,1
L. Miami R.,1
R. Mogotes,1
Tributory Buffalo R.,1
Yes Bay,1
Sylvies R.,1
Turner Pond,1
Fraser R.,1
Chetco River,1
TIDE POOLS (presumeably),1
Ohertail R.,1
Bani Creek,1
Juan de Fuca Strait,1
Moldova R.,1
Snowdrift River,1
Caribou Lake,1
Salitre,1
R. Amazonas basin; RIO HUALLAGA,1
R. Amazonas basin; YAHUAS YACU,1
lag.lahou,1
osse,1
Apra Harbor,1
Little River Canal,1
Lago de Junín - Río Ucayali - Río Amazonas,1
St. Lawrence R. System; Lake Erie,1
Cahaba River - Mobile Bay,1
San Juan Lagoon,1
Lena R.,1
Río Acarigua - Rio Apure - Rio Orinoco,1
Palacios River,1
"Atlantic Ocean, S.W. of Ireland",1
Lake Moero,1
North Fork Yuba R.,1
"Atlantic, Peconia Bay",1
R. PRETO,1
Lake Muhazi,1
"Lk. Malawi, Monkey Bay",1
Talbot Lake (undet.),1
R. Amazonas basin; R. Puinaqua,1
Satilla R.,1
Reventazon R.,1
Khwae Noi R.,1
R. Tocantins basin; Corrego Tucum,1
Drainage: ATRATA R.,1
PARANA/DE LA PLATA BASIN; RIO MOGI GUASSU,1
Cumberland R. Drainage; Caney R.,1
BIG PIGEON RIVER,1
Holstein River,1
Jap Bay,1
Little & Big Dry Forks,1
West Fork Olsen Cr.,1
"Columbia R.,",1
L. DE PATZCUARO,1
Drainage: Columbia R.; Little Wood R.,1
R. MAGDALENA SYSTEM,1
MADEIRA R.,1
SASKATCHEWAN RIVER,1
Cushing Country Club Lake,1
"Atlantic, Adriatic Sea",1
North Branch Pequest,1
Bahía San Francisquito,1
"North Atlantic Ocean, Caribbean Sea, Cariaco Basin",1
Río Portuguesa,1
"North Sea, White Bank, het Trapje",1
Ouachita River drainage,1
"Western Central Atlantic Ocean; Caribbean Sea, Caribbean Sea",1
Pasragoula River,1
Nimpkish Lake,1
corrego Agua Fria,1
GULF OF ADEN,1
R. Somes,1
R. Amazonas basin; RIO MADEIRA,1
Parana/ De La Plata R. drainage,1
Zamora R.,1
Paragua,1
Ashburton R.,1
Petite Lake,1
Siokum Bay,1
McCloud River drainage,1
James River drainage,1
Lake Julu,1
Clear Lake Drainage; Seigler Creek,1
Ise Bay,1
Bangpakong R. Basin,1
BAY OF TOKYO,1
Blocker Creek,1
Pahang River,1
Kelang R. Basin,1
Mfiande Riv.,1
RIO PERDISO,1
Quebrada Chimbe (Chimbi?),1
LAGUNA DE TISMA,1
Quebrada Tucuchira,1
Lake Inle,1
Ward Branch,1
Suisun Bay Drainage; Grizzly Slough,1
Lake Togo,1
Quebrada de Arguello,1
Atim Creek,1
Tobacco Lake,1
Lynx Creek (undet.),1
Susamur River,1
Barley's Bay,1
Broadkill R.,1
Pecatonica R.,1
Clear Lake Res.,1
Middle Fork Tule R.,1
Quingoa River,1
Drainage: Seine River,1
Boyer R.,1
Prairie Cr.,1
Lake Golac,1
AVALON BAY,1
Biwa-ko,1
"North Sea, Outer Gabbard area",1
Great Salt Lake,1
Escambia Bay,1
Dickinson Bay,1
West Fork Little Colorado River,1
Mustang Creek.,1
g.de suez,1
North East River,1
Lake Dawn,1
El Hueque River,1
Tyhume/Keiskama Rivs.,1
White Oak Cr.,1
lag.cau hai,1
delaware,1
Yukon R. Basin; Pelly R.,1
Hope Bay,1
St. Mary's R.,1
rio Putumayo - Rio Amazonas,1
Rio Torbes  - Rio Apure - Rio Orinoco,1
St. Lawrence R.,1
Buttahatchee River - Tombigbee River - Mobile Bay,1
Big Stony Cr.,1
Reservoir Creek,1
Oyapock Bay,1
RIO MEGI-GUACU,1
Guinobatan R.,1
Bahia Descanso,1
DEPARTURE BAY,1
WHITECARR BECK,1
West Fork Cedar R.,1
LAGUNA APOYO,1
Drainage: RIO PAITO TO RIO PAC.,1
Kingfish Lake,1
CARIBBEAN SEA?,1
"Pacific, Pearl Harbor",1
bristol(b.),1
TUOLOMNE R. DRAINAGE,1
Tom's Creek,1
Drainage: Sacramento; San Francisco Bay,1
Sutton Lake,1
Barren,1
Ninnescah R.,1
Spray River,1
Steamboat Lake,1
Rainy R.,1
Alexander's Pond,1
Colorado R. basin; Green R.,1
Millville Creek,1
LAGO DE MANAGUA,1
Guantanamo Bay,1
Olsen Bay Cr.,1
R. AMAZON,1
Puerto Banda,1
Drainage: Lake Naujan; Mamboc River,1
LAGOA SANTA,1
Enshunada Sea,1
R. MOCTEZUMA,1
LAKE QUECHOLAC,1
Yazoo River-Mississippi River,1
McCLOUD R.,1
trib Rio Piquiri,1
R. Salimoes Basin,1
Eddy Point,1
Perdido River drainage,1
Freeport Barrow Ditch,1
manangoza,1
Dallenbach Sand Wash Pond,1
Chewaucan basin,1
"North Atlantic Ocean, Caribbean Sea, San Blas Gulf",1
Delaware Minor Coastal (E shore Atl. tribs),1
Cross Creek - Crow Creek - Tennessee River,1
Chowchilla River,1
Lake Laguinita,1
R. Benus,1
ROCK CASTLE CREEK,1
Bangpakong basin; Menam Bangpakong,1
EJBY R.,1
Lalo Cr.,1
Somesul-Mic River,1
Big Creek Park,1
San Agustin River,1
Russian R. Basin; Mewhinney Cr.,1
Wilson R. Basin; Keenig Cr.,1
Drainage: BRAZOS RIVER,1
Roque River,1
Manzanita Lake,1
Upper Manzanilla\ Oropuche,1
R. Topolnitza,1
Blue Sten Lake,1
Nogies Creek,1
Arafuru Sea,1
E. CHINA SEA,1
Savannah,1
FRESH WATER POOL,1
Furnace Creek,1
Yahara Locks,1
R. VERDE BASIN,1
Lake Andes,1
cr.changement,1
menzel-horr,1
Blue Shawnee Creek,1
Waco Creek,1
Sandusk Creek,1
"South Pacific Ocean, Hauraki Gulf",1
Rio - Cauca - Rio Magdalena,1
"North Sea, North of Terschelling",1
Drainage: Rio Paraná,1
Golok R. Basin; Sungai Santan,1
"North Sea, southern part, W Brown Bank, de Trechter",1
R. Comberciato,1
Rio Presidio,1
Drainage: RIO UCAYALI,1
R. Paraiba Drainage; R. Paraiba,1
Newnan Lake,1
Schuylkill River,1
Hodges Narrows,1
Río Corobici,1
Pa Sak R.,1
Goodyear Creek,1
Lago Amatitlan,1
Gulf of Campeche,1
R. Amazonas basin; RIO TAPAJOS BASIN,1
R. TEQUISISTLAN,1
Gashouse Cove,1
Port Creek,1
Black Pond,1
Rio Bio Bio,1
Trace Fork,1
Quebrada Sumuco,1
Drainage: Little Spokane R.,1
S. Diversion Irrigation Canal,1
Atlantic Ocean; Shinnecock Bay,1
Lapid Lapid River,1
North Fork Saline R.,1
Gila,1
"North Sea, Southern Bight, 52°06'N-2°23'E",1
Pyramid Lake Drainage,1
HANAUMA BAY,1
LAKE DRAGGAN,1
jalle de l'horte,1
Hans Bay,1
Laguna Marigo,1
presumably Gulf of Thailand,1
RIO IXTLA,1
Barren River,1
"Pacific, South China Sea, Gulf of Tonkin",1
rangoon,1
detr.d'hudson,1
Montreal R. (Ont.),1
baakens,1
b.quincy,1
Pot Nets Pond,1
tamwa,1
Sprague/ Williamson River,1
Atlantic Ocean; Bay of Maine,1
Atlantic Ocean; Salt Bay,1
Munyaga R.,1
Drainage: UPPER RIO TOCANTINS,1
COCKER BECK,1
R. CALDER,1
Marchesa Bay,1
Drainage: Truckee R./Pyramid Lake; Truckee R.,1
Arthur Harbor,1
Clayoquot Sound,1
"Atlantic Ocean, Mediterranean Sea",1
Tai Bay,1
Caribben Sea,1
Sound Barsebackshamn,1
GULF OF THAILAND: PRASAE BAY,1
RIO PARAHYBA,1
Hillsborough Bay - Gulf of Mexico,1
Shelikof Straits,1
ARROYO DEL ENCINO,1
SIMS BAYOU,1
HARBOR,1
St JOSEPH RIVER,1
Rogue R. Basin,1
Drainage: Rio Santa Cruz,1
Soars Lake,1
Duncan's Creek,1
Lagoa Santa,1
QUEBRADA TUCUCHIRA,1
R. Isonzo Basin; Idrija R.,1
miliane,1
lima,1
cunani,1
"Atlantic, Harrington Sound",1
"Indian, Mozambique Channel",1
R. TIAHUANACU,1
Upper Lake,1
Phoenix Bay,1
ROCK CASTLE RIVER,1
Alligator Creek,1
LAMPASAS RIV.,1
Tiobus Bay,1
Drainage: R. Grande de Santiago; trib. of R. Verde & small lake,1
Lower Chatham Strait,1
Rio Grijalva,1
Lago Ascotan,1
"Atlantic, Lynnhaven Bay",1
Blanchart R.,1
Wappa Lake,1
GRAND LAKE,1
Bo Hai,1
COTTONWOOD CREEK,1
Kumusi R. drainage,1
Drainage: ELKHORN SLOUGH,1
Kilchis R. Basin,1
Georgia Strait,1
UPPER R. XINGU,1
San Antonia Abad Slough,1
Sacramento-San Joaquin Basin,1
Bahia,1
WITHLACOOCHEE BROOK,1
Angora Lake,1
Drainage: North Fork Pitt R.; Joseph Creek,1
Drainage: Kapuas R.,1
Rito Seco Cr.,1
Soledad Canyon Creek,1
ROCK RIVER,1
Río Pastaza watershed,1
Laguna de Colta,1
Cabangan R.,1
ELK CREEK,1
Gibons Creek,1
Sacramento R. Basin; Dry Creek,1
Upper Shotgun Creek,1
Chola Bay,1
SAN FRANCISCO MARKET,1
kuala lumpur,1
R°o Sao Francisco,1
Locust Creek,1
Shattuck Brook,1
"Pacific, Bay of Fonseca",1
Captive Reared,1
"Pacific, Elliot Bay",1
"Pacific, Yap Harbor",1
Río Aroa - Caribbean Sea,1
Streams-V,1
R. Amazonas basin; R. Apurimac,1
Saugeen River,1
Rio Cuyabeno\ Aguarico\Napo,1
SAN LUIS OBISPO CREEK,1
Pago Pago Harbor,1
CARATASCA LAGOON,1
Ntem or Campo R. Basin; Mfiande and Seng Rivers,1
Yukon,1
Bokhara Falls,1
Rousseau Creek,1
Syr Darya River,1
Little Cahaba River - Alabama River,1
Tauton Mill Stream,1
Michigan River,1
Tamarack Creek,1
aras,1
Río Gavilan,1
jamieson,1
Nagare-gawa River,1
Horseshoe Bay,1
Runnalls Lake,1
"North Atlantic Ocean, Saglek Bay",1
Spring Branch of Mountain Fork River,1
West Fork Marys River,1
BARIMA R.,1
Mfiande & Seng Rivers,1
Drainage: Krishna,1
Lutemo River,1
Río Coroico,1
Tasou R.,1
"Drainage: PARANA/DE LA PLATA; RIO IGUASSU (=IGUACU, IGUAZU)",1
RIO SAN PEDRO DRAINAGE; HOT SPRINGS,1
R. JURUA,1
Edisto River Drainage; Cowtail Creek,1
NE Okhotsk Sea,1
BODEGA BAY,1
R. San Rafael,1
Tolbert Branch,1
San Simeon,1
Charron Lake,1
Yahara River,1
Lake Texarkana,1
Mission River,1
Wallace Creek,1
Chickasawhay River drainage,1
Drainage: RAPTI RIVER,1
R. Uruguay basin; R. Uruguay,1
Boca de Certegui,1
Wesstown Lake,1
Tolugak Lake,1
Ship Harbor,1
Withlacoochee River,1
IRISH CREEK,1
SACRAMENTO R. DRAINAGE; SAN JOAQUIN R.,1
Wildhorse Reservoir,1
Lake Nakuru,1
Nantucket,1
Elbow River,1
North Sea; off the coast of Denmark,1
Little Ossipee River,1
itabapoana,1
b.d'hobson,1
Quebrada de Horizonte,1
Msolwa River - Kilombero River - Rufiji River,1
Grand River - Lake Michigan,1
Golfo de Chirqui,1
R. Remac,1
Jordan Creek,1
Jutahy R.,1
Corrego Monjolo,1
R. das Mongubas,1
POOLS,1
R. Amazonas basin; RIO GUAPORE,1
MISSISSIPPI BASIN; LONG RIVER,1
Parana/De La Plata Basin; R. Bodoquena,1
UPPER EEL RIVER,1
shimoyama,1
Kumano-nada Sea,1
White R. Basin,1
Lefthand Creek,1
Kootenay Lake Drainage; Satica Cr.,1
Pt. Mugu Lagoon,1
Drainage: Monterey Bay; Elkhorn Slough,1
ALBANY RIVER,1
Tahoe Basin,1
Salkehatchie / Combahee River Drainage; Salkehatchie River floodplain,1
Cape Freycinet,1
podor,1
Stutts Creek,1
R. San Juan Basin; R. San Juan,1
BERNAM RIVER DRAINAGE,1
Kilchis R. Basin; Coal Cr.,1
Rio Partogandi,1
Drainage: Black River; Squirrel Run,1
Darlings Lake,1
Brown Brook,1
R. CALLERIA,1
Tompkins Cove,1
Rifle Creek,1
Yazoo River system,1
Río Artibonito,1
Vermillion Bay,1
PRAHOVE R. DRAINAGE,1
R. CHANCHOMAYO,1
Chipegua Bay,1
Chinch Creek -  Choccolocco Creek - Coosa River,1
R. Amazonas basin; Tusi Creek,1
Drainage: ORINOCO ?,1
Rideau Canal,1
R. Amazonas basin; R. Jufari,1
Usumacinta Drainage,1
Hecate Straits,1
SALMON COVE,1
BLACK WARRIOR CREEK,1
Paoapao Bay,1
General Cr.,1
ALBEMARLE SOUND,1
Bishop Cr.,1
Ensenada de Cajon,1
trib to R. Mamore,1
Barren Fork Creek,1
Sonoma Creek,1
Suwannee R. Basin; Alapaha R.,1
"Arctic Ocean, Hudson Strait, Ungava Bay",1
Rector Creek,1
OBEO RIVER,1
Tasmanian Seas,1
roadside ditch,1
Drainage: Black Warrior River,1
Chatham Strait,1
R. CAMINAGUE,1
Klaasjagers River,1
"North Atlantic Ocean, Intra Coastal Waterway",1
R. Amazonas basin; CREEK,1
R. Amazonas basin; RIO PUINAGUA ???,1
R. Amazonas basin; RIO PACAYA (UPSTREAM),1
Estero Carrizal,1
Drainage: Rio Grande (=Bravo); El Ojo De San Gregorio,1
Drainage: RIO TUY; BOCA DE CAGUA,1
Chari-Logone R. System,1
Madeira R. basin; Little R. Negro,1
MONTERY BAY,1
Idzu Sea,1
Lake Yogo,1
Guaymas Harbor,1
Deer Cr. - Ohio R. drainage; Coefield Cr.,1
"Atlantic, Fishers Island Sound",1
Little Paddle River,1
chebeli,1
Rio Jurua,1
"Pacific, Cenderasih Bay",1
Salto de Eyipantla,1
"North Sea, Drilling Platform K4-B",1
Stout River,1
HUNDRED & TWO RIVER,1
Yarrow Creek,1
Boca de Aroa,1
Salinas Drainage; Lewis Cr.,1
Little Tenaru River,1
Drainage: PACHECO CREEK/SACRAMENTO,1
Swillup Cr.,1
L. Crescent,1
Kern R. Basin; Little Kern R.,1
HURON R.,1
Umpqua R. Basin; Callipoya Cr.,1
Drainage: ROCK RIVER,1
Mississippi R. Drainage; Lake Creek,1
Buck Cr.,1
Shannon River,1
Gardine R.,1
Waiatoto River,1
Rio Santa Rosalia,1
R. MAGDALENA,1
Nandhaur River,1
Upper Amazonas Basin,1
Lake Harney,1
Silver Glen Springs,1
Drainage: Whiter River,1
Corson Inlet,1
R. Purus,1
Llano River - Colorado River - Gulf of Mexico,1
RIO MAYORUNA,1
Astillero Mazatlan,1
Northern Seas,1
Momjepom River,1
CAUVERY R. BASIN,1
CAUVERY R. DRAINAGE; MOYAR RIVER,1
Magdalena R. basin; R. MAGDALENA ?,1
BELLAVISTA RIVER,1
Middle Oak Creek,1
Drainage: DEMERARA RIVER (?),1
Geus R.,1
WATERWORKS SPRINGS,1
Big Muddy River - Mississippi River,1
Card's Sound,1
Yanks Springs,1
Stansberry-January Cave,1
SHELTER COVE,1
Tsi-ao River,1
Zaire R. Basin; R. Kwilu (Trib. of Lukunga),1
Mink Creek (undet.),1
Islay Cr.,1
Rio Santa,1
georgie,1
Moores Creek,1
Shamo Bay ?,1
Upper Nile R.,1
Little Kern R. Basin; Soda Creek,1
"Willow Ck, trib. of Susan R.",1
Mississippi R. System; Lower Twin Lakes,1
Drainage: Napa R.,1
Onon-Shilka-Amur,1
BARREN RIVER,1
MOCTEZUMA R.,1
Malaspina Strait,1
Binang R.,1
Drainage: LAKE MICHIGAN/ST LAWRENC,1
silofer,1
R. GUAPORE,1
"North Atlantic Ocean, Gulf Of Mexico, Matlacha Pass",1
Drainage: Rio Branco,1
Drainage: KLANG RIVER,1
R. CUPE,1
Drainage: Columbia R.; Little Payette Lake,1
Drainage: KLAMATH RIVER (?),1
Salt Fork Red River,1
Tone-gawa River,1
East Branch Delaware River,1
Talahatchie River,1
Beaver Ranch Creek,1
Chip Lake,1
R. PARANAPORA,1
Lake Kawaguchi,1
Rio Viejo Drainage; Rio Quindio,1
"Feather River, San Joaquin River",1
menderes,1
Lower Amazon Basin,1
Lago del Fundo,1
"North Pacific, Bering Sea",1
Betsiamites River,1
Belgian Congo River System,1
Christiania Fjord,1
Semo Lake,1
Chama Bay,1
LAKE TOTA (BOYACA),1
ANGELINA RIVER,1
Rejang R.,1
Duncombe Bay,1
Missouri R. Basin,1
San Rafael Cr.,1
Mille Lacs Lake,1
Drainage: Gila R.,1
Lower Eel R.,1
Edisto River Drainage; Dean Swamp Creek,1
E. Cronise Lake,1
Westport R.,1
Lower Volta River,1
CHITOSE RIVER,1
Lobi River System; Zingi River,1
LAKE AMATITLAN,1
SACRAMENTO R.,1
Caho Phya R.,1
Acapulco Harbor,1
Drainage: LAGO VALENCIA,1
Lunigay Lake,1
"Drainage: Old River,",1
Cape Flattery,1
DELTA-MENDOTA CANAL,1
Kimble Lake,1
Mokelumne R.,1
COLUMBIA R. SYSTEM; COLUMBIA R.,1
Ellijay R.,1
Kenai R.,1
Newport River,1
Cunneotubee Creek,1
Yellowleaf Creek,1
lag.anecho,1
Platte River - Mississippi River,1
Klang River Drainage,1
R. Amazonas basin; RIO URUBAMBA,1
Big Barren R.,1
Orinoco R. basin; R. Targuachi,1
PECONIC BAY,1
Salkehatchie / Combahee River Drainage; Miller Swamp,1
"Atlantic, Port Royal",1
Yung San R.,1
R. Cebollati,1
Parana/De la Plata Basin; Arroyo Trementina,1
Mae Nam Khwae Noi Basin,1
Lake Karluk,1
Harris R.,1
Haya R.,1
Tanay Creek,1
Tomales Bay (?),1
WILDER CREEK,1
Crystal Springs,1
Honey Lake (?),1
Drainage: MAD RIVER,1
Hartley Lake,1
Nipisi Lake,1
Mall Lake,1
Kakut Creek,1
"North Sea, 12 miles north of Stortemelk",1
Caddo Gap,1
Pecatonica River,1
Chobe River,1
Rio Aguapira,1
Bamber Lake,1
Doby Springs,1
East Haven River,1
'LAC  DU BALIENIERES',1
bagbe,1
LARGE IRRIGATION DITCH,1
Chao Phraya Basin; Menam Wa,1
LONG ISLAND SOUND,1
Dog River,1
Green Mountain Cr.,1
Agus R. basin,1
Green Springs,1
Drainage: Rio Grande (?),1
Fallen Leaf Lake,1
Coyote Creek Basin,1
Winyah Bay Drainage; White Oak Bay,1
Fishing R.,1
conches,1
Melak River,1
"Pacific, Bering  Sea",1
Albemarle Sound - North Atlantic Ocean,1
Lingi Riv.,1
Yodo River drainage; Biwa Ko,1
Golfo del Papagayo,1
L. Jiloa,1
'Menam Nan',1
R. Tocantins basin; Lagoa Campinas,1
Rio Parana drainage,1
TRIBUTARY OF PARIT WATERFALLS,1
SAN QUINTIN BAY,1
Santa Inez R.,1
SAGEHEN CR.,1
LOST RIVER,1
SCOTT RIVER,1
Laguna Lagarta,1
Bogue Chitto R.,1
Lake Kariba,1
Wanderer Creek,1
R.Orinoco,1
Tensaw River,1
Gulf of Agaba,1
R. ARGES,1
Sanaga River,1
Seomjin R.,1
Agania River,1
Drainage: RIO PAANA,1
doumvou,1
R. Amazonas basin; Lago Pocobamba,1
Cosumnes R.,1
Tea Cr.,1
Hooghly (Hugli) R.,1
MONTEREY HARBOR,1
"North Sea, 12 miles off IJmuiden",1
Duck River drainage,1
demerara,1
la ouaiep,1
rio puyango,1
"Pacific, Semiahmoo",1
Elbe R. Basin; Elbe R.,1
Hooper Bay,1
R. Amazonas basin; POND,1
Rio Conchos,1
San Quentin Bay,1
