sex,reps
m; ser-sec,9
juv,147
sv 46,3
sv 47,1
f; sv 55.9; c&s,1
several,6
"males,males",47
gen. habitat,2
female ripe,1
"male, female",11
f; shell,8
f; sv 40.3; c&s,1
m; sv 36.2; c&s,3
f; sv 107.1; c&s,1
c&s; m; sv 34.7,1
m; skel; c&s hyoid,1
m; sv 51.6; c&s,2
"larvae, stage 31, sv 11.2 tl 19.4; c&s",1
f; sv 27.5; c&s,2
m; sv 38.7; c&s,3
sv 34.5;  + ser-sec 4th right toe,1
c&s m; sv 44.1,1
ff,2
not,29
mostly male,3
general climate,20
rather,1
2 male; 2 female,2
mature male in spawning condition,1
m; sv 23.4; c&s,1
c&s; m;,1
f; sv 59.6; c&s,1
f; sv 119.5; skel,1
skin removed,12
m; sv 61; skel,1
f; sv 52.5; c&s;  + skull,1
1 fledging,1
adult female? checked,1
"females,female",5
male 1; female 2,1
egg,18
"stage 52, sv 30.55; c&s",1
60 hr larvae,1
f; sv 22.6; c&s,1
age 50 days,2
subadult,3
on,3
female (73);male (78),1
01.02.2002,1
4m,1
characteristics. photographed.,2
20 juv,1
+ head,2
c&s f; sv 21.4,1
7 juv,1
f; skin only;  + skel,5
stage vi; c&s,11
behav. context,14
f; sv 30.34; c&s,1
f; skel  + eggs,1
sv 32.0; c&s,1
m; sv 55.0; c&s,2
f; sv 67.1; skel,1
tl 1525  t 256,1
"m; tl 1520 , t 235",1
"larvae, stage 40, sv 23.5 tl 54.1; c&s",1
f; skel wet,1
"f; sv 74.9; skel; c&s hyoid, pec girdle",1
f; sv 29.9; c&s,2
f; sv 20.9; c&s,3
`,3
b,2
female with large ovaries with small (0.7-0.8 mm) tightly packed eggs,1
m; sv 46.7  + ser-sec 4th right toe,1
m;  + ser-sec testis,4
"hyoid , pectoral girdle removed",3
sv 41; c&s,2
stage iv; c&s,8
caught,1
age 56 days,1
f; sv 53.5; skel,1
fm,1
f; sv 27.2; c&s,1
"f; tl 1970 , t 275",1
m; tl 1490 t 224; skel,1
"larvae, stage 41, sv 21.0; c&s",1
"larvae, stage 42, sv 21.4 tl 54.4; c&s",1
"larvae, stage 58, sv 22.3",1
ser-sec embryo,2
m; sv 58.5; skel,1
m; sv 17.9; c&s,1
m; sv 68.0; c&s,1
male/female,7
1adult,1
14f + 8m,1
m; sv 66.0; c&s;  + skull,1
10 day larvae,1
jv.,2
f; plus embryos,1
slight,1
20 adults,2
organs removed,2
1m + 3f,2
9f + 1m,1
m; sv 82.0; c&s;  + skull,2
"f; tl 1566 , t 237",1
"larvae, stage 58",1
"larvae, day 11",1
m; sv 29.9; c&s;  + skin & guts,1
m; sv 55.0 ; skel,2
"f; , ser-sec skull",2
m; sv 61.7; c&s,1
m; sv 72.5; c&s;  + skull,1
m; sv 48.6; c&s,3
m; sv 45.6; c&s,2
m; sv 48.1; c&s  + gut,1
c&s feet;  + ser-sec vert col,2
significant degradation,1
m; sv 19.8; c&s,1
likely,6
6 adults,5
female;few eggs,1
ripe female-eggs removed,1
female 2,2
female male,1
f; sv 54.1; c&s,1
m; sv 22.6; c&s,1
f; sv 26.0; c&s,2
m; sv 46.8 ; skel,1
males and females,10
"larvae, day 23",1
stage 43 larvae; sv 27.2 tl 62.3; c&s,1
"male, 16.8 mm sl; female, 14.5 mm sl",1
3f + 5m,1
"m; skel,shell",2
m; sv 29.8; c&s,1
f; sv 17.4; c&s,1
m; sv 38.5; c&s,3
f; sv 75.1;  + skull,1
"m; skel, skull",4
c&s + skull +skin,3
"m; sv 46.7,ser-sec 4th right toe",1
m; sv 48.9 ; skel,1
f; sv 20.6  + ser-sec vert col,1
sv 90; c&s,1
f; sv 63.9; skel,1
adult? internal notes,1
2500,1
f; sv 96.8; c&s,1
"f; with 26 + 11 eggs; tl 1735, t 230",1
two large males,1
female (2),1
3 egg masses,1
f; sv 29.6; c&s,1
f; sv 35.9; c&s,1
c&s f; sv 18.9,2
f; sv 32.5; c&s,1
"larvae, stage 46, sv 17.7; c&s",1
rotten,1
juvs,3
"m; sv 70.1, ser-sec 4th right toe",1
1m + 4f,1
m; sv 21.3; c&s,1
m; sv 121.0; c&s;  + skull,1
m; sv 63.4 ; skel   + hyoid; c&s,1
"skel, skull, vertebrae",4
possible,2
female full of eggs,5
f; sv 29.7; c&s,1
f; sv 47.3; c&s,1
m; sv 64.9; c&s,2
c&s f; sv 67.3,1
sv 27.0; c&s,1
male | indeterminable,2
20 f + m,1
"+ skull, hemipenes",1
f; sv 124.0; skel,2
10091,2
original data tag on fish specifies sex as female.,2
m; sv 35.0; c&s,3
f; tl 1323 + 153,1
m; sv 54.2; c&s,1
ripe males,1
m; sv 21.2; c&s,3
"larvae, stage 41, sv 13.2, tl 38.0; c&s",1
m; sv 52.3; skel,1
m; sv 41.9; c&s,1
sv 47.0; c&s,1
it. 7,1
winter,2
m; sv 61.; skel,1
4 male,2
c&s f; sv 24.8,1
"1 f, 4 m",1
27 day larvae,1
sv 43; c&s,1
sv 31; c&s,2
5,8
"3 males, 1 female with eggs",1
m; sv 49.5; c&s,1
m; sv 24.3; c&s,1
"larvae, stage 42, sv 14.3, tl 36.7; c&s",1
m; sv 83.0; c&s,1
stage 32 larvae,1
"m; larvae, stage 46, sv 17.4; c&s",1
"f; tl 1712 , t 266 , 11 embryos",1
m; tl 1824 + 370,1
season,1
"larvae; c&s, stage 31",1
f; sv 24.3; c&s  + skin,1
m; sv 16.3; c&s,1
f; sv 20.0; c&s;  + skin,1
c&s. organs on shelf,2
"juv, sv 53.0; skel",1
f; sv 35.1; c&s,1
ma,1
m; sv 23.1; c&s,1
sv 40,1
original data specifies #603 as female,1
presumably male,1
male/female male,1
c&s m sv 53.1,1
m; sv 14.0; c&s,1
juv; c&s; sv 26.7,1
c&s f; sv 30.7,1
8 day larvae,1
f; sv 32.4,1
c&s f; sv 20.9,1
f; scute,1
f; sv 64.3; skel,1
female possible,1
nestling.,1
wing,1
1 male; 2 female,2
shell + skel,1
stage 34 larvae; sv 19.3 tl 37.2; c&s,1
tissue specimens are female,1
tag tied to fish specifies sex is female.,2
f; sv 79.5 ; skel,1
m; sv 44.1; c&s,1
m; sv 117.0; skel,1
sv 41.0; c&s,1
illegible,1
stage 46 larvae; sv 22.1; c&s,1
f; sv 75.2; c&s,1
male; female; male,1
sv 46.1; c&s,1
3 wk larvae,1
"m; tl 1720 , t 273",1
"larvae, stage 38, sv 20.1 tl 51.2; c&s",1
"larvae, stage 26, sv 20.2; c&s",1
07989,2
1 female?,1
5m+2f+1j,1
4m + 5f,1
f; sv 58.5; c&s;  + skull,1
f; sv 70.5; c&s;  + skull,1
f; sv 15.9; c&s;  + skin,1
f; sv 23.6; c&s  + skin,1
m; sv 20.1; c&s  + skin,1
f; sv 83.1; c&s,1
f; sv 40.5; c&s,1
f; sv 26.3; c&s,1
f; sv 21.8; c&s,1
m; sv 28.3; c&s,1
tl 2172,1
cover den,1
of leopard...  46,1
male cuckolders,1
f; sv 54; c&s,2
"larvae, stage 33, sv 35.1; c&s",1
"eggs, missing 25 aug 95",1
f; sv 57.4; skel,1
sub,1
large one male,1
female full of ripe eggs,1
male ?; male,1
f; c&s  + ser-sec vert col,1
"m; 1645 , 266",1
m; sv 30.2; c&s,1
female plumaged immature?,1
35,1
frozen specimen is female,1
male  m,2
"f; with eggs, sv 44.9; c&s",1
sv 78.3 f; skel; c&s hyoid pectoral,1
f;skel,1
locality,1
4 immature,1
f; sv 55.0; c&s;  + skull,1
"larvae, stage 46, sv 18.2; c&s",1
on label,1
f; sv 28.0; c&s,1
m; sv 47.4; c&s,1
f; sv 116.5; skel,1
f; sv 20.7; c&s,1
stage 26 larvae,1
"11 f, 1 m",1
symbol,1
stage 45 larvae; sv  33.2 tl 42.0; c&s,1
"male, small testes present",1
1 female mature with eggs,1
f; sv 63.5; c&s,1
not det.,1
sv 73; c&s,1
m; sv 47.6; c&s,1
"stage 44, tl  9.8; c&s",1
m; sv 56.0; c&s,1
measurements etc,1
the associates,1
sv 26.5,1
"larvae, stage 36, sv 19.0 tl 44.5; c&s",1
hanging,1
stage 41 larvae; sv 22.7 tl 52.4; c&s,1
original data specifies sex as male,1
may,1
"larvae, stage 37, sv 37.7; c&s",1
necropsied starved,1
m; sv 96.0; skel,1
tl 196,1
f; sv 19.8; c&s  + skin,1
"c&s f, sv 35.1",1
f; sv 30.1; c&s,1
230,1
foraging,1
1f+1m+1?,1
f; sv 61.5; c&s;  + skull,1
f; sv 23.1; c&s,1
m; sv 48.4; c&s,1
f; sv 63; skel,1
f; sv 48.1; c&s,1
f; tl 1636 . t 130,1
m; tl 1716 + 220,1
spoiled,1
female plumaged,1
bill like m,1
holotype of anolis duellmani,1
m; sv 20.2; c&s,1
f; juv; sv 33.7; c&s,1
c&s; sv 47.5,1
"tl 1680 , t 238",1
m; sv 101.0; c&s,1
m; sv 59.1; c&s,1
f; sv 24.8; c&s;  + skin,1
"larvae, stage 39, sv 29.4; c&s",1
"juv, sv 49.0; skel",1
f; sv 74.2; c&s,1
"m; tl 1434 , t 222",1
"f; tl 1559 , t 70 +  , 6  +  8 embryos",1
m; sv 64.70; c&s,1
