typeStatus,reps
"""voucher of <a href=""http://arctos.database.museum/name/Ursus arctos"">Ursus arctos</a> in <a href=""http://arctos.database.museum/publication/10005448"">Miller et al. 2006</a>; voucher of <a href=""http://arctos.database.museum/name/Ursus arctos"">Ursus arctos</a>, page 927 in <a href=""http://arctos.database.museum/publication/10005449"">Jacoby et al. 1999</a>""",1
"""basis of illustration of Merriamosauria, page 2 in <a href=""http://arctos.database.museum/publication/10007036"">Druckenmiller et al. 2014</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Pseudoeurycea juarezi"">Pseudoeurycea juarezi</a>, page 1 in <a href=""http://arctos.database.museum/publication/10000056"">Regal 1966</a>""",3
"""holotype of <a href=""http://arctos.database.museum/name/Eumeces gilberti placerensis"">Eumeces gilberti placerensis</a>, page 101 in <a href=""http://arctos.database.museum/publication/10000107"">Rodgers 1944</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Batrachoseps bramei"">Batrachoseps bramei</a>, page 8 in <a href=""http://arctos.database.museum/publication/10006325"">Jockusch et al., 2012</a>""",20
"""paratype of <a href=""http://arctos.database.museum/name/Pseudobunocephalus lundbergi"">Pseudobunocephalus lundbergi</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Kneria paucisquamata"">Kneria paucisquamata</a>, page 298 in <a href=""http://arctos.database.museum/publication/10007015"">Near et al. 2014</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Phyllotis wolffsohni"">Phyllotis wolffsohni</a>, page 589 in <a href=""http://arctos.database.museum/publication/10004441"">Steppan 1998</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a> in <a href=""http://arctos.database.museum/publication/1000062"">Dragoo et al. 2006</a>; voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a>, page 55 in <a href=""http://arctos.database.museum/publication/10006489"">Kalkvik et al. 2012</a>""",9
"""voucher of <a href=""http://arctos.database.museum/name/Neotamias cinereicollis"">Neotamias cinereicollis</a>, page 152 in <a href=""http://arctos.database.museum/publication/10004426"">Banbury and Spicer 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias cinereicollis"">Tamias cinereicollis</a>, page 150 in <a href=""http://arctos.database.museum/publication/10004424"">Piaggio and Spicer 2000</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias cinereicollis"">Tamias cinereicollis</a>, page 336 in <a href=""http://arctos.database.museum/publication/10004425"">Piaggio and Spicer 2001</a>""",2
"""host voucher of <a href=""http://arctos.database.museum/name/Carollia perspicillata"">Carollia perspicillata</a>, page 782 in <a href=""http://arctos.database.museum/publication/10004862"">Notarnicola et al. 2010</a>""",29
"""host voucher of <a href=""http://arctos.database.museum/name/Carollia"">Carollia</a>, page 782 in <a href=""http://arctos.database.museum/publication/10004862"">Notarnicola et al. 2010</a>""",10
"""voucher of <a href=""http://arctos.database.museum/name/Dromiciops gliroides"">Dromiciops gliroides</a>, page 4 in <a href=""http://arctos.database.museum/publication/10005409"">Himes et al. 2008</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a>, page 676 in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a> in <a href=""http://arctos.database.museum/publication/10006719"">Hope et al. 2013</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",8
"""voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 1230 in <a href=""http://arctos.database.museum/publication/83"">Demboski and Cook 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 225 in <a href=""http://arctos.database.museum/publication/43"">Cook et al. 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Eumetopias jubatus"">Eumetopias jubatus</a>, page 106 in <a href=""http://arctos.database.museum/publication/177"">Brunner et al. 2004</a>""",7
"""holotype of <a href=""http://arctos.database.museum/name/Passerella iliaca swarthi"">Passerella iliaca swarthi</a>, page 364 in <a href=""http://arctos.database.museum/publication/10000407"">Selander 1951</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Philautus abditus"">Philautus abditus</a>, page 26 in <a href=""http://arctos.database.museum/publication/10001763"">Inger et al. 1999</a>""",5
"""paratopotype of <a href=""http://arctos.database.museum/name/Rana attigua"">Rana attigua</a>, page 14 in <a href=""http://arctos.database.museum/publication/10001763"">Inger et al. 1999</a>""",7
"""voucher of <a href=""http://arctos.database.museum/name/Anolis carolinensis"">Anolis carolinensis</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007218"">Hykin et al. 2015</a>""",2
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys bottae vescus"">Thomomys bottae vescus</a>, page 389 in <a href=""http://arctos.database.museum/publication/10000246"">Hall 1935</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Heteromys oresterus"">Heteromys oresterus</a>, page 38 in <a href=""http://arctos.database.museum/publication/10005416"">Anderson and Timm 2006</a>; voucher of <a href=""http://arctos.database.museum/name/Heteromys oresterus"">Heteromys oresterus</a>, page 930 in <a href=""http://arctos.database.museum/publication/10006300"">Rogers and González 2010</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Chrysochloris asiatica asiatica"">Chrysochloris asiatica asiatica</a>, page 394 in <a href=""http://arctos.database.museum/publication/10006587"">Snyder et al. 2012</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Mustela erminea muricus"">Mustela erminea muricus</a>, page 907 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Myotis occultus"">Myotis occultus</a>, page 395 in <a href=""http://arctos.database.museum/publication/1000040"">Piaggio et al. 2002</a>""",8
"""basis of illustration of <a href=""http://arctos.database.museum/name/Bison"">Bison</a>, page 8 in <a href=""http://arctos.database.museum/publication/10006482"">Shapiro et al. 2004</a>; basis of illustration of <a href=""http://arctos.database.museum/name/Bison"">Bison</a> in <a href=""http://arctos.database.museum/publication/10006666"">Mann et al. 2013</a>""",6
Paralectotype; Paralectotype,10
Cotype?,10
"HOLOTYPE OF INDICATOR PROPINQUUS, FRIEDMANN, H. 1943. A NEW HONEY-GUIDE FROM CAMEROON. J. WASH. ACAD. SCI., 249-250. PAGE 250, PUBLISHED 15 AUGUST 1943.",1
TOPOTYPE OF FERMINIA CERVERAI BARBOUR,1
PARATOPOTYPE OF TROGLODYTES SOLITARIUS TODD,2
"PARATYPE OF DESMOGNATHUS FUSCUS WELTERI, BARBOUR, 1950, COPEIA:277",16
"Paratype of Caprimulgus meesi (Sangster & Rozendaal, 2004)",1
Holotype of Sommeromys macrorhinus,1
Holotype of Herpestes javanicus ((Geoffroy Saint-Hilaire)),1
Holotype of Thomasomys cinereiventer dispar,1
Holotype of Orthogeomys cherriei,1
"Holotype of Artibeus concolor (Peters, 1865)",1
Holotype of Oligoryzomys eliurus (Wagner),1
HOLOTYPE OF HYLA WRIGHTORUM,1
PARATYPE OF ENYGRUS CARINATUS PAULSONI,8
PARATYPE OF SIREN INTERMEDIA NETTINGI,4
PARATYPE OF UTA TAYLORI,1
HOLOTYPE OF CNEMIDOPHORUS ANGUSTICEPS PETENENSIS,1
PARATOPOTYPE OF SCELOPORUS UNDULATUS VIRGATUS,2
PARATOPOTYPES OF SCELOPORUS UNDULATUS VIRGATUS,2
"""voucher of <a href=""http://arctos.database.museum/name/Podarcis atrata"">Podarcis atrata</a>, page 256 in <a href=""http://arctos.database.museum/publication/10004311"">Busack et al. 2005</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Percina lenticula"">Percina lenticula</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cynopterus brachyotis"">Cynopterus brachyotis</a>, page 477 in <a href=""http://arctos.database.museum/publication/10004354"">Campbell et al. 2007</a>""",11
"""voucher of <a href=""http://arctos.database.museum/name/Meriones meridianus"">Meriones meridianus</a>, page 23 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",5
holotype; holotype; holotype; holotype; holotype,3
Figured; Cited,3
"""voucher of <a href=""http://arctos.database.museum/name/Empidonax oberholseri"">Empidonax oberholseri</a>, page 359 in <a href=""http://arctos.database.museum/publication/10006359"">Moore 1940</a>""",12
"""holotype of <a href=""http://arctos.database.museum/name/Empidonax albigularis subtilis"">Empidonax albigularis subtilis</a>, page 381 in <a href=""http://arctos.database.museum/publication/10006359"">Moore 1940</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Callipepla gambelii"">Callipepla gambelii</a>, page 28 in <a href=""http://arctos.database.museum/publication/10006368"">Moore 1937</a>""",3
"""paratopotype of <a href=""http://arctos.database.museum/name/Aimophila ruficeps pallidissima"">Aimophila ruficeps pallidissima</a> in <a href=""http://arctos.database.museum/publication/10006386"">Hardy and Webber 1975</a>""",4
"""basis of illustration of <a href=""http://arctos.database.museum/name/Bison priscus"">Bison priscus</a>, page 13 in <a href=""http://arctos.database.museum/publication/10006482"">Shapiro et al. 2004</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Percina notogramma"">Percina notogramma</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",4
"""paratype of <a href=""http://arctos.database.museum/name/Chiloglanis orthodontus"">Chiloglanis orthodontus</a>, page 13 in <a href=""http://arctos.database.museum/publication/10006805"">Friel and Vigliotta 2011</a>""",2
"""symbiotype of <a href=""http://arctos.database.museum/name/Akodon fumeus"">Akodon fumeus</a>, page 54 in <a href=""http://arctos.database.museum/publication/1000088"">Gardner 2002</a>""",13
"""voucher of <a href=""http://arctos.database.museum/name/Ctenomys boliviensis"">Ctenomys boliviensis</a>, page 4 in <a href=""http://arctos.database.museum/publication/10004541"">Gardner and Anderson 2001</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Bolomys lasiurus"">Bolomys lasiurus</a>, page 17 in <a href=""http://arctos.database.museum/publication/1000010"">Olds et al. 1987</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus"">Microtus longicaudus</a>, page 583 in <a href=""http://arctos.database.museum/publication/10006319"">Spaeth et al. 2009</a>""",7
"""voucher of <a href=""http://arctos.database.museum/name/Gulo gulo luteus"">Gulo gulo luteus</a>, page 2171 in <a href=""http://arctos.database.museum/publication/10006321"">SCHWARTZ et al. 2007</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Clethrionomys gapperi"">Clethrionomys gapperi</a>, page 228 in <a href=""http://arctos.database.museum/publication/102"">Kucera et al. 2001</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Sorex yukonicus"">Sorex yukonicus</a>, page 814 in <a href=""http://arctos.database.museum/publication/1"">Dokuchaev 1997</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex yukonicus"">Sorex yukonicus</a>, page 1056 in <a href=""http://arctos.database.museum/publication/10004875"">Hope et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex yukonicus"">Sorex yukonicus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus"">Glaucomys sabrinus</a>, page 225 in <a href=""http://arctos.database.museum/publication/43"">Cook et al. 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus"">Glaucomys sabrinus</a>, page 284 in <a href=""http://arctos.database.museum/publication/82"">Bidlack and Cook 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus"">Glaucomys sabrinus</a>, page 257 in <a href=""http://arctos.database.museum/publication/10004392"">Bidlack and Cook 2002</a>; voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus"">Glaucomys sabrinus</a>, page 656 in <a href=""http://arctos.database.museum/publication/10005402"">Kerhoulas and Arbogast 2010</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Lepus europaeus"">Lepus europaeus</a>, page 214 in <a href=""http://arctos.database.museum/publication/127"">Halanych et al. 1999</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Myodes rutilus albiventer"">Myodes rutilus albiventer</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",12
"""holotype of <a href=""http://arctos.database.museum/name/Vireo gilvus victoriae"">Vireo gilvus victoriae</a>, page 255 in <a href=""http://arctos.database.museum/publication/10000415"">Sibley 1940</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Melospiza coronatorum"">Melospiza coronatorum</a>, page 34 in <a href=""http://arctos.database.museum/publication/10000149"">Grinnell 1903</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa helmrichi"">Bolitoglossa helmrichi</a>, page 525 in <a href=""http://arctos.database.museum/publication/10006339"">Rovito et al. 2010</a>""",30
"""holotype of <a href=""http://arctos.database.museum/name/Typhlops adamsi"">Typhlops adamsi</a>, page 64 in <a href=""http://arctos.database.museum/publication/10000309"">Tanner 1951</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Batrachoseps gavilanensis"">Batrachoseps gavilanensis</a>, page 69 in <a href=""http://arctos.database.museum/publication/10001787"">Jockusch et al. 2001</a>""",19
"""paratype of <a href=""http://arctos.database.museum/name/Abronia martindelcampoi"">Abronia martindelcampoi</a>, page 527 in <a href=""http://arctos.database.museum/publication/10002464"">Flores-Villela and Sánchez-H. 2003</a>""",5
"""holotype of <a href=""http://arctos.database.museum/name/Ensatina eschscholtzii picta"">Ensatina eschscholtzii picta</a>, page 425 in <a href=""http://arctos.database.museum/publication/10000094"">Wood 1940</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Antilocapra americana americana"">Antilocapra americana americana</a>, page 3 in <a href=""http://arctos.database.museum/publication/10005498"">Davis et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus latus"">Microtus longicaudus latus</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",9
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma cinerea occidentalis"">Neotoma cinerea occidentalis</a> in <a href=""http://arctos.database.museum/publication/10006618"">Cordero and Epps 2012.</a>""",23
"""holotype of <a href=""http://arctos.database.museum/name/Dipodomys merriami vulcani"">Dipodomys merriami vulcani</a>, page 181 in <a href=""http://arctos.database.museum/publication/10000212"">Benson 1934</a>""",1
"PARATYPE OF ANOLIS BALEATUS MULTISTRUPPUS, SCHWARTZ, 1974, BULL. MUS. COMP. SOOL., 146:121",6
"PARATYPE OF SPHAERODACTYLUS DIFFICILIS DIOLENIUS, SCHWARTZ, 1983, BULL. CARN. MUS. NAT. HIST. (22):19",8
"PARATYPE OF SIREN INTERMEDIA NETTINGI, GOIN, 1942, ANN. CARNEGIE MUS., 29:211",19
"HOLOTYPE OF IODOPLEURA ISABELLAE PARAENSIS, TODD, W. E. C. 1950. CRITICAL NOTES ON THE COTINGAS. PROC. BIOL. SOC. WASH., 5-8. PAGE 6, PUBLISHED 26 APRIL 1950.",1
TOPOTYPE OF MOMOTUS MOMOTA SIMPLEX CHAPMANI,1
"HOLOTYPE OF METALLURA TYRIANTHINA OREOPOLA, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 174, PUBLISHED 8 AUGUST 1913.",1
TOPOTYPE OF TANAGRA RUFIVENTER SPIX,24
