continent	reps
Central America, Caribbean Sea	2
Chorro Creek	7
Cispus River	4
Cloverleaf Lakes	11
Cole Creek	3
Corte Madera Creek	4
Cumberland R.	9
Deer Lake	67
Eastern Central Atlantic	1
Four Mile Creek	18
Gara River	5
Gila River	2
Hauraki Gulf	5
Hell's Branch Creek	3
Hiwasa-gawa River>unknown  irrigation channel	1
Hodgepole Creek	2
Hollow Rock Run	1
Holston River	4
Ichuaway River	18
Ikeura Bay	61
Iu-gawa River	2
Kaskaskia River	308
Klamath Lake	21
Kumo-gawa River(<Kitagawauchidani-gawa River<Hiwasa-gawa River)	7
L. Saroma	1
LaMoine River	57
Lake Alice	15
Lake Barnett	1
Lake Biwa, Inukami-gawa River	1
Lake Cootharaba	1
Lake Tohopekaliga	1
Lamington River	4
Little Fox River	2
Little Vermilion River	101
Lockers Creek	1
MOKELER CREEK	1
Mie-gawa River(<No-gawa River)	1
Misumi-gawa River	4
Mugi-gawa River	22
NW Pacific O.	5144
No Business Creek	3
Nogawa River	20
Nord Amerika	289
North Hicks Branch	8
Nymph lake	1
Ocoee River	4
Off Erimo	10
Off Itoman	3
Off Iwate	1
Off Tokimae	1
Ohte-gawa River	11
Opposum Creek	1
Pacific coast	1267
Pariat River	2
Qunios River	1
R.Taharagawa	4
Ray Brook	11
S C of Belly River	2
Sagami Bay  Off Arasaki	2
Salamon River	2
Seabury Creek	2
Seven Falls Creek	6
Shavers Fork of the Cheat River	4
Shinja-ike	5
Silvies River	1
Sin Pen.	1
Tachibana-gawa River(<Iyoki-gawa River)	5
Tanabe Bay  Off Sakai	1
Tapeata Creek (Tapeats Creek)	4
Tar River	1
Tohda-gawa River	1
Traggerty  River	2
Tributary Shadow Brook	1
Tsushima Channel	1
Tuolumne River	2
Unnamed trib of Rock R	2
Urai-gawa River ?	10
Vermilion River	148
WEST FORK	1
Yongam-river,  Yongsan-river sys	3
midstream of Shimanto-gawa River	7
off Kuroshima I.	3
small (artificial?) creek	1
tributary North Long Creek	1
África/Índico	112
(<Akui-gawa River)	2
AfricaLake Naivasha	10
AmÃ©rica	101
Atlanic Ocean	1
Bay Creek	29
Billings Creek	14
Bradshaw  Creek	7
Celebes Sea	3
Clarks Fork River	7
Clay Brook	3
Combs Branch	10
Confluence of Bear Creek and Holder Creek	1
Coosa Cr.	2
County Ditch #1	8
Cranesnest Creek	3
DeSous Lake	1
Deep Creek, tributary Mojave River	8
East off Kuroshima Island	1
Eastern China Sea	5
Frenchman Creek	1
Funadotani-gawa River(<Akui-gawa River<Yoshino-gawa River)	8
Gall River	2
Haji-gawa River (<Yura-gawa River)	4
Hop Brook	1
Hutchinson Cr.	7
James Bay	15
Japan Sea N34.47.6,E130.37.1,113-118mDp.	1
Johnson Cr.	1
Kakogawa river	1
Kamimozukoshi-ike Pond	1
Kushida-gawa River	2
Laguna Superior de Juchitan	16
Lake Nyassa	1
Lake Wawbee	1
Little Harpeth River	3
Little North Fork of White Oak Creek	1
Little PIgeon River	7
Little Paint Creek	2
Little Walker Creek	6
Long Creek	24
Lost Bridge, White River	19
Marie Bay	1
Moraine Lake	19
Nameshi-gawa River(<Urakami-gawa River)	1
North Branch Elkhart River	2
Néarctique	411
Ochlockonee River	7
Off Hinomizaki, Mihama(Marine)	2
Off Kabashima	6
Off Makurazaki-shi	1
Off Okujiri Isl.	1
Off Otani	7
Off Sakai, Minabe	1
Off Shimoda	4
Off Tanabecho	1
Piseco Lake	2
Pond of Nagashima Station, Kagoshima University Fisheries, Usui(Marine)	6
Potter Creek	6
Rich Creek	1
Rifle River	87
River Styx	3
River aux Vases	26
Rock Creek near mouth of Fall Creek	2
Shizuma-gawa River>Shinohara-gawa River	3
Smith Lake	84
Soldier Creek	2
Sorrel Horse Camp Spring	11
Sylvan Lake	2
Tago-gawa River	4
Takatsu River system	3
Tomyhoy Lake,	1
Toyama Bay?	13
Tributary, Diversion Canal	1
Tuluagak Creek	1
Upper Twin Creek	1
Ute Creek	1
Wabash Creek	1
West Branch of Hog Town Creek	1
West Camp Creek	1
West Fork Richland Creek	1
West off Goto Islands(Marine)	1
White Water Creek	6
Wonder Lake	3
[Piscataqua] River	2
below mouth of Elkhorn Creek	1
large clear creek	1
spring-fed pond	2
1,5km au Nord Ouest d'Antsaravy"	2
Agikawa Dam	1
Ao-gawa River	2
Armbrust Pond	1
Ashihama Pond	1
Asien NÖ	1
Astray Lake	21
Australia (Oceania)	90585
Baia da Ribeirinha	4
Big Slough Drainage Ditch	4
Big Swan Creek	4
Blue Joint Drainage Ditch	2
Cantabrico-Atlántico	5
Carp   Lake	1
Cat-tail Bog	25
Clear Cr. [not found]	1
County Ditch #2	11
Cow House Creek	1
Daisey Creek	1
Danaher Creek	19
Dogakuji Basin	1
East Branch Embarass River	3
East Indies	7648
East River	12
Ecofina River	41
Encofina River	1
Fish Hatchery Pond	3
Flemington Creek	3
Fry Creek Tributary	1
Fukuyoshi Bay	2
Gore Creek	1
Greenbrier River	4
Hashikure-gawa River	1
Hatchet Creek	4
Hatsuo-gawa River<Sumoto-gawa River	1
Hiji-gawa River(<Oda-gawa River<Yoshino-gawa River)	3
Hirowatari-gawa River	1
Honshu	15
INDIAN OCEAN	2
Ioki-gawa River	3
Jarvis Bay	1
Kamiya-gawa River(<Ashida-gawa River)	7
Kaneohe Bay	18
Kannonji-gawa River	2
Kinokawa River	9
Kiuchi River	2
Kiyo-gawa River(<Hekirechi-gawa River)	2
Kyomaru-gawa River(<Ashida-gawa River)	2
La Honda Creek	3
Lake Abant	21
Lake Pittsburg	3
Le Moine Creek	5
Lower stream of Takeno River, Fukakubo, Nakatane, Tanega-shima Island(Freshwater)	4
McCann Spring	14
Miya-gawa RiverUchitani-gawa River	1
Mormon Spring	5
Mouth of Lusk Creek	59
NW Atlantic	10387
Nestor Falls	1
North Atlantic, Europe	5
North Branch Root River	73
North Indian Ocean  Bengal Bay	1
Off Kakogawa	1
Off Mindelo	1
Off Ushu, Uchiura Bay	2
Off W coast of Sakurajima Isl.	3
Off southwest coast of Yoron Island(Marine)	119
Ohbaku-gawa River(<Katsuura-gawa River)	6
Osaka Bay, off Higashitarumi	12
Pacifique	5
Pff Hayama -15m	1
Pippen Lake	1
Rainy River	1
Rio Mante	1
SUR AMÉRICA	167550
Sangre de Cristo Creek	57
Shark Bay	6
Shioda-gawa River	1
Shukugawa River mouth	1
South America - Neotropics / Central America - Neotropics	7
South Fork Sangamon River	2
South Fork of Caddo River	10
South Fork of Kaweah River	1
South Ore Creek	6
Spring Branch	5
Stout's Creek	19
Takahashi-gawa River	12
Todd Fork	23
Tributary Wooden Valley Creek	1
Troublesome Creek	20
Uenokae-gawa River	20
Uji-gawa River	1
Unnamed Tributary Cedar Creek	13
Unnamed trib. Cache River	2
Upper Truckee River	5
W. Creek	4
Waterton Lake	1
Wesseln Cut	10
Yamada River, Kominato(Estuaries)	10
Yodomi, Sagami Bay	2
Yoshino-gawa River System,  Anauchi-gawa River	3
nr. Emerald Lake	8
tributary Big Hollow Creek	2
"Madagascar, Toamasina, Brickaville,  Amboditavolo"	2
"Madagascar, Toliary"	2
"Madagascar, Toliary, Entre Amboasary et Ranomainty"	2
AfricaAtlantic Ocean	3
Ariake Inlandsea	1
Ash Creek	2
Australasie	310
Backwater of Wallace Branch	2
Baia de Port-au-Prince	1
Barro Colorado Island	4
Big Thompson River	54
Cache LaPoudre	5
Carribean Sea; North Atlantic Ocean	1
Chattooga River	17
Chilatchee Creek	2
Clearwater River	7
Curtail Creek	2
Drury Creek	15
Flathead Lake	15
G Alpine Creek	5
Gibraltar	1
Gnat Creek	3
Gulf of California, Pacific	1
Hage-gawa River(<Niyodo-gawa River)	1
Hayes Creek	29
Helford River	1
Hells Branch Creek	3
Icy Brook	1
Ikizyak River	398
Indian Lake	13
Indian Ocean ?	1
Indigo Creek	10
Isadu-gawa River>Ikeuchi-gawa River	4
Issacs Creek	1
Jordan Creek	69
Kawauchi River, Uken, Amami-oshima Island(Freshwater)	12
Kings River	14
Kowa Bay	4
Lake Opinicon	14
Lake Touro	1
Little Cottonwood Creek	1
Long Canyon Creek	1
Mare Run	1
Market	824
Middle Branch Ontonagon River	31
Misasa-gawa River<Ohta-gawa River	1
Mitaki-gawa River(<Kurose-gawa River<Hiji-gawa River)	4
Mitani-gawa River(<Utebi-gawa River)	1
Moore Creek	2
Mukogawa River	57
N.W.Pacific	1759
Nadaragawa River mouth	1
Naka-gawa River>watercourse,  left bank of Naka-gawa River	2
Nassawango Creek	5
Near Panuco River	1
Nemura Bay	2
Neskowin Creek	1
Norton Mill Creek	17
Ocanía/Pacífico	5
Oceanic Islands	164
Off  Shio	10
Off Aoshima(Marine)	212
Off Cape Soya	2
Off Hinomisaki Cape, 38m deep	1
Off Isshki	1
Off Izumi(Marine)	1
Off Miho	1
Off Osezaki, Suruga Bay	1
Off Tosashimizu City 250m	1
Ohsawa-gawa River	1
Okefenokee Swamp	10
Okuike	15
Opposum Run	1
Pipe Creek	18
R. Pioneer	1
Reed Creek	12
Rio Oro	1
Rio Tolten	2
Spirit  Lake	2
St. John River	4
Tosa Bay?	5
Tributary Copperous Branch	3
Tributary Kentucky River	6
Tributary Litten Branch	18
Tributary Middle Fork Vermilion River	5
Tributary of Lago Gualletue	4
Turtle Creek	10
Unnamed tributary Catfish Creek	1
Unnamed tributaryHickory Grove Creek	1
WOLF CREEK	1
Wariishi-gawa River(Omogo-gawa River)	5
Warren Lake inflow 1	5
West Indies - Neotropics(?)	1
Winnebago Ditch	3
Yahagi-gawa River	1
Yaquina tributary	2
Yoshino-gawa River>Akui-gawa River>Iio-gawa River>Teratani-gawa River>unknown  watercourse	13
branch of Guyandot Creek	4
central Pacific	1
gravelly creek	1
small falls nr Indian Creek	1
tributary Sevenmile Creek	1
unknoun	1
unn. trib.  Irish Hollow Creek	8
watercourse<Shinike-gawa River	1
Afrika, västra	2
Ai-gawa River(<Hii-gawa River)	2
Aji-gawa River(<Ashida-gawa River)	1
Altamira	1
América/Pacífico Mexicano	207
Big Muddy River	76
Brothers Seamount, NZ	3
Burnt River	3
Cannon Creek [Outlet Fife Lake]	1
Cedar Bog	21
Chenango River	8
Connecticut River	4
Cowichan Lake	7
Cullasa River	4
E. Africa	526
Edson creek	8
Equador/eastern Pacific	1
Ester Creek	2
Green Creek	6
Haha-gawa River(<kaifu-gawa River)	2
Hickory Creek	12
Hiuchi-Nada Bay<Seto Inland Sea	24
Hunt Creek	45
Jamison Creek	3
Kawadana-gawa River	6
Kirihama-gawa River	5
Klne's Lake	1
Kumihama Bay	4
Lagoon of Islands	1
Lake Fork	25
Lake Highlands	1
Lake Mille Lacs	1
Laura River	1
Little  Rock Creek	2
Locket Meadow Tank	1
Main Ditch	23
Marsh of Obuchinuma	1
Masuda-gawa River>Hata-gawa River	1
McKittrick Creek	14
Middle Fork, Saline River	2
Milk R.	9
Miya-gawa River	6
Nanao-kita Bay	3
Natusara Stream	1
Neet Lake	1
Niyodo-gawa River>Tachibana-gawa River	2
North Branch Oconto River	8
North Sylamore Creek	2
Off Awase(Marine)	1
Off Brevard County	1
Off Hungnam	3
Off Oarai	1
Off Onnason	1
Off Shimomura Port, Furusato(Marine)	9
Ohe-gawa River	2
Okawa River(Estuaries)	1
Rocky Bottom Creek	1
Sacandasa River	1
Sado Channel 200-250m	1
Scioto Brush Creek	12
Smith Falls Creek	1
South Branch Phelps Creek	2
South Chickamauga Creek	4
South Fork Great Miami River	2
South Turkey Creek	1
Spray River	11
Sulphur Fork	6
Surface Creek	7
Tafu-gawa River(<Hanawatari-gawa River)	7
Takatsu River	2
Tanami-gawa River	3
Tate Branch Tallula R.	1
Tonda-gawa River	9
Tributary Maeystown Creek	1
Tributary Shoal Creek	1
Tsushima Strait	1
Tullamya River	1
Unnamed trib of Stillman Cr	2
Van Camper Creek	6
Verdigris Creek - East Branch	1
Visayas Isls.	6
West Fork	8
West Indies	226037
Western South Atlantic	2
Wheeling Creek	3
Wiskey Run or Cider Branch	2
[Ogden River]	17
[Tributary Dow Lake]	7
pond(<Yamadai-gawa River<Kinsei-gawa River)	4
upstream of Okamoto-gawa River	3
watercourse<Akui-gawa River	3
watercourse<Muya-cho	1
(<Kurametani-gawa River<Akui-gawa River<Yoshino-gawa River)	1
, America Meridionalis	1
7-8	21
ASIA	7061
Ai-kawa River(<Kaifu-gawa River Sys.)	14
América del sur	96
Animalia	1
Aradani-gawa River(<Shiihara-gawa River<Muromi-gawa River)	2
Asia/Pacific Ocean, Asia	39
Atantic	1
Atlantic Ocean	300616
Atlántico/Pacífico	2
Barry Creek	1
Beaver Creek Reservoir	5
Black Sturgeon River	2
Bocco Creek	5
Booger Swamp	2
Central AfricaCongo (Zaire) basin	1
Chipola River	3
Corea Creek	1
Desoto Falls	9
Douglas County, Oregon, United States	1
Downie Creek	6
Dual Springs near W springhead	3
E Fork Little Miami River	1
East Branch Ashtabula River	1
East Fork Shoal Creek	1
East Fork Todd Fork	2
Egeo.Mediterráneo	1
Fawn River	13
Four mile Creek?	1
Fox Lake	293
Futago-gawa River(<Aki-gawa River)	2
Great Brook	13
Haslam Creek	2
Haya-gawa River	2
Hicks Branch	51
Hope�s Creek	2
Indian Run Creek	7
Islands	2936
Kokudo-gawa River	5
Lake Isabella	1
Lake Norman	1
Las Huertas Creek	4
Lily River	2
Little Tennessee River	8
Lodge Park Pond	114
Marble Lake	7
Me-ike	10
Michikata-gawa River	1
Mukogawa river	2
Nash Creek	7
North America, Central America	1
North Branch Caesar Creek	5
Oceano Atlântico Sul	875
Off Akune(Marine)	8
Off Iwauchi -128m	1
Off Jogashima	12
Off Kashiwajima	2
Off Kii	1
Off Mukaishima Isl.	1
Off Terasaki, north coast of Yoron Island(Marine)	20
Off Yamagawa(Marine)	175
Oita Bay(Marine)	4
Okugata-gawa River> irrigation channel	8
Owens River	2
Perry River	1
Peru Trench	27
Peshtigo Brook	7
Prairie Creek	158
Pugh Creek	1
Rapid Creek	2
Red Ear Pond	5
Rick's Spring	7
Ruth Lake	1
S Fork Clear Creek	1
Santa Fe River	57
Seepage Areas	2
Sendai River(Freshwater)	7
Shimanto-gawa River>Matsuba-gawa River	1
So. Willow Creek	1
Soda Lake	2
Southeast off Tsurugizaki Cape	2
Spar Creek	2
Spillman Creek	2
Stream #1	14
Tamarack Creek	1
Tennessee River	6
Tkanedani-gawa River(<Akui-gawa River<Yoshino-gawa River)	1
Todd Lake	1
Tozaki Fishing Port, Ichikikushikino(Marine)	9
Tributary Bear Creek	13
Tributary Fish Creek	4
Unnamed trib Big Cr	1
Wayah Creek	3
West Branch Horse Creek	10
West Branch Sandy Creek	3
West Branch of Pine Creek	1
Wrights Creek	6
Yooh-gawa River	4
Zander Creek	10
[Grand River]	28
[Nettle Creek]	1
[Otter Tail River]	18
[Paint Creek]	1
branch of Forney Creek	1
irrigation channel<Ohzato-gawa River<Kaibe-gawa River	1
kaifu-gawa River>Haha-gawa River>Haha-gawa Riverold	2
mouth of Yoshino-gawa River (south bank)	1
right bank of mouth of Niyodo-gawa River	1
small sandy branch	1
tributary Elk Creek	2
tributary Ten Mile Creek	1
tributary of Hocking River	1
watercourse<Hoshikawachidani-gawa River<Sonose-gawa River	4
�frica	46
(<Tokachi-gawa River)	1
Abedani-gawa River(<Fukui-gawa River)	2
Ambon Bay	411
AmÈrica do Sul	22643
Ausable River	28
Auth Lake	1
Big Piney River	20
Black Creek	33
Caribbean, Caribbean Sea	1
Cowhouse Creek	4
Dana Fork Tuolumne River	10
East Branch Middle Fork Vermilion River	9
Engle Creek	4
Europe ?	114
Ford Canyon creek	1
Four mile Creek	1
Fukui-gawa River	32
Glade Creek	5
Golden Bay	1
Goodie Creek	1
Hamm Fork River	3
Hell Roaring Creek	1
Hosoda-gawa River	6
Illinois Bayou	2
Indian Camp Cr	1
Indonésie	1
Izumi-gawa River	15
Jakarta Sea	1
Koajiro Bay	26
Lake Dianshan	85
Lake Sapphire	1
Lawrence Creek	6
Long Hollow Creek	7
Merrit Creek	1
Mount Fork River	20
Mouth Nanaominami Bay	1
Mud Lake	14
Murder Creek	1
Murray Lake	11
Muskee Lake	2
Nagahama-gawa River	2
North Saugeen River	18
Nutrioso Creek	6
Odle (Odell) Creek	1
Off Osaki Fishing Port, Osaki, Nishinoomote, Tanega-shima Island(Marine)	1
Off Rikuzen	2
Off Sanrikucho Okirai Bay	1
Off Yokosuka  Tokyo Bay	1
Pacific Ocean, Asia	9
Piles Fork	3
Roanoke River	30
S Fork Saline River	9
Salt Lick Creek	1
Shadow Brook	1
Shannon Creek	3
Shaver Creek	16
Silver Stream	1
Snyder Creek	7
South Creek	194
Speel Creek	1
St Uron River	1
Stony River	7
Sumiyoshi Pond(Freshwater)	603
Sutton Creek	2
Tokyo Bay?	1
Toyogawa River	1
Tributary East Branch Middle Fork Vermillion River	1
Two Mile Creek	14
Upper Santa Anna River	2
Waterton lake	1
Webber Creek	2
West River	1
White Oak Run	4
Wild Rice River	2
Zuma Creek	3
[Gibbs Creek]	2
[Salt Marsh]	2
branch of Cass River	8
head Sacramento River	9
irrigation channel<Shishikui-gawa River	1
race paddy	2
tributary Rockhouse Creek	1
tributary Salt Fork Vermilion River	7
watercourse <old Yoshino-gawa River<Yoshino-gawa River	1
Índico	158
"Madagascar, Antsiranana, Antalaha,  Ambodimanga"	2
40 - Indian subcontinent	4
AfricaLake Liambezi	1
Amerique du Sud	131
Antàrtida	269
Asien, tropiska [hemland]	1
Atlantic ocean	650
Ayusawa-gawa River	1
Blooming Grove Creek	4
Boulder Lake	11
Bow River	13
Chagrin River	8
Chama River	2
Clearfork Mohican River	1
Coeur d'Alene River	4
Colin Lake	28
Como Creek	15
Conasauga River	5
Crabtree Creek	10
Daiyashikidani-gawa River(<Uchitani-gawa River<Yoshino-gawa River)	2
Draa-tal	4
East Branch Black River	2
East Fork of Stony Fork of Reed Creek	3
Fall Cr.	3
Flag Creek	1
Flat Branch Beaver Creek	2
Golfo de California	2
Grand Point Creek	3
Hino-gawa River(<Kuzu-gawa River)	2
Iio-gawa River	7
Kurahashigawa River	1
L. Tallapoosa River	1
Lac Gobeil	1
Lake Sagami-ko	4
Little Zigzag Creek	9
Locust Creek	1
Maditerráneo.Atlántico	1
Manila Bay	17
Manno Pond	1
Maranhão	1
Mediterráneo	1
Middle East	1706
Middle Fork Yuba River	5
Middle ForkVermilion River	3
Mill Branch of Buffalo Creek	2
Nagara River	78
Niabrara River	19
North Pacific Ocean	17200
Oahu Slope	1
Obama Bay	5
Off Miyakojima Isl.	1
Off Oki	14
Ohta River	2
Okushinike	4
Panay I.	127
Pecos River	76
Pleasant River	2
Provo River	45
River Ozernaja	1
Roaring River	2
Sara Lake	6
Seep of Otter Creek	12
Seventeen Mile Creek	9
Silver Lake	28
Skunk Creek	27
Sogagawa River	1
South Branch Au Sable River	5
Stoney  Creek	5
Suruga-Bay	4
Swannigan Branch	2
Syominato-gawa River	6
Takano River	2
Tamarack Swamp	2
Tatee-gawa River,  watercourse	1
Terry Creek	65
Tributary  of Pecatonica River	8
Tributary Chapel Lake	10
Tributary Coal Hollow Creek	6
Tributary Middle Fork Red River	5
Tributary Otter Creek (from Kindschis Spr.)	33
Tributary Sulfur Lick Creek	4
Ubaranai-gawa River	1
Unnamed trib of Rock Cr.	1
Unnamed tributary to Swan Branch	2
Upper Luckiamute River	1
Upper Three Runs Creek	41
Vietnam/western Pacific	6
Weber Spring	1
Wildcat Creek, tributary of Sandy River	16
Willow Branch	17
Yoshino-gawa River>Seihoji-gawa River	15
[Walter Candlers Lake]	4
off Nagasaki	3
small seep #1	2
the Mouth of Yamatogawa River	1
tributary Mud Creek	6
tributary of South Fork of Cumberland River	3
unnamed trib. Kickapoo Creek	1
watercourse(old Yoshino-gawa River<Yoshino-gawa River)	2
África/Meditérraneo, Atlántico	1
"Madagascar, Antsiranana, Antsiranana Rural,  Andohazompona"	2
"Madagascar, Toamasina, Fenoarivo-Est,  Tampolo"	4
2 fêmeas	1
42 - Malesia	1
AN	546
AmÈrica de Norte	8
Asia-Tropica	3
Asien S, tropiska [hemland]	1
Atl�ntico	1
BHCB	22
Bates Bog	1
Big Qualicum River	3
Boar Cr	3
Botany Bay	1
Buck Branch	1
Busu River	5
Cedar River	98
Central equatorial Pacific	1
City Creek	23
Cumberland  River	227
Diamond Lake	10
Dosun Bank	1
Dozan-gawa River,  Nakayama-gawa River	1
E Africa	25
EMBARRAS RIVER	2
East China Sea,	1
East Fork	2
East off Miyake Island	9
Elk Creek, Elk Lake	1
Europa, östra	1
Europa/Mediterráneo, Atlántico	199
Flag Lake	7
Flats Lake	4
Forest Pond Brook	3
Glacier Creek	27
Gougra River	1
Hawaii Islands	2
Hebaru-gawa River(<Yabe-gawa River)	8
Hiramatsu-gawa River	14
Homan Creek	1
Ichikawa River	68
Johnson Branch	1
Knife River	7
Kumho-river,  Naktong-river sys	8
Kushida River	3
Lac Mondor	8
Lake Agnes	8
Lake Tahoma	2
Little Chazy River	1
Little Comite	1
Little Kanawha River	1
Lost Cr	1
Madden Creek	1
Medium Creek	3
Middle Fork of Kaweah River	5
Midlothian Creek	1
Mimiura-gawa River	2
Mouth River	1
Naka-ike	3
North America; South America	1
North Henderson Creek	45
Off Huahine Isl.	1
Off Kinkasan	4
Off Nada	2
Off Nakagusukuhama Port(Marine)	1
Off shore Guiana	1
Onahu Creek	1
Opossum Run	10
Otter Cr	5
Pankenaigawa River	4
Pelican Lake	2
Pickeral Creek	1
R.Maruyamagawa	2
Russian River	20
Ryouga-ike	10
Sagami-wan	1
Sekinai-gawa River	1
Shavetail Creek	30
Sousya-gawa River	32
Southeast off Enoshima	1
Strong Creek	2
Sugarland Branch	3
Suzukushi River	36
TWO MILE SLOUGH	1
Tahlequan Creek	20
Taino-gawa River(<Sakura-gawa River)	3
Tributary Failing Lake	1
Tributary Goose Creek	1
Tributary Kickapoo Creek	7
Tributary Walnut Creek	2
Tributary of Brewster Creek	35
US-Kab-Wa-Ka River	5
Uchinoura Bay(Marine)	2
Uintah River	2
Ulcohatchee Creek	9
Vermilion Creek	1
Wabash Levee Ditch	2
Wadel Creek	1
Williamette River	1
Woodland pond	4
Yahagigawa River	1
Yahagihurukawa River	6
Yanagidani-gawa River(<Hitogakitani-gawa River<Higaidani-gawa River<Yoshino-gawa River)	1
[Kankakee River]	22
europeen	15
lac A l'lle	1
midstream of Kinose-gawa River	5
no-name	2
no-name River of Miyao	4
small seep #2	3
tributary  Red River (West Fork)	1
tributary Little River in Striped Hollow	3
tributary Spoon River	5
"Madagascar, Atsimo Andrefana, Morafeno"	2
(<Iburihashi-gawa River)	1
(<Nishino-gawa River)	5
(<Tonda-gawa River)	4
<Seto Inland Sea	1
Adams Creek	3
América de Sul	412
Antioch Creek	2
Arctic Seas	2
Au Train River	2
Australia	297968
Australian	25257
Big Sur	1
Burden Branch, Little Saline R	1
Cambridge Bay	3
Catlin Brook	2
Cedar Pond	4
Chickasawhatchee	2
Chilson Creek	1
Choshi River	23
Cumbria Lake	1
Deschutes Riverd	1
Dugout Creek	1
E off Enome	2
Finland	1
Gould Pond	3
Haw River	1
Hospital Creek	1
Ikekawa-gawa River(<Niyodo-gawa River)	5
Iwaidanigawa River	26
Jusso River (From Fish Farm to Sand-trap Dam) (Freshwater)	10
Kings Mill Creek	2
Kuwase-gawa River(<Yoshino-gawa River)	2
Kynoch Creek	1
Lake Cr	2
Lake Josephine	3
LeRoy Lake	7
Little Apple Creek	1
Localidade desconhecida	22
Lone Pine Creek	3
Lusk Cave Creek	3
Maxwell Creek	1
Minami-gawa River ( tributary of Naka-gawa River)	1
Mono Lake	1
Murrays Lake	7
Naka-gawa River>watercourse	163
Niyodo-gawa RiverWariishi-gawa River	3
North America ?	155
Northeastern Pacific	1
Off Abashiri, Okhotsk Sea	3
Off Omaezaki	1
Off Shimoda-shi Tatado 30m	1
Off Taniyama, Kasasa(Marine)	2
Off mouth of Taniyama River, Kasasa(Marine)	8
Off west of Kusagaki Islands(Marine)	26
Ohmi-gawa River	7
Ophir Creek	1
Orino-gawa River	1
Pelorus River	5
Pinelog Creek	14
Provo river	1
Redwood Creek	2
Satus Creek	1
Sebago Lake	2
Sonose-gawa River>Hieda-gawa River	2
South Amerca	9
South Fork Little Red River	1
South off Kumejima Island	1
Southern Caribbean Sea	1
Spring Creek at N Creek Road	3
St.Joseph Sound Off Tarpon Spings	1
Sybille Creek	381
