v_lowestBiostratigraphicZone,reps
Eoplacognatus suecicus,51
Monoclimacis griestoniensis,51
Echinoconchus,51
Quenstedtoceras mariae,51
Hybonoticeras beckeri,51
Ogilviecoelia,51
PALEO_MN17,51
Montiparus paramontiparus,51
Levisoni,51
MP 24,51
Macerodus dianae,51
patulus,51
Dunveganoceras pondi,51
Rasenia cymodoce zone,51
Idiognathodus simulator,51
australis-kockelianus,51
Siphonodella isosticha - S. Crenulata,51
Lejopyge laevigata Zone,51
Rasenia evoluta,51
micrornatus-newportensis Spore Assemblage Biozone,51
Aldanocyathus sunnaginicus - Tiksitheca licis,51
MPL 5a,307
Neoalbaillella optima and N. ornithoformis Assemblage Zones of Ishiga (1986),563
Faunal Zone C,52
NN4,52
Paraspirifer acuminatus Zone,52
Lower Echinoderm,52
Hexasaturnalis hexagonus assemblage zone,52
"H Homoceras Zone, H1b Homoceras beyrichianum Subzone, Homoceras beyrichianum Bullion",52
D,52
Eoparafusulina,52
Horizon B,52
Oulodus elegans detorta,52
Mytiloides labiatus,52
Sunrisensis,52
Cheiloceras amblylobum Zone,52
Mortoniceras (Subschloenbachia) perinflatum,52
Jigulites corpulentus - Daixina porrecta,52
Perisphinctites plicatilis Zone,52
Illaenurus,52
Coronoides,52
Dutkevichia complicata,52
Macrocephalus,52
Codonofusiella kwangsiana,52
Horizon 7,52
Marrolithus bureaui Zone,52
Turritella Bed,308
Nyalamites angustecostatus,53
Misellina (Brevaxina) dyhrenfurthi,53
Yabeina higoensis,53
Sebilian; Menchian,53
T. lilliei and T. longus zones,53
"Gonioteuthis quadrata Zone, Offaster pilula Subzone",53
Eoamaltheus meridianus,53
Nama,53
Neostlingoceras carcitanense Zone,53
Hustedograptus teretiusculus,53
Vercorsella scarsellai,53
"Hypacanthoplites jacobi Zone, Hypacanthoplites rubricosus Subzone",53
Amplexograptus bohemicus,53
Subcontractus,53
Sagenites reticulatus,309
Callavia broeggeri,54
Monograptus nilssoni,54
Frankites regoledanus,54
Brevispirifer gregarious,54
hesperius,54
Jeletzkytes nebrascensis,54
Phisonites triangulus,54
"Hoplites dentatus  Zone, Hoplites benettianus Subzone",54
Betraccium deweveri rad. zone of Carter (1993),54
"S Coral-Brachiopod Zone, S1 Coral-Brachiopod Subzone",54
"Irvingtonian, Late",54
Neogondolella carinata,54
upper II-delta or III-alpha,54
Aurignacian,54
TESTOGRAPTUS TESTIS Zone,54
eosteinhornensis,54
G,54
Damesites compactus,54
Baculites reesidei | ?Baculites grandis zone,310
Hybonoticeras hybonotum,566
tardus,55
Arietites bucklandi Zone,55
Late Blancan Or Early Irvingtonian,55
Nemagraptus gracilis Zone,55
Scissum,55
Clioscaphites vermiformis,55
Tripodus laevis,55
Zemorrian,55
"Dactylioceras tenuicostatum Zone, Protogrammoceras paltum Subzone",55
max: zone,55
Parahsuum simplum assemblage zone,55
Vandaites stuerzenbaumi,55
Hsuchuangia-Ruichengella,55
Gastrioceras hudsoni,55
Aulacostephanus sosvaensis,55
Gonioteuthis quadrata Zone,567
Fauna 12,56
Exiteloceras jenneyi,56
Apatokephalus incisus,56
Tortodus australis,56
Douvilleiceras mammillatum Zone,56
Hoploscaphites birkelundae,56
Productus sedaliensis,56
Alpenachitina eisenacki,56
Fungochitina spinifera,56
"Polygnathus costatus partitus, Polygnathus costatus costatus, uppermost Polygnathus xylus ensensis",56
Semiformiceras fallauxi,56
Calycoceras naviculare Zone,56
Ludwigia murchisonae,56
Palmatolepis expansa,56
Hemiansatus,56
Capnodoce rad. zone,56
Ladatheca annae,56
"Leymeriella tardefurcata Zone, Leymeriella regularis Subzone",56
Climacograptus tubuliferus,57
Kunae/Carlottense,57
Megistaspis polyphemus,57
PALEO_MN7+8-MN9,57
M6-7,57
Discus,57
Pararaia bunyerooensis,57
N16 Zone,57
PSEUDOSCHWAGERINA,57
C1,57
P11,57
ensensis - middle varcus,58
Tesselacauda,58
J?,58
Lystrosaurus,58
MP 28,58
Chalmak Horizon,58
Zone à Cymodoce,58
Avisianum,58
Nicoraella kockeli,58
N3,58
Schellwiena ulukensis,58
probably Perriere level,58
Bremeri,314
Baculites jenseni,59
Asaphelina barroisi,59
Verejan Horizon,59
crepida - marginifera,59
Leymeriella regularis,59
F. charveti,59
Mytiloides incertus,59
Procerites progracilis Zone,59
Viodo Limestone,59
hermanni to disparilis,59
Hemphilian,59
subobtusa/obtusa,59
Mariae,59
Parvigondolella andrusovi - Misikella hernsteini Assemblage Zone,59
hemiansatus to timorensis,59
Climacograptus pygmaeus,59
Glyptagnostus reticulatus,315
Whitneyan,571
Cubitostrea lisbonensis/Pteropis lapidosa,60
CNE5,60
Eocoelia curtisi,60
Lancian,60
magnus,60
Neospathodus dieneri-N. pakistanensis,60
Encrinuraspis beaumonti,60
Horizon V1,60
Exiteloceras zone,60
Illinoian Or Wisconsinan,60
Ringsteadia pseudocardata,60
M-N,60
Horizon EZ1,60
Ceraurinella nahanniensis,60
Baculites reesidei,60
Morozovella velascoensis,316
Neocardioceras Ammonite,316
Latericriodus steinachensis,61
Obsoletes obsoletus-Protriticites pseudomontiparus,61
Daptocephalus,61
"C Zone, C5 Subzone",61
Nordophiceras contrarium,61
Claibornian,61
Oxynoticeras oxynotum Zone,61
Spiroplectammina spectabilis,61
Macrocephalites herveyi Zone,61
Pseudoradiosa,61
Baculite scotti | Didymoceras nebrascense zone,61
Oulodus velicuspis,61
hayesi,61
nutfieldiensis,62
Kansan,62
Hirnantia,62
Polygnathus gronbergi,62
Lygistepollenites balmei,318
Uintan,33086
"Tragophylloceras ibex Zone, Beaniceras luridum Subzone",63
Ranasasus brevicephalus,63
Pachydiscus ootacodensis,63
Cravenoceras hesperium,63
G-1,63
"Nowakia elegans, Nowakia cancellata, Nowakia richteri, Nowakia holynensis, Polygnathus laticostatus, Polygnathus serotinus, Polygnathus costatus patulus, and in the uppermost part Polygnathus costatus partitus",63
Pygodus anserinus-Amorphognathus tvaerensis,63
Rasenia cymodoce Zone,63
Ogivalis,63
Eopolydiexodina douglasi,63
Watsonella crosbyi,63
L,63
Ermoceras,63
Belemnitella lanceolata Zone,63
"UC3 Biozone, a Biosubzone",63
Subprionocyclus neptuni,63
Normalograptus extraordinarius,319
Judithian,319
Monograptus uniformis,319
Nostoceras hyatti,831
Striatus,64
Jacobi,64
Neospathodus ex gr waageni-N. novaehollandiae,64
Zigzagiceras zigzag,64
Hoplites dentatus  Zone,64
Dzhulfites spinosus,64
Polygnathus partitus,64
Pseudocybele nasuta Zone,64
Daonella americana,64
"S Coral-Brachiopod Zone, S2 Coral-Brachiopod Subzone",64
"Inoceramus dunveganensis, Dunveganoceras, and Sciponoceras cf. S. gracile",64
Fatina costei,65
Wedekindellina,65
Neoschwagerina colaniae,65
"Globorotalia ""palmerae"" Zone",65
Zone P. 11,65
M. fritschi linearis,65
Distomodus kentuckyensis,65
Istriograptus transgrediens,65
Marsupites Zone,65
Zone 2,65
gigas,65
Secedensis,65
Endothiodon Assemblage Zone,65
Globolaxtorum tozeri,321
Clarkina meishanensis,66
NP 17,66
Monograptus balticus,66
Antecedens,66
Remesella varians,66
Tiupampan,66
Ceraurus mackenziensis,66
Aperispirifer nelsonensis,66
Yakovlevia,322
aspidiodes Zone,322
Blancan or Irvingtonian,322
Poorly fossiliferous interval,67
Protopliomerella contracta,67
Dipoloceras cristatum,67
O. crispa,67
Anabarites trisulcatus - Protohertzina anabarica,67
Hyperodapedon,67
Mollusca Association G0 of van Damme and Pickford 2003,323
Taenicephalus,68
Eubaculites carinatus,68
Curionii,68
Polymorphum,68
Micragnostus mutabilis-Lophosaukia,68
Parkinsoni,68
Marigold Oolite,68
Gracilis,68
N4,580
Eurekaspirifer pinyonensis,69
Macrocephalites gracilis,69
Parakidograptus acuminatus,69
chester,69
Paraschwagerina pseudomira,69
Nowakia elegans,69
Horizon 12,69
Hoplites dentatus,69
Tropidostoma Assemblage,69
Duchesnean?,1605
Zone N.16,70
Canoptum merum,70
Metoicoceras mosbyense,70
Palmatolepis punctata,70
caurus,70
Cordylodus lindstromi zone,70
MP 23,70
Acerocare,70
Perovkan,70
Epinondolella primitia,70
MN3,70
Te Zone,70
M1,70
lower - upper disparilis,70
Polygnathus costatus,70
"Te, 5 Zone",70
Polygnathoides siluricus,326
Zone à Bimammatum,582
Baculites maclearni,71
mucronatum,71
Belemnella kazimiroviensis (Mg2),71
Parasibirites grambergi,71
Pygodus anserinus,71
Whiteavesi/Freboldi,71
vertebrale,71
Zone P. 13,71
Baculites asper,71
dehiscens,71
Nowakia holynensis,71
Lepiskites kolymensis,71
Zone P.5,71
Spirifer brazerianus,72
"Cycle V, VI",72
Pantanellium tanuense,72
"Stoliczkaia dispar Zone, Mortoniceras rostratum Subzone",72
Lemdadella linaresae,72
MN2,72
Oepikodus communis - Reuterodontus andinus,72
Fungochitina fungiformis,72
Undulograptus austrodentatus,72
Bartonian,72
Offaster pilula Zone,328
"S Coral-Brachiopod Zone, C2 Coral-Brachiopod Subzone",1608
"""Neoalveolina"" melo",73
Bolbocephalus stitti,73
Deshayesites forbesi Zone,73
Zone II,73
bifurcatus,73
Borelis cf. pygmaeus,73
Neodiversograptus nilssoni,73
UC8,73
Pseudocordata,73
L Zone,73
Baculites reesidei zone,329
Shoshonensis,74
Paralenorthis-Orthidiella,74
Dicellograptus anceps,74
HCIIb,74
Cystograptus vesiculosus,74
Monograptus yukonensis zone,74
Aphelognathus grandis,74
Blancan,50506
Pavlovia rotunda Zone,75
Zone P.6,75
Monograptus hercynicus nevadensis,75
Eurekaspira pinyonensis,75
Monograptus sedgwicki,75
Marsupites zone,331
Beckeri,331
D1,331
Schloenbachia varians Zone,587
Zone N.19,76
Caudicriodus celtibericus,76
Semiformiceras semiforme,76
"V Zone, V3 Subzone",332
Polygnathus hemiansatus,77
Sirenites yakutensis,77
MN2b-3,77
Tapinocephalus Assemblage,77
Cedaria,77
Glyptagnostus reticulatus-Euganocare,77
MP 21,333
cautisnigrae,333
Inoceramus labiatus Zone,78
Intermedius zone,78
Perrière level,78
latest marginifera,78
Siphogonuchites-Paragloborilus,78
Uintacrinus socialis Zone,78
Lotagnostus punctatus-Hedinaspis regalis,78
Hysteroceras orbignyi Zone,78
Transversarium,78
NN5,334
Cyrtograptus lapworthi,79
Goniatites americanus,79
Parvikirkbya transita,79
P8,79
Zone P.1,79
Belemnitella junior,79
Spinoplasia,79
Ozarkodina snajdri,80
Rotelliformis,80
Micraster cortestudinarium,80
plicatilis,592
"Harpoceras falciferum Zone, exaratum Subzone",81
Tanuchitina bergstroemi,81
"Baculites baculus zone, Upper",81
timorensis,81
Conaspis,81
Inoceramus schmidti,81
Kockelella amsdeni,81
Biscutum romeini,81
Glossopleura,81
Perrière,81
Anabarites trisulcatus-Protohertzina anabarica,82
Kockelella variabilis,82
Conochitina rugata,82
Quenstedtoceras lamberti,82
Strigigenalis brevicaudata,82
"D Zone, D2 Subzone",82
Crickmayi,82
MP7,82
Nochoroicyathus sunnaginicus,82
Streptognathodus simulator,82
columbiae,82
Contusotruncana contusa,3666
"Cycles II, III, IV",83
Epigondolella triangularis,83
Upper Proteacidites tuberculatus,83
Horizon 1,83
Parafusulina stricta,83
Baculites compressus/cuneatus,83
Dicynodon Assemblage Zone,83
Branneroceras branneri,83
MN1,83
Holaster planus,83
Anomalorthis,83
Crinoid Zone,83
Avicula contorta,83
Lower Proteacidites tuberculatus,84
Amecephalus arrojosensis,84
F4,84
MN 5,84
Aldanella yanjiaheensis,84
Coroniceras gmuendense Zone,84
Pelagiella subangulata,84
Mestognathus beckmanni,84
"Hoplites dentatus  Zone, Hoplites dentatus  Subzone",84
Misikella posthernsteini Assemblage Zone,84
Ptychagnostus intermedius,84
Vacan,84
ansatus-semialternans,84
Proparvicingula moniliformis,1108
hyatti,85
Neoschwagerina cheni,85
Aldanocyathus sunnaginicus,85
Camenella baltica,85
Belonechitina gamachiana,85
Stoliczkaia dispar,85
Asaphus expansus,85
Idoceras planula,85
E1,85
Narizian,341
Santarosean,21845
Oulodus elegans detortus,86
Lower varcus,86
Zone à Plicatilis ; Sous-zone à Antecedens,86
Robustoschwagerina nucleolata,86
lanceolata,86
Neotollia klimovskiensis,86
Rhombocorniculum cancellatum,86
Canoptum triassicum assemblage-zone,86
Climacograptus spiniferus,86
Horizon V2C,86
G-2,86
Histiodella kristinae,86
Plekonella multicostata,86
Nostoceras alternatum,598
Campanellula capuensis,87
Mantelliceras mantelli,87
punctata,87
MN 6,87
W.K.I.2 Zone,87
Mytiloides kossmati -Mytiloides mytiloides,87
Epigondolella abneptis,855
Hoplitocrioceras gentilii,88
Crassatella alta/Chlamys cawcawensis,88
Zone III,88
Berriasella jacobi,88
Anthracospirifer welleri - shawi,88
Pedavis pesavis,88
N19  Zone,88
Baculites scotti zone,88
Erymnoceras coronatum Zone,88
Kerri,88
Acanthoceras rhotomagense,88
Taphrognathus varians,88
Horizon 10,88
H,88
"P Zone, P1 Subzone",88
Lepidolina kumaensis,88
Dibunophyllum,344
transversarium,600
Archaias aduncus,89
Bajarunia euomphala,89
Horizon 4,89
Quenstedtoceras mariae Subzone,89
Zone P.2,89
mutabilis-zone,89
Hysteroceras varicosum Zone,345
Korobkovitrigonia darwaseana,90
Nowakia subtilis,90
Nystia Bed,90
"C Zone, C2 Subzone",90
Bemella communis,346
sutherlandi,91
osmani,91
Pterospathodus amorphagnathoides,91
MP14,91
Proptychites candidus,91
Amphistorites matleyi,91
Thambites,91
SBZ 18,347
Costistricklandia lirata,92
Rasenia mutabilis Zone,92
Kockelella ranuliformis - K. amsdeni,92
"Te, 1 Zone",92
Pleurograptus linearis,92
Didymograptus bifidus,92
Dinodontosaurus,92
Bighornia-Thaerodonta,93
Permian Palynozone (undifferentiated),93
Hemphillian Blancan or Rancholabrean,93
Jeffersonia granosa,93
NP 12,93
Caninia,93
Eurudagnostus kazachstanicus-Parabolina monstruosa,93
Didymograptus artus,94
Colhuehuapian,94
?Proparvicingula moniliformis zone of Carter (1993),94
costicardia,94
Apatokephalus serratus,94
E,94
Mesosaturnalis hexagonus (Hexasaturnalis hexagonus) assemblage zone,94
Reineckeia anceps,94
N19r,350
Belemnitella junior (Mg1),95
Fanninoceras disciforme,95
Dispansum,95
Frechites nevadanus,95
N,95
ludensis,95
NN 16,95
Baculites baculus | Baculites grandis zone,351
Holaster planus Zone,1375
Blackwelderia,96
Brayardites compressus,96
Casuarinaceae,96
Serpentinus,96
Zone P. 9,96
Mictosukia- Fatocephalus zone,96
Pantanellium silberlingi rad. zone,96
Oepikodus communis,96
Golconda,96
II,96
reitzi,96
Escamps,96
Cyrtograptus lundgreni,96
Callihoplites auritus,96
Randaynia saundersi,96
upper varcus,608
Micraster cortestudinarium Zone,1888
"Blancan, latest",9568
"Euhoplites lautus Zone, Anahoplites daviesi Subzone",97
Cuneolina gr. pavonia,97
Climacograptus bicornis,97
M. cochleata rad. zone,97
Meridiceras externum,97
Pleydellia aalensis,98
P. 10,98
Mantelliceras dixoni,98
P. 11,99
Psephosthenaspis Zone,99
Anthracospirifer welleri-shawi,99
Zone P (alpha),99
Stoliczkaia dispar  Zone,99
IV,99
HCIII,611
Lejopyge laevigata,611
Lower-Middle Volgian,100
Eumorphoceras bisulcatum,100
Globigerina ampliapertura to Globigerina optima optima,100
Mytiloides hercynicus,100
Diplograptus multidens,100
Horizon 6,100
Zone 5,100
Innitagnostus inexpectans-Prochuangia,100
welleri,100
Quenstedtoceras lamberti Zone,100
Hildoceras bifrons Zone,356
?Maclearnoceras maclearni,101
MP16,101
Ovatoryctocara cf. granulata-Bathynotus holopygus,101
Pentamerus beds,101
"D Coral-Brachiopod Zone (Dibunophyllum), D2 Coral-Brachiopod Subzone",102
Horizon 9,102
Baculites baculus | Baculites grandis ? zone,102
Bathyuriscus - Elrathina,103
Monoclimacis griestonensis,103
Drepanura,103
Sandy Lane M.A.Z. (OIS Sub Stage 7a),103
Ulatizian,103
Ancoradella ploeckensis,103
Reitzi,103
Oulodus robustus,104
Aphelaspis,104
Monograptus hercynicus,104
Choristoceras marshi,104
Bathyuriscus-Elrathina,104
balatonicus,104
Geczyceras speciosum,104
"Psephosthenaspis Zone, Psephosthenaspis psuedobathyurus  Subzone",104
Gregoryceras transversarium Zone,104
NP4-NP5,104
Ozarkodina eosteinhornensis - Oulodus detortus,104
Kuonamkites,105
Mortoniceras perinflatum,105
Lower Nothofagidites asperus,105
Elliptocephala asaphoides,105
N5,105
Didymoceras cheyennense | Baculites compressus zone,361
Globotruncanita elevata,617
undicosta,106
Clypeina jurassica,106
Boreale,106
Owenites beds,106
Ozarkodina bohemica,106
Icriodus curvicauda,107
III,107
Klamathites macrolobatus,107
Nevadisculites taylori,107
Bellefontia-Xenostegium,107
Spinitricolpites latispinosus,107
Baculites Smooth sp zone,363
A,108
Periarchus lyelli,108
N21,108
australis,364
M?,109
Nammalites pilatoides,110
Cycle V,110
Echinalosia ovalis,366
Aratrisporites saturni Zone,366
Neolobites vibrayeanus interval,111
turriculatus,111
Daixina vasilkovskyi-Quasifusulina kodzhagulica,111
"Blancan, Late; Irvingtonian, Early",367
Pterospathodus amorphognathoides,367
Ozarkodina bohemica longa,112
Austrotrachyceras austriacum,112
sumensis,112
Orellan or Whitneyan,112
I,112
Paraorthograptus pacificus,368
,2158291568
Uptonia jamesoni Zone,113
Amplexograptus manitoulinensis,113
Pseudocybele nasuta,113
decipiens,113
Torrejonian,113
Transversarium/Martelli,113
Anasibirites nevolini,113
NP 19-20,113
Opalinum,113
Syringopora,881
NN17-NN18,114
A. ploeckensis,114
MPL5,114
Leupoldina cabri Zone,114
Pseudothurmannia angulicostata,114
Hemingfordian Barstovian Clarendonian Hemphillian (mixed),114
Itaboraian,114
Hemingfordian Barstovian Clarendonian Hemphillian Rancholabrean,370
Parafusulina yabei,115
Koenigi,115
OSM C,115
Nicklesi,116
"""Acanthodiscus radiatus""",628
Middle Oolite,117
"Stoliczkaia dispar  Zone, Stoliczkaia dispar Subzone",117
T. imperforata,117
Cypridea clavata,118
Ctenognathodus murchisoni,118
HCIb,118
Platyclymenia,119
"Euhoplites lautus Zone, Euhoplites nitidus Subzone",119
tenuicostata-longicollis,119
Carlottense,119
Cheloniceras martinoides Zone,119
Brooksina striata-B. alaskensis turkestanica,119
Upper Malvacipollis diversus,119
Lotagnostus punctatus,120
serotinus,120
kerri,120
Nanlingella suzukii,120
Sandy Lane M.A.Z. (OIS Sub Stage 7c),120
rhenanus/varcus,120
Leymeriella tardefurcata Zone,120
Cycle VII,376
semialternans,121
Hindeodus praeparvus,121
Robiac reference level,121
Spinachitina taugourdeaui,121
Hintzeia celsaora,121
Mantelliceras dixoni Zone,121
Chetaites sibiricus,121
Compressissima,121
Dactylioceras tenuicostatum,121
K Coral-Brachiopod Zone (Cleistopora),122
Virginoceras ljaschenkoae,122
Climacograptus peltifer,122
Morrisi,122
Acrochordiceras hyatti,122
griestoniensis to spiralis-grandis,122
Murchisonae,122
Mortoniceras inflatum,123
Epigondolella primitia,123
Goniatites granosus,123
Cavusgnathus altus - Hindeodus penescitulus,123
Purella antiqua,124
Cycle VI,124
Akidograptus ascensus,124
acinaces - cyphus,124
Peltoceras athleta Zone,125
"D Coral-Brachiopod Zone (Dibunophyllum), D3 Coral-Brachiopod Subzone",125
meginae,125
Peroniceras tridorsatum,125
Nemagraptus gracilis,126
Zone P.7,126
"Stoliczkaia dispar  Zone, Mortoniceras (Subschloenbachia) perinflatum Subzone",126
Amoeboceras rosenkrantzi Zone,126
"Mantelliceras mantelli Zone, Neostlingoceras carcitanense Subzone",127
Meekoceras gracilitatis,127
Bifurcatus,127
Linguagnostus reconditus,383
"B Zone, B2 Subzone",895
Bostrychoceras polyplocum,128
Daixina bosbytauensis-Pseudodaixinoides kalcgaricus,128
Lapworthella bella,128
Ptychagnostus punctuosus Zone,128
Rossodus manitouensis,128
Dyupetalum sp. - Hamiapollenites bullaeformis Assemblage Zone,128
MN5,129
Olenikites spiniplicatus,129
Jakutoproductus,129
Ta-Te Zone,129
N18,641
Proelginia permiana,130
Pachydiscus kamishakensis,130
Acanthoscaphites varians Zone,130
Vandaites sturzenbaumi,130
N8-N12,131
hemiansatus,131
meeki,132
Arikareean,14212
Paratorleyoceras globosum,133
rotelliformis,133
Tc Zone,133
Monograptus yukonensis,133
Benthamaspis rhochmotis,133
Neoschwagerina simplex,133
max: zone min: zone,133
Micraster coranguinum Zone,5253
Concavum,134
Actinocamax quadratus Zone,390
Imlayi,390
Chalaroschwagerina vulgaris-Pamirina darvasica,135
Hemphillian or Blancan,135
Prodactylioceras davoei Zone,135
Cosmoceras ornatum Zone,391
rursicostatum,136
Cedarina dakotaensis,136
Uptonia jamesoni,136
Tortodus kockelianus,136
occidentalis,136
N?,137
Potoniesporites novicus Zone,137
W.K.I.1 Zone,137
Petigurus cullisoni,137
Belodina confluens - Oulodus velicuspis,137
Pseudoyuepingia asaphoides,137
ansatus,393
"Gonioteuthis quadrata Zone, Echinocorys scutata var. depressa Subzone",138
Eochuangia hana,138
Eurudagnostus ovaliformis-Pareuloma,138
Conica/Mucronata to Roemeri,139
Idiognathodus lobulatus,139
NP17 - NP18,139
J Zone,139
Palaeolenus,139
Baculites scotti,139
Cordylodus Proavus zone,140
Cubitostrea sellaeformis/Pteropis lapidosa,140
Neokoninckophyllum hamatilus,140
Ptychagnostus atavus Zone,141
Surites analogus,141
Campbelliella striata,141
Robiac level,141
Baculites baculus |  Baculites eliasi zone,142
PALEO_MN16,142
Belemnites ultimus Zone,142
Sciponoceras gracile,142
Pseudagnostus pseudangustilobus-Acrocephalaspina,143
Hyperodapedon Assemblage Zone,143
Icriodus woschmidti,143
Trachyceras aon,143
Gnathodus texanus,911
Schlotheimia angulata,144
Dunderbergia,144
Marine dinocyst,144
Streptognathodus gracilis,144
Uintan?,144
Mantelliceras mantelli Zone,145
Misellina claudiae,145
Bojarkia mesezhnikowi,145
Prionocyclus hyatti,145
Bonnia - Olenellus,145
Oxycerites aspidiodes zone,145
Strigigenalis caudata,146
Hemphillain,146
NN 16-18,146
O?,147
Baculites grandis zone,659
C2,148
Coronograptus cyphus,148
Irvingtonian,39828
Pterospathodus celloni,149
Polygnathus varcus,405
Ozarkodina eosteinhornensis,406
Belemnella obtusa,151
"Zone I, Reyrea polymorphus",151
Neoagnostus quadratiformis-Taenicephalops kyrshabactensis,152
Zone II (Barremian-Aptian),152
NP3-4,152
Abadiella houi,152
Thaumopteris,152
Peronopsis ultimus,152
Hexasaturnalis hexagonus assemblage-zone,152
Araxilevis intermedius,153
Climacograptus americanus,153
Actinocamax plenus Zone,153
D1 - D2,153
Baculites compressus | Baculites cuneatus zone,665
Horizon 2,154
Agnostotes orientalis,154
baylei,154
C2S1 beds of Caninia Zone,410
Middle varcus,155
Wasatchian,30107
Belemnella kasimiroviensis,156
Moutonianum,157
Zone 3,157
"Neogloboquadrina humerosa Zone, Globorotalia conomiozea Subzone",157
Horizon 5,157
Lystrosaurus Assemblage Zone,158
Yabeina globosa,158
Collignoniceras woollgari,158
Rancholabrean?,1438
Sebekian,159
Tapinocephalus Assemblage Zone,160
Abadeilla huoi,160
Endosporites papillatus Zone,160
Bathyurus granulosus/Ceraurinella nahanniensis,160
Siphonodella praesulcata,160
J,161
Didymoceras nebrascense zone,417
Columbites parisianus,162
Salpingoporella annulata,162
Belodina confluens,674
Laventan,163
pseudosiderolithicus-thaleri Biozone,163
Monograptus transgrediens,163
Ptychagnostus punctuosus,163
CM palynozone,163
Lejopyge armata,163
Lueckisporites virkkiae Zone,164
Mytiloides scupini,165
Abadiella huoi,165
Belemnellocamax mammillatus,165
Hemphillian or Rancholabrean,166
Freboldi,422
Rancholabrean,74662
Barstovian Blancan or Rancholabrean,167
"P Zone, P2 Subzone",167
Liparoceras striatum Zone,167
Joint Mitnor Cave mammal assemblage-zone,167
W.K.I.8/9 Zone,168
? Maclearnoceras maclearni,168
Weitschati,168
White Sea,168
MN 7,424
NN2,169
Alveolina dainelli,169
Baculites eliasi zone,170
Peltoceras athleta,171
"Hildoceras bifrons Zone, Dactylioceras commune Subzone",171
Ozarkodina sagitta rhenana,172
Upper Oxfordian,172
Bridgerian,428
Cistecephalus Assemblage Zone,173
Casamayoran,173
Unit 11,173
Kormagnostus simplex,174
Metadoliolina lepida,174
Palmatolepis crepida,174
Paratirolites kittli,174
Tf Zone,174
Chattian B,175
norrisi,175
suevicum-frohnstettense Zone,175
Zone à Transversarium,175
Polygnathus costatus costatus,175
costatus,431
Kockelella ortus absidata,176
Parahoplites nutfieldensis Zone,176
Santacrucian,176
Pseudagnostus vastulus-Irvingella tropica,176
Cycle I,176
Mammites nodosoides,176
Foveotricolpites perforatus,176
Placenticeras polyopsis,177
bifrons,177
"Zone P. 8, Subzone P. 8a",177
Ozarkodina sagitta sagitta,178
N8,434
D Zone,1458
parandieri,179
Goniatites maximus,180
Vedioceras ventrosulcatum,181
Above Danville Coal (Coal #7),181
Glyptograptus teretiusculus,181
HCIa,181
Taveraidiscus hugii,181
Asteroceras obtusum Zone,182
Vandenheckii,182
Cyclocrinites beds,2998
gronbergi,183
Malvacipollis diversus zone,183
Trisulcagnostus trisulcus-Saukiella,183
Psiloceras planorbis,183
Retrocostatum,184
Terebratulina Zone,184
Neoschwagerina margaritae,184
Amorphognathus ordovicicus,696
Rhynchonella cuvieri Zone,952
Stephanoceras humphriesianum,185
Hoploscpahites birkelundae zone,185
Pleuroceras spinatum Zone,186
Belodina compressa,187
Bimammatum,188
Saukia,188
Pentameroides,444
"D Zone, D1 Subzone",701
Clarendonian or Hemphillian,957
Dyupetalum sp.-Hamiapollenites bullaeformis Assemblage Zone,190
MP 16,446
oxygen isotope stage 5,191
disparilis,703
Clarendonian,31936
Dicranograptus clingani,193
Gansserina gansseri,705
serpentinum,961
Clarkforkian,1219
N7,196
Eumorphoceras milleri,196
Normalograptus persculptus,196
Lepidopteris,197
Parabolina (N.) frequens argentina,198
Climacograptus supernus Zone,199
Phragmodus undatus,455
Bioherm Beds,455
Terebratulina gracilis Zone,1735
Araxoceras latissimum,200
Camaraspis,200
Olenellus,200
Neolobites vibrayeanus,201
Mustersan,201
ensensis,201
Neoalbaillella ornithoformis,201
H Zone,202
Bradfordensis,202
MP 22,458
Sclenopleuropsis Zone,204
Zigzag,204
L?,204
Lujanian,204
B,205
Podosporites amicus Zone,206
M2,462
Crepicephalus,463
Acutatagnostus acutatus,208
Ivshinagnostus ivshini-Irvingella major,209
Anabarites trisulcatus,209
Leymeriella tardefurcata,209
Elvinia,465
antecedens,210
Hectoroceras kochi,210
Sciponoceras Ammonite,466
vectisensis-nanus Zone MP17B,1490
Orellan,4306
M,211
CC25-CC26,724
zone Ho II b-c,1236
Ervillian Horizon,469
Holaster subglobosus Zone,469
ismidicus,214
Middle Volgian,1494
BATHYURISCUS FIMBRIATUS Subzone,215
Polygnathus mehli,216
Hypagnostus parvifrons Zone,216
Favosites Beds,217
Watinoceras Ammonite,217
"Zone II, Reyrea polymorphus",217
Parafusulina tochigiensis,218
Dicellograptus ornatus,218
Blancan or Racholabrean,3034
Lobograptus scanicus,219
Hemingfordian or Barstovian,220
Horizon 3,220
Baculites compressus zone,732
NN15,221
Orthidiella,222
Terebratulina lata Zone,222
Barstovian or Clarendonian,478
N7a-N7b,990
Pelekysgnathus serratusnsis,223
primitius,223
Patinasporites densus Zone,224
Amorphognathus superbus,224
Ensenadan,1248
columbianus,225
FUI,482
Albertella Biozone,227
Amoeboceras rosencrantzi Zone,228
NN16,229
hermanni,1253
Quenstedtoceras mariae Zone,230
Globorotalia pusilla pusilla-Morozovella angulata - lower Globorotalia pseudomenardii,230
Hysteroceras orbignyi,230
Cordatum,230
