v_formation,reps
Entaille dans glacis; roche: Buem.,1
CHOUTEAU LS,1
Jefferson City Fm,1
Croupes convexes; chistes de Kanté.,1
"GENUNDEWA LS.,STYLIOLINA BAND",1
EB,1
Moreno?,1
Bullhead Mountain,1
Shirabad,1
Port Limon Fm,1
Mogote Formation,1
Indianfields Fm,1
Oignon Limestone,1
Rocher- Eboulis.,1
les calcaires blancs d’Orgon,1
Wolfcamp?,1
Montery Shale Formation,1
BARRIOS FM.,1
Holmwood Sh,1
Shrader Bluff Fm,1
TORREJON?,1
Mason City Sandstone Formation,1
Nanao Formation,1
Trimmers Rock Ss,1
Ashgill,1
Copa Sombrero,1
Kingscote Limestone,1
McLeansboro Group,1
Sol: alluvions récentes,1
Sinskoye,1
FAUTONIAN,1
Javelina Formation,1
Clark Fork Fm,1
Kech'pel,1
Mulky Fm,1
Obata Fm.,1
Pitchfork Fm,1
Carlile Fm.,1
Sol: d'apport hydromorphe sur sables et argiles alluviaux / alluvions actuelles.,1
Telisa Fm,1
Kamikagemori,1
Chapelton Fm.,1
unnamed Eocene,1
Mare ( artificielle ) eau saumâtre: 2-3g / l,1
KINCAID FORMATION?,1
Concepcion Superieur,1
Spaeronid Ls,1
Saugus FM,1
Paynes Hammock,1
Endroitsableux; sol: gley d'ensemble sur argile alluviale à forte salure.,1
Nolichucky Sh.?,1
Tobacco Road,1
CHICKASAWHAY LIMESTONE / BUCATUNNA FORMATION,1
Brownstown marl,1
Rudistes Chalk,1
ANACACHO FORMATION,1
Lower Esna Shales,1
RUSINGA DEPOSITS,1
Lungge,1
"Carlile Sh  Sh, near top",1
Gambier ls.,1
Yonekawa,1
FOREST MARBLE FORMATION,1
Hawkesbury Series; Winnamatta Shale,1
Orella,1
Romney Fm.,1
"Mowry, Frontier, Cody",1
Whitehouse Beds,1
Catadupa Beds,1
Washita beds,1
New Market,1
Jaeger,1
Lioland Devonian Sandstone,1
Zlichov Ls,1
Changshan Fm,1
Väo/Kõrgessaare,1
TATROT?,1
Clinch Ss.?,1
Upper Sabden Shales,1
Poison Creek Fm.,1
Woolwich & reading Beds,1
Altamount,1
Derby Dol,1
galerie forestière,1
Masuda Formation,1
Kuwajima Fm,1
Matanzas Formation,1
Gley d'ensemble sur argile alluviale à forte salure.,1
Kanam Deposits,1
Calcaire de Solnhofen,1
Hawxby Sh,1
Croupe; Amphibolites.,1
Montpelier,1
Rákos Limestone,1
Grès de Blandouet,1
Abitibi River Ls,1
Lenham Beds,1
plante annuelle de forêt ou de jachères,1
Roche: latérite.,1
Marnes de Bléville,1
Potrerillos? Cacheuta?,1
Lime Cliff Ls,1
"""Clinton""",1
Coral-rag de trouville,1
Lower Oreodon Beds; White River Formation,1
Starfish Bed,1
Co Noi,1
Pleasants Ss,1
Sables jaunes,1
Buenos Aires,1
Peach Bottom Slates Fm,1
Cala del Vino,1
Chitistone Ls,1
Ulughey,1
Cole Canyon Dol,1
Caledonian Marl,1
Fernandez (Lobitos) Shale: (Greda),1
Pleito Fm,1
Siwalik,1
Anticosti Formation,1
Tonoloway (Upper),1
Ogdensburg,1
Rancho Nuevo Formation,1
Rincon Valley,1
Borden Shale,1
Itabana Formation,1
El Guelmouna,1
Kuniutan,1
"Bertie Formation, Williamsville Member",1
Craie Blanche Superieure,1
Yellow Clay,1
Ohio Shlae,1
Frasnian,1
Mount Holly Beds,1
MOUNT EDEN,1
San Raphael Fm,1
Dumortieriae Beds,1
Gravel,1
Formatie van Maassluis,1
Folkestone Fm.,1
Yushima Fm,1
Montana Formation,1
Luxembourg,1
Gulanhe,1
Phacops Qzt,1
Josa de Cadi,1
Friar's Formation,1
Oyake,1
"Mancos Sh, Upper",1
Segarong Limestone,1
Limbata Ls,1
Big Clifty Formation,1
High Shilford coal,1
Schwarzerzschichten,1
Complejo Porfirico,1
Utatsuyama,1
Rattendorf Fm,1
Kettle Point Fm.,1
Tachikaraushinai,1
Amhurstburg Fm,1
WEISSER,1
Sigou,1
Union Springs Shale Formation,1
Delaware Mt.,1
Bahía Inglesa,1
MARNE DEPOSITS,1
Little Hominey,1
JAVELINA,1
Genshaw,1
Calcaire A Phryanes,1
Bigell Loess,1
One Tree Fm,1
La Peña,1
Bois d' Ausse,1
Estancia San Martin,1
Morzhovaya,1
Renova Fm.; Chadronian,1
Miyata,1
"ARROYO, LOWER",1
Urminskaya,1
Mcabee Fossil Beds; Tranquille Beds; Kamloop Group,1
Payette Fm,1
Hiramaki,1
"Chalk Group, Lower",1
marlstone,1
Point Peak Sh,1
Djadochta Beds,1
Boone?,1
Onbara Formation,1
Upper Brule Formation; White River,1
Throughgood,1
Group,1
Gidarin,1
Sol sablo- argileux noir.,1
Saarbrucker,1
Paffrath Ls,1
Wills Cr.,1
"Middle Frasnian, F2i",1
Catarina,1
WILLISTON FM.,1
Dainenji,1
Kandle/Väo,1
Cararra Formation,1
Ridenhower FM,1
Coniaciano,1
Lale Valley Fm,1
Vorohué,1
Hignite Fm,1
sol pierro-sableux,1
Gorazdze,1
Fort Pena Formation,1
Yuemenkou,1
characteristic of St. Louis Ls.,1
Arrow Canyon Fm,1
Blue Rapids Sh,1
Fierro Ls,1
Castlepoint Limestone Formation,1
Skinner Mountain,1
Green Marls,1
Unicoi Fm,1
Alocabaca Beds,1
Kattendijk Sands,1
Nakawatari,1
KNOX DOLOMITE,1
Astrasado Formation,1
Berea Fm.,1
Lower Newport,1
Las Canobas,1
Hung Kureh Fm,1
Moquoketa Shale Formation,1
Donovan Fm,1
Raynales Ls,1
Sentinel Butte Fm.,1
Dalle rocheuse latéritique,1
Kamp Ranch Limestone,1
"Chamberburg Ls, Upper",1
middle Portland Fm,1
Whittery,1
Wabaunsee Fm,1
Orito Formation,1
Tredorn Slate,1
Louinha,1
Marlstone Rock Bed?,1
Bois-des-Mouches,1
Kankakee Dol.,1
Fukushima Formation,1
Huachipampa,1
STULL SHALE,1
Roubidoux Dolomite,1
Valentine Fm.; Upper Part; Underlying Burge Member,1
Upper Ranikot Beds,1
Collines; geol. roches silicieuses (Atakorien),1
Aldrich Ls,1
Posidon Sh,1
Grès ferrugineux,1
MInato Formation,1
Valentinovskaya,1
Marnes et calcaires marneux,1
Five Yard Limestone VIb,1
Lower Arikareen Fm.,1
? Etadunna,1
Upper Pueblo Fm.,1
Chiguale,1
Croupe convexe; Roches: Granito-gneiss.,1
Ellensburg Fm ?,1
Bluff Fm,1
Oldman Formation; Belly R,1
Leona Formation,1
Kopanina Ls,1
"Vale Formation, Clear Fork Group",1
Englis Fm,1
Pineola,1
Amity Sh,1
Savane arbustive sur entailles dans glacis; roche: Buem. Entailles dans glacis,1
Sol d'apport hydromorphe sur sables et argiles alluviaux: alluvions actuelles.,1
TASSAJARA,1
Croupe convexe. Roches schistes de Kanté.,1
Volonga,1
Upper Knoydart Formation,1
Molly Gibson,1
Rockdell Fm,1
Scollard Formation; Interval A2 Up To 8m Above Formational Base,1
Sheep Pass,1
Fonakawa Formation,1
Freshwater,1
Lebo?,1
Barra Honda,1
Fayetteville Fm.,1
Terazawa Formation,1
Vise Ls,1
Sol : gley d'ensemble sur argile alluviale calcaire,1
Solnhofen limestone formation,1
Kurosedani Fm.,1
Bois Blanc Ls.?,1
Yoka,1
La Colorada Fm,1
Marnes a Unios du Bazadais,1
Kupferschieffer Fm,1
"Snake Creek Formation, Johnson Member",1
FORT LOGAN,1
Entailles dans glacis.Roche: Buem,1
Omma,1
Upper Burlington Ls.,1
Oolite Schloem,1
Haut de versant; sol peu évolué d'érosion ( gris-foncé ),1
"Wesenberg Ls (E horizon, Bassler, 1911",1
Prohungarites Zone,1
Des Moines Fm,1
Sol noir sur cuirsse latéritique.,1
Hutton Sandstone,1
Weldon,1
MARSHALLTOWN FORMATION,1
Hendricks Dol,1
York River Formation,1
Wahweap Formation,1
Torcer Formation,1
Loxahatchee Formation,1
Greenbrier Fm,1
Buclandi Beds,1
Monte Hermosa,1
DOGGER ZETA,1
Petite galerie,1
Glacis +ou- érodé; roche: Shales,1
Upper Brule Formation,1
EUDORA SHALE,1
Gulpen Formation,1
Nordenskioldbreen Fm,1
Skiddaw Slate,1
Jeomgog,1
Lignites Fm,1
Bournemouth Marine Beds,1
Ekora Fm,1
Liukiang,1
Yokonetoge Formation,1
Lower Bringewood Beds,1
Pikermi Fauna,1
BATESLAND,1
Oneonta sh & ss,1
Sawatch,1
Klyuchevskaya,1
Yangxi Formation,1
Moghra Formation,1
Etage E,1
Two Medicine Fm.,1
Woodbine Ss,1
Amouslek Formation,1
Fleming Fm?,1
ST. GENEVIEVE LIMESTONE,1
Buck Range Sand,1
Covalline Colite,1
Suchomasty Fm,1
Savmiento,1
Zone  V,1
Middlesex Shale,1
Australian Creek Formation,1
Dungan,1
Rays Hill,1
Morito Silt,1
Bay Coal,1
near top of Logan Fm.,1
Pokoon Fm,1
Santa Ines Formation,1
Aroifilla,1
Areo Formation,1
Hawkes Bay Fm,1
Niobrara River Fauna,1
Lode Formation,1
Mint Srpring,1
Uwaishi,1
Sur cuirasse latéritique désagrégée,1
TRENTON LS,1
Kangauz,1
Whitby Mudstone Fm,1
Black Marble,1
Highland Peak Ls,1
Misoa-Trujillo Fm,1
Kerdréolet,1
Posidonienschiefer Formation,1
Yurakucho Fm (Upper part),1
"Upper Skull Shales, Angulata Zone",1
Moreland Sh,1
Tubridge Wells Sand,1
HEll Creek,1
Pabdeh Fm.,1
MCKEE SAND,1
Chirotheriensandstein,1
Ft. Union Fm,1
Balaklala Rhyolite,1
Sol cuirassé,1
Calcaires à entroques,1
Maqnoketa Sh,1
Crowburg,1
Upper Edmonton Fm,1
Sables de Cherré,1
Goyt's Coal,1
East Mountain Shale,1
MAHTO FORMATION,1
Rawtheyan Siltstone,1
Spickert Knob,1
FoxHills Formation,1
Cuevas Formation,1
Tlayua Fm,1
Mammoth coal,1
Barton Clay Beds,1
"Z1 Kupferschiefer, T1-delta",1
Hartshorne Sh,1
Cornbrash Limestone,1
"Sol d'apport peu évolué non hydromorphe / hydromorphe; pseudogley, sur argiles alluviales.",1
Wildcat Creek Shale,1
Nordenskjold Formation,1
Paunee Creek Beds; Merychippus Zone,1
Cerra Pelado Fm,1
Wagontongue Fm,1
Eetza Fm,1
Arida Formation,1
Chotaw Fm,1
Corsiana Marl,1
Corn Grits,1
Eksenya-Khaya,1
Parke Siltstone,1
Orcutt,1
Savane à karité sur plateau cuirassé (roches silicieuses) Géologie : Atakorien,1
Black Dike,1
MORONI,1
Cape Sebastian Sandstone,1
Four-Laws Limestone,1
Kapp Toscana,1
Cobleskill Ls.,1
Obata Formation (formerly Idozawa Formation),1
Abakurrie Limestone,1
Red Crag Fm ?,1
sable,1
Roche: Amphibolites; croupe.,1
Palo Pinto Fm,1
Grampian,1
Alveolina Limestone,1
Menard,1
Shumardia Ls,1
Taumatapoupou,1
Pela,1
Point Addis Ls,1
Parkhead Ss,1
Diyab Formation,1
Calcaire greseux d'Hennequeville Formation,1
"""F""",1
Soledad,1
Schleidener Schichten,1
Colby Fm,1
Vinland Sh,1
Copper Ridge Dolomite,1
Cape Fear Coquina,1
Usti,1
Waccamaw Fm.,1
BULL CANYON,1
Neckars,1
"Nawata Fm, Lower Nawata Member",1
Bedpan Fm,1
Arkona Sh.,1
Hirano Formation,1
Bas du talus continental; sol: gley d' ensemble sur sable alluvio-colluvial,1
Kubergandinskaya,1
Sundre Ls,1
Heyuanzhai,1
"Karoo Fm, middle Beaufort beds",1
Madera Limestone,1
Petosky fm,1
Glacis ; roche: granito-gneiss,1
Camp Ground,1
Atane,1
White Jura Beta,1
BEDFORD SHALE,1
Sol: gley d'ensemble sur argile alluviale.,1
OTUNUI FORMATION,1
Oolite or Lias Fm.,1
White and Coaly Quartzite Division,1
Bi'R al Qasr,1
Waterlime Formation,1
Kulinskaya,1
Eboulis rocheux; roche: Gneiss.,1
Ulladulla Fm,1
Taitzu,1
Mettamee,1
DAVIS FORMATION,1
Pioche Shale FM: C-shale Mbr,1
Sites,1
Upper Volkhov Formation,1
Quish'n Formation,1
Lunde,1
Uitenhage series,1
Lopez de Bertoclaro Formation,1
Atwood Sh,1
Tule Fm.,1
Wind River|Aycross,1
Laucher Schichten,1
Hogback Formation,1
Phosphatic Beds,1
Toston,1
San Andres Fm.,1
Bao,1
Higashiinnai Formation,1
Dakhla Fm,1
Ágreda,1
Belly River  Formation,1
Pt. Edward,1
"Karoo Formation, Stormberg Series",1
Judith River Group; Oldman Formation ?,1
Hex,1
Pierre de Nevers,1
lower Pocono,1
Sol d'apport hydromorphe sur sable et argile alluvienne; alluvions actuelles.,1
SALADA FORMATION,1
Talpano Formation,1
Pierrailles,1
Pawnee Formation,1
?Onondaga Fm.,1
TULLY FORMATION,1
Blakeley Ss,1
Ice Box,1
Rio Pinturas,1
Shinkida,1
Leithia,1
Pachuta Marl Formation,1
Glauconitic Kalk,1
Tarannon Sh,1
Triangle Fm,1
Burkguklinian suite,1
Bercerra Superior,1
Naranbulak,1
Tierro Ls,1
Otakidani,1
Norfolk Fm ?,1
Highlands,1
Sable jaune.,1
Wolf City,1
Fillmore Fm,1
Chamberlin's Brook Fm,1
El Abra Limestone,1
Bear Head Limestone Formation,1
Formation supérieure des Fezouata?,1
Fisk,1
"Stones River Fm., base",1
Upper Ferron Point Formation,1
Dwyfor Mudstone,1
Tsotilion,1
Ricacabiello,1
"Zone humide, sol sableux",1
Lenapah Formation,1
Indian Fields Formation,1
Possagno Marl,1
Bissetky Formation,1
Ioka Formation,1
Pelmatazoan Limestone,1
Magerkohlenschichten,1
Wooly's Bluff,1
Formigoso,1
Salvisa Ls.,1
Upper Jackson Formation,1
Nuka,1
ODEE,1
Tuzuki Formation,1
San Jorge Fm,1
Givetian 1b facies,1
Zhuravlev,1
p,1
Moore Creek,1
Ottosee Shale Formation,1
Nara Formation (=Kakio Formation),1
Highbridge Ls,1
LISSIE,1
Wellborn,1
Phosphoria Fm.,1
Vinarice Formation,1
Nine-Feet Seam,1
Seymour Fm,1
Talara Fm.,1
Cabonera,1
Géologie: roches silicieuses (Atakorien),1
Nodular Ls,1
Dockra Limestone,1
Rio Mayer Formation,1
La Sangsurière Fm.,1
Cordell Dol,1
Atchison Fm,1
Headon Gravels,1
Berea Sandstone,1
Sol gréseux,1
Rudaceous continental red beds,1
Croute ferrugineuse,1
Lock Haven Fm.,1
Merecure Fm,1
Perserverence Slate,1
Meramee Fm,1
Rosse Ammonitico,1
Meadfoot Beds,1
Alaska Bench Ls,1
Agitkan,1
Jasper Creek Formation,1
Lumachelle à Ostrea acuminata,1
Florence Flint Fm,1
Poteet,1
Grands Breux Formation,1
Tombigbee Sand Formation,1
Pongawhakatiki Siltstone,1
Roche : socle dahoméen,1
Lower Taylor Formation,1
Wheelock Fm,1
Brule Formation; Zone F,1
Sol: gley d'ensemble sur sable alluvio-colluvialsalé.,1
Terrain marécageux.,1
Kannontoge,1
Rich Valley,1
IV Bd,1
Mount Silliman,1
Croupes convexes. Roche Buem.,1
Earp,1
Upper East Cliff Marl,1
Goshonoura,1
Judith River Group = Belly River Group,1
"Middle Oolite, Coral Rag.",1
"""Lance""",1
Paradox,1
Middle Canyon Fm,1
Pennington Fm.,1
Teredo limestone,1
Hartford Ls,1
Bed I,1
McMillian Formation,1
base of Coeymans Ls.?,1
Television Sandstone,1
Hadelgebirgs Clay,1
Koshiba,1
Crania Sandstone,1
Fushina Formation,1
Millery,1
Hsinho Ls,1
Kurokawa,1
Paisslberg,1
Mansalay Formation,1
Richmond Ls.,1
Leythakalk,1
Mayer Fm.,1
Rosier,1
Racine Fm.,1
Higashibessho Fm (uppermost) or Otogawa Fm (base),1
Gym Fm,1
KINGSHILL LIMESTONE,1
Lower Porma Fm,1
Crioceras Beds,1
Kawahara Formation,1
Bir Miteur,1
Burtnieki,1
Taizicun,1
Amyzon Sh,1
Roca Formation,1
TELLICO SANDSTONE,1
Stage Dq,1
Swauk,1
Colline de roches basiques,1
Lithographic Ls.?,1
Daba,1
Plateau cuirassé; Shales grèseux,1
"""Green Series""",1
Clayton Fm.,1
Gualanday Fm,1
San Pablo (?),1
Sur rocher,1
Nishiyagi,1
Gibralter limestone,1
Amphistegina mergel,1
Conestoga Formation,1
Lode,1
Woolwich,1
Haugh Wood Formation,1
Baris Formation,1
Hadar Formation; Sidi Hakoma Member,1
Persnäs,1
Kegel Beds,1
Temblor FM: Round Mountain Silt Mbr,1
Genessee Sh.,1
Bord d'un marigot,1
Croupes convexes. Roche: grès.,1
Raetschenbank,1
Arranho Formation,1
Mecca Shale,1
Zoumaling,1
Goslar,1
Henshaw Formation,1
Riff Ls,1
Sanpetru,1
Savane arborée sur versants; roche: Buem,1
Dadoy,1
Hiketa,1
Cahdron Formation; Peanut Peak Member,1
Radiolite Sandstones,1
Durrenstein,1
"MAYSVILLE, FAIRMOUNT",1
Portrero,1
Arundel FM,1
Moss Coal,1
Hudson ?Fm.,1
GUELPH FORMATION,1
Keuper Group,1
Zeybekoelen,1
Stapleton Limestone,1
Kawabata Fm?,1
Frisco?,1
Stevens Ridge,1
"Leintwardine Beds, Upper",1
Trafalgar,1
Graneros/Dakota,1
Gahard,1
Imi-n-Ifri,1
Salitral,1
Seversk Sandstone,1
"Burge Local Fauna, Valentine Formation",1
Jianjiaxi,1
Vacaville,1
Maridale Fm,1
Fort Atkinson Ls,1
Mowitza Sh,1
Hubrucker Fm,1
Ecor Rouge Sand,1
Allaru Mudstone Fm,1
Pente de colline; sol pierreux.,1
Xinminbao Fm,1
Dwyka Fm,1
Gatuna Fm,1
OGALLALA LS,1
Steinalm reef limestone,1
Creully Limestone,1
Matfield Sh,1
Ojo Alamo Sandstone,1
Fig Tree,1
GLEN FALLS LIMESTONE,1
Diamond Trail,1
Galvert Fm,1
Upper Maquoketa Fm,1
Aracs,1
Clinton Formation?,1
Avlandian,1
Andalgalá Fm,1
Tupelo Bay FM,1
Degonia,1
Allison,1
Prospect Hill,1
Roche alluviales anciennes.,1
Tubara,1
Brothers Peak,1
Czortkow Formation,1
LaSalle Ls.,1
Alston Fm.,1
Chickamauga (Upper Chazy),1
Accident Ls,1
Lower Main PHosphorite Conglomerate,1
Niveau d'Auvers,1
Aitali Formation,1
Glenburnie,1
Lower Inferior Oolite,1
Lower Chalk Fm,1
Gympie Beds,1
Blue Bottom Fm,1
Ancienne terrasse de l'Oti; alluvions anciennes,1
Huanglung Limestone,1
Inter-trappean Beds,1
Osgood Sh.,1
Obolus Ss,1
Brierfield Dol,1
Rocher gneissique.,1
Castlegate Ss,1
"Prout Ls., Zones I and J",1
Ningyotoge Formation,1
Affleurement de gneiss,1
Sodus Fm,1
Roche granitique.,1
Thorncliffe Seam,1
Hoback Formation,1
São José do Rio Preto,1
Kume Fm,1
BEAR RIVER FORMATION,1
Craie de Theligny,1
Rose Canyon Fm,1
Simbirskites Clay,1
Cruse and Karamat formations,1
Plougastel Fm. (probable),1
sol sur roches : granite et gneiss,1
McMillan FM,1
Calcaires bioclastiques,1
Sarybidaik Limestone Formation,1
Jydegaard Formation,1
Coralville Fm.,1
Milburn Ls,1
Isachsen,1
Oginohama Group,1
Kaipuke,1
Portland Sands,1
Bukobai,1
Bear Creek Limestone Formation,1
Mireles,1
Marbres noirs,1
Buen Formation,1
Mimbres Ls,1
Dundee Ls.?,1
Onodaga Formation,1
Sheep Creek Formation ?,1
Kunrader,1
upper Morrison Fm,1
Fudenzaki F.,1
Delorme Group,1
BRIDGER?,1
Zhulfian Formation,1
Plaine alluviale. Roche : Buem,1
Kushiro,1
Nanchao,1
Menteth Ls,1
Assistance Formation,1
PRIDE MOUNTAIN FORMATION,1
Uonuma Formation,1
Estratos de Cosquín,1
WASHAKIE B?,1
Norway Point Fm. (?),1
Hybla,1
Terrasse ancienne; roche: alluvions récentes,1
Flowerpot Fm.,1
Torpedo Sandstone Formation,1
Coconino Fm.,1
"upper ""Brule""",1
Halls Peak,1
Dunedoo Formation,1
"LOWER GREENSAND, ATHERFIELD CLAY FM.",1
Greeene,1
Monteith,1
Nevremont,1
Hilsthone,1
"Stones River, 100-150 ft. above base",1
Ashgill Shale Formation,1
Andrarum Limestone Formation,1
Catheys Limestone Formation,1
Cerithium Limestone Formation,1
Balikpapan formation,1
GETAWAY LS,1
Liegende Graue Kalk,1
Cupido,1
Danforth Fm,1
Anting,1
Linz Sands,1
Chuquinsaca Fm,1
Packard Shale,1
Setana Fm (Soebetsu Sand Member),1
"Stanton Formation, Rock Lake Shale Member",1
SCHINZNACH FORMATION,1
SANDS,1
ARCTURUS RM,1
"Pampeam, Lower",1
Vaals Greensand,1
Hobbyhorse Bay Limestone,1
Luddington,1
Yamanouchi,1
Elliot Cove Fm,1
EAU CLAIRE FORMATION,1
Lower Pampean ?,1
Carlisle Formation,1
Razor Sands,1
Hengistbury Beds,1
Mecsek Coal Formation,1
Tepee Trail Formation; Morrow Creek Member,1
Sol: gley- argile alluviale.,1
Aguja FM: Terlingua Creek Sandstone Mbr,1
Texas Shale,1
Bridgerian,1
Upper Fleming Fm.; Burkeville Fauna,1
Badener-Schichten,1
ZOHAR AND MATMOR,1
Ryuku Ls,1
Belogrodnya,1
Entailles dans glacis; Amphibolites.,1
Marcillus Shale,1
Jebel El Qatrani,1
Messinien,1
Trelew Fm,1
Harleyville FM,1
Steamboat Ls,1
Tutamoe?,1
Vintage,1
Burgsandstein,1
Havana Fm,1
Putnam Fm.,1
Ixtaltepec,1
Savane à Andropogon gayanus,1
Tezanos Pinto,1
Nagdong,1
Grizzly Peak,1
Kildeer,1
Sol sablo-argileux noir.,1
Mt. Nicholas Coal Measures,1
Mississenewa Sh,1
Tapui Glauconitic Ss,1
Roche: Atakorien,1
Lantang,1
Chiu Chiu,1
Calcaire de Ferques Formation,1
Mount Stephen,1
Bostwick Ls,1
Panama Cgl,1
Glauconite limestone,1
Tal Formation,1
Nacimiento Formation; Arroyo Chijuillita Member,1
Anachacho Limestone Fm,1
Alton Seam,1
Virgelle Sandstone,1
SAN SEBASTIAN,1
Bloc rocheux.,1
Hamada formation,1
Scollard Formation; Up To 6m Above Base Of Scollard,1
Tumengela,1
Querecual,1
Hongjingshao,1
Pizzul,1
Turner Valley Ls,1
Rio Negro,1
Woodbury FM,1
forêt à Mitragyna stipulosa et Uapaca.,1
Metamynodon Channel; Below,1
Pierre Fm,1
Echooka,1
Honya Fm,1
Banjo Point Fm,1
Dotero,1
"White River Formation, Middle Beds",1
Traloinliors Fm.,1
Stewartville Formation,1
Wamego Sh,1
Emery Bluff,1
Bunter Fm,1
London Clay/Barton Beds/ Headon Beds,1
Gray Bull Beds,1
Landelies Limestone,1
Tacaratu,1
Sponge beds,1
St. Louis Ls.?,1
Macoupin Formation,1
Tanokura Formation,1
Upper Navarro Formation,1
Shelby Ls,1
Upper Lodgepole? Ls,1
Cincinnatian Fm,1
Kashong,1
Okierabu-jima,1
probably Green River Fm.,1
Zelkovice - Kopanina,1
Cashaqua Shale Formation,1
Sol: gley 'ensemble sur argile alluviale foertement salée.,1
Nishitoyama Formation,1
Kjolby Gard Marl,1
"PAPAGALLOS, MENDEZ, VELASCO",1
Vaquero Formation,1
Souvent inondé par l'eau.,1
Favel Fm. ?,1
Guanglin Formation,1
Cleveland Fm.,1
TUNG GUR,1
Wianamatta Sh,1
Dunfermline Splint Seam,1
Rose Canyon Formation,1
Poiga,1
Funabuseyama Formation,1
?Trenton Grp,1
Beech River,1
Diest FM: Deurne Sands Mbr,1
Green Valley Fm.,1
Niagra,1
Hunting Fm,1
"Niobrara, Frontier, and Steele Shale",1
"Eden Sh., middle beds",1
Shimonita Formation?,1
Humble Point Bed C,1
"Sol: ""terre de barre"" sableux en surface=sol faiblement feralitique sur argile sableuse.",1
Bow River Gravels,1
Argiles Papyracees,1
Shihhotse,1
Akikawa Formation,1
WILKIE POINT FORMATION,1
Northampton Sands,1
Missourian Fm,1
Mowry  Shale,1
Styford Shale,1
Gréseux de Florenville,1
Watertown Formation,1
Agua Fresca Sh,1
Edgewood FM,1
Hosoya Formation,1
Bearpaw Shales,1
Wellington?,1
Baraqui,1
Tablazo Beds,1
Tyubegatan,1
Wind River Formation; Lost Cabin Creek Beds,1
Ouine Inirne Fm.,1
Pridoli-Schichten,1
"MOQUATTAM,LOWER",1
ST. MARY'S RIVER BEDS,1
Affleurement rocheuse sommital.,1
Sol d'apport hydromrphe sur sables et  argiles statifiés.,1
Oslobreen Sandstone,1
De la Craie Chloritèe.,1
HAMPDEN FORMATION,1
Palomas Limestone,1
Tar Seep Deposittar Seeps,1
Coldwater Sandstone or Cozy Dell Shale,1
Lower oolite Formation,1
Mito,1
KIMMERIDGE CLAY,1
Spurs Ferry Fm,1
MILLION FORMATION,1
Chapadmalal Formation,1
Nagura Fm.,1
Tackett Sh,1
Limestone,1
Cobourg Limestone Formation,1
Spiti Shales,1
upper Blomidon Fm,1
Sand Hills Fm,1
Tackett,1
Croupe; roches: Anphibolites.,1
Mulgildie Coal Measures,1
Nalaqing,1
Buchanan Ls.,1
Baode,1
KOCHOV-L,1
Brownsville Formation,1
Citronelle Fm,1
Longwangmiao,1
Iren,1
Ituzaingo Formation,1
Beloshchel'e,1
Redesdale Limestone,1
Franklin Conglomerate,1
Grandeur Fm,1
Belen Formation,1
Kaiata Siltstone,1
Korallen Kalk,1
Alpena FM,1
Cussewago Formation,1
"Zone humide, sol pierreux,légèrement sableux.",1
Oldman Or Belly River Formation,1
Rockledge,1
Rocallosa,1
Arcola Ls,1
"OCRAD LS., PLATTSMOUTH MBR.",1
Rudist Fm,1
Straight Cliffs Fm,1
"White River, Brule Formation",1
Wadi Rayyan Fm.,1
Boshnyakovskaya Suite,1
above Frodingham Ironstone,1
Araucana Inferior,1
Habans Fm,1
Niagaran Dolomite,1
Grès de Kerarvail Fm.,1
Marnes à Alectryonia,1
Ginzan,1
"Sol d'apport peu évolu, hydromorphe sur sable fin / argile.",1
DECCAN INTERTRAPPEAN BEDS,1
Hijikata Fm,1
Miyako Group,1
Titanothere Beds,1
Zeyu,1
Usclas–Saint-Privas,1
"Terrains salés,arglo-sableux; sol: gley d'ensemble sur argile alluviale.",1
UPPER WETUMKA,1
ISCHIGUALASTO,1
Mergel and Knollenmergel zone,1
Wadi Rayyan,1
Swisshelm,1
Rio Duke Ls,1
Peel River,1
Bakhar,1
Drabow quartzite,1
Princes Town Marl,1
Castle Rock Cgl,1
Wakkanai Fm,1
Globu Craivoei,1
Altamont limestone,1
Whittaker Fm,1
Ostergarn Shale Formation,1
Logtown Ridge,1
Dornich Hills,1
Chipola Marl,1
Ericson Ss,1
Travis Peak Fm,1
Nagri Formation; Lower Middle Siwaliks,1
Wuchihshan,1
RUNNINGWATER FM.,1
River Bend Fm ?,1
CEDARVILLE DOLOMITE,1
"Oldman Fm, Belly River Group",1
Herbesskaya,1
Cumberland Head Fm,1
Val Degano,1
Lower Oreodon Beds; White River Series,1
A3-4,1
Upper Middle Khirthar,1
WAGON BED (BRIDGER?),1
Mount Soledad,1
Marshall Sandstone,1
RED MOUNTAIN FORMATION,1
Talampaya,1
Calschistes de la bande ouest du Morvan,1
Mettawee Sl,1
Petane Limestone Formation,1
"Karoo Supergroup, Beaufort Group",1
Bridger Basin,1
Waihoo Greensands,1
Upper Gault Formation,1
River Gravels,1
GRAVEL QUARRY,1
Astrasado,1
Mount Laurel-Navesink,1
"Oreodon Beds; Brule, White River",1
Hatchetigbee Bluff or Gosport Sand,1
Falmouth Fm,1
Albion Sandstone Formation,1
Marjum Sh.,1
Kopaniski,1
Sol piereux.,1
Neroly Fm,1
Nanggoelan beds,1
Whitsett,1
Coeymans ls,1
Sol: sableux; roche métaorphique,1
Johnston Shale,1
Ooi Fm (Mitsugano Mb),1
Foreman,1
Otorohanga Limestone,1
