v_formation,reps
Nea Messimvria,5
Emscher,5
Xiaohe,5
Huenteguapi Sandstone,5
Kendelbach,5
Devil's Gate,5
Affleurement de grès,5
Matusevich Suite,5
Moon-Airel,5
Scenic Drive Fm,5
Popo Agie Fm,5
Wolfe City Formation,5
Don Beds,5
Chebalsinskaya,5
Jeweschen Schicht,5
Zawiszyn,5
ISLAND SANDSTONE,5
Blenheim Formation,5
Lindegård Mudstone,5
Lee Fm,5
Port Clarence Ls,5
Lila,5
Carregueira,5
Rundle Ls,5
Kelsey Hill Gravel,5
Sinceny Formation,5
Paskapoo Formation; Scollard Member,5
Scollard Member; Paskapoo Formation,5
Shogunzawa Formation,5
Happy Creek,5
Malm Alpha,5
Kiona,5
Kweekvlei Shale,5
IRDIN MANHA,5
Homomyenmergel Fm,5
Hauberg Mountains,5
Quattervals,5
Upper Fezouata Formation,5
Ceder Mountain,5
Middle Gravels,5
Randerston Limestone,5
Spittal Beds,5
Pindiga formation,5
Dashatan,5
Cincinnati Grp,5
Shatang,5
Sokol Beds,5
Gibralta Fm,5
WECHES/SPARTA FORMATIONS,5
Zao-shi Fm,5
Kabuh,5
Portuguese Springs,5
Anseroles,5
Agoudim Marls,5
MARIANNA FORMATION,5
Kinney,5
Sobrante Ss ?,5
Posidonomya Beds,5
McKenzie Hill Formation,5
Arcadia Fm,5
Konstantinov Formation,5
Haratajino,5
Middle Dahanitor,5
Ekhabinskaya,5
Grindstone Creek Sh,5
Mishash Formation,5
St. Marys Fm ?,5
Portezuelo Tontal,5
Skaneateles FM: Delphi Station Mbr,5
Kuantikou Ls,5
Port Byron Fm,5
Tebak,5
Nanlinghu,5
La Isabella,5
Shushanhe,5
White Chalk Formation,5
Chatwell Flags,5
LECOMPTON FORMATION,5
Toro Toro,5
Empozadense,5
Jennings Formation,5
A2-3,5
Freilinger Fm,5
New Providence Formation,5
Rotten Limestone Fm,5
Kang Pla,5
White Jura Delta,5
Robitaille Fm,5
Mucronaten,5
Yellow Hill,5
Ruckers Fm,5
CHENQUE FORMATION,5
Oyabu Formation,5
Iberg Reef,5
Fort Riley limestone,5
Mohawkian,5
Panguipulli,5
Poolvash Limestone,5
YingGou,5
Cliff House Ss,5
Craie Blanche Fm,5
Upper Fezouata equivalent,5
Scoresby Bay,5
Qingshila,5
Kozhym,5
Kiwada Formation,5
Square Lake Ls,5
Zugawa,5
Cardiff Coal Bed,5
Ludlowville FM: Wanakah Shale Mbr,5
Gilboa,5
Paynes Hammock Sand,5
Van Buren Fm,5
Wood Burn,5
Orel' Suite,5
Favret Fm.,5
Wajid Sandstone,5
Sanashtykgol,5
Codore Fm,5
Lower Whitcliffe,5
Midawara,5
Yambarazaka,5
Moodys Marl,5
Baharîja,5
Boleo,5
Mozduran,5
Carnedd Iago,5
Syuren,5
White Ls,5
Barstow Fm.,5
Rockwood Fm.,5
Sant Marti Xic Limestone,5
Nelsen,5
Healy Creek Fm,5
DOU-MU OR WANG-HU-DUN,5
Otadai Formation,5
Pine Creek Limestone Formation,5
INDEPENDENCE SHALE,5
Magaña,5
Kai Iwi Siltstone,5
Billidee,5
Shipshaw Fm,5
Prion Beach Beds,5
Tuscumbia Ls,5
Chikanaga,5
Pierson Cove,5
Tarrant Fm,5
Bolshekinelskaya,5
Callaway ls,5
Zuluzum,5
Graywacke De Petigny,5
TRENT FORMATION,5
Makah Formation,5
Eldon Fm,5
Tamayama,5
Newman Limestone,5
"BEAUFORT, MIDDLE",5
Baitainba,5
Honodani,5
Kirtonryggen,5
Neuwieder Becken 4,5
Sikanni,5
Uslon,5
Javelina FM: Upper Bd,5
Gusinaya,5
Sannine Ls,5
Grandge Slate,5
"JUDITH RIVER FM., UPPER",5
Collón Curá,5
Ikakern,5
Shivelig,5
Lithographic Limestone Formation,5
Capadare,5
Threemile,5
Price Sandstone,5
"Prout Ls., Zone A",5
Sinda Beds,5
Gechang,5
Styla,5
Galesburg shale,5
Czorsztyn,5
Chalk Marl Formation,5
Palos Verdes Sand Formation,5
Benton,5
Kanita Formation,5
Lower Kiwado Formation,5
Calcare di Sogno,5
Togotui,5
Reshetnikovo,5
Sengoku,5
Spider Lake Fm,5
Frisco Formation,5
Bonham marl,5
Zubova,5
Ndalithoni Fm,5
Ridenhower Fm,5
Meissner,5
Wealden Beds,5
Elk Point,5
Marnes crayeuses,5
Craie de Blois,5
German Rancho,5
Corallian Limestone,5
Antlers FM,5
Xiangshudong,5
Lower Visby Fm.-Hogklint Fm.,5
Chinitna Formation,5
Cokedale,5
Selby Limestone,5
Guanziyao,5
Quartzites et Poudingues de Trémentines,5
Kinbu,5
Matawan Formation,5
Confinis Flag,5
Taddrist Formation,5
Aridal,5
Corniferous Limestone Formation,5
Gentle Annie,5
Stafford Limestone Formation,5
Pyioehenurs Fm,5
Calcare di Cellina,5
Oologah Ls,5
Oswego Limestone,5
Ischigualasto Fm.,5
Cuisien,5
Calcareo-carbonosa de Leon-Volcan,5
Cayara,5
Glenmore,5
Qarari Unit,5
Hogklint Ls.,5
Erdbacher Kalk,5
Tijeras,5
Arroyo Seco,5
Darraweit Guim Mudstone,5
Kybytygas,5
Crangopsis Beds,5
Hexriver,5
Currant Bush,5
Xiguayuan,5
Saint Paul,5
Santa Juana,5
Calhouns Shale,5
Monte Sana Fm,5
Melones,5
Holmehus Formation,5
Kunrade Beds,5
Hastings Fm,5
Goat Island Fm,5
Sol argileux.,5
St. Mary Fm,5
Mihara,5
Burlington/Keokuk Ls,5
Aquinnah Cgl,5
Nineveh Limestone Formation,5
Upper Bowen Coal Measures,5
Habana Fm ?,5
Antrim Shale,5
Onma Formation,5
Monroe Fm,5
Lee Series,5
Barreirinha,5
Khirthir,5
Cajon Fm,5
Bandera,5
Meyer Desert,5
lower part of the Arimine Formation,5
Dorotea,5
HARPERSVILLE,5
WYANDOTTE LS,5
Chañares Formation,5
unnamed limestone,5
Waituti Siltstone,5
Mandul,5
Karavelyovo,5
Kaki Bukit,5
Tucumcari Formation,5
Pulaski,5
Thousand Creek Fm.,5
Gebel Hof,5
Tejon?,5
Maputo,5
Bear Gulch Ls,5
Bullion,5
Etage Dd1 beta,5
Teewinot,5
Chashmaniat,5
Kokomo,5
Lingxiang,5
Rgaity Formation,5
Bath Oolite Fm,5
Benigno Formation,5
Assise a Gryphees,5
Gippsland Limestone,5
Lwr. Bone Valley Fm.,5
Ortsog,5
QierQieKe,5
Danville Landing Beds,5
McLure,5
Gunsight,5
Castilletes Fm,5
Magiveyen,5
Osawa Formation,5
Carl Creek Ls,5
Beckley Coal,5
Grimsby Sandstone,5
Craie a M. normanniae,5
Crystal Falls Ls,5
Buggy,5
La Plata Fm,5
Burlington Formation?,5
Progreso Formation,5
Klerf,5
Arcturus Limestone,5
Mulky,5
Nizhneduyskaya,5
Yushima,5
Dulgalakhskaya Suite,5
Gachal,5
Sankebetsu Formation,5
Pudovkino,5
McAlester Shale,5
Deece?,5
Shafer Limestone Formation,5
Kem Kem Fm,5
Wiltz Fm,5
Sintan Shale,5
Foraker Formation,5
Asahi Formation,5
Graford Fm.,5
unkn. Miss. Chester,5
"MCMILLAN FM., BELLEVUE MEMBER(LOWER)",5
Lower Huronian,5
Les Calcaires Et Dolomies À Silex,5
Brochero,5
Anderdon ls,5
Rawnsley Qtz,5
Luohandong,5
Indian Springs,5
EMPERADOR LIMESTONE,5
Gabbs Limestone Formation,5
Gres de Pontarey,5
Marsyandi,5
Markley Ss,5
Ropianka,5
Vaca Muerta Formation,5
Point Edward,5
Sunrise Fm,5
MELVILLE,5
BROWNSTOWN FORMATION,5
Stull Shale Formation,5
Magian suite,5
RIO DELL FORMATION,5
Rysedorf,5
Henson Gletscaher,5
Teekloof Fm,5
Tow Fm,5
Turkey Run,5
Church Ls,5
Navidad Formation,5
Patagonia Formation,5
Dahman Formation,5
Panoche Fm,5
Urakawahara Formation,5
Fukui Formation,5
Gum Ridge,5
Lime Creek Shale FM,5
Graig-wen Sandstone,5
Cobleskill Fm,5
Stokes,5
Catavi Fm,5
"Brunswick Fm., Upper; Newark Supergroup",5
Sierra Blanca,5
Río Belgrano,5
Pointe La Nim,5
CHUGWATER,5
Takaku Formation,5
Ichinokawa Formation,5
Marnes d'Uttins,5
Round Mountain Silt ?,5
Beyrichia ls.,5
Thorncombe,5
Wreford Formation,5
Lower Baenderschiefer,5
Paperville Fm,5
Lower Tal,5
Potsdam Ss.,5
Wabash Fm.,5
Calcaire à nummulites,5
HANIFA,5
Logan Fm,5
Torreáboles,5
Llandovery Fm,5
Trail Creek Fm,5
Sabbie di Nugola Vecchia,5
Horse Spring,5
Cache Valley Fm,5
Bayraktepe,5
Armorican Quartzite,5
Connelly Conglomerate,5
Repetto?,5
Efremov,5
Chasmops Shale,5
Valera Shale,5
Shichikama Formation,5
Maynes,5
Westerville Limestone,5
Plattsmouth Limestone Formation,5
Gurimisskaya Suite,5
Copper Sl,5
Thorntonia Limestone,5
Waverly Sandstone,5
Columbus Ls.?,5
Stones River Ls.,5
Mazourka Fm,5
Cerkesli,5
Bond Fm,5
Bosworth Fm,5
Rancho LaBrea Formation,5
Baixiong,5
Upper Beds,5
Kolosh,5
Greenfield,5
Shaliushui Formation,5
Cedarville Dolomite FM,5
Oldham Ls,5
Kangbadongshan,5
"Greenhorn Formation, At Base Of Lincoln Limestone Member",5
Lepidocyclina undulata Beds,5
Piojó,5
Cabao (Kabaw) Formation,5
Weissen Schreibkreide,5
Bala Fm,5
Ulah,5
Shihezi,5
Ancon Point,5
Goddard Shale,5
Sarga,5
"""Antelope Shale""",5
Deputy Fm,5
Manassas Fm,5
CHATTON FORMATION,5
Ashizawa Formation,5
Muohuo,5
STRANGER,5
Moscow Shale FM: Windom Shale Mbr,5
Bandodani,5
Water Lime Formation,5
Sevier,5
Heath and Trigal,5
Sharps Fm.,5
Isalo II or Makay,5
Kallholn,5
Toila Formation,5
Georgia Slate,5
Oshima,5
Hetvehely Dolomite,5
Langenfelde,5
Borzavar Limestone,5
Whitewood Fm,5
Bazarli Suite,5
Viborg Formation,5
Becraft Fm.,5
Tonokita,5
Bluish Grey Shale,5
Lapes,5
Santee Fm or Chandler Bridge Fm,5
Lower Suenomatsuyama Formation,5
Rockwell Fm.,5
Long Quarry Formation,5
Suchilquitongo,5
Qinfengshan and Huanggangliang,5
Willwood Fm?,5
Girardeau Limestone,5
Chichengshan,5
Cochirleni,5
Dikanre,5
Skillogalee Dolomite,5
Liveringa,5
Fraenkelryggen Formation,5
Billman Creek,5
Saldana,5
Greenbrier Formation,5
Wonewoc Fm,5
Manse Burn Formation,5
Leroux,5
Rancho Nuevo Beds,5
Upper Sheik,5
Vanheim,5
Nam Phong,5
"""Irdin Manha""",5
Agui-Ula,5
PAWNEE LS,5
Colalura Sandstone,5
Aberdaron Formation,5
Honseler Chalk,5
Duaringa,5
Herkimer Dolomite Formation,5
Aubrey Ls,5
Norwood Tuff,5
Schaeffer LS,5
Quixoá,5
Lanongla,5
Upper Chocolate Clays,5
LUSHI,5
Durstyn,5
"Jeffersonville Ls., lower",5
Yucunama,5
Thrifty-Graham undiff.,5
Cocalico North Fm,5
Shuparogawa,5
Zabor'e,5
Takanasaki,5
Elvins Fm,5
Alagteeg,5
Calcaire de Langrune,5
Redmans,5
København,5
Ulan Gochu,5
Black Limestones,5
Ringold Fm,5
Maurens Formation,5
Khalpirki,5
Takizawa Formation,5
Korycany Fm,5
THEBES FORMATION,5
Koetoi,5
Mannie Sh,5
Gugyedong,5
Zozar,5
"PITKIN LIMESTONE, HINDSVILLE LIMESTONE MEMBER",5
Khanalichan,5
Upper Hornerstown Fm,5
Antlers Formation,5
Plateau Valley Beds,5
Stompian; Lower,5
BLUE RAPIDS SHALE,5
Taerlang,5
Abo Formation,5
Dunderburg,5
Bilka,5
Cincinnati,5
Batesville Fm,5
Leithsville,5
St. Claire Ls,5
La Tossa,5
Bivalve Beds,5
Cieszyn Limestone,5
Chainman Fm,5
NAHEOLA FORMATION,5
Dunedoo Fm,5
DECORAH RM,5
Harperville,5
Kwataboahegan Formation,5
MARCELLUS FORMATION,5
Escolin,5
"Mount Brown ""E."" Limestone Formation",5
Ripley FM: Coon Creek Mbr,5
Calvin,5
Spiketon,5
Mishayagskaya Suite,5
Grinnell Formation,5
Corallian Beds,5
Posidonien Sl,5
Hiraiga Formtion,5
Gault,261
Budden Canyon Formation,261
Carbonado Fm,261
Oswayo Formation,261
Lexington Limestone Formation,261
Oranda Fm,261
Zhitkov,517
Wills Point,517
Dakota Ss,1285
Brownsport,1797
Caparo-Bellavista series,6
Mannum Fm,6
Centerfield Formation,6
Middle Dakhleh shales,6
Marvin Creek Ls,6
Douglas Creek,6
Falaises de Fresco,6
Angouleme,6
os,6
MARKS HEAD FM.(?),6
Zouyun,6
Klinteberg Ls,6
Petrolia Formation,6
middle,6
Sokolin,6
Infratrappean Beds,6
Jipao/Jiawozhai,6
Fort Hancock,6
Delaware Limestone,6
Lyell,6
Ainoshima,6
Morne Diablo Ls,6
Craie Glauconieuse Formation,6
Victoria Hills Formation,6
Renews Head Formation,6
Upper Magnesian Limestone,6
Tawun,6
Lower Taylor Clays,6
WOOD SIDING,6
"Olentangy Sh., zone A",6
Asery Level,6
Kaskaskia Formation,6
Becscie Fm sensu J. Ross,6
Kamieniec Shale,6
"Chagrin Sh., possibly",6
Lower Ceratite Marl,6
Hsanda Gol Fm,6
Shuparogawa Formation,6
Jiangdihe,6
Higueruelas,6
Wheeler Shale/Marjum Lms,6
Boatlanding Bay,6
Uraga Group,6
Craie Tuffeau,6
Lower Due Formation,6
Essener Greensand,6
Fjacke Shale,6
Senice,6
Three Yard Limestone VII,6
Olentangy Shale Formation,6
Otter Sandstone Formation,6
Racoon Formation,6
Xujiahe,6
Milligen Fm,6
Ramon,6
Stringocephalus Limestone Formation,6
Grenola Ls.,6
Lias beta,6
Scripps Formation/Ardath,6
Mogilno,6
Karaginskaya,6
Leptaena Ls,6
Wachsmuth Ls,6
"""Red Beds""",6
Padrag Marl,6
Golomyannyj,6
Helvetiafjellet,6
Uncertain,6
Xiahuangkeng,6
Bangor Limestone Formation,6
Menard Formation,6
"""Gymnocodiacean Limestone""",6
Petersburg Fm,6
Manlius Limestone Formation,6
Etchegoin(?),6
Taslaysk,6
Brush Creek Ls,6
Boscombe Pebble Beds,6
Tesin-Hradiste,6
Fukuwata Formation,6
Lutetien,6
"""Kufeng""",6
Jacks Peak,6
Untere Ottweiler Schichten,6
Decorah Sh.,6
MUSCHELKALK,6
Brilon Shale,6
Coffee Sand Fm,6
Sablé,6
Dinwoody Fm,6
Antelope Valley Ls (upper transition beds),6
Sagog,6
Tornillo Formation,6
El Tranquilo,6
Menizla,6
OODEREN SANDS,6
Roches: alluvions anciennes.,6
Cygnet Coal Measures,6
Wolka,6
Holdenville Sh,6
Wisniowka Sandstone,6
Fosters Point Formation,6
Sturgis Fm,6
? Tulare,6
Vardekloft,6
Galena Limestone Formation,6
Aqra Limestone,6
Redang Beds,6
Calcaire grosse,6
Sijiagou,6
Rifu Formation,6
Bryozoan Limestone,6
Glenogle Shales,6
Chagres Fm.,6
Upper Oukloof Sandstone,6
Rio Del Formation,6
Cercadillo Fm.,6
Strawn Formation?,6
Koge-Davan Suite,6
Kievskaya,6
UNDESIGNATED,6
Insect Bed,6
Muschekalk,6
ownton Castle Sandstone,6
Schrammstein,6
Waima,6
Fort Scott Ls?,6
Kirkfield Fm,6
Bundenbach,6
Jince Fm.?,6
Khalagai,6
Sakoa,6
Brentwood Ls,6
Shentang,6
Upper Akhmatov,6
APLINGTON FORMATION,6
Kalby marl,6
Onoke,6
Fort Lancaster-Boracho,6
Rhiwlas,6
Freeport Coal Fm,6
Viñita,6
Kilakirnunskaya,6
Nelson River Limestone,6
MID LUDLOW,6
Calhoun Ls,6
HUNSRUCK SLATE,6
Koronis Limestone,6
Haringer Schichten,6
Wealden Formation,6
Hepburn's Mesa Fm,6
"""Chaoshan""",6
Glens Falls Ls,6
Evaporite Unit,6
Lower Hales,6
Malanzán,6
Coburn Limestone,6
Sherbrooke Ls,6
Cow Creek,6
Branch Canyon Fm,6
Hosoura,6
Wakarusa Ls?,6
Upper Kadonosawa Formation?,6
Hinchman,6
Aguathuna Fm,6
Emmanuel,6
Calvert Cliffs Formation,6
Nocana Formation,6
LA PICA,6
ANZADO,6
Upper Gharif,6
Haida Formation,6
Mount Brown Limestone,6
Cedar Mountai,6
Ulungarat,6
Niklekuyul'skaya,6
McGowan Creek Fm,6
Tsagaantsav Svita,6
Yan'an,6
Chia Zairi Fm,6
Hesteelv,6
Wewoka Fm.,6
Sanadinovo,6
Ohio Shale Formation,6
Roche: alluvions anciennes,6
Middle Variegated Sequence,6
Old Dominion Limestone,6
Cobbleskill Ls,6
Police Post,6
Murillo,6
Tadi Beds,6
Torleite,6
Wah Wah Limestone,6
Laochun,6
Landana,6
Tuwaiq Mountain Limestone?,6
Alegria Formation,6
Dry Creek Limestone,6
Yakoun Fm,6
Kinkaid Ls,6
Totara Ls,6
McCarthy,6
Ryozensan,6
Acunsion,6
Toyora Group,6
Sanqiutang,6
?Beglia,6
Miami,6
BASHI FM.,6
Greenleaf Fm,6
Kukhiraat Suite,6
Ottosee Formation,6
Aburato Formation,6
"""Lower Formation""",6
Pari Aike,6
PINECREST FM./CALOOSAHATCHEE FM.,6
"Coal Measures, Lower",6
Kattachi,6
Loup Fork Beds,6
Chaomidianzi Formation,6
Xistos com Nodulos,6
Del Rio Clay Formation,6
Athens Ls,6
Croatan FM,6
Aguion,6
Upper Atane,6
Calcaire Nankin,6
KANOSH SHALE,6
Majiaochong,6
Kazusa Formation,6
Neuberg,6
Heiligenwald,6
Achanarras Formation,6
Tepetate-Ysidro,6
Hsuchuang Fm,6
Matawan-Monmouth Fm,6
Owasawa Formation,6
Nohn,6
Middle Muschelkalk,6
Puente Inga,6
Dzhirukut,6
Mansiysk,6
"Flowerdale Sandstone Member, Killingworth Formation",6
Houziguan,6
Allamore Formation,6
Upper Shady Dolomite,6
Bodjong Beds,6
Trappers Cove,6
Stringocephalus Ls.,6
Quehua,6
Salanygol,6
Shuijington Formation,6
Vrachionas,6
Uppermost Imnaha Basalt,6
Mancos Shale Formation,6
Louisianna Ls,6
Greenfield Dol,6
New Scotland Limestone Formation,6
Vester,6
Monte Postale Series,6
Upper Nkporo Shale,6
Stolleklint Clay,6
Çakrazboz,6
Kalkberg Ls.,6
Papo Seco,6
Garinono,6
MINNEKAHTA LIMESTONE,6
Tanezzuft Formation,6
Chengzihe,6
La Colina,6
Upper Chalk Fm.,6
Los Patos,6
Oolite Fm.,6
Pituil Formation,6
Calciferous Sandstones,6
Banyoles Marl,6
NAVARRO FORMATION,6
Kirusillas,6
Happy Hollow Ls,6
Abrara,6
Nytymokin,6
Glauconie de Lonzée,6
Henefer,6
Floyd Fm,6
Nora Formation,6
Cotter Limestone Formation,6
Eifel Ls.,6
Sage Creek Fm,6
Shipao,6
Mojado,6
Kopieniec,6
Plum Creek Beds,6
Townville Limestone,6
Burnham Formation,6
Titirangi Sand,6
Tunnel Point Sandstone,6
Sulphur River,6
Upper Coal Series,6
Pit Sh,6
upper Parrsboro Fm,6
Macasty Sh,6
Byron and Hendricks,6
Pointe aux Chenes,6
Koitoi F.,6
probably Columbus or Delaware Ls.,6
Shawnee Creek,6
Decatur,6
Lilley-Peebles transition unit,6
"Cowicham Member, Haslam Shale",6
Mt. Laurel Fm,6
Rocky Bay,6
Beacon Heights Orthoquartzite,6
Wuchang,6
Lianmuxin,6
SAN JOAQUIN FORMATION,6
Marna Euganea,6
Puerto Yeruá,6
Turner Creek,6
T. gracilis Beds,6
Choboshi Fm,6
Tajne Suite,6
Stanleigh,6
Chotec Limestone,6
Sonyea Formation,6
Staffin Bay,6
"GREENE, LOWER",6
Araucanian Formation; Oraticano Fm.,6
Putjangan Fm,6
Tabyo,6
York River,6
"""Oreodon Beds""",6
Coconino Sandstone Formation,6
Yegua FM: Upper Bd,6
Clymenkalk,6
Peshcherka,6
Leitchfield Formation,6
Bladen FM: Upper Bd,6
Horsefly Beds,6
Cuirasse latéritique,6
Upham Fm,6
Kobiwako Group,6
Masket Sh,6
CHAINMAN FORMATION,6
Qingshan,6
Khura,6
Deep Springs,6
Upper Kirtland,6
Bridger Creek,6
Vyasovka,6
Jiufutang,6
Feather Conglomerate,6
Piney Point Fm,6
Drumheller Formation,6
Woodford Shale,6
Ten Mile Hills Beds,6
Topeka Fm.,6
Kohat Limestone,6
Petit Rocher,6
Rosan Fm.,6
Tumbez Ls,6
Tuwaiq,6
PUNGO RIVER OR YORKTOWN FMS.,6
Helderberg Formation,6
Lilstock Formation,6
Cundlego Fm,6
Pacoota Sandstone,6
Cannon Island Limestone,6
Southgate,6
San Sebastian Limestone,6
Zindan Radiolarite,6
Blue Clay Formation,6
Hurwal Formation,6
Gray Bull,6
Bermont Formation,6
Quartzites Botella,6
Fox Hills  Ss,6
Akkuyu,6
Ryan Formation,6
Wiedenest,6
Devalak,6
UINTA B/C,6
Gray Chalk,6
Lochkov Ls,6
Earnley Sand,6
LOWVILLE,6
Petoskey fm,6
Wild Cow Fm.,6
Quebrada de los Colorados,6
Khirthar Limestone,6
Calcaire Grossier Fm,6
PANTHER MOUNTAIN FORMATION,6
Biraotori,6
H?asruckshiefer,6
Big Branch Fm,6
Camfield beds,6
Folkestone,6
Gai-As,6
Oberer Travertin II,6
ST. LOUIS LIMESTONE,6
Cherryvale FM: Westerville Limestone Mbr,6
Tuckahoe/Turkey Branch,6
LOYALHANNA,6
Putnam Highland Fm,6
Meaford,6
Blood River Sandstone,6
BOIS BLANC FORMATION,6
Panxi Formation,6
Soteyama Formation,6
BRUCE CREEK FM.,6
Tank Hill Limestone,6
Timililet,6
Mount Wissick Fm,6
Goshen Formation,6
Rykhta,6
Bois dArc Formation,6
Setana Fm,6
Wigwam Formation,6
Rattlesnake Butte Beds,6
Hosselkus Fm,6
Chalmak,6
Lower Kope Formation,6
Hagman Fm,6
Inta,6
Hiramaki Formation,6
Saint Chinan Formation,6
Sanhunjian,6
Jemison Chert,6
Chalk Hills Formation,6
Target,6
Leptoplastus Beds,6
Oak Grove Sand,6
Oyabe Formation,6
Lodi Formation,6
Porosphaera Beds,6
Park Shale,6
Nakatsu,6
Las Escobas,6
Ajiri Formation,6
Hikoroichi,6
Sam Creek,6
Hay Ranch,6
Irati Fm,6
Beartooth Butte Fm.,6
Knoll Reef Limestone,6
Pittenweem,6
Sodus Shale Formation,6
Slite Mrl,6
Shitoumiaozi,6
Bearpaw Shale Formation,6
Khorokitskaya Suite,6
Inoceramus Shales,6
Densinyama Fm,6
Fusulina Ls,6
Daishoji,6
Wabamun,6
Upper Lias Shale,6
Pillara Limestone,6
Hanson,6
Shanxianling,6
Fort Simpson,6
Strunga,6
Rødby Formation,6
Tren,6
Willoughby Limestone,6
Tokoro,6
Sasu Formation,6
Grinchuk Beds,6
Wood Bay Series,6
Oologah Limestone Formation,6
St Geneviere Limestone,6
Slivenec Limestone Formation,6
Mesa Verde Group,6
Glenn?,6
Pelagian Limestone,6
Begichev,6
Heath Fm,6
Kinkead Spring Fm,6
Complejo de Raneces,6
Sables de Beauchamp Formation,6
Mornsheimkalk,6
Dyserth Quarry Limestone,6
Honghuayshan Formation,6
Bossardville Ls,6
Schistes noirs,6
Makkol,6
"Meagher Ls., basal",6
BURLINGTON FORMATION,6
Nosoko,6
Koshelevskaya,6
Kamigo Formation,6
Brooch,6
Pouzdrany Marls,6
Peery Fm,6
El Cajon,6
Zhenzhuchong,6
Kardasyn Suite,6
Chazy Fm.,6
Conglomérat de Meudon,6
Heavy limestone,6
Cuscatlan,6
Wells Chert,6
Shalloch,6
Escabrosa Ls,6
Quartermaster,6
Upper Brownsport Formation,6
RICHMONDIAN STAGE,6
GuLang,6
Wujaiping Limestone,6
Dinwoody Formation,6
Longwangzhuang,6
Holmia Kjerulfi green shales,6
HAGERMAN LAKE BEDS,6
Tereñes,6
"Grey Limstone, Massive",6
Chickamauga Limestone Formation,6
New Scotland Fm.,6
Lathi,6
Hosoura Formation,6
Zhongbao,6
Khunuk,6
Villany,6
Megrane Fm,6
Fauquier Formation,6
Miharano,6
Calcaire de Cangey,6
Mio Goro,6
MERCED FORMATION,6
Thon Schiefer,6
El Quemado Shale,6
Choctawhatchee Formation,6
CASTLE HAYNE FM.,6
Zagadochninskaya,6
Leda Clay Formation,6
Fleming Fm,6
Glen Dean Limestone Formation,6
Mount Hope Fm,6
Delaware Formation,6
Lias Limestone,6
Rajamandala,6
Toad River,6
Penters Chert,6
"""Kunnui"" Formation",6
FYANSFORD FORMATION,6
Trigonia Grit Fm,6
Slana Spur,6
Haidateyama,6
Wigan Four-Foot Coal,6
Yellow Hill Fm,6
Badong,6
Exsulans Limestone,6
Klerf Schuchtea,6
Timezgadiwine,6
Angostura Fm,6
Skeels Corners Sl,6
HANNIBAL FORMATION,6
Darlington Ls,6
Laiyang Formation,6
Tubu Shales,6
Bizovskaya Suite,6
Brisbois Fm,6
SANDIA FORMATION,6
Conset Marl Formation,6
Bighorn Dolomite Formation,6
C1/LR,6
Volusia Sh,6
Papile suite,6
Odernheim Schichten,6
Campur,6
Black Shale Formation,6
Catskill FM,6
Kibitigasskaya Suite,6
Setana Formaion,6
Beipiao,6
Kuba Beds,6
Baker,6
Rajmahal,6
Dockum Formation,6
Upper Keuper Sandstone,6
Los Blanquitos,6
Triton Point,6
Hunsruck Slate Formation,6
Khutsin,6
Kalapani,6
Colestin Formation,6
Hickory Ss,6
Polecat Bench or Willwood,6
Lobitos Shales,6
Kellys Island,6
Simpson Fm,6
Cooper marl,6
Bairnsdale Limestone,6
Chiu-Chiu,6
Payton Ranch Limestone,6
Minagish Formation,6
gravel,6
Drakes Fm.,6
Rodeo Shale,6
Jianxing,6
Bernbjerg,6
Tinajita Formation,6
Kladno (Lower Grey) Formation,6
Little Oak Limestone,6
Matawan,6
LIAS EPSILON,6
Attalla Fm,6
Vardebukta and Tillingodden,6
Vinice - Kraluv Dvur,6
Upper Wheeler Ls,6
Middle Mehrten Formation,6
Tugidak,6
Cerkoviste,6
"Hell Creek Fm., middle",6
Shadscale,6
Karterit Cliff,6
Upper Abiad Limestone,6
Navet,6
Deseret,6
Lothidok Formation,6
Xiangtang,6
Gerhardtsreuter Mergel,6
"TAMIAMI FORMATION, MURDOCK STATION MBR., LOWER",6
Serpuchov Formation,6
Lower Garumnian,6
Harlan Fm,6
Ichibu Formation,6
Derenjal Formation,6
Pontgravé River,6
Puente Fm,6
Willapa Formation,6
Lobelville Formation,6
Virgin Hills Formation,6
Comanche Fm,6
Tres Ritas Fm,6
Waynesburg,6
Perdido,6
Unalaska,6
Kiyokawa Formation,6
Kozhim,6
Zigzag Chalk Formation,6
Srbsko Fm,6
Cancaniri,6
CHAPELTON FM.,6
Skidgate,6
"Old Red Sandstone, Middle",6
Bishop Tuff,6
Tadushi,6
Lunshan Formation,6
Arnheim Fm.,6
Nea Nikopolis,6
Nerinea limestone,6
Yamatoda Member,6
Sables et grès du Mans,6
Song Sai Gon,6
Gaohuo,6
Fürstenau,6
Romualdo,6
Nakatonbetsu Formation,6
Hansen Formation,6
Torrejon Formation,6
Pagegiai,6
Iles FM,6
"Onondaga Formation, Edgecliff Member",6
Monastery Creek Phosphorite,6
Amarimaningian Formation,6
Stansbury Fm,6
Egmont Bay,6
Craie d'Eletot,6
Horton Creek,6
Norton Gully,6
Calcaries de Tàrrega,6
DeCew,6
Caqueza,6
top,6
Goydor,6
Oeningen Limestone,6
Tatouhe,6
Cedar Creek Member,6
Schistes du Courijou,6
Redonien,6
Shimonada siltstone & Kitaama Sandstone,6
Ulladulla Mudstone,6
Tackett Fm,6
Nyalindung Formation,6
Parvade,6
