v_member,reps
Buchia Aff.B.Okensis Zone,16
D7 Atash,16
Florigemma Bank,16
"""transitional bedset""",16
unit 6,16
Naujat,16
Saluda,16
Tyus Mbr,16
Herrin (No.6) Coal Mbr,16
Bob Ls Mbr,16
"U2 (Tsuchida & Hirano, 1995)",16
Devils Canyon,16
East Kirkton Limestone,16
CLEVELAND SHALE,16
Yoyama Shell Mound,16
Jagger Bend Limestone,16
Progo,16
Guerran,16
Styford Limestone,16
Rose Creek,16
"""rock rose"" zone",16
Dormaal sands,16
Carbonate,16
C 2 Phosphorite,16
Vaureal zone 5,16
Widder,16
Reveillon,16
Hrusica,16
Rotzo Member,16
Sarasota,16
Delhi Mbr.,16
Mawhoob Shale,16
Bankston Fork Ls Mbr,16
Liujing Member,16
Cincinnati,16
Stagg Creek,16
Levanna Shale,16
Argentine Ls,16
Tinajitos Member,16
17U,16
Korobcheevo,16
Copper Shale,16
Upper Carbonate/ Marl,16
Neva ls,16
PORTERS LANDING MEMBER,16
Corsicana marl,16
Upper Harpersville Formation,16
Whitney A,16
Kalimna,16
KARA BENTONITE MBR,16
Frizy Member,16
Oskaloosa Shale,16
Stockade Beaver Member,16
Transition,16
"Kamianama Formation, Hakubado Member",16
Saku,16
Rowe,16
Gleasons Limestone Member,16
DuBois Ls Mbr,16
Spinoplasia Zone,16
Khobar Member,16
Osage Springs Mbr.,16
Pawhuska Limestone Lower (Top),16
Fuganji mudstone Member,16
K1 Unit,16
Latrania,16
Units I-III,16
Podlasian,16
Rahmu Shales,16
Mill Street Conglomerate,16
Third,16
Level D,16
C4 Mbr,16
"Barrandella Shale Member, Silverdale Formation",16
San Gregorio Sandstone Member,16
Bowspring Limestone,16
MOUNTAIN LAKE MEMBER,16
Sjostrand,16
Gris,16
Sloans Valley Member,16
Ollach Sandstone,16
Lower or Chopoghlu Shale,16
Mercer Shale,16
Namba Mbr,16
Glauconitic Marl Member,16
Cone Hill facies,16
Wahringa Limestone,16
Lower Weald Clay,16
Quivira,16
Aburato coal-bearing Member,16
F-G,16
Warroo Lst,16
Saddle Peak Member,16
Hughes Creek Sh,16
Willow Gap,16
Haradaso,16
Baarley,16
Sand Bridge Mbr,16
Barton Canyon Member,16
Manitou Medial Portion,16
Popes Creek Sand,16
Burtnieki,16
B4 Mbr,16
Ferrum?,16
Word Limestone Lower,16
"MARIETTA SS, UPPER",16
Island Creek Shale Member,272
upper Jimol,272
Winterset Mbr,272
Wockley Member,272
Sonsela,1040
Hiawatha,2576
"""Laurens""",17
Canyon Road,17
Wheelock Member,17
Mississinewa,17
lower Zone 7 - P. gracilis biozone,17
Kereford Mbr?,17
Beaconsfield,17
Bulltinden Conglomerate,17
Jersey Shore,17
Woodhawk,17
Duchindabin,17
Viesca Member,17
Stovall Limestone,17
Wall Creek,17
Lower expansus,17
limestones,17
Vasavere,17
Flat Rock,17
Bobcat Mbr,17
Hurlet,17
Horsethief,17
Hero,17
Chlustina Beds,17
Weberg,17
Sapaucari,17
Gas Point Mbr,17
Chungo,17
Basal Bryozoan Mbr,17
unit 22,17
Variegated,17
Visby Marl Upper and Lower (Hogklint),17
Niagara,17
Dog Head,17
Kiviõla,17
Merriam Limestone?,17
Vega-Phroso,17
Marcellus Mbr,17
McGregor Mbr,17
BLUE HILL SHALE,17
St. Lawrence Mbr,17
"""Apulia""",17
Poleslide Mbr,17
Mampuwordu,17
T3,17
Blue Springs Shale?,17
Tereso oolite,17
Beacon Peak Dol Mbr,17
Reef Ridge Shale,17
Middle SS and Shale,17
Mahuangling,17
Stromberg,17
Fengjiachong,17
Eyford Member,17
Brown Bed,17
Sappington,17
Grey Pelite T3,17
Trenton Basal,17
Oorderen Member,17
Freestone Cove Sandstone,17
Submeseta,17
Calcaire d’Ailly,17
Pachuta Marl Mbr,17
Clearville,17
Cullín Grande,17
South Piney,17
31-2,17
Lowellville ls.,17
Resediment,17
Oksedal,17
Glenrock Limestone,17
Breche a grave; Micmacca,17
Overlook Member,17
Yorba,17
Necessity Shale Member,17
Lokalalei,17
Boggs Ls Mbr,17
Upper horizon,17
Ysidro,17
Doe Creek,17
Gata,17
Kashong,17
Bead Mountain,17
MOBRIDGE AND TIMBER LAKE MBR,17
Rainbow Hill Marl,17
Nada Mbr,17
Sakhay,17
Scollard,17
New Harmony Shale,17
Darlington Shale,17
Slate Quarry,17
Ziyundong,17
Folks,17
Bashi Member,17
probably Meadville Sh.,17
"""Nisha""",17
Bed 1,17
Lower horizon,17
Wadi al Kils,17
Carvatt Limestone Member,17
c; 6-8,17
Boda Core Member,17
Upper Nims,17
"â€œUnit Iâ€ of Johnson and Hibbard, 1957",17
Anaushi Conglomerate Member,17
A-Shale Member,17
WADERA MEMBER,17
d1b,17
Pierce Hollow Member,17
D5 Mbr,17
TB07,17
Van Wie,17
Glen Erie,17
Silver Lake Mbr,17
Muncie Creek Ls Mbr,17
Pine Shadow Member,17
Bridge Creek Formation,17
Trenton,17
Tabin limestone,17
Chapel Coral Horizon,17
Pierre de Caen,17
Anikaitse,17
Unit 19,17
ELK BUTTE,17
Long Nab Mbr,17
Middle Stubensandstein,17
Infiernillo,17
Assistencia,17
LaSalle Member,17
McMicken Mbr,17
Lower Saurian Bed,17
Pierre Lower unnamed Mbr,17
Bluff Creek Shale,17
Saltos,273
Florence Flint Member,273
Unit II,18
B4 Unit,18
Middle Dolomite,18
Andrews Mountain Mbr,18
Aar Member,18
Combe Martin Beach Limestone,18
Eomiodon Red Sandstone,18
Finis Shale - Gonzales Creek Shale,18
La Loma,18
Osmington Oolite Base,18
Turtle Limestone,18
Upper Marine Beds,18
Peace Point,18
"Unit ""O"" = +- 69",18
Upper Wheeler Shale,18
Lower 30 cm,18
Tarter,18
Divisions B2 or C1,18
Kathwai Mbr,18
Okubo Sandy Mudstone Member,18
Co-op Creek Member,18
Keechi Creek Limestone Member,18
Jaklovec,18
"Oedelem Member (sensu King et al., 2016)",18
Dry Creek Mbr,18
Section B,18
Ridgelea Mbr,18
Monograptus uniformis zone,18
Davys Plains,18
La Barranca,18
Pathhead Beds,18
Winterset Limestone?,18
Hickory Sandstone Member,18
"""b""",18
Stockade Beaver Shale,18
Paddy,18
Jupiter zone 4 sensu J. Ross,18
Hilton Plant Series,18
Upper Pleasanton Formation,18
Arcola Ls Mbr,18
Surichun,18
Schulz Ranch,18
Ideal Quarry,18
BONE VALLEY MEMBER,18
Lower Caimito Formation,18
Forreston Mbr,18
Odessa Canyon,18
Angola Sh Mbr,18
Dolgeville Facies,18
Ranger Mountains Mbr,18
Pyritous Shale Member,18
Stoner,18
Long Creek Limestone,18
Shinarump,18
Furnace Iron Ore,18
Tealby Limestone Member,18
Claremont Manor Mbr,18
Lower Coal Measures,18
Baghalak,18
Centerfield Member,18
"M1 (Tanaka, 1963)",18
Gleesons Limestone,18
Sunbury Sh.,18
Stewartby,18
Udairn Shale,18
Röschenz,18
Wang-wu,18
IIc,18
Lower Stubensandstein,18
Knocknasilloge Member,18
Pouce Coupe,18
Acrospirifer pinyonensis,18
Talbragar fish bed,18
Ranch,18
Usuzawa Member,18
Tapajos Limestone Member,18
Ojo Encino,18
Pike Hill Limestone,18
Duncannon Member,18
Merifrons,18
Kharga Shale,18
Merrygoen Ironstone Member,18
Mulgrave Shale Member,18
Suginoya Silt,18
Templeton Mbr,18
Paleovalley fill,18
Aramunt Vell,18
Layer C - Euloma/Niobe zone,18
ROCK LAKE,18
Orchard Creek Shale,18
Dry Creek,18
FISSURE DEPOSIT,18
SCENIC,18
"Mb (Kawabe et al., 1996)",18
"Twentymile Sh Mbr, Below",18
Warsaw,18
"""Trigonia bornhardti/Trigonia schwarzi""",18
Lina,18
Huanggexi,18
Shimentang,18
Chickabilly Mudstone Member,18
lower Tesero oolite,18
Eyford,18
Portage Canyon,18
Nambdo,18
Bed 11,18
beach deposits,18
Havensville Shale Member,274
D Mbr,274
Brownwood Shale,2322
Sand Branch,19
Lower Sedimentary Succession,19
Unit 60,19
Jose Creek,19
Lebberston,19
Unite Ju 1,19
Harrison Ore,19
Lower Conglomerate,19
FRANCIS CREEK SHALE,19
Punta Bravo Grits,19
DeGrey Mbr.,19
No. 1 Coal,19
Upper Fort Scott Limestone,19
Tuff-Shale,19
Saluda Tongue,19
Salamanca Cgl Mbr,19
Waubeek,19
Navy Island,19
3CB Asaphus Shale,19
Bonya Limestone,19
Jef Lio,19
Wilkins Peak & Laney,19
Kaloola,19
lower phosphate level,19
Zlichovian Limestone,19
Corset Springs Equivalent,19
Muruongori,19
"""B""",19
Bouldin Member,19
Upper Graneros Shale,19
Grindstone Creek Mbr,19
Ramsholt,19
Sel'kupy,19
Hallert,19
Cane Run Bed,19
Ruddle Shale,19
Langport,19
De-na-zin?,19
Needmore Sh Mbr,19
Cerro La Espina,19
Jingangshan,19
Tormitchell Conglomerate,19
Tuape Shale,19
upper limestone,19
Cromwell Mbr,19
Howe Limestone,19
Limestone gypsum,19
Spring Inlet,19
Altáró,19
Layer H,19
Drakes Bay,19
Marca Shale Mbr,19
Scottsquar,19
Khudykivtsi,19
Schroyer,19
D5,19
Elmwood Mbr,19
Cassianella beds,19
Scenic Mbr,19
Reading Ls Mbr,19
Hanover Shale,19
Graubank 2,19
Tepee Butte Member,19
Catton Sponge Bed,19
Unit above horizon E,19
Tumbledown Cliffs,19
Laignet Point,19
GREENBRIER LS,19
XIV,19
Lower part of formation,19
Calcareous Shale Member,19
New Providence Sh.,19
GREENDALE MEMBER,19
Bullhead Mbr,19
Tony Grove Lake,19
Eramosa,19
Maungataniwha,19
Carinatus Sh Mbr,19
Liuhui,19
Magoffin,19
lower sorted facies,19
Annunciata,19
Mitten Mbr,19
Passage beds,19
Steamboat Pass Shale,19
Unit F,19
Dakota,19
Francis Lake,19
Westbury Ironstone,19
Hordes Creek Limestone,19
Wupatki,19
Unterer Schrattenkalk,19
C-Shale/Combined Metals,19
Graciosa,19
Batoví,19
Newby Sand,19
Larsh Sh,19
Cherry Valley,19
Perna Beds,19
Mosheim,19
Fredonia Oolite Mbr,19
Corsicana Marl Mbr,19
South Mound Shale,19
Okaloacoochee,19
Pulaski,19
Lomitos Conglomerate,19
Vendomdalen,19
Zanden van Boutersem,19
Buchia Piochii Zone,19
Talisay,19
Five Point Limestone,275
Cerro Gordo,531
Trail City Mbr,45331
INDIAN SPRINGS,20
Glasco Mbr,20
Fishbourne Member,20
Middle Saurian Bed,20
Lucien Mbr.,20
K3 Unit,20
Lignite bed,20
Hosta,20
Unit F. bryozoan biostrome,20
Garrison Shale Top,20
Woodstock Mbr,20
Bootenall,20
South Fork Mbr,20
Radotin Limestone & Kotys Limestone,20
Lewiston Member,20
lower Ludlow,20
Edgecliff mbr,20
DUQUESNE SHALE,20
Muir Sandstone,20
unit D,20
Benbrook Member,20
Mountainville,20
RED TANKS,20
Waynesville Mbr.,20
Johnson Mbr,20
Atherfield Clay Series,20
?,20
Rencun,20
Jupiter zone 4-6,20
"""Encrinus-Platten""",20
Terry Ss Mbr,20
Drumcliff Mbr,20
Barn Canyon,20
Schistes d'Angers,20
Cancha de Bochas,20
Coral Rag,20
Middle Clay,20
Unite Ju 2,20
Salvisa,20
Mitten Mbr.,20
Naran,20
Falling Run,20
Dzhilgakochuyskaya,20
"Eiberg, Unit 3",20
Gemsmättli,20
Spring Garden,20
Sulphur Well,20
Jangle Limestone,20
Preacherville Member,20
transitional,20
Upper Mazzin,20
Platyschisma Beds,20
chert,20
upper Scenic,20
Volta Sandstone,20
17,20
Calcaire dur dela Ribochere,20
Bear Gulch Mbr,20
Haystack Valley Member,20
Qárat Jahannam,20
Lower Blue Gulch Member,20
Little Stone Gap,20
Otsego Member,20
Upper Lobster Beds,20
RANDLETT,20
H Member,20
Ulayyah Mb.2,20
Energy Sh Mbr,20
Dungin,20
Janssen Clay,20
Matthews Landing Marl Mbr,20
Mustang Shale,20
Nara Shale,20
Carnosaur Bed,20
Viodo Limestone,20
Wheelock Marl Mbr,20
Cloyd Conglomerate,20
Upham Dolomite,20
Layer K - Neseuretus arenosus/ Symphysurus sabulosus zone,20
Lower Synalds Formation,20
Caribou Member,20
Fleming Coal Bed,20
Sierra Corroga Member,20
Wulan,20
Monte Caramolo,20
Okote and KBS,20
Croweburg Coal Gray Shale Above,20
First Discovery,20
Catalina,20
Quinto Silt,20
Crystal Pass,20
Hawtah Mb.4,20
near base of formation,20
Templeton Member,20
Ogygopsis Sh,20
Ferdig Mbr,20
Gaijiao,20
Brownish Sand Facies - Alluvium,20
Crickley,20
Brownville Limestone,276
Ervine Creek Limestone Member,276
Bembridge Marls Member,532
Pittsford Shale,1044
middle,1556
Corona,21
Fort Denaud Mbr,21
New Fork Tongue Mbr,21
Kalaloo,21
Florena Sh Mbr,21
Thunder Springs Mbr,21
Francis Creek,21
Crato,21
Moredock,21
Burr,21
Ramla,21
Johns Creek Quarry,21
Bognor Member,21
fossiliferous limestone,21
Smokey Hill Shale,21
"Mf (Tanaka, 1963)",21
Cantua Member,21
Bed 14,21
Walpen and Ladder Sands,21
Pecinov,21
Model City,21
Tambach-Sandstein,21
Vaureal zone 12,21
Pontoon Hill,21
Gorestown Mudstone,21
unit C,21
Nordegg,21
Upper Brushy Basin,21
Sage Breaks Mbr,21
Emanuella,21
BaoTa,21
Maciurru Member,21
Orbitolina Limestone,21
McLure Shale,21
Irohalene,21
Avoca and King Hill Shale,21
Middle Elton Beds,21
Pierson Point Sh Mbr,21
Dakangpu,21
Kendrick shale,21
THREEMILE LIMESTONE,21
Paradoxides intermedius Grit,21
Exalt,21
Bridge Creek,21
Cravatt Member,21
Bodo,21
C5 Mbr,21
Top,21
TZ3,21
Ysidro Sandstone,21
Brushy Basin/Salt Wash,21
Laurel,21
Basey Mbr,21
Graciosa Member,21
Iriishikura,21
Djunggrangan,21
Azagador,21
Allenby Coal,21
Röa,21
Foremost,21
Senhata Conglomelate,21
Ellis Bay Zone 14,21
Cephalopod Bed,21
Siracusa Limestone,21
Genesee Mbr,21
Wreford limestone,21
Keechi Creek shale,21
Poundinges de Grand'Croix Conglomerate,21
Levanna Sh Mbr,21
Logana Limestone,21
Zone 1,21
Hajajah,21
Jupiter zone 9 sensu J. Ross,21
Arlington,21
Nummulitic Sands,21
Gray Shales,21
Te Piki,21
"ROCKPORT LS, MIDDLE",21
Howard Limestone Upper,21
Phukhaothong Dolomite Member,21
Prinsta Member,21
Gupa,21
Unit 16,21
Carnarvon,21
Poplar Tank?,21
Magnesian Limestone Middle,21
Sewell Coal Mbr,21
Cleary Coal,21
Anhydrite A1,21
Unit XIV/1,21
upper Wagonhound,21
FISHPOT SHALES,21
Melajo Clay Mbr,21
Helskjer,21
Farley Member,21
Erquelinnes Sand,21
Elm Creek,21
unit 8,21
Austin Glen Greywacke,21
Stamping Ground Member,21
Nedubrovo,21
Battery Rock,21
Lower Scenic,21
Trident,21
Bunger ls,21
REDWATER SHALE MEMBER,21
Gogo Shales,277
Windom,533
Olathe Limestone Member,789
CABBAGE PATCH BEDS,1301
Ward,22
Roblin,22
Haven,22
informal lower limestone and siltstone,22
Upper carbonate,22
Lower Marine Beds,22
Retort,22
Receptaculites limestone,22
Redbeds,22
N1,22
Ramp Creek Ls Mbr,22
Hidegkut Sandstone,22
Jupiter zone 8-9,22
Cheswold Sand Mbr,22
Kangyao,22
Shotgun Mbr,22
Zhongyicun Member,22
undifferentiated,22
Towle Shale,22
Shipeng,22
Fairpoint Mbr.,22
McCombs,22
Tanoshiri,22
TOMAHAWK CREEK,22
Ramsholt Member,22
Passagem Member,22
Stamping Ground,22
VIII,22
Howard Limestone Upper?,22
UPPER PART,22
Breien,22
Hamlin Shale,22
Perda Liana,22
Upper Fisk Limestone,22
San Gregorio Member,22
Unit XV,22
Unit III,22
McBryde Ls Mbr,22
GOVERNOR RUN MEMBER,22
Village Bend Member,22
Lower Sandstone Member,22
Calmy Limestone,22
Qarari,22
Bishops Cap Limestone,22
Cherry Valley Ls Mbr,22
Ervine Creek,22
Box,22
Mäeküla,22
Oxytoma bed,22
Hughes Creek sh?,22
Teapot Ss Mbr,22
Hoedemaker Member,22
Middle Headon Beds,22
16,22
Foraker,22
Bonteigen,22
Hendry Ranch,22
subunit 2,22
Seydisehir Shales,22
Five Point Ls Mbr,22
Eramosa Mbr,22
Middleburg Limestone,22
St. Martin's Cemetery,22
Encrinurus beds (Unit 4),22
Americus,22
Upper marine sandstone,22
Goradongar Yellow Flagstone,22
Goreville,22
Burkes Garden,22
Upper Vinini Formation,22
Rose Creek Member,22
Nagaoling,22
Spaniard Limestone Member,22
La Tosca,22
Moravia equivalent,22
Wallop Hall Member,22
Malaga Mudstone,22
Bourimbla,22
Rock Salt Na2TL,22
Hobashiraiwa,22
Kurtna,22
tarpits,22
Caparo Clay,22
Light Grey Limestone,22
Andalusia,22
Watch Amm. Stone. Black Marls,22
Cross Tongue D Mbr,22
Poortjie Member,22
ISLAND CREEK MEMBER,22
PARACHUTE CREEK MEMBER,22
Ervine Creek Ls Mbr,22
Boone Member,22
CARD,22
Miller Mound Layer,22
Karakizaki,22
Oldhaven Member,22
Welcome Mbr,22
Gagnum Shale,22
Breault,22
Owen Limestone,22
Big Horse,22
WASHINGTON LS,278
Baoqing,278
Telinomme Member,23
Chimney Hill Ls Mbr,23
Fordville,23
Fujio,23
Productus Limestone Upper,23
Threemile Shale,23
Stonesfield Slates,23
Saami,23
Anse a Loutre,23
Keokuk Limestone Upper,23
Hunter Wash?,23
Vinland Marine Shale?,23
Superior,23
middle Adobe Town,23
Clark Springs Member,23
Middle Chadron Fm.,23
lower Baarley,23
Pope Hollow Conglomerate,23
Marston Ironstone,23
Hensel Sand Member,23
Oketo Shale Member,23
eurekaensis zone,23
Cerro Gordo subst.,23
Rocky Ridge,23
Arngrove Stone,23
Pincrest Sand Mbr,23
Zone 3,23
Beech River Shaly Ls Mbr,23
Buttonbed Sand Mbr,23
Funnel Mbr,23
Queixoperra,23
Acrospirifera kobehana,23
Deer Creek or below?,23
Uppermost Wistanstow,23
Massive Dolomite,23
Eccaparadoxides pusillus zone,23
Keila Beds,23
Colhue-Huapi,23
Upper Cabbage Patch Beds,23
Cobleskill Ls Mbr,23
Morro Pelado,23
Tosi Chert,23
Wittering Formation,23
XVI,23
Reef Trail Mbr.,23
Flatstones,23
Portland Stone Member,23
Tunitas Sandstone,23
Eudora-Stoner members,23
Lower Part,23
Marwood,23
Yubunegawa Member,23
Mittiwali,23
Unit XIV/2,23
Meshchera,23
Kilgower Sandstone,23
Chillesford Clay,23
Claystone Beds,23
Brickwork's Quarry Shales,23
Red Tops,23
subcycle 1,23
Konprusy Limestone,23
Black Buttes,23
Geulhem,23
sandstone-3d,23
Burditt Member,23
Venado Sandstone,23
d'Agadir-Tissint,23
Unit 6 or 8 of Ball (1940),23
Dhosa Conglomerate,23
Mbr A,23
"M5 (Tsuchida and Hirano, 1995)",23
argillite,23
Nettlestone Grits,23
Shitouzai,23
Interconglomerate,23
Mogoito,23
Havensville,23
Ulayyah Mb.4,23
Assistencia Member,23
unit 4,23
Franson,279
Wetumka Upper,535
Wewoka Shale Lower,535
Fittstown,791
Weston Shale Member,1303
Rootlet,24
Zone 5 - Litavkaspis subzone of E. pusillus zone,24
CHANNEL BELOW,24
Pony Creek Sh,24
coal measures,24
Unit 6-7,24
Upper Nawata & Lower Nawata,24
"Winterset Limestone Member, Dennis Formation",24
ELK BASIN SS,24
Poleslide Member,24
Middle Sandstone,24
FAIRMOUNT MEMBER,24
A (Lower),24
Lujiatun,24
Misery Qtzite Mbr,24
Tate Mbr,24
Jean-Marie,24
Cottonwood Limestone,24
Robbins Shale?,24
Upper Battleship Wash,24
"La Parisienne, Gris",24
Fort Riley Limestone?,24
Regina Mbr,24
Gurb,24
Gering A,24
Blasensandstein,24
Lopari,24
Weston,24
Pompapillina,24
Okha Shell Limestone,24
Daleje Sh,24
Dingshanling,24
Jupiter zone 7,24
Biel Limestone Member,24
Toronto Ls Mbr,24
Planu Sartu,24
Dobbins Sh. Mbr.,24
English Head zone 1,24
Pompey Sh,24
Pregnall,24
Nims,24
unit 9,24
Ithaca Mbr,24
Cascajo,24
Southgate Mbr,24
Sandgate Beds,24
Basal Limestone,24
Estherienschichten,24
Lower Unit,24
XVII,24
Greendale Ls Mbr,24
Kirkby Range,24
Waynesville Upper,24
Finstall,24
Cambreseque,24
Wolcott Quarry,24
Woodbridge,24
Bigby,24
Ames Sh.,24
upper Unit 1,24
Florence Limestone?,24
Variegated Beds,24
Nelson Ranch Mbr,24
Asa,24
Geneseo Sh Mbr,24
Bunes,24
Tarhoucht,24
Oak Grove Mbr,24
Calcaires de Mamers,24
Laurens,24
Kessler Ls Mbr,24
Tahana,24
CI-10,24
lower Poleslide,24
Paspotansa Greensand Marl Mbr,24
West Brook,24
"""A""",24
Tosi,24
calcaires trappéens à Velates perversus,24
delta zone,24
unit 5,24
Clay Shale,24
D-Cross,24
Protolenus Limestone,24
Crookston Bridge,280
Red Channel Ls,280
Bulla,280
Timms Point Silt,536
Lomita Marl,1560
Wreford Limestone Base,25
UPPER UNNAMED SH MBR,25
Zell Mbr,25
Black Duck,25
Lemons Bluff Ls Mbr,25
Pena del Tormo,25
McKenney Pond Mbr,25
Flume,25
Moorefield Formation Lower,25
Chabot,25
Argentine Ls Mbr,25
Little Cove Point Member,25
Høgberg,25
Levinson Member,25
Ruby Ranch,25
Benbow Limestone,25
Fosheim,25
Tununk,25
Garden Gulch Mbr,25
Bembridge Beds,25
Brewers Dock,25
Graneros,25
Pagoda Mbr,25
Rose Canyon shale,25
Dennis Member,25
Chemung,25
Sobral,25
Kety,25
Bieumont,25
Cedar Mesa,25
Riddell,25
Vohilaid,25
Brehe a Micmacca,25
Los Catutos,25
Puchenpra,25
Becscie zone 1,25
Verdigris Limestone?,25
Upper Lomekwi,25
Atash Mb.1,25
Mucambo,25
Zhigden,25
Koh-e Zardak,25
Kadir,25
Svenskeegga,25
Becton Sand,25
Bassisletta Member,25
Dove Facies,25
"Kalimna, Lower Wyoming, and Dunhill Bluff Limestone",25
Upham,25
Lazeart Ss Mbr,25
Morales,25
Hakavik,25
Ross Brook Lower Mbr,25
Upper Crioceras Beds,25
Bruceville,25
Guys Hill,25
Meristella crassa Schichten,25
Viita,25
Woodbury Creek Mbr,25
Kevin,25
Gateway Canyon,25
Lias Epsilon II/4,25
Quartzose Sand,25
Units IV-VI,25
Corbridge Limestone,25
Grés de Gaba,25
Maardu Member,25
J,25
Comfort,25
Mulde Brick-clay,25
Rodryggen,25
Jupiter zone 6-7,25
Scout Mountain,25
Savaneta Glauconitic Sandstone Member,25
Gold Ace Limestone,25
Osburger Gulch Sandstone,25
Threemile,25
Terra,25
Azenotani Mudstone,25
Cedar Creek,281
Morgan Creek Mbr,281
Marquez Shale,793
Stafford Ls Mbr,793
Frazier Siltstone,1049
Pecksport Mbr,26
Cliftonwood Limestone,26
Shale at base of the Middle Topeka,26
Virgin Creek Member,26
Portneuf Ls Mbr,26
Pavilon,26
Sharpsville Ss.,26
Corcoran Clay,26
Rainbow Clay,26
Denton Member,26
Cashaqua Sh Mbr,26
Templomhegy & Alagut Bed,26
Wapanucka Mbr,26
Copper Limestone,26
Rangari Limestone,26
Lowest,26
Songwe,26
Ørsted Dal,26
Marwood Beds,26
type locality Silica Fm.,26
Base,26
Florida limestone,26
Montrose Chert Mbr,26
Cambresque,26
d3b,26
Ft. Hays equivalent,26
Dickerson Shale,26
Chamisa Mesa,26
Liberty Hall Facies,26
Boukorovtsi,26
Sables de Mont-Ormel,26
LOWER GREENSAND MEMBER,26
Dock Street Clay Member,26
Neverita Zone,26
Steinknippen,26
B3,26
Cayuta Sh Mbr,26
Cannon,26
Cohn Coal Mbr,26
upper part,26
"Vale, Saido, Zuvinhal and Galhano",26
Zell,26
Leicester Marcasite Mbr,26
Malu Deposit,26
DaTianBa,26
Piscataway Mbr,26
Maesgeirchen Sandstone Member,26
Marmolada Conglomerates,26
Üctepeler,26
Porth Gain Beds,26
Sulcor Limestone,26
Niagaran,26
Lower Burgi,26
Thedford Shale,26
Qal'eh Dokhtar Siltstone,26
Santo Limestone,26
Gizzard Creek,26
Popes Creek Sand Mbr,26
John's Wash,26
Fundo El Triunfo,26
Penitentiary,26
main body,26
Mansi,26
"Cleveland Sh., near top",26
Norwalk Ss Mbr,26
"Kamianama Formation, Oisedani Member",26
Walpen Clay and Sand,26
Graubank 4,26
Yushnogobi,26
Atash,26
Brownville ls,26
Graret el Jifa,26
Belknap ls,26
Weches Member,26
noir?,26
Breckenridge Limestone Member,26
Shiyaana Member,26
Sobotka and Korowa,26
Sharon,26
Lower Paine Mbr,794
Nanarup Limestone,27
Sacchi Mbr,27
XV,27
Upper Shale Mbr,27
Lower Mercer Shale,27
Hawtah Mb.2,27
Tres Hermanos,27
Thatcher,27
Sandstone Lower Member,27
Andrews Mountain,27
Blue Hill Sh Mbr,27
Wapanucka Limestone,27
Kessler Limestone,27
Joslin Hill,27
Lower Limestone Shales,27
Upper Shaly,27
Warun Ponds Limestone,27
Saman Conglomerate,27
Spores Point Tuff,27
shaly,27
Clays Ferry Tongue Formation,27
Eau Claire,27
Unit 8,27
Piscataway,27
Uppermost portion,27
Durben,27
Griffins Landing,27
Soeginina,27
Jansen Creek Mbr,27
Javelina,27
Iizuka diatomaceous mudstone,27
Weymouth,27
Reculver Silts,27
Maple Hill Limestone,27
Pony Creek Sh Mbr,27
REDBIRD SILTY,27
Liberty Hall,27
Brentwood Mbr,27
David's Stone Limestone,27
Guggen,27
Marnes de la Maurine,27
Mingyuexian,27
Peak Mudstone Member,27
Laskowa Gora,27
Dunderberg Shale; B,27
Volcanic Arenite,27
Mittiwali Mbr,27
Stonehouse Upper Mbr,27
Butler Clay,27
Timbetes,27
upper windom,27
upper Madison Formation,27
Sutkai beds,27
Kendei,27
lower to middle,27
Calcarenite a bryozoaires de la Bouchardiere,27
Black Rock,27
Level C,27
Clypeus Grit,27
member 12,27
Pinesburg Mbr,27
Middle Coal Measures,27
Ogo,27
Patinopecten Zone,27
Jensen,27
Livingstone Sand,27
Lonsdale Coal Bed,27
Marble Hill Limestone,27
Lagunitas Sandstone,27
Dowelltown Mbr,27
middle-siliclastic / carbonate,27
Warm Springs Member,27
Cerracon,27
T2,27
Shiphead,27
inférieur,27
Carstone,27
Windom Sh Mbr,27
Bastien,27
Rulo Ls Mbr,27
Requejada,27
"Lonyumun,Kataboi",27
Lower Torgau,27
Transition Zone,27
"""Bullwagon""",27
Kiyosaki Sandstone Member,27
Talpa,27
Schistes de Raguenez,27
La Orden,27
San Vicente Member,27
Elgin Limestone member,27
Whiteburg Ls Mbr,27
Prairie Grove Mbr,27
Dhosa Sandstone Mb,27
Grindstone Creek Member and Goen Limestone,283
Rakes Creek Shale,795
Atwater,795
Curlew Ls Mbr,28
Angico,28
Rosado,28
Marca Sh Mbr,28
Atrypa bremerensis zone,28
Ayers Landing,28
Tereso Horizon,28
Marne glauconieuse du Chateau,28
Person Member,28
Rhyd Henllan Member,28
Scenic Mbr.,28
Cuesta del Burro,28
Fredonia Mbr,28
Kada Hadar,28
Pisgah Member,28
Canville Limestone,28
Soom Shale,28
Victorio Peak Ls,28
Baccaro,28
Burls Creek Shale,28
Peechee,28
Fairmount Limestone,28
Tavgi,28
Altuda Member,28
Shetlerville,28
Hollenberg Limestone,28
Mill Bay,28
