v_bed,reps
localbed:5036m,2
Nodule Bed II,2
regionalbed:8-9,2
localbed:1093-1106,2
localbed:CL3,2
localbed:158.7m above base of member,2
localbed:120.4,2
localbed:R 559,2
laevigatus Bed,2
Fisher Bed 15-16,2
localbed:8f,2
localbed:Unit 3B,2
localbed:Ringstead Coral Bed,2
localbed:90m from base of section,2
localbed:Fa-20,2
localbed:110.1,2
C A1,2
localbed:28.3m above base of formation,2
localbed:95.19,2
localbed:KU (d) 2,2
Orthophragmina (Terebratula) Beds,2
localbed:5764m,2
localbed:5610m,2
localbed:134.85,2
localbed:LD589,2
Upper split of Springfield Coal,2
Bed IV 2,2
regionalbed:884.8,2
localbed:148.5,2
localbed:PHo20,2
"Beds 15 - 19, (Gale's Beds 17 - 20)",2
bed 10,2
localbed:5335m,2
Bed. C10,2
Fleming Coal Bed (Dark Shale and L),2
Bed 52,2
localbed:E11,2
localbed:SW5c,2
localbed:I-BR 3,2
localbed:CA06,2
12C,2
"localbed:upper coal bed | regionalbed:Lepidopteris Zone of Scoresby Sound, East Greenland (HARRIS)",2
localbed:Sample 124,2
localbed:307.5-313.9,2
Deep Soft Seam,2
lower Plattsmouth Limestone,2
localbed:R 558,2
localbed:Lithological unit 3,2
"localbed:229,4",2
localbed:1358 | regionalbed:518,2
localbed:1510',2
Bed 14d,2
localbed:Fourth layer,2
regionalbed:694,2
localbed:3100,2
localbed:Acanthodian,2
localbed:15.05,2
G128,2
localbed:12.0m above base of formation,2
Casablanca Beds,2
localbed:521 - 527,2
"localbed:86,9",2
localbed:666,2
localbed:3194,2
localbed:Avoudrues sandstone,2
NEBRASKA?,2
localbed:Boulder #352,2
localbed:11212,2
localbed:103/104,2
localbed:2900,2
Horizon - Radstock or Upper Series,2
localbed:131.15,2
localbed:1444,2
localbed:Jianshangou,2
localbed:Co-3/2,2
"localbed:71,9",2
localbed:G 14,2
localbed:bed Bucs-2,2
Bed C6,2
localbed:SEC6,2
localbed:168.0m above base of formation,2
localbed:46-66,2
"localbed:32,6",2
localbed:1344 - 1349 ft,2
localbed:8841,2
"localbed:21,9",2
localbed:Ns XLI | regionalbed:Zone II,2
localbed:011,2
localbed:2850,2
localbed:MO6,2
localbed:526,2
Bed 98,2
Ferruginous beds of Three Forks Shale,2
38B,2
localbed:Neseuretus tristani,2
Zeuglodon Bed,2
localbed:86 feet from base of section,2
"Beds 12, 22B, 33, 39A, 67A",2
localbed:above Tulu Bor Tuff,2
Lower Dirt Bed,2
regionalbed:325,2
"localbed:82,0",2
Bed 83f,2
"Deltoideum band 2, (Todd MS.)",2
"localbed:241,7",2
localbed:93.4,2
localbed:911.5 - 911.0,2
localbed:Du 10c,2
regionalbed:9 – 12,2
localbed:812,2
D2A/B Bed,2
localbed:DB220,2
Le Collet,2
localbed:41&45,2
localbed:5 nivel verde,2
localbed:478.4,2
localbed:722-723,2
localbed:236 feet,2
localbed:2115 ft.,2
Bed 110a,2
localbed:1632,2
regionalbed:COM.65,2
Skunk Cabbage Coal,2
localbed:83 meters,2
localbed:Parafusulina bed,2
P 21,2
localbed:81.5,2
localbed:4686 ft,2
Bed S6,2
Ball Beds,2
regionalbed:535-552,2
localbed:R 550,2
Ostrea tenera Bed E10,2
localbed:D 5,2
Florence,2
Horizon YE13-6,2
"Middle Limestone Beds, B. ammonite bed",2
localbed:239 - 255,2
regionalbed:0-3,2
localbed:372-351,2
localbed:Sample 95.I.9,2
localbed:96.35,2
Sponge Gravels,2
localbed:-2.35,2
localbed:Unit 63,2
Fisher Bed XI marker bed,2
localbed:611.7,2
"localbed:1,245",2
regionalbed:59-70,2
localbed:441,2
localbed:Fish Bed,2
Roosevelt Park Coal,2
Bed L,2
Pond Mud,2
localbed:Unit 112,2
localbed:127.5-131.3,2
near base of Orella C,2
localbed:12 | regionalbed:12,2
localbed:561.7,2
"Cypraea Bed (Brook Bed), S8",2
localbed:13-6,2
localbed:B-4,2
Roof of Colchester (No. 2) Coal,2
330.5-330.65 feet,2
localbed:84.0,2
Peyton Creek beds,2
localbed:2042.84 m depth,2
Bed 66,2
localbed:bed Bu-14,2
localbed:411.0,2
localbed:90.0 - 22.7,2
Rogersites Bed,2
regionalbed:4.5 to 3,2
localbed:2550-2540,2
localbed:SEC3.5,2
localbed:NF Cladophlebis,2
localbed:Sample 97.8,2
localbed:Sample 95.LM.6,2
localbed:MHo15,2
localbed:bed Bu-12c,2
Great Coal Ball Horizon,2
localbed:394.2,2
localbed:548,2
localbed:Metternich b. Münstermaifeld,2
Bed D2C,2
Sc.101,2
bed 1,2
localbed:1271,2
localbed:3030,2
localbed:90.0,2
localbed:4359,2
"localbed:33,5",2
regionalbed:57 - 82,2
BLACKS FORK,2
localbed:52-60,2
regionalbed:Upper Couche III,2
Bed D1A,2
localbed:1822,2
Sharon Springs Member Middle,2
localbed:27.4 m  above base,2
River Murray Beds,2
12.8' thick chalky shale unit lying above Marker#1,2
localbed:just below BM 35,2
"localbed:349,2",2
Basal Bed of Fort Hays Limestone,2
localbed:3885,2
localbed:Deiroceras Limestone,2
localbed:317.0,2
bed 72,2
Pteranodon beds,2
regionalbed:0 to  20,2
localbed:3.7m above base of section,2
localbed:84c,2
"localbed:85,7",2
localbed:84MK7; 1.8 m,2
regionalbed:510,2
localbed:2123.10 m depth,2
localbed:2134,2
localbed:14628.5,2
bed 13,2
localbed:353,2
Bildstock,2
localbed:330-331,2
"Pfeifer, Jetmore, and Upper Hartland",2
localbed:2480,2
"Bed 14 (Howarth, 1962)",2
regionalbed:Units 7-8,2
regionalbed:138 to  166,2
Champion Shell,2
localbed:Unit 108,2
localbed:Level D,2
"localbed:38,9",2
localbed:273.5,2
Fairport Chalk? Greenhorn Limestone?,2
localbed:BL 17/02,2
localbed:48.3,2
Bed 33,2
localbed:40 meters above base of bed,2
localbed:15.00-20.00,2
Notgrove Freestone,2
localbed:682,2
No.15 Seam,2
localbed:105-107,2
localbed:404 (Narrows unit 44),2
localbed:19.15,2
"localbed:83MK2, 21.3 m",2
bed 20,2
localbed:73.60-74.00,2
localbed:134.9,2
regionalbed:1174.05,2
"FRESHWATER, UPPER",2
"localbed:1,310",2
localbed:30.8m above base of member,2
localbed:176 feet,2
localbed:L5i,2
localbed:R 551,2
localbed:77-80,2
localbed:41.7,2
localbed:Go-6; Go-10,2
"localbed:NAY 1905,7",2
Zone IX,2
localbed:847.0,2
Shattuck Zone 22,2
localbed:279.8,2
localbed:-0.72,2
"localbed:21,4",2
Psathura Bed,2
localbed:80.0,2
localbed:2 A,2
localbed:2128 ft.,2
"Hemipneustes bed, bed 21",2
"Beds 22B, 27B, 39A, 50, 67A, 71",2
Camp Colorado Limestone (Shale in),2
localbed:bed Bu-21,2
localbed:11.0m above base of member,2
localbed:40.78-41.47,2
localbed:PAR-II 121,2
localbed:G 28,2
Bed LB3,2
localbed:G 29,2
localbed:758-759,2
localbed:765-766,2
"localbed:8,4",2
localbed:204.2,2
Tawera shellbed,2
Unit F,2
"localbed:0,2",2
"localbed:2,205",2
Horizon JW25,2
localbed:B26,2
G131,2
localbed:138.4,2
localbed:S993B,2
localbed:Amsdell .19m above HSAmsSH2,2
Lepidocyclina undosa Bed,2
localbed:6f,2
localbed:0 | regionalbed:0,2
localbed:7335,2
"Campanile Bed, Bed C of Curry et al 1968",2
localbed:2085-2088,2
localbed:798.6,2
localbed:73.62,2
localbed:205.56,2
localbed:897.8-898.2,2
378 feet,2
"Stockwether Limestone member, about 80' below Camp Colorado Ls.",2
Horizon Jd5,2
68c,2
localbed:376.8,2
Bed D3A,2
localbed:45.62,2
regionalbed:argiles sableuses,2
"localbed:36,9",2
localbed:MOR2,2
localbed:1-S-5,2
localbed:PAR-II 167,2
localbed:213.7,2
localbed:71m from base of section,2
localbed:31e,2
Peacock Coal,2
"localbed:82,8",2
localbed:92.7m above the base of the Mural Formation,2
localbed:5092m,2
localbed:Unit 46,2
localbed:p43/c2,2
localbed:5070,2
localbed:RCR 23,2
regionalbed:1125.13,2
localbed:a 1,2
localbed:138.1,2
localbed:BM 16,2
localbed:1791-1801',2
Wagobashi Tuff,2
Sc.40,2
localbed:8754,2
localbed:BTT-543,2
localbed:Fisher Gully 1m above BaFis2,2
Boveti Bed,2
localbed:34.20 - 34.21 m,2
localbed:6C-2',2
36C,2
localbed:DB89,2
localbed:31 to  45,2
Emsien supérieur,2
"localbed:middle Dhruma D6,1,top",2
localbed:905.5 - 905.0,2
Sheffield Blue Ganister,2
localbed:28 (Unit 36),2
planorbid bed/Melanoides bed,2
regionalbed:684,2
"localbed:Unite T1,2b",2
localbed:UC9,2
localbed:PC 6,2
localbed:949.4,2
F12,2
"localbed:20 (Unit 27, middle)",2
D6E,2
localbed:sample 196336,2
localbed:258.2,2
localbed:Laskowa Gora Bed,2
localbed:21.4,2
98,2
Eocène inférieur,2
localbed:156.9,2
localbed:-60.5,2
16a,2
localbed:592.5,2
localbed:5.64,2
localbed:S1032,2
"localbed:9,6",2
localbed:552.64,2
Minshall (Buffaloville) Coal / Coal No. II,2
localbed:65C10.5,2
localbed:Boulder #273,2
localbed:-3.5,2
"bed 5/6, top red beds",2
localbed:561-562,2
localbed:77 meters from base of section,2
localbed:115.5,2
localbed:500 m,2
localbed:3400,2
localbed:7.6m above base of member,2
C A3,2
372 feet,2
localbed:81.05,2
"main Dictyoptychus level, loose in scree",2
161,2
localbed:996,2
localbed:3048,2
localbed:6 (Lower unit 8),2
"localbed:395 feet from base of ""Unit I"" of Johnson and Hibbard, 1957",2
localbed:916,2
localbed:962.7-964.5,2
Beds 49-50 of Dinwoody Sec.,2
localbed:160.1,2
"localbed:lower Dhruma D2,2 below the top",2
regionalbed:300.4,2
Bed C 2E. 1,2
BGS 5c,2
localbed:Fa-3,2
localbed:B- 2,2
localbed:Unit 41,2
regionalbed:130,2
localbed:Ch-5-I-3,2
localbed:150-180 ft below top of Pocono,2
localbed:1719,2
localbed:31.75,2
Deepmine Ironstone shale,2
regionalbed:186,2
SHH 33 D,2
localbed:CM99BRH-13,2
localbed:544,2
localbed:125.1,2
localbed:bed 15,2
localbed:383 | regionalbed:117,2
Lower Crioceras Beds,2
localbed:bed Bu-12e,2
localbed:34.9,2
localbed:HHC9,2
localbed:127.6,2
localbed:15 | regionalbed:1210,2
regionalbed:410,2
"localbed:59,4",2
localbed:Mk 10b,2
localbed:69 | regionalbed:252,2
Bed 112f,2
regionalbed:Lower Beds,2
localbed:78.75,2
localbed:246.5,2
localbed:61.1,2
Sc.51,2
localbed:11243,2
Unit 3C,2
localbed:420 ft below top of Pocono,2
localbed:3548,2
localbed:3140,2
localbed:1075,2
Bridge Creek Upper,2
localbed:D 4,2
localbed:2133.10 m,2
localbed:-0.34,2
localbed:97.3,2
localbed:772.51,2
localbed:#29,2
localbed:23.05,2
localbed:CA02,2
localbed:boueti,2
regionalbed:350 to  401,2
localbed:2097-2100,2
localbed:-7.37,2
regionalbed:1134.66,2
localbed:A125,2
localbed:61.35,2
localbed:bed 9,2
localbed:15.55,2
echinoid bed A,2
localbed:sample 196197,2
Sc.46,2
localbed:L V | regionalbed:Zone II,2
localbed:1007,2
localbed:Bed 7,2
Crackers Bed,2
Fisher Bed XII,2
localbed:16.94,2
E1,2
Halifax Coal,2
Hydrobia bed,2
localbed:bed 17,2
Nodule Bed 3.,2
regionalbed:2450,2
"Beds 27B, 33, 67A",2
localbed:Lower Pink Band,2
Summum (no.4) coal,2
regionalbed:11463,2
localbed:7.75,2
Farley Limestone Upper,2
regionalbed:M1-M2,2
localbed:30.0m above base of member,2
localbed:84MK7; 0.1 m,2
localbed:433,2
localbed:318.2,2
localbed:Soeginina,2
horizon with Orionastrea,2
Level I.7-8,2
localbed:New Lisbon Member/basal Tully,2
localbed:1098',2
localbed:155.7,2
regionalbed:COM.51,2
localbed:200.7,2
Fort Riley Limestone Top,2
localbed:1392.1-1395.6,2
localbed:398,2
localbed:Mistaken Point G,2
(unit g),2
localbed:7206,2
localbed:LS 970,2
localbed:30.9,2
localbed:1000.3,2
localbed:G22,2
localbed:3.63,2
localbed:96.85,2
localbed:5.00-7.00,2
localbed:58.25,2
Bed V - Bed VII,2
localbed:114 | regionalbed:113,2
localbed:41.8m above base of member,2
echinoid bed 2,2
localbed:4079,2
localbed:160-170 feet,2
localbed:168.18,2
localbed:776.0m,2
localbed:29.8,2
regionalbed:573 to  739,2
Chiton Bed,2
localbed:HM 55,2
localbed:7.5 - 16.5,2
localbed:2328,2
localbed:bed | regionalbed:bed,2
localbed:MHo8,2
localbed:1710,2
"Beds 25B, 33, 71",2
Top of Upper Fort Scott (on cherty nodule),2
localbed:R 545,2
localbed:585,2
Lake Maracaibo Bottom Sediment,2
localbed:Set B,2
localbed:p85/c2 horizon 7/8 layer 7,2
localbed:9.4m above base of member,2
regionalbed:205 to  235,2
localbed:316.1,2
localbed:1878,2
localbed:QT0,2
below base of upper Altamont Formation,2
Bed 8li,2
md B beds,2
"Beds 67A, 68, 71, 86",2
localbed:71-73,2
localbed:148.75,2
localbed:186.4,2
localbed:G 31,2
localbed:993',2
localbed:OC8,2
localbed:1001.15,2
"localbed:68,1",2
G1 (phosphorite bed),2
localbed:bed 10,2
Zheltiaki Beds,2
Pukenui Limestone,2
localbed:HHC10,2
localbed:1956.95 m depth,2
"localbed:1,50",2
localbed:lower lower part,2
localbed:119.0,2
localbed:Bed 10/11,2
Murchisoni beds,2
localbed:0-50,2
3.8' above base of Havensville Member,2
localbed:14 | regionalbed:14,2
Earl David's Parrot Coal,2
LK7,2
regionalbed:10 to  15,2
localbed:95.47,2
localbed:55a,2
localbed:22.66,2
localbed:red beds,2
localbed:level a,2
Bed e,2
425.2-426.0 feet,2
4' to 5' above base of Upper Oread Limestone,2
localbed:976,2
RED FACIES,2
localbed:Gastrioceras cumbriense Marine Band | regionalbed:Gastrioceras cumbriense Marne Band,2
localbed:3 | regionalbed:8,2
346.85-347.0 feet,2
localbed:811.5,2
localbed:41 feet above the base of the section,2
localbed:809-811,2
localbed:I-BR 1c,2
localbed:-1.15,2
localbed:380-410 ft below top of Pocono,2
localbed:152.85,2
"localbed:R II, 30-50",2
"localbed:276,3",2
Calpatie (Upper Blackbird) Seam,2
localbed:782,2
"Beds 27B, 51A",2
"localbed:16,7",2
Lofthusia Bed,2
"Myocardia bed S5, S7ii",2
"Beds 68, 86, 91",2
localbed:Loc. 1,2
localbed:94.4,2
Sc.1,2
Upper Comet Shale Member,2
localbed:2464,2
localbed:81b-2,2
localbed:horizon 8/9,2
localbed:18.83 - 19.00,2
"localbed:88,1",2
localbed:14644.5,2
"Beds 21A, 25B, 27A, 32",2
CROMER FOREST,2
Horizon Gamma,2
"localbed:83MK3, 9.0 m",2
localbed:270-271,2
localbed:I-ME AB1,2
localbed:-2.3,2
Bed 129c,2
localbed:Ch-28-I-4b,2
localbed:1236,2
Clarkforian,2
"Bed 53 (Howarth, 1962)",2
localbed:813,2
localbed:XXVI | regionalbed:Zone II,2
localbed:1638,2
"localbed:95,2",2
upper 6',2
localbed:-5.57,2
localbed:237.78,2
localbed:L3vi,2
localbed:53.95,2
3 Foot Seam,2
localbed:Green Head,2
localbed:72.35,2
"localbed:103,1",2
D2d,2
"localbed:33,8",2
localbed:Schaumkalk,2
localbed:589.8,2
Milton Main Seam,2
"Marnes Blondes, (oncolite bed)",2
localbed:74.0,2
regionalbed:1140.34,2
localbed:I-AB BR3-4,2
Agassiceras spinaries bed,2
localbed:2061-2064,2
localbed:7.5m above base of member,2
"Bed 12 (Howarth, 1962)",2
localbed:3055,2
localbed:88.6m above base of member,2
"localbed:94,6",2
localbed:2055-2058,2
34,2
238 feet,2
Bed II (iii),2
localbed:272.5,2
localbed:Fordell Marine Band,2
Bed 112d,2
Base of fossil bed,2
localbed:NFI-1,2
Base Hays + 95',2
needs measure,2
Oakley Upper Seam,2
localbed:Cf4,2
localbed:7.79,2
localbed:247.08,2
Unit 10,2
localbed:4510 | regionalbed:4510,2
localbed:67.7,2
localbed:2.88,2
localbed:1479,2
localbed:37.8-39.6,2
Shale in middle Wreford Limestone,2
localbed:RCR 12,2
localbed:7-6,2
localbed:321,2
localbed:m6,2
"localbed:329,6",2
58B,2
"localbed:38,6",2
localbed:21.8,2
localbed:B14-3,2
localbed:B-7 to B-10,2
localbed:105.39,2
localbed:Gage Gully directly beneath Tully,2
localbed:sample Z 111,2
localbed:120 - 140 cm,2
localbed:B-3/1,2
localbed:205a,2
Cowstone Nodules,2
localbed:935-930,2
localbed:Bed 23,2
localbed:2.31,2
London Clay,2
localbed:Layer B - Euloma zone,2
"localbed:46,7",2
regionalbed:0 to  75,2
SNAKE CREEK,2
Crabby Bed,2
regionalbed:COM.18,2
Terrace Beds,2
localbed:36-46,2
localbed:54 | regionalbed:238,2
localbed:72.80-73.10,2
localbed:siltstone .07m above HFAmsLS4,2
Top Carb. of Phosphoria,2
"Beetroot Stone horizon, White Limestone",2
regionalbed:1100.12,2
localbed:3107',2
localbed:454.8,2
Below the Fort Riley limestone,2
localbed:149.5m above base of formation,2
"localbed:DB 97, 102-110",2
localbed:31.60 - 31.61 m,2
Fitt Trace Marl,2
"localbed:Unit 4 (Read, 1955)",2
localbed:385.7,2
localbed:4.25-4.35,2
localbed:48 | regionalbed:47,2
localbed:Unit 106,2
localbed:250-270,2
localbed:CM99BBR-6,2
localbed:284.48,2
localbed:upper Marrat 2,2
localbed:2096m,2
localbed:0 - 0.5,2
regionalbed:179-249,2
localbed:30.8,2
localbed:1098,2
Bed D2 (3),2
"localbed:32,0",2
localbed:212.0m above base of formation,2
"localbed:83MK1, 20.5 m",2
localbed:263.8,2
localbed:above Kokiselei Tuff,2
144.2-144.35 feet,2
localbed:CM3,2
localbed:IYI6,2
localbed:282,2
localbed:65.75,2
"Mercer Limestone L, Bogg Limestone",2
localbed:35 (Unit 46),2
Horizon 5,2
LS,2
localbed:106.5,2
localbed:14.35,2
localbed:11280,2
localbed:Fa-7,2
"localbed:87,3",2
localbed:3069,2
localbed:134.7 m,2
localbed:C-6 to C-8,2
Bed 5 of Kirby 1974,2
localbed:Ch-17b,2
"localbed:90,8",2
localbed:2028-2029,2
localbed:BG 45,2
regionalbed:54,2
Sc.7,2
localbed:1041,2
Plant Bed,2
"Bed S8, Bed S9",2
"localbed:59,1",2
localbed:12.81,2
localbed:146 feet,2
"localbed:NAY 1020,4",2
localbed:15.50-16.25,2
regionalbed:0 to  188,2
Savon,2
localbed:BL 12/02,2
localbed:1 m above BM 15,2
regionalbed:118 to  168,2
localbed:GP 14A,2
localbed:236.0m above base of formation,2
localbed:25.0m above base of member,2
localbed:Daily's Unit I,2
Diamond Seam,2
localbed:85/421,2
Turonien inférieur,2
localbed:Shrimp Bed,2
localbed:57.35,2
localbed:Du 4-5,2
"localbed:375 feet from base of ""Unit I"" of Johnson and Hibbard, 1957",2
localbed:Basal Conglomerate,2
"localbed:47,5",2
Bowden Mollusca Bed,2
localbed:146.8,2
localbed:240.5,2
"Bed 10c (of Birkelund & Callomon, 1985)",2
localbed:11260,2
E10,2
Limestone bed,2
localbed:T 11,2
localbed:2740,2
localbed:253.48,2
localbed:PO4,2
localbed:280.38,2
bed 21,2
localbed:121A,2
"localbed:322,4",2
localbed:just below BM 4,2
localbed:the basal 54 m of the Wheeler Fm,2
localbed:Boulder #351B,2
Mound City Shale Top,2
localbed:-6.3,2
Clarno Nuts,2
floor below Coombe rock,2
localbed:41.9,2
localbed:CM99BBR-2,2
localbed:236.2,2
localbed:A61,2
localbed:139.75,2
localbed:127.1,2
"Beds 27A, 45, 51A, 86, 94",2
localbed:31g,2
regionalbed:63-75,2
localbed:sample Z 176,2
localbed:27 (Unit 35),2
110 feet,2
localbed:29.6m above base of member,2
localbed:114.6,2
"Beds 51A, 67A, 68",2
localbed:42.3,2
9a,2
localbed:61.6,2
regionalbed:11980,2
regionalbed:Layer 1,2
localbed:608.7,2
262 feet,2
localbed:276.08,2
Sale between Waldrip 3 and Saddle Creek Limestone Member,2
localbed:408.8,2
regionalbed:B2,2
localbed:5098,2
localbed:170.88,2
"Beds 67A, 68, 71",2
C VIII,2
localbed:between BM 12 and 13,2
localbed:50-54,2
localbed:12.5m above base of formation,2
localbed:sample 196326,2
localbed:207-208,2
38.7' above base of Blue Hill Member,2
localbed:1306,2
"localbed:46,9",2
regionalbed:719,2
localbed:G15,2
localbed:SW3a,2
Irondale Coal,2
"Beds 14, 29(ii)B, 98",2
CVIII,2
"Scree from above Zuffardia level, Above Bed 11",2
localbed:2980,2
92,2
MB Bed,2
localbed:36.3m above base of member,2
regionalbed:11984,2
localbed:2487-2496',2
localbed:BM 32,2
Edderton Fish Bed,2
"Beds 22B, 29(ii)C",2
localbed:1049.1-1050.9,2
localbed:OC7,2
localbed:343.3,2
regionalbed:66.8,2
nodular zone just above L? Williamsburg Coal,2
localbed:7B,2
"localbed:67,9",2
Bed 106a,2
Pecten band,2
localbed:2123 ft.,2
localbed:84.35,2
Level H,2
Yellow Band,2
localbed:155 | regionalbed:420,2
localbed:32.91 - 32.92 m,2
localbed:494.4,2
Astarte and Starfish Bed,2
Chuanshan Limestone,2
localbed:unit 10,2
"localbed:83MK3, 15.9 m",2
Cannel Seam,2
localbed:#30,2
Burtersett Crinoid Bank B,2
localbed:T 4,2
Shell bed,2
Bear Stratum BS3,2
298.0-298.15 feet,2
localbed:1191,2
localbed:198 feet,2
localbed:b 1,2
"localbed:304,3",2
Carolia Beds,2
"Beds 10, 12, 20, 32, 43A",2
localbed:-0.4,2
localbed:6 | regionalbed:9,2
regionalbed:Ch.G,2
localbed:501-502,2
localbed:1937,2
localbed:739,2
W.K.58 bed 4,2
"localbed:4,1",2
localbed:797-800,2
White Stone Band,2
A. S. Gale bed 11,2
localbed:bed Bu-1,2
231.75-231.9 feet,2
localbed:100 feet,2
regionalbed:340,2
Fisher Bed 17,2
localbed:10.21-10.33,2
Pentacrinite Bed,2
localbed:1034,2
45,2
localbed:-29.5,2
localbed:1.89,2
Shell Bed,2
localbed:469,2
localbed:1304,2
localbed:3.01,2
Ostrea inflata Bed,2
localbed:4302',2
"""Thymiana B""",2
localbed:2001,2
localbed:Sample 141,2
localbed:AM6,2
localbed:31.00 - 31.01 m,2
localbed:Osa,2
Horizon 179,2
localbed:321.2,2
localbed:39.00 - 39.01 m,2
regionalbed:156 to  190,2
"localbed:45,3",2
Bed 115,2
localbed:II 4,2
localbed:0.7 to 10m above base of section,2
"Mid bed of 5, shale above Waldrip 3",2
localbed:3448,2
"localbed:31 (Unit 38, middle)",2
localbed:9218,2
localbed:78-80,2
localbed:732.75,2
"localbed:D7,a,top",2
localbed:SH2 - SH3,2
localbed:fifth bioherm bed,2
"Venericardia Bed, E3",2
BIβ,2
"localbed:16,2",2
regionalbed:738,2
localbed:651.4,2
localbed:166-168,2
Branxton Coal,2
localbed:3632-3642',2
localbed:279.5,2
localbed:14634,2
localbed:1872,2
Limestone below Hollenberg Limestone,2
localbed:Bed 07,2
Double Corner Shell Beds,2
regionalbed:2.5–3.1,2
localbed:86.7,2
Beeching hardground,2
localbed:1038,2
bed 16,2
38 feet,2
localbed:GP 1,2
"localbed:36,5",2
localbed:25 (Unit 33),2
localbed:BG 31,2
localbed:167.0,2
"Fisher Bed IV, Bed 4 of Wrigley & Davis 1937",2
localbed:RCR 50,2
localbed:94.2,2
BELLY RIVER,2
localbed:Neilson Shell,2
Basal Oldhaven Shell,2
main rudist level (bed C),2
localbed:3082',2
localbed:13568/1,2
Tarynskiy Horizon,2
localbed:130.6,2
localbed:bed Te-7,2
localbed:245 | regionalbed:405,2
K IV (Phosphoritlage mit Krebsen),2
localbed:27.95,2
localbed:653,2
Mellenk�pfchen Schichten,2
localbed:bed Bu-19A,2
localbed:55.0,2
localbed:4262',2
localbed:225.5,2
"Beds 12, 33, 39A",2
regionalbed:above 115,2
localbed:800.1,2
localbed:323-327,2
"Main coral bed, Bed 7",2
localbed:34.0m above base of member,2
localbed:LD600,2
localbed:-2.5,2
localbed:36800,2
"localbed:Niederbieber(=""Melsbach""?)",2
localbed:3045,2
localbed:13567/1,2
localbed:857.5-861.3,2
localbed:d 4,2
EQUUS,2
localbed:8211,2
"localbed:58,5",2
"localbed:35 feet from base of ""Unit I"" of Johnson and Hibbard, 1957",2
regionalbed:1426,2
localbed:296 m,2
localbed:22.5m above base of member,2
localbed:259.58,2
localbed:885,2
localbed:Level D4,2
regionalbed:na,2
Bed 3c,2
localbed:280 feet,2
Deltoideum Band 3 (Todd MS),2
localbed:1677,2
YAZOO CLAY,2
localbed:Unit 5-II,2
Jetmore Chalk (JT-7 float: lower part),2
localbed:bed Bu-12a,2
Hettangien supérieur,2
localbed:B29/1,2
localbed:942.6-943.0,2
Bed 47,2
regionalbed:500,2
38b,2
localbed:Six,2
localbed:6.15,2
localbed:ALI 364,2
Kagawa Beds,2
regionalbed:1763,2
localbed:above Nariokotome Tuff,2
regionalbed:-60,2
localbed:482.4,2
localbed:1 m above BM 16,2
localbed:sample 196331,2
localbed:-7.13,2
localbed:2002 ft.,2
localbed:52.46,2
localbed:1409-1412,2
Herington base 50' above Winfield fm.,2
localbed:274.98,2
Lidgett Seam,2
localbed:BM 36,2
localbed:128.2-132.0,2
"localbed:249,7",2
localbed:2 m below BM 21,2
localbed:53.0,2
Rotunda Nodule Bed,2
localbed:Mantelliceras mantelli zone,2
