continent,reps
Europe; Asia,61
Europe?,29
Europe?; Asia?,1
Europeu,19
Europe|Asia,1
Europé,12
Eurpe,1
Eurásia,1
"Evans Creek, Evans Lake",1
Evans Lake,2
Eversole Run,2
Evitt's Creek,4
Exline Slough,16
Exploits River,1
FUEL,13
Fairbury Lake,6
Fairchild Creek,7
Fairfield Ditch No.1,2
Fairfield Lake,2
Faler Creek,1
Fall Cr.,3
Fall Creek,64
Fall Creek Tributary Alsea River,5
Fall Creek and tributary,16
Fall River,61
Fallen  Leaf Lake,2
Fallen Leaf Lake,56
Falling River,2
Falling Timber Creek,1
Falls,1
Falls Below Upper Kananaskis Lake,1
Falls Cr,9
Falls Creek,28
Falls River,5
False Bottom Creek,1
Família,15
Fancy Creek,1
Fane Creek,9
Far Creek,1
Farm Creek,46
Farm Creek Diversion Channel,5
Farm Pond,10
Farmer's River,1
Farmington creek,3
Farris Creek,7
Fast Creek,1
Fawn River,13
Fayette Drain,1
Fayette Drainage Ditch,3
Feather Creek,3
Feather River,61
Feathers Creek,4
Federal Creek,7
Felt Lake,1
Fen,5
Fen of Camp Sagawau,2
Fenhollloway River,1
Fenholloway River,3
Fennimore Fork,1
Fenton River,4
Ferg Creek,1
Ferron Creek,4
Ferson Creek,102
Fiddle Creek,3
Fiddler's Creek,2
Fiddyment Creek,1
Fields Creek,2
Fife Lake,1
Fifteenmile Creek,28
Fighting Creek,58
Finca Tierraleja,1
Finch Creek,1
Finley Creek,1
Finley River,3
Finley and Adams creek,1
Fire Creek,13
Fire Hill Creek,12
Firehole R,12
Firehole RIver,5
Firehole River,33
First Salt Creek,1
First Sister Lake,1
Fish Camp Prong drainage,2
Fish Creek,49
Fish Creek Falls,1
Fish Eating Creek,1
Fish Hatchery Pond,3
Fish Lake,40
Fish River,1
Fish pond,2
Fish springs,2
FishellsRiver,2
Fishers Creek,1
Fishhawk Creek,1
Fishhook Creek,7
Fishing Creek,11
Fishook Creek,14
Five Mile Creek,5
Five River,1
Five Springs complex,2
Five springs complex,2
Fivemile Branch,30
Fivemile Creek,8
Flag Creek,1
Flag Lake,7
Flambeau River,7
Flat Branch,27
Flat Branch Beaver Creek,2
Flat Creek,25
"Flat Creek, Flint R.",1
Flat Rock Creek,1
Flat Rock River,4
Flat Run,1
Flat Shoals,6
Flathead Lake,15
Flathead Lake (east shore),1
Flathead River,13
"Flathead River, North Fork",2
Flathead river,1
Flatrock Creek,1
Flatrock River,9
Flats Lake,4
Flatville Drainage Ditch,3
Flea Creek,1
Fleming Creek,29
Flemington Creek,3
Fletcher Creek,41
Flick Creek,25
Flint Creek,14
Flint Creek at Route 5,5
Flint Lake,2
Flint River,66
Flintstone Creek,5
Flood control channel flowing east into Post Creek Cutoff,4
Floras Creek,8
Florida River,6
Flour Creek,1
Floyd's Fork,1
Flume Creek,1
Fly Creek,1
Fly River,5
Flynn creek,1
Fogarty Creek,5
Fondulac Creek,1
Fontenelle Creek,1
Fool Heu Creek,1
Foote's Lake,1
Ford Canyon creek,1
Ford Lake,1
Forest Pond Brook,3
Forge Creek,130
Fork Chetco River,1
Fork Creek,1
Fork Gasconade River,1
Fork Lake,6
Fork Little Pigeon River,13
Fork of Little River,12
Forked Creek,7
Forney Creek,3
Fort Drum Creek,5
Fort Pine Creek,1
Fort River,1
Fortune Creek,20
Fossil Creek,42
Foster Creek,1
Fountain,1
Fountain Creek,36
Four Mile Creek,18
Four Mile Creek at junction of Boulder Creek,11
Four Mile Lake,1
Four mile Creek,1
Four mile Creek?,1
Fourche La Fave River,7
Fourche Maline,3
Fourche la Fave River,26
Fourmile Creek,19
Fourth Lake,27
"Fowler Branch, La Moine River",1
Fowler's Creek,13
Fowlers Mill Stream,6
Fowlmere,1
Fox  River,1
Fox Cr,2
Fox Creek,5
Fox Hollow Branch,2
Fox Lake,293
Fox River,482
Foxboro Lake,1
Fraction Creek,1
Fraction Run,10
"Fram Strait, Arctic",567
France,21
Francke Lake,5
Francois Lake,1
Frank's Creek,23
Franklin Cr,1
Franklin Creek,19
Franklin Creek?,1
Fraser River,99
Frazier Falls,1
Freeman Lake,2
Freeport Creek,1
Fremont Lake,7
French Broad River,15
French Creek,47
French East Africa,2
French Farm Creek,6
French Lake,7
French River,4
Frenchman Creek,1
Frenchman River,1
Frey Creek,12
Friddle Branch,1
Frio River,9
Frog Bayou,1
Frogs Lake,1
Frost Creek,4
Fry Creek Tributary,1
Frying Pan Creek,3
Fryingpan Creek,7
Fuchsia Creek,12
Fulfer Creek,8
Fullarton River,3
Fulton Creek,13
Fults Creek,1
Funk Branch Mackinaw River,1
Furline Creek,1
Furnace Creek,36
Furnace Fork,4
Furnace Run,4
G Alpine Creek,5
Gaddis Creek,1
Gaines Run Creek,2
Gaks Creek,1
Gale Creek,11
Galena Creek,7
Galena R,3
Galena River,94
Gales Creek Wash,2
Galien River,4
Gall River,2
Gallatin River,23
Gallup Creek,6
Galt Creek,14
Galum Creek,15
Ganaraska River,23
Gander Lake,5
Gang-Gang Creek,17
Gar Pond,2
Gara River,5
Gardiner RIver,1
Gardiner River,50
Gardner River,5
Garland Creek,1
Garrison Creek,10
Gas Well Pond,1
Gasconade River,18
Gascoyne River,5
Gassaway Branch Middle Fork,1
Gates Creek,1
Gatineau River,10
Gauley River,1
Gaylor Lakes,4
Gazos Creek,2
Gem Lake,1
"Gene""",1
Geneseo Cr,3
Geneseo Creek,10
Geneva Creek,1
Geneva Lake,5
Gentile Creek flowing into Little River,3
Gentry Creek,2
George Creek,1
George's Creek,6
Georges Creek,2
Georgton Bay,23
Germany,3
Germany Hollow Creek,1
Getz Ravine Stream,11
Ghibe River,2
Ghost Hollow Creek,1
Ghost River,3
Giant Creek,2
Gibbon River,59
Gibbon's River,12
Gibbons Creek,390
Gibbs Brook,32
Gibson Creek,2
Gibson Lake,1
Gila River,2
Gilbert Lake,5
Gilbreath Pond,1
Gillian Bog,1
"Gimlet Branch, Middle Fork Vermilion",3
Gimlet Creek,4
Ginat Creek,1
Ginger Quill Lake,1
Glacier Creek,27
Glacier Gulch (creek),2
Glacier Lake,8
Glacier Lakes,3
Glade Creek,5
Glade Run,1
Glass Creek,3
Glen Creek,7
Glen Lake,13
Glenburn Creek,37
Glendale Lake,1
Glenn Creek,1
Glenwood Springs,1
Glover River,2
Gnat Creek,3
Go Home River,2
Goat Creek,2
Goat Mountain Lake,1
God's River,1
Goforth Creek,8
Gol-Gol River,1
Gold Lake,4
Gold River,3
Golden Lake,3
Goldmine Brook,11
Goldstream to Downie Creek,1
Golf Persique,1
"González Riga, 2003",1
"González Riga, Previtera y Pirrone, 2009",1
Good Spring,4
Goodale Creek,2
Goodall Branch,16
Goodhue Creek,4
Goodie Creek,1
Goodley Branch,34
Goodrich Creek,1
Goodsons Lake,1
Goose Creek,57
Goose Lake,68
Gooseberry Creek,1
Gooseberry River,32
Gooseberry Spring,3
Gordon Creek tributary of Sandy River,1
Gordy Lake,1
Gore Creek,1
Gorham Bluff Creek,1
Gougra River,1
Goulais River,2
Gould Canal,1
Gould Pond,3
Gourley Pond,4
Gove Creek,7
Government Lake,40
Gowan River,24
Gowdy Creek,2
Gowins Creek,4
Gr. Lac Tremblay,3
Gr. Miami River,1
"Grace Coolidge Creek, Hillside Spring",4
Graham Branch,8
Graham Branch of tributary to Conasanga River,3
Graham Brook,1
Grahams Creek,1
Granary Creek,28
Grand Anse,16
Grand Anse Fall,9
Grand Anse Tributary,4
Grand Bay Creek,2
Grand Creek,2
Grand Lac Des Roches,1
Grand Lac Jacques-Cartier,50
Grand Lac Suzor C.,5
Grand Lac. Epaule,5
Grand Lake,29
Grand Pierre Creek,5
Grand Point Creek,3
Grand River,105
Grande Ronde R.,6
Grande Ronde River,33
Grandes Antilles,4
Granite Creek,10
Granite Lake,7
Granny Creek,2
Grant Creek,35
Grant Lake,3
Grant Run,1
Grape  Creek,7
Grape Creek,6
Grapevine spring,1
Grasmere Stream,14
Grass Lake,163
Grass River,13
Grass Run,4
Grassey Creek,1
Grassvalley Creek,1
Grassy Creek,3
Grassy Fork,1
Grassy Run,1
Grave Run,1
Gravel Creek,2
Gravel Pit,3
Graves Lake,1
Graveyard Lakes,9
Graybill River [Graybull],2
Grays Runs,1
Greasy Creek,13
Great Bear Lake,6
Great Brook,13
Great Chazy  River,5
Great Lake,2
Great Miami River,40
Great Seneca Creek,1
Great Slave Lake,158
Great Whale River,1
Greater Antilles,801
Greathouse Creek,1
Grebe Lake,6
Green Creek,6
Green Lake,1
Green Mountain Creek,15
Green R,1
Green R.,1
Green RIver,2
Green River,368
Green Water River,1
Green's Creek,4
Greenbrier Creek,1
Greenbrier River,4
Greenland,15
Greenland Sea,813
Greens Fork Whitewater River,1
Greenville Creek,20
Greenwood Lake,5
Greer Spring,1
Greer Spring and Eleven Point river,3
Greer Springs,14
Greers Ferry Lake,11
Gregory Mill Creek,5
Griffith Creek,1
Griffy Run,1
Griggs Drain,1
Grindstone Creek,4
Grindstone River,7
Grinnel Creek,1
Grinnell Lake,1
Gros Ventre RIver,4
Gros Ventre River,3
GrosVentre R.,1
Grove Creek,3
Grove Lake,260
Grove Run,3
Guadalupe,1
Guadalupe River,19
Guadalupe river,1
Guadeloupe River,5
Guadelupe River,11
Guarico Creek,1
Guaytara River,1
Guess Creek,8
Guiana,2
Gulf of California,20
Gulf of Guinea,28
Gulf of Mexico,30840
Gulf of Tadjoura,12
Gulf of Thailand,20
Gulkana River,32
Gull Creek,35
Gull Lake,214
Gulletts Creek,1
Gullkana River,5
Gum Branch,4
Gum Creek,3
Gum Road Ditch of Little Wabash,1
Gum Swamp,3
Gum swamp,1
Gun Creek,3
Gunn Creek,3
Gunna Creek,34
Gunnison River,9
Gut Creek,3
Guthrie�s Creek,7
Gênero,39
HRCB,1
HUCS,1
HUEFS,3
HURRICANE CREEK,3
Hackett Branch,7
Hackette Branch,8
Hadley Creek,4
Hadley's Lake,1
Hagaan Brook,1
Haggerty Creek (Sabine Dr.),1
Hair Creek,3
Half Moon Lake,3
Hall Run,5
Hallock Creek,1
Halls (Stockwell) Creek,23
Halpin�s Creek,31
Halstead Creek,2
Hamilton River,1
Hamm Fork River,3
Hammer Branch,25
Haney Creek,1
Hanging Branch,1
Hanging Lake Creek,1
Happy Hollow Creek,98
Happy Lake,1
Happy Valley Creek,9
Hard Labor Creek,7
Hardin Creek,1
Hardy Creek,1
Harmony River,2
Harp Creek,11
Harpers Run,1
Harpeth River,1
Harris Branch,2
Harris Creek,5
Harrison Branch,1
Harrison Creek,3
Harrison River,2
Harrod's Creek,1
Harrods Creek,1
Hars Creek,1
Harsha Lake,1
Hartline Creek,22
Hartwell Reservoir,2
Hashpuckney Creek,1
Haskell Run,4
Haslam Creek,2
Hassawampa River,2
Hassayampa River,25
Hat  Creek,1
Hat Creek,23
Hat Lake,11
Hatcheny Creek,4
Hatchery Creek,1
Hatchet Creek,4
Hatchie River,1
Hato River (Rio Hato),13
Havana Creek,1
Haw Creek,44
Haw Creek Trib. to Skillet Fork,1
Haw River,1
Hawaii Islands,2
Hawbuck Creek,2
"Hawdon River, Sudden Stream",13
Hawii Islands,1
Hawk Creek,3
Hawks Creek,1
Hay Creek,2
Hay River,1
Hayden Creek,4
Hayden Run,4
Hayden Run Creek,2
Hayden Run Gorge,2
Hayes Branch Drainage Ditch,6
Hayes Branch Embarras River,5
Hayes Creek,29
Hayes River,1
Hayground Cr,3
Haynes lake,4
Hazard Creek,3
Hazel Creek,23
Head Branch,1
Head Creek,1
Head Lake,2
Head of Mackenzie River,2
Head of San Diego River,1
Headwaters of Main Ditch,2
Headwaters of Mary's River,1
Headwaters of Rocky Creek,5
Heard's Pond,5
Heart Lake,8
Heathcote River,1
Hebgen Lake,2
Hector Lake,2
Hedley Creek,12
Helen Creek,1
Hell Branch Run,2
Hell Roaring Creek,1
Hell's Branch,6
Hell's Branch Creek,3
Hellbranch Run,1
Hells Branch Creek,3
Helton Creek,15
Hemphill Creek,4
Hemps Creek,2
Henderson Creek,6
"Henderson Creek,",4
Henline Creek,51
Henry Creek,1
Henry Horse Creek,12
Henry Lake,1
Henson Cove,1
Herb Martyr Dam,5
Herb Martyr Lake,3
Herb Parsons Lake,2
Herber Lake,1
Herbert Creek,2
Herbert River,5
Herkey Creek,3
Herkimer Creek,3
Hermann Creek tributary Mecanicum River,1
Heron Pond,9
Heron Pond Swamp,4
Herrod Creek,3
Hester Creek,3
Hewett Fork,5
Hewitt Creek,1
Hi Ellen River,3
Hickman Creek,2
Hickory Creek,12
Hickory Grove Creek,28
Hicks Branch,51
Hidden Lake,5
Hidden Lake Creek,2
Hidden Valley Creek,25
Hidden creek,1
High Creek,1
High Fall,2
High Falls,1
High Lake,56
High River,1
High Rock Pond outlet,21
High Waterfall,1
"High Wray Bay, Windermere",1
High Wray Beck,5
Highland Falls,1
Hightower Creek,3
Hillabee Creek,2
Hillers Creek,8
Hills Branch,63
Hills Creek,1
Hills Fork Eagle Creek,5
Hills Pond Creek,1
Hillsborog River,1
Hillsborough River,10
Hillside Seep,7
"Hinds County, Mississippi, United States",1
Hinkle Creek,5
Hiram Sweet Ditch,1
Hiwassee River,4
Hoback River,9
Hobbs Creek,8
Hocking River,181
Hodgepole Creek,2
Hog Branch,7
Hog Creek,3
Hog Run,1
Hog Thief Creek,7
Hogdon Stream,1
Hogskin Creek,2
Hogthief Creek,8
Hogtown Creek,1
Holarctic,1
Holarctique,3
Holland Fork,3
Holland Fork Creek,1
Holland Lakes,5
Hollow Creek,1
Hollow Hill Creek,3
Hollow Rock Run,1
Holly Creek,24
Holman Creek,3
Holmes Creek,17
Holotipo,1
Holston River,4
Homan Creek,1
Honeoye Creek,3
"Honey Branch, La Moine River",1
Honey Creek,179
"Honey Creek,",1
Honey Creek; Little Rock Creek,2
Honey Fork Creek,1
Hongcheon River,10
Hood Creek,7
Hood River,7
Hoodoo Well,1
Hoods Run,16
Hooknose Creek,6
Hoop Lake,1
Hoopeston Branch,2
Hop Brook,1
Hope�s Creek,2
Horney Branch,1
"Horney Branch, La Moine River",1
Horse Creek,262
Horse Lake,14
Horse creek,1
Horsehead Creek,1
Horseshoe Creek,1
Horseshoe Lake,182
"Horseshoe Lake, Lake Creek",4
Horseshoe Lakes,12
Horseshoe Run,1
Horseshoe Seep,3
Horsetail Falls,36
Horsethief Lake,3
Horton Creek,1
Hosital Creek,6
Hosking Creek,1
Hospital Creek,1
Hot Creek,70
Hot Springs,10
Hot Springs Creek,11
Hotel Gulch Creek,2
Houghton Lake,49
Hourglass Lake,4
Housatonic River,3
House Ditch,2
Hovey Lake,81
Howard Fork,3
Howe Creek,5
Hower Lake,1
Howland  Creek,4
Howland Creek,35
Hoy Hollow Creek,12
Huallaga River,33
Hubbard Creek,2
Huddleston Creek,4
Hudson Bay,1
Hudson Lake,2
Hudson River,2
Hudson Strait,5
Hugh River,3
Hughlett Branch,20
Hugle Run,3
Humber River,1
Humbolt River,7
Humbug Creek,7
Humphrey Creek,5
Humptulips River,6
Hunt Creek,45
Hunter Brook,10
Hunter's Creek,2
Hunters Branch,9
Hunting Branch,13
Huntington Creek,2
Huntington Lake,5
Huntington River,26
Huron Creek near the mouth,5
Huron River,152
Hurricane Creek,69
Hurricane River,20
Hursey Ditch,1
Hutchin's Creek,1
Hutchins Creek,220
Hutchinson Cr.,7
Hutson Creek,6
Hutto's L.,1
Huzzah Creek,14
Hyalite Creek,1
Hyam's Creek,1
Hyde Lake,15
Hyder Creek,8
I &amp; M CANAL,1
IBGE,24
INDIAN CREEK,4
INDIAN OCEAN,2
Ial Creek,1
Iceberg Creek,4
Iceberg Lake,2
Ichawaynochaway Cr.,2
Ichawaynochaway Creek,2
Ichuaway River,18
Icy Brook,1
Ikizyak River,398
Illiciliwash River,3
Illinois Bayou,2
Illinois River,2202
Illinois and Michigan Canal,3
Imp Creek,1
Impoundment of Saluda River,1
Inaru River,7
Indeterminado,1504
India,3
India River,1
Indian,96
Indian Camp Cr,1
Indian Camp Creek,1
Indian Cr,1
Indian Creek,424
Indian Creek Mill stream,1
"Indian Creek, Cedar Creek",1
Indian Grave Creek,2
Indian Lake,13
Indian O.,13061
Indian Ocean,59564
Indian Ocean / Andaman Sea,2
Indian Ocean / Persian Gulf,49
Indian Ocean / Red Sea,1345
Indian Ocean / South-east Indian Ocean,1
Indian Reservation Creek,1
Indian River,3
Indian Run Creek,7
Indian ocean,57
Indian/Pacific/Southern Oceans,1
Indic Ocean,1635
Indic Ocean and Antarctic Ocean,4
Indico,6
Indico Sur,1
Indigo Creek,10
Indo-Australien,3
Indo-Malayan Region,1639
Indo-Pacific,1
Indo-Pacífico,2
Indo-australien,3
Indo-australienne,30
Indo-pacifique,416
Indoaustralia,492
Indomalais,247
Indonesia,1
Indonésie,1
Indéterminé,543
Inlet to Strawberry Lake,1
Inlet to Trout Lake,1
Iowa River,4
Ireland Creek,1
Irish Hollow Creek,44
Iron Creek,3
Iron River,9
Iroquois River,40
Irr. Lake,2
Iryanthera,1
Isaacs Creek,1
Isabel Creek,113
Isca humana,4
Island Creek,3
Issacs Creek,1
Itaituba,27
Italy,2
Itanivory River,3
Itatiaiuçu,2
Ivy Creek,3
Izaak Walton Lake,3
J. Creek,2
JP,1
Jack's Creek,13
Jack's Fork River,15
Jack's RIver,4
Jackpine River,5
Jacks Fork,1
Jacks Fork River,83
Jacks River,4
Jackson Creek,2
Jackson Lake,5
Jack�s Fork River,3
Jacoby Branch of Little Miami River,1
Jacques Lake,4
Jacques-Cartier  Lake,3
Jake Creek?,2
Jakey's Fork Creek,1
Jalama Beach,2
Jamaica Pond,3
Jambo Creek,16
James Bay,15
James Pond,2
James River,21
James Springs,1
Jamison Creek,3
Jane's Creek,13
Janes Creek,1
Janqarris Riv.,1
Japan,2247
Japaratuba,1
Jarrett Creek,2
Jatate River,2
Java,2
Java Sea,3
Javari R.,3
Javorinka River,3
Jelkes Creek,32
Jenkins Creek,1
Jenks Lake,26
Jennings Creek,2
Jenny Creek,1
Jenny Lake,40
Jenny Lake Outlet,8
Jenny Lake outlet,2
Jerome Fork Mohican River,1
Jester's Lake,5
Jesters Lake,1
Ji-Paraná,1
Jim (James?) Creek,16
Jim Branch,2
Jim Creek,1
Jim Pond Lake,7
Jimmy Creek,6
Jims Creek,1
Jims Run,1
Jobs Creek,5
Jock River,20
Jocko River,6
Jocks Creek,30
Joe Branch Pamtrock Creek,2
Joe Lake,3
Joes Fork,2
Jogue River,1
John Day River,8
John's Branch,1
Johns Creek,1
Johns River,10
Johnson Branch,1
Johnson Cr.,1
Johnson Creek,55
Johnson Fork Brush Creek,3
Johnson Lake,4
Johnstone Brook,2
Jonathan Branch Kask River,2
Jonathan Creek,9
Jones Creek,73
Jordan Branch,1
Jordan Creek,69
Jordan River,29
Jordan Slough,1
Jordan river,1
Jordon Creek,1
José de Freitas,3
Jubilee Creek,1
Jumpingpound Creek,1
Junction Pond,2
Juniata Creek,7
Juniper Creek,1
Juruti,114
KASKASKIA RIVER,3
Kaches River/ Kachess River?,1
Kachess River?/ Kachess Reservoir?,1
Kadence Creek Lake Superior,3
Kadunce River,6
Kainamatoje River,2
Kait River,51
Kakekbodo Waterfall,23
Kalama River,6
Kalamazoo River,44
Kaministiquia River,1
Kananaskis River,9
Kanati Fork,1
Kankakee,2
Kankakee River,3108
Kankakee river,1
Kankapot Creek,3
Kansas River,5
Kansatonic River,4
Kapah River,1
Kapuni River below lodge,12
Karajudzhur River,117
Karluk Lake,2
Kasilof River,1
Kaskaskia Ditch,6
Kaskaskia River,308
Kaskaskia River Bottom,1
Kaskaskia River Floodplain,6
Kaskaskia River flood plain,1
Kaufman's Lake (Clear Lake),8
Kaweah River,1
Kawishiwi River,1
Kazorback Lake,5
Keady Creek,1
Kearsley Creek,1
Kedron Br.,1
Keg Creek,1
Keighley's Creek,5
Keith Creek,34
Kellogg Creek,609
Kelly Creek,1
Kelly Spring,15
Kelsey Creek,8
Kemp Branch Main Ditch,1
Kenai River,7
Kendall Creek,4
Kennedy Creek,1
Kennedy Lake &amp; Tributary,1
Kennedy Portage Pond Inlet,6
Kent Bog,1
Kents Lake,2
Kentucky Creek,3
Kentucky Lake,18
Kentucky River,57
Kepple Creek,11
Kern River,20
Kerton Creek,3
Kessingers Pond,1
Kettle Creek,21
Kettle River,22
Keuts Lake,1
Kewaunee River,40
Kewukh River,2
Keyhole  Lake,1
Keystone Reservoir,10
Khabarovsk Kray,3
Kiamichi River,29
Kichi-Korumdy  River,85
Kickapoo Creek,136
"Kickapoo Creek,",2
Kickapoo River,28
Kicking Horse River,2
Kilbuck Creek,3
Kill Buck Creek,1
Kill Creek,1
Killbuck Creek,15
Killingly Pond,2
Kimball Creek,2
Kimball Lake,54
Kincaid Creek,21
Kincaid Lake,1
Kinderhook Creek,28
King Creek,24
King River,1
King's Creek,17
King's River,20
Kingfisher Creek,7
Kings Creek,1
Kings Mill Creek,2
Kings River,14
King�s River,1
Kinkaid Creek,2
Kinney Creek,4
Kinnikinnick Creek,16
Kinzua Creek,26
Kirkland Creek,13
Kirkman Creek,1
Kisatchie Bayou,3
Kiser Creek,2
Kishwago Spring,3
Kishwaukee Creek,3
Kishwaukee River,230
Kishwaukee River and Pleasant Valley Road,1
Klacking Creek,1
Klamath Falls,59
Klamath Lake,21
Klamath River,8
"Klamath River, Hoppell Creek",1
Klein Creek,5
Klne's Lake,1
Klootshman Creek,1
Knapps River,8
Knife River,7
Knights Branch,3
Knightstown Spring,21
Knob Creek,7
Koehn Creek,1
Kokerim and Kugart Rivers,34
Kokiri Stream,2
Kokosing River,1
Koksaak River,1
Kolyma River,2
Kootenai Pond,28
Kootenay River,1
"Korea, Republic Of",28
Kowai River,4
Kratzer Run,1
Kraut Creek,7
Kuakiou River,1
Kudia River,18
Kuiseb River,135
Kukak Bay,2
Kuotola,4
Kuskokwim River,2
Kvichack River,2
Kynoch Creek,1
Kyte River,55
Kyzyl-Suu River,16
L Kinkaid Creek,3
L' Eau Frais,1
L. Messalonskee,4
L. Pigeon River,2
L. Slide Lake,2
L. Tallapoosa River,1
LAHARPE RIVER,1
LAKE FORK,3
LAUREL FORK,1
LITTLE HICKORY CREEK,1
La Belle Riviere River,1
La Borge Creek,1
La Crosse River,30
La Frants�s Stream,1
La Harpe Creek,1
La Honda Creek,3
La Mar River,6
La Moine River,26
La Plata River,5
La Ronge Lake,1
LaHarpe creek,1
LaMar River,2
LaMoine River,57
LaSalle Creek,1
Labrador Lake,47
Labrador Pond,2
Lac  Joncas,2
Lac Belle Riviere,1
Lac Gobeil,1
Lac Hermine,2
Lac Mondor,8
Lac Portage,3
Lac Regis,1
Lac Roland,1
Lac Vert-Austiur,1
Lac Warren,2
Lac a Noel,3
Lac d'Oredon,1
Lac de Fourches,1
Lac des Pises,19
Laccadive Sea,2
Lacey Creek,1
Lachlan Creek,4
Lago de Puraquequara,14
Lagoon No. 2,2
Lagoon of Islands,1
Laguna Beach,1
Laguna Superior de Juchitan,16
Laguna de Santa Rosa,1
Lagunita Creek,1
Lake,2
Lake Abant,21
Lake Agnes,8
Lake Agnes outlet,5
Lake Ainslee,1
Lake Alice,15
Lake Almanor,9
Lake Amana,2
Lake Anosy,1
Lake Apotska,3
Lake Atika,1
Lake Atitlan,3
Lake Aunde,86
Lake Awe,2
Lake Barkley,12
Lake Barnett,1
Lake Bur'ord,1
Lake Calhoun,1
Lake Canyon Creek,2
Lake Catemaco,7
Lake Champlain,25
Lake Chuzenji,25
Lake Cochituate,18
Lake Como,3
Lake Cootharaba,1
Lake Courichan,1
Lake Cr,2
Lake Creek,107
Lake Cushman,11
Lake D'Arbone,5
Lake Delwan,1
Lake Dilavan,1
Lake Eller,1
Lake Emir,4
Lake Entrance,26
Lake Erie,404
Lake Erie - Sandusky Bay,1
Lake Fannie Hooe,2
Lake Fork,25
Lake Fork Creek,36
Lake Fork Licking River,2
Lake Fork Mohican River,7
Lake Geneva,135
Lake George,3
Lake Glendale,64
Lake Gogebic,1
Lake Granby,1
Lake Guayabal,5
Lake Hickory,1
Lake Highlands,1
Lake Hopatcong,2
Lake Huron,29
Lake Iliamna,6
Lake Isabella,1
Lake Isabella R.,3
Lake Isabella River,3
Lake Isequeena,4
Lake Itasca,1
Lake Izzack Walton,10
Lake Jackson,1
Lake James,5
Lake Jenny,6
Lake Joseph,5
Lake Josephine,3
Lake Junaluska,11
Lake Kivu,1
Lake La Su An,25
Lake Laurel,27
Lake Le- Aqua-Na,1
Lake Le-Aqua-Na,2
Lake Leona,1
Lake Letta,1
Lake Louise,14
Lake Manitoba,19
Lake Manitou,4
Lake Margaret,25
Lake Matoaka,1
Lake Maxinkuckee,9
Lake McAlpine,2
Lake McDonald,9
Lake Mead,4
Lake Med.,1
Lake Mendota,9
Lake Merwin,1
Lake Michigan,89
Lake Mille Lacs,1
Lake Minnewanka,4
Lake Moultrie,8
Lake Mt. Sterling,3
Lake Nipigon,18
Lake Nipissing,13
Lake Norman,1
Lake Nyassa,1
Lake O'Hara,1
Lake Okeechobee,28
Lake Oliver,7
Lake Ontario,2
Lake Opinicon,14
Lake Overholser,2
Lake Pauline,5
Lake Pelican,15
Lake Pippin,1
Lake Pittsburg,3
Lake Pleasant,2
Lake Pontchartrain,1
Lake Powell,7
Lake Purrumbete,3
Lake Quiniault,2
Lake Quiniualt,3
Lake Roland,2
Lake Rouges-Bach,2
Lake Saint Clair National Park,73
Lake Sangchris,8
Lake Sapphire,1
Lake Seminole,1
Lake Senachwine,10
Lake Sequoyah,12
Lake Shafer,1
Lake Shawner,2
Lake Shikotsu,1
Lake Simcoe,4
Lake St John,10
Lake St Louis nr St Bernard Island,1
Lake St. Croix,2
Lake St. Helen,1
Lake Ste Anne,1
Lake Streety,1
Lake Superior,146
Lake Superior shore,1
Lake Tahkenitch,9
Lake Tahoe,25
Lake Tahoma,2
Lake Tear,2
Lake Tequesquitengo,5
Lake Texhoma,1
Lake Texoma,11
Lake Ticamaya,1
Lake Toba,158
Lake Tohopekaliga,1
Lake Toxaway,3
Lake Vadnais,15
Lake Vallamont,1
Lake Vermillion,1
Lake Vocky near River,1
Lake Waccamaw,9
Lake Waha,4
Lake Wahanna,2
Lake Wales,4
Lake Wawasee,1
Lake Wawbee,1
Lake Webster,5
Lake Weddington,3
Lake Wedington,13
Lake Wenatchee,1
Lake Windemere,6
Lake Windermere,9
Lake Winnebago,25
Lake Woody,5
Lake Worth,2
Lake Yojoa,10
Lake Zurich,8
Lake of Bays,19
Lake of the Ozarks,6
Lake of the Woods,9
Lakelse Lake,1
Lakes of Clouds,3
Lakes of the Clouds,5
Lamar River,10
Lamarsh Creek,6
Lamb's Cayon,1
Lamela Roaring River,1
Lamington River,4
Lamoine River,2
Lamotte Creek,5
Lamprey River,7
Lancaster Lake,3
Lang Creek,2
Langes Run,5
Laplocte Lake,2
Laptev Sea,481
Laramie RIver,3
Laramie River,8
Larch Lake,1
Large Swamp,1
Larks Lake,3
Larson Creek,17
Las Huertas Creek,4
Lattas Creek Marsh,2
Laughery Creek,2
Laughing Whitefish River,59
Laura River,1
Laurel Branch,2
Laurel Creek,4
Laurel Fork,14
Lava Creek,12
Lavenger Lakes,2
Lawhorn Creek,5
Lawn Lake,2
Lawrence Creek,6
Laws/Weather Creek,1
Lawyer's Creek,1
Le Conte Creek,237
Le Moine Creek,5
Le Sueur River,35
LeRoy Lake,7
LeVase Creek,3
Leaf R,1
Leaf River,24
Leatherwood Cr.,1
Leatherwood Creek,124
Lebanon Creek,1
Lee Creek,21
Leeward Islands,43
Left Fork Apple Creek,4
Left Fork South Indian Canyon Creek,4
Left Hand Creek,3
Left hand Creek,3
Legman Lake,1
Leigh Lake Inlet,1
Leith Stream,1
Leitz Spring,1
Lemhi River,1
Lemonweir River,11
