continent,reps
Brainard Lake outlet,2
Branch F Ditch,3
Branch Ocoee River,9
Branch River,56
Branch Tuscarora Creek,1
Branch of Cass River,9
Branch of Lobster Creek,3
Brasil,18
Brasilien [ursprung],1
Bray Creek,2
Brazil,19
Brazos River,16
Brazos river,14
Breer River,2
Breitenbush Creek,1
Breme Lake,1
Breraton Lake,1
Brereton Lake,1
Brewster Creek,13
Brian Creek,1
Briar Cr,2
Briar Cr.,2
Briar Creek,9
Brice Creek,8
Bridalveil Creek,4
Bridge Creek,2
Bridgeport Reservoir,1
Bridger Creek,15
Brier Creek,13
Bright Angel Cr,1
"Bright Angel Creek, upstrm. confl. w/Colorado River",3
Brighton Creek,1
Brisbane River,107
Brit. Central Africa,1
British W. Africa,1
British West Africa,1
Britton Creek,2
Broad Lake,2
Broad River,1
Broad Run Creek,1
Brock Creek,1
Brockman Creek,3
Brodhead Creek,8
Brohm Lake,2
Bronte Creek,59
Bronte Lagoon,2
Bronx River,9
Brood Lake,1
Brook,1
Brook River,3
Brook near Pinkham Notch Camp,1
Brooklane Creek,21
Brooklane Stream,2
Brooklyn Lake,1
Brooks Creek,14
Brouilletts Creek,10
Brower Creek,1
Brown Creek,3
Brown's Creek,35
Brownes Creek,6
Brownfield Creek,1
Browns Creek,910
Browns Run,1
Brownsville Creek,1
Brubaker Creek,3
Bruillett's Creek,6
Bruin Run Creek,1
Brule River,57
Brush  Creek,4
Brush Cr,6
Brush Creek,101
Brush Fork,1
Brushfork,3
Brushy Creek,24
Brushy Fork,37
Bryant Brook,3
Bryant Creek,19
Bryce Lake,1
Brymer Creek,1
Bryson Branch,3
Bubbling Springs,1
Buck Branch,1
Buck Creek,249
Buck Fork Creek,3
Buck Run,11
Buck's Lake,16
Buckatanna Creek,1
Buckeye Creek,3
Buckeye Lake,1
Buckhart Creek,8
Buckhorn Creek,30
Buckland River,2
Buckleys Creek,1792
Buckskin Creek,4
Bud Creek,24
Bud's Creek,2
Buffalo Creek,76
Buffalo Fork,3
Buffalo River,34
Buffalo Springs Creek,7
Buffalo creek,1
Bug Lake,4
Bugaboo Creek,2
Bugaim River,6
Bull Creek,33
Bull Junior Creek,2
Bull Lake Creek,1
Bull River,1
Bull Run,2
Bull Run Creek,31
Bull Run Creek tributary Fall Creek,1
"Bull Run Creek, tributary of Fall Creek",14
Bull Run River,15
Bullawa Creek,364
Bullrun Creek,15
Bullskin Creek,4
Bulolo River,56
Bumfagen Brook,7
Bunch Reservoir,12
Bunches Creek,8
Buncombe Creek,3
Bungalow Camp Creek,1
Bunker Run,1
Burbridge Creek,1
Burchard Lake,15
Burchi Spring,1
Burden Branch,33
"Burden Branch, Little Saline R",1
Burden Creek,12
Bureau County Ditch,2
Bureau Creek,24
Burgess Creek,1
Burks Pond,1
Burnett creek,3
Burney Creek,7
Burningtown Creek,3
Burnt Corn Creek,3
Burnt River,3
Burr Oak Creek,1
Burro Spring,6
Burt Lake,1
Burton Creek,20
Bushkill,1
Bushy Fork,1
Busu River,5
Butabum River,2
Butler Branch,5
Butler Creek,16
Butlev Creek,2
Buttahatchee River,2
Butte Creek,7
Butte Creek [Soda Butte Creek ] Trout Lake,10
Butte Lake,1
Butterfield Creek,8
Buttermilk Springs,11
Butternut Creek,4
Buttons Bay Lake Geneva,1
Butts Creek,1
Bylew Creek,40
Bypass of Union Drainage Ditch,3
Byrd's Mill Spring,1
Byrnes Lake,1
C America,5393
C Pacific O.,4
C. Africa,1
CA,29
CAPTIVE,685
CARIBBEAN,87
CDC,29
CENARGEN,5
CENTRAL AMERICA,1294
COAL CREEK,3
COON CREEK,1
"CR Mahatalaky""",1
"CR: Mananivo""",1
"CR: Nosibe, Fkt: Anjiabe""",1
CROOKED CREEK,1
CS  Creek,1
Cabbage Tree Creek,12
Cabin Creek,1
Cabin John Creek,1
Cacapon River,47
Cache Creek,1
Cache Hollow Creek,1
Cache La Poudre River,14
Cache LaPoudre,5
Cache Lake,1
Cache R,3
"Cache R,",3
Cache River,167
Cache la Poudre Creek,3
Cachuma Creek,1
Caddo River,17
Cadosia Creek,2
Cadron Creek,18
Caesar Creek,1
Cahaba River,4
Cahabe River,1
Cahokia Canal #1,5
Cahokia Creek,15
Cains Brook,1
Calapooya River,2
Caldwell Ponds,1
Caler Fork Creek,2
Calf Creek,1
Callanga River,2
Callasaja River,1
Caloosahatchee River,1
Calumet Channel,1
Calumet River,5
Camas Cr.,2
Cambridge Bay,3
Cameron Creek,4
Cameron Falls,5
Camp Creek,92
Camp Fortune Stream,5
Camp Sagawau Quarry,24
Camp Sagawau Quary,4
Campbell Br.,2
Campbell Creek,14
Campbell Lake,12
Campbell's Fork,1
Campground Creek,1
Canada,29
Canada Creek,40
Canadarago Lake (lake?),3
Canadian River,2
Canary Islands,1
Cane Creek Falls,3
Cane River,4
Cane River Lake,2
Canebrake Creek,1
Caney Creek,16
Caney Creek Fork,8
Caney Fork River,22
Canfield Brook,3
Canisteo River,33
Cannings Creek,3
Cannon Creek,1
Cannon Creek [Outlet Fife Lake],1
Cannon River,25
Cano Los Giles. (Rio Tocuyo - Caribbean Sea Dr.),4
Cano Tigre,1
Canoe Cr,1
Canoe Creek,8
Canon Creek,6
Canoochee River,5
Cantabrico-Atlántico,5
"Canton Ambolomonty""",1
Canton Lake,3
"Canton d'Analaiva""",1
"Cantábrico, Atlántico",693
Cantábrico. Atlántico,4
Cantábrico.Atlántico.,2
Canyon Cr.,1
Canyon Cr. Lakes,1
Canyon Creek,43
Canyon Run,3
Cape Nettick River,9
Capell Creek,2
Capilano River,28
Captive specimen,1
Captura Manual,14
Carbondale Creek,1
Caribbean,121914
Caribbean Islands,30901
Caribbean Ocean,2
Caribbean Sea,22248
Caribe,35
"Caribe, Atlántico",615
Caribe-Atlántico,2
Caribe. Atlántico,56
Caribou River,26
Carlyle Lake,5
Carmel River,1
Caroga Lake,3
Caroline Islands,4
Carp   Lake,1
Carp Creek,3
Carp Lake,4
Carp Lake River,70
Carp Lake [Lake Paradise],3
Carp River,18
Carpenter Creek,3
Carr Creek,1
Carranza River,42
Carribbean,43
Carribean Sea; North Atlantic Ocean,1
Carrike,2
Carriker,1
Carrizo Creek,1
Carrizon Creek,8
Carrol Creek,27
Carroll Cr,2
Carroll Cr.,2
Carroll Creek,15
Cartecay River,1
Carter Creek,14
Carthew Lake,3
Cascade Brook,27
Cascade Creek,18
Cascade River,72
Cascade Springs,8
Cascade Stream,12
Cascade creek,1
Cascades Stream,5
Cascadilla Creek,8
Cascapedia River,10
Cascapedia river,16
Casco Creek,19
Case Creek,25
Case Fork Big Muddy River,1
Casey Creek,2
Casey Fork of Big Muddy River,1
Cash Creek,6
Cass Lake,1
Cassai River,10
Cassell Creek,6
Cassia River,1
Castle Creek,1
Castle Lake,1
Caston Creek,1
Castor River,2
Cat Fish Cr.,1
Cat Fish Creek,2
Cat Spring,4
Cat-tail Bog,25
Catamount Creek,33
Cataract Brook,1
Cataract Creek,2
Catawba River,23
Catfish Creek,13
Catlin Brook,2
Catoctin Creek,11
Catskill Creek,1
Cattail Branch,19
Cattail Creek,6
Cattaraugus Creek,1
"Caucase, Asie",8
Caura River,4
Causey Creek,3
Cavanaugh Lake,1
Cave Creek,59
Cave Spring,3
Cavel Creek,1
Ceará,9
Cebolla Creek,1
Cedar Bog,21
Cedar Cr,14
Cedar Cr.,3
Cedar Creek,188
Cedar Creek [Hefner Lake],5
Cedar Creek tributary of Sandy River,5
Cedar Fork Mohican River,2
Cedar Glen Creek,1
Cedar Lake,159
Cedar Pond,4
Cedar River,98
Cedar Run,26
Cedar Run Creek,13
Cedron Creek,2
Celebes Sea,1
Celilo Falls,2
Cemetery Creek,2
Cent. Africa,16
Cent. E. Africa,1
Center Branch Rush Creek,1
Center Creek,6
Centr. Africa,1
Central Adriatic Sea,556
Central Africa,44
Central America,408251
Central America & Caribbean,2584
Central America - Neotropics,211276
Central America - Neotropics / North America - Neotropics,2
Central America - Neotropics / South America,1
Central America / South America,1
Central America?,12
Central Asia,1366
Central Asien,1
Central Creek,2
Central Indo-Pacific,3486
Central and South America,1
Central or N.America,1
Central/So. America,21
Central/South America,3
Centralamerika,3
"Centralamerika [ursprung], Sydamerika [ursprung]",1
Centroamérica,31
Centuria Stream,3
Ch. K.,1
Chadron Creek,7
Chaffe Creek,1
Chagrin River,8
Chalk Creek,2
Chama River,2
Chamberlain Creek,7
Chambers Lake,6
Chambers Lake (AKA Johnson Reservoir),1
Champion Springs,50
Chandalash River,540
Chandler River,11
Channel Lake,362
Channel River,8
Chapel Pond,1
Chapins Pond,3
Chapman Creek,2
Chapman Lake,10
Chapman Run,3
Charles River,38
Chasm Falls,22
Chatfield Creek,8
Chatooga River,3
Chatsworth Bog,6
Chattahoochee R.,1
Chattahoochee River,11
Chattooga Ridge,2
Chattooga River,17
Chauga River,7
Chautauqua Creek,5
Chautauqua Lake,24
Cheakamus River,1
Cheat River,8
Chelsea Creek,2
Chemung River,11
Chenango River,8
Cherokee Mans Run,1
Cherry Creek,39
Cherry Valley Creek at Pleasant Brook east of Villa,1
Cherwell River,1
Chestatee Cr.,3
Chestatee River,35
Chestuee Creek,11
Cheticamp River,19
Chevelon Creek,2
Chewacla Creek,5
Chewaucan RIver,7
Chewaucan River,4
Chicago Bog,4
Chicago Creek,2
Chicago River,6
Chickamauga  Creek,5
Chickamauga Cr,3
Chickamauga Cr.,2
Chickamauga Creek,5
Chickasaw Bogue,2
Chickasaw Creek,1
Chickasawhatchee,2
Chickdee Lake,2
Chicken Creek,2
Chief Mountain Lake,2
Chilatchee Creek,2
Childer�s Falls,1
Chili,1
Chilktoot Lake,2
Chilliwack River,41
Chillusak Lake,1
Chilnualna River,1
Chilson Creek,1
Chimneys Creek,1
China,2
Chintimini Creek,1
Chinualna River,1
Chipmunk Creek,1
Chipola River,3
Chippewa Creek,3
Chippewa River,100
Chiquita Creek,3
Choccolocco Creek,3
Choctawachee River?,1
Choga Creek,1
Chondrichthyes,20
Chorro Creek,7
Christian Creek,3
Christopher Creek,33
Chrysal Creek,1
Chuar Creek,1
Chukchi Sea,1
Church Creek,6
Churchill River,2
Churn Creek,1
Cibolo Creek,1
Cicero Creek,16
Cienega Creek,9
Cimarron River,7
Cispus River,4
City Creek,23
City Lakes,1
City Springs,2
Cl Creek Outlet of Waskesieu Lake,1
Clare Creek,2
Clarence River,5
Clark Branch,25
Clark's Falls,2
Clark's Pond,7
Clarks Fork River,7
Clarks Run,2
Clark�s River,6
Clary Creek,1
Clay Brook,3
Clay Creek,2
Clay Lick Cr.,1
Clay Lick Creek,8
Clay Pond Beck,1
Clear Cr.,4
Clear Cr. [not found],1
Clear Creek,329
Clear Creek #2,1
Clear Creek Spring,5
Clear Creek of South Fork Mineral Creek,2
Clear Fork,2
Clear Fork Licking River,1
Clear Fork Mohican River,9
Clear Fork River,6
Clear Fork Yellow Creek,1
Clear Lake,47
Clear Water Creek,2
Clear creek,2
Clear lake,2
Clearfork Mohican River,1
Clearwater Creek,7
Clearwater River,7
Cleawater River,1
Cleo Creek,5
Cliff Creek,6
Cliff Lake,1
Clifty Cr.,3
Clifty Creek,61
Clinch River,24
Clinton River,2
Cloquet River,28
Cloudy Creek,23
Clover creek,2
Cloverleaf Lakes,11
Cluculz Creek,3
Clyde River,1
Coal Bank Creek,1
Coal Branch,1
Coal Ceek,2
Coal Creek,122
Coal Run,3
Coari,2
Coates Creek,1
Coates Run,1
"Coats Run, North Fork Cherry River",1
Cobb Creek,4
Cobus Creek,2
Cocheco River,3
Coe Spring,1
Coe's Creek,2
Coeur d'Alene River,4
Coffee Creek,3
Coffman Run,2
Cohocton River,11
Cold Brook,2
Cold Brook Swan Lake,1
Cold Creek,8
Cold Spring,2
Cold Spring Creek,3
Cold Springs,3
Cold Springs Creek,2
Cold Water Creek,9
Coldwater Creek,8
Coldwater River,4
Cole Branch,1
Cole Creek,3
Cole Spring,3
Coleman Creek,2
Coles Creek,1
Colin Lake,28
Collins Creek,11
Collins Run,2
Collison Branch,9
Colorado Creek,1
Colorado Lake,4
Colorado River,138
"Colorado River, Nankoweap Creek",1
Colorado river,1
Columbia River,23
Columbia Run,2
Colville River,1
Comal River,11
Combs Branch,10
Comet Creek,1
Comins Creek,1
Comite River,7
Commissioners Water,3
Como Creek,15
Comoro Islands,5
Compton Creek,1
Conasauga Creek,2
Conasauga River,5
Conascena Cr,2
Conchas Dam,2
Conchas River,8
Conewango Creek,14
Confl. Flatrock &amp; Driftwood Rivers,2
Confluence North and South Forks American Fork River,3
Confluence of Ball &amp; Shope Creeks,1
Confluence of Bear Creek and Holder Creek,1
Confluence of Murrumbidgee and Umerella Rivers,4
Confluence of Sinking Creek and Current River,32
Conneaut Creek,48
Connecticut River,4
Connelly's Run,2
Conner Branch,6
Conns Creek,1
Consolation Lake,5
Consolidation Lake,3
Contrary Creek,3
Conv. Sanfrancisco River,2
Convict Creek,49
Convict Lake,1
Cook Creek,2
Cook's Creek,7
Coolidge Creek,10
Coon Cr Ditch,1
Coon Creek,24
Coon Creek Ditch,2
Coon River,3
Coon Run,1
Coop Branch,14
"Coop Branch, Macoupin Creek",3
Cooper Creek,36
Cooper's Creek,6
Coos Bay,10
Coos River,2
Coosa Cr.,2
Coosa Creek,2
"Copper Creek, Kings River",1
Copper Slough,17
Copperas Creek,5
Coppermine Creek,4
Coppermine River,1
Copperous Branch,38
Coquitlam River,11
Cora Creek,5
Coral Sea,35
Corbeau Creek,13
Cordiera,1
Cordrays Pond,12
Corea Creek,1
Cormorant Lake,5
Corner Creek,10
Cornet Creek,4
Corney Brook,9
Corral Creek,1
Corte Madera Creek,4
Corte Madero Creek,2
Corte de Madera Creek,1
Cosby Creek,7
"Coscarón, 1983",7
Cossatot River,1
"Costa Lima & Campos Seabra, 1945",4
"Costa Lima, 1940",1
Costello Lake,214
Cotaco Creek,1
Cotter River at Bendora Creek,3
Cottica R.,5
Cotton Creek,17
Cotton Hollow Brook,8
Cottonwood Creek,62
Cottonwood creek,1
Couches Creek,7
Cougar Creek,2
County Ditch #1,8
County Ditch #2,11
County Ditch Cahokia Canal,15
Cove Creek,224
Cow Creek,7
Cow House Creek,1
Cowarts Creek,1
Cowee Creek,1
Cowhouse Creek,4
Cowichan Bay,3
Cowichan Lake,7
Cowichan River,1
Cowlitz River,4
Cowpasture River,1
Cox Creek,40
Coyote Creek,4
Crab Lake,6
Crab Orchard Creek,2
Crab Orchard Lake,82
Crab Run,2
Crab Tree Creek,2
Crabapple Creek,2
Crabbe River,3
Crabtree Creek,10
Crabtree River,18
Craig Lake,3
Cranberry Creek,2
Cranberry Lake,3
Cranberry Road Creek,4
Crane Creek,4
Crane Grove Creek,4
Crane Hollow Creek,3
Cranesnest Creek,3
Crater Lake,18
Crawfish Creek,6
Crawfish River,2
Crawford Brook,8
Credit River,134
Creek,14
Creek 1 mile east of Hood River,2
Creek 1/4 mi E of JohnstonCanyon Turnoff,1
Creek @ exit 198 on I-70,1
Creek Between Brooklyn &amp; Glacier Lakes,1
Creek Reservoir,25
Creek above Lake Louise,1
Creek at east gate,1
Creek below Mount Edith Comell Glacier,1
Creek below beaver dam,1
Creek between Broklyn &amp;  Glacier Lakes,5
Creek draining Eagle Lake,3
Creek draining Lincoln Creek,1
Creek draining Lincoln Creek.,1
Creek from beaver pond attop of divide,4
Creek in Happy Hollow,10
Creek of the South Toe River,3
"Creek, Station 2",9
Crescent Lake,7
Crete,2
Crittenden Creek,4
Crooked Creek,115
Crooked Creek?,4
Crooked Lake,2
Crooked River,1
Crooked Run,21
Crooked Run [Gasper-Green R.],2
Cross Creek,28
Crow Creek,5
Crow River,20
Crow Wing River [Shell River],1
Crowe River,4
Crump Creek,5
Crustola Creek,3
Crystal Creek,52
Crystal Glen Creek,1
Crystal Lake,82
Crystola Creek,73
Cub Branch Puncheon Creek,2
Cub Creek,101
Cub River,5
Cuba,3
Cuevar Amarillas Spring,9
Cuevas Amarillas Spring,35
Cuevas Amarillas Springs,27
Cullasa River,4
Cullasaja Falls,1
Cullasaja River,25
Cullowhee Creek,1
Cullowhee River,1
Culpepper Creek,6
Cult.,2
Cultis Lake,1
Cultivated,40
Cultus Lake,288
Culver Creek,1
Culvers Lake,1
Cumberland  River,227
Cumberland R.,9
Cumberland River,101
Cumberland/Ohio River Junction,2
Cumbria Lake,1
Cummings Lake,1
Cunningham Creek,1
Curia Creek,19
Currant Creek,4
Current Creek,7
Current River,42
Curtail Creek,2
Curtis Creek,169
Cut Bank Creek,9
Cutbank Creek,14
Cutbank R.,6
Cuttus Lake,3
Cuyahoga River,40
Cypress Cr,5
Cypress Creek,54
Cypress Pond,10
Cypress River,18
Cypress Swamp,11
DES PLAINES RIVER,1
DESPLAINES RIVER,1
Dairy Creek,2
Dairy Spring,3
Daisey Creek,1
Daisy Creek,3
Damnation Creek,6
Dan River,4
"Dan's Pond, Wabash River",2
Dana Fork Tuolumne River,10
Danaher Creek,19
Danby Creek,5
Danchar Creek,1
Darling Creek,1
David's Creek,26
Davidson Creek,1
Davidson R.,1
Davidson River,3
Davies Creek,3
Davis Bayou,1
Davis Creek,17
Davis Mill Creek,1
"Dawson Falls, Kaupokonui River headwaters",27
Dawson's Creek,7
DeSous Lake,1
Dead River,207
Deadman Creek,4
Deadman's Bay,1
Deadman's Bay mountain stream,1
Deadmans Creek,3
Dean Brook,2
Dean Farrar's Creek,1
Dear Lake,2
Death Creek,5
Decatur L.,13
Decatur Lake,1
Deception Creek,1
Deeds Creek,1
Deep Creek,132
Deep Creek 8,1
"Deep Creek, tributary Mojave River",8
Deep Lake,62
Deep Stream,9
Deep creek,2
Deer Bay,2
Deer Cr,4
Deer Creek,87
Deer Lake,67
Deer River (river?),1
Defeated Creek,2
Degonia Creek,27
Delavan Lake,49
Delaware River,7
Delta Marsh,12
Demerara River,7
Democratic Republic of Congo,9
Democratic Socialist Republic of Sri Lanka,1
Denmark,5
Denna Mora Creek,3
Dennis Run,2
Dennison Rivulet,5
Denny Creek,2
Dennys River,1
Denton Cr.,6
Deo-Gad Stream,2
Departee Creek,2
Depew River,1
Dereedy Creek,5
Derwent River,1
Des Moines River,35
Des Plaines River,219
DesMoines River,2
Deschutes RIver,3
Deschutes River,81
Deschutes Riverd,1
Desoto Falls,9
Detroit R.,15
Detroit River,2
Devil's Kitchen Lake,13
Devil's Lake,1
Devil's River,48
Devils Lake,4
Devils River,37
Devils Track River,15
Devils river,1
Devil�s Lake,28
Devil�s Lake Kitchen Lake Spillway,1
Dewart Lake,2
Dews Run,2
Diamond Creek,10
Diamond Lake,10
Dickey Creek,1
Diggers Creek,23
Dillard Creek,11
Dillingham Creek,2
Dillon Creek,5
Dirty John Creek,1
Discasaw Creek,1
Dismal Creek,3
Dismal Swamp,1
"Ditch #2, Little Embarras River",1
Ditch Creek,7
Ditchend Brook,1
Dix River,7
Dixie Butte Spring,1
Dixie Creek,1
Dixon Branch,2
Dixon Creek,44
Dixon Reservoir,1
Doan's Falls,1
Dodds Creek,1
Dodge Run,2
Dodgeton Creek,39
Dodson Spring Brook,1
Doe Creek,5
Doe Run,30
Dog Creek,22
Dog Creek or Camp Fork Creek,2
Dog Hollow Creek,117
Dogfish Lake,6
Dogtown Hollow Creek,1
Dogwood Creek,2
Dolly's Spring,4
Donnely Creek,6
Doris Creek,2
Dorr Run,1
Dorris Creek,1
Double Lake,2
Double Spring,1
"Douglas County, Oregon, United States",2
Douglas Creek,4
Douglas Lake,166
Dove Lake,72
Dow lateral drainage ditch,2
Downie Creek,6
Doyle Br.,1
Doyles Creek,1
Draa-tal,4
Drainage Ditch,1
Drainage Ditch #7,3
Drainage Ditch along north shor of Lake Baldwin,2
Drainage Ditch of Little Wabash,1
Drakes Creek,15
Dream Lake,1
Dresbach Creek,1
Drew Pond,3
Driftwood River,16
Driggs River,1
Dripping Vat Hollow Spring,1
Drowning Creek,4
Drowning Fork Kepple Creek,18
Drummer Creek,6
Drury Creek,15
Dry Beaver Creek,8
Dry Bog,4
Dry Branch?,1
Dry Cedar Creek,2
Dry Creek,25
Dry Creek Branch,1
Dry Creek tributary,2
Dry CreekFrenchtown Br.,2
Dry Fork,11
Dry Fork Creek,21
Dry Fork Horse Creek,2
Dry Fork Mckee Creek,3
Dry Fork of Skillet Creek,4
Dry Ridge Ditch,3
Dry Run,6
Dry Run Creek,41
DuPage River,1
Dual Springs at  E springhead,8
Dual Springs at springhead,1
Dual Springs near W springhead,3
Ducheshe River,2
Duchesne River,1
Duck Creek,9
Duck Lake,5
Duck River,34
Duck River (Tennessee R. Drainage),2
Dudley Branch,1
Dudley Run,2
Duean River,3
Duff Creek,1
Duffs Fork Deer Creek,2
Dughi Spring,3
Dugout Creek,1
Dulla Springs,2
Dums Creek,5
Dumville Creek,2
Dun Run,4
Dunbar Creek,1
Dunbar Stream,2
Duncan Creek,10
Duncan Run,3
Dundas Marsh,9
Dunlap Creek,5
Dunning Spring,11
Dupage River,64
Dusewallips River,2
Dutch Creek,30
Dutchman Cr.,2
Dutchman Creek,55
Dutchman Lake,5
Dutchmans Creek,2
Duteau Creek,1
Dwight creek,2
Dyas Creek,2
Dyer Creek,1
Dyes Fork,3
Dykes Cr,1
Dynamite Pond,1
Dzheruj River,1
E Africa,26
E Atlantic O.,40
E Aux Sable Creek,1
"E Carson River, above Silver [King] Creek",1
E Fork Black River,1
E Fork BlackRiver,1
E Fork Lamoine River,1
E Fork Little Miami River,1
E Fork Sespic Creek,1
E Gallatin River,1
E of Waipu River,8
E. Africa,526
E. Branch Farmington River,3
E. Fk. Chattooga River,4
E. Fork E. Branch Black River,2
E. Fork Little Miami River,8
E. S. Asia,155
E.Fk. Granite Creek,1
EAST BRANCH,2
EMBARRAS RIVER,2
ESTREITO DE GIBRALTAR,1
ETRS89 (~WGS84),3
EU,10310865
EUR,5
EURASIA,2
EUROPA,85267
EUROPE,176141
Eagle Bog,3
Eagle Branch,3
Eagle Creek,243
Eagle Lake,2
Eagle Nest Lake,9
Eagle Pond,8
Eagle River,10
Eagle Slough Ditch,4
Earl Creek,2
Earth,101
East Africa,611
East Antarctica,1
East Ash Creek,2
East Asia,2
East Atlantic,62
East Big Stone Creek,20
East Boreal,6736
East Branch Ashtabula River,1
East Branch Au Sable River,6
East Branch AuSable River,10
East Branch Baldhead River,4
East Branch Big Creek,3
East Branch Big Rock Creek,8
East Branch Black River,2
East Branch Cedar Run,7
East Branch Delaware River,3
East Branch Embarass River,3
East Branch Embarras River,2
East Branch Killbuck Creek,8
East Branch Little Walnut Creek,3
East Branch Lost Creek,3
East Branch Maple River,51
East Branch Middle Fork Vermilion River,9
East Branch Middle Fork VermilionRiver,4
East Branch Portage River,1
East Branch Richland Creek,3
East Branch Rock River,2
East Branch Salt Fork,2
East Branch Shade River,3
East Branch Sturgeon River,26
East Branch Tahquamenon River,13
East Branch Trail Creek,7
East Branch Wolf Creek,3
East Branch of Black River,1
East Branch of Panther Creek,11
East Branch of Panther Crk.,2
"East Branch, Big Rock Creek/Big Rock Creek",1
"East Branch, Panther Creek",3
East BranchEmbarras River,3
East Bureau Creek,6
East Canada Creek,1
East Canyon Stream,1
East Canyon creek,1
East Carson River,1
"East Carson River, above Silver King Creek",2
East China Sea,13
East Creek,17
East Crooked Creek,4
East CrookedCreek,3
East Dry Run,25
East Fish Lake,1
East Ford Six Mile Creek,7
East Fork,2
East Fork Anderson Creek,1
East Fork Barren River,1
East Fork Big Coldwater Creek,1
East Fork Big Creek,10
East Fork Black River,39
East Fork Coal Creek,21
East Fork East Branch White Clay Creek,3
East Fork Embarras River,49
East Fork Fish Creek,15
East Fork Four Mile Creek,1
East Fork Fourmile Creek,3
East Fork Galena River,4
East Fork Grand Pierre Creek,2
East Fork Granite Creek,1
East Fork Greenbrier River,3
East Fork Hood River,9
East Fork Kaskaskia River,4
East Fork Little Lusk Creek,76
East Fork Little Miami River,36
East Fork Mill Creek,6
East Fork Otter Creek,39
East Fork Paint Creek,8
East Fork Pigeon River,24
East Fork Powell Creek,1
East Fork Queer Creek,1
East Fork Rattlesnake Creek,2
East Fork River,10
East Fork Salt Creek,14
East Fork Shoal Creek,1
East Fork Stones River,27
East Fork Todd Fork,2
East Fork Tuckaseegee River,8
East Fork Upper Twin Creek,9
East Fork Vermillion River,1
East Fork West Branch St. Joseph River,10
East Fork Wet Weather Creek,1
East Fork White River,255
East Fork Whitewater River,2
East Fork Willow Creek,8
East Fork of Jemez R.,2
East Fork of Rock Creek,4
East Fork of Stoney Creek,1
East Fork of Stony  Fork,1
East Fork of Stony Fork of Reed Creek,3
East Fork of White River,1
"East Fork, Big Creek",1
"East Fork, Galena River",1
"East Fork, La Moine River",2
"East Fork, Shoal Creek",2
East India,1
East Lake Creek,1
East Lake Fork Ditch,20
East Mill Creek,18
East Otter Creek,8
East Pacific,3770
"East Pacific, East Pacific",1
East Plum River,7
East RIver,1
East Rifle Creek,8
East River,12
East River below confluence with Copper Creek,40
East Spafford Branch,3
East Tensleep Creek,2
East Tributary Alsea River,1
East Turkey Creek,1
East Twin River,25
East Verde River,19
East Village Creek,2
East fork of Kaskaskia River,2
Eastatoe Creek,11
Easter Spring,1
Eastern Europe,1
Eastern Hemisphere,1
Eastern Indian Ocean,446
Eau Claire River,9
Ebeli Stream,12
Ebon Atoll,1
Echeconnee Creek,3
Echeocnee Creek,1
Echo Lake,4
Echo River,5
Ecl River,2
Ecofina River,41
Econofina River,8
Eddeleo Lake,1
Eddy Creek,9
Edris Creek,1
Edson Lake,7
Edson River,3
Edson creek,8
Edward's Creek,4
Edwards River,55
Eel River,50
Effies Brook,5
Egeo.Mediterráneo,1
Eggers Marsh,22
Egypt,21
Eiakle Creek #2,1
Ekeneetlee Creek,46
Elbert Creek,1
Electra Lake,7
Eleven Mile Creek,1
Eleven Point River,15
Eliza Creek,1
Elizabeth Lake,1
Elk Creek,10
"Elk Creek, Elk Lake",1
Elk Fork,1
"Elk Fork, Salt River",1
Elk Lake,7
Elk Lake Outlet,1
Elk Park creek,1
Elk R.,1
Elk River,79
Elk Run,7
Elkhart River,33
Elkhorn Creek,75
Elkhorn Riiver,1
Elkhorn River,51
Ellery  Creek,26
Ellery Creek,6
Ellijay River,3
Ellis Spring,3
Ellsworth Creek,3
Elm Creek,3
Elm River,28
Elm Run,6
Elwha River,1
Embarras River,1284
Embarras Rvier,1
Embarrass River,4
Emerald Lake,9
Emigrant Lake,1
Emma Matilda Lake,2
Encofina River,1
Encofine River,5
England Ditch,1
Engle Creek,4
English Channel,1502
English Creek,22
English River,7
Englishman's River,3
Ennis Creek,5
Eno River,28
Enoggera Creek,53
"Entre Marovato et Ankororoka""",1
Eramosa River,28
Escabana River,6
Escalante River,1
Escambia River,1
Esopus Creek,1
Espécie,124
Essequebo R.,1
Est Asia,1
"Est de Maroantsetra""",1
Ester Creek,2
Estero Chanchuco,2
Estero Huemul,1
Estes Creek,1
Etats-Unis,3
Ethiopian,193
Ethiopienne,1177
Etowah River,8
Euchre Creek,1
Eucumbene River,6
"Eucumbene River, Alpine Creek",2
Eueope,1
Eula Creek,13
Eupora,1
Eurasi,4
Eurasia,49053
Eurasie,327
Euroa,2
Europ,5
Europa,3863774
Europa  ,1
Europa Ocidental,40
Europa [enligt  etikett],1
Europa [osäkert],3
Europa [troligt],5
Europa [ursprung],1
"Europa, l' Europe",3
"Europa, mellan och sydhuvudutbredning",1
"Europa, södra",1
"Europa, östra",1
Europa/Atlántico,8
"Europa/Cantábrico, Atlántico",6
"Europa/Mediterráneo, Atlántico",8
Europe,162579504
Europe / Asia,22
Europe ?,85
Europe centrale,6
Europe méridionale,1
Europe or Asia,24
Europe orientale,6
Europe*,1
"Europe, Atlantic ocean",6873
"Europe, Europe",93
Europe/Asia,16
Europe/Asie,1
Europe: Sweden,1
