taxonRank,reps
exaltatum,2
exaltatus,1
excellens,46
"excellens(utler,1878)",8
excelsa,9
excelsior,3
exclusa,1
exelusa,1
exigua,11
exiguum,1
exiguus,5
exigyus,1
exigyus d,5
exilis,8
eximia,6
exnolea,1
exole,2
expallidiforme,1
expansa,1
expansum,4
expassum,3
exscapa,4
extensa,14
extremadurensis,1
extremus,1
eynahovii,1
eyropome,6
ezoalpina,3
f,177
f.,49861
f. alba,12
f. albiflora,1
f. albiflorus,2
f. albo-variegata,1
f. alcippodes,2
f. angustata,1
f. argutidens,8
f. armatus (Harvey) Yamada et Mikami,12
f. ascendens,6
f. barbinerve,1
f. canaliculatus Okamura,2
f. ciliata,4
f. ciliatodentatus,1
f. concolor,3
f. crassa,1
f. crispus Okamura,6
f. cylindricus,4
f. deformans Setchell et Gardner,2
f. delila,1
f. densa Kjellman,1
f. deusa Inagaki,1
f. dichlamydomorpha,9
f. distans Miyabe et Okamura,3
f. distans Miyabe et Okamura in Okamura,2
f. elegans Yamada et Tanaka,4
f. epiphytica Inagaki,1
f. exaltata T.Koyama,1
f. flabellatus Mikami,10
f. fruhstorferi,1
f. giganteus Okamura,4
f. glomeratus,1
f. hamata (Cotton) Nakamura,10
f. hypsenor,1
f. indivisa,1
f. integrifolium,1
f. intermedium,1
f. japonica,1
f. japonicus,1
f. jessica,1
f. lata,1
f. latifolia,1
f. leiocaiyx,2
f. leprosa (J. Agardh) Yamada,8
f. lerna,5
f. leucacantha,1
f. linearis,1
f. linearis J. Agardh sensu Tokida,2
f. litoralis Kjellman,2
f. llavescens,1
f. lobulata,3
f. longifolia,4
f. longipes,6
f. longipes (J. Agardh) Collins,3
f. lubricum Hauck,3
f. macrocarpa Yendo,22
f. macrophsa,1
f. membranacea Miyabe et Nagai,6
f. misera,1
f. mucronatum,2
f. muticum,1
f. narawaensis Miura,1
f. narutensis Yendo,1
f. nipponicum Yendo,1
f. nomalis,1
f. normalis,3
f. nudiflorum,2
f. ofscula,1
f. okamurae,13
f. okuboi,1
f. oligophylla Okamura,1
f. pedunculata,2
f. pellucida,1
f. pendula,1
f. phoenicea,1
f. pilosa,1
f. pinnulatus,1
f. pleiocarpa,1
f. plena,5
f. plena Sugim.,2
f. pulvernlenta (C. Agardh) Yamada,1
f. pumilis,1
f. purpurellocalcarata,1
f. rishiriense I. Yamada,2
f. robustior  A. et E.S. Gepp,1
f. robustior A. et E. S. Gepp,3
f. rotundifolius,3
f. rubriflora Momiy.,1
f. rubrifolia (Makino) H.Hara,1
f. rugosum,3
f. rugosum I. Yamada,4
f. rugosus,1
f. sanrikuensis Kurogi,2
f. simpliciuscula (Okamura) Tanaka,1
f. sp,3
f. sp.,73
f. spontanea,5
f. ssp.,3
f. stellata,1
f. subhyalina,1
f. subtilis,1
f. thielei,1
f. tomentella (Harvey) Weber van Bosse,1
f. tomentella Weber van Bosse,12
f. tomentella Weber-van Bosse,1
f. tomentosa,1
f. trichopetalum,2
f. typica,3
f. typica Barton,1
f. typica Yendo,1
f. typicum Yendo,2
f. typicus Okamura,4
f. unicolor (Nakai) H.Hara,1
f. valida Yendo,1
f. variegata,2
f. vetastus,1
f. viridescens,1
f. yakishiriense (Y. Yamada) I. Yamada,1
f.),80
f.)Koeller.,2
f.augustin,1
f.aurantiaca,1
f.aurantiaca oberth,1
f.but,2
f.carmen,3
f.charki,1
f.clemophoon,1
f.croesus,1
f.demophoon,1
f.drupacea,1
f.dryope,1
f.elegantue a hopff,1
f.eleuchia,1
f.eomian,1
f.eunomia,1
f.eupararite,1
f.eurantiaca,1
f.eusebes,1
f.eusemna,1
f.flagrans,1
f.hispidula,1
f.intermereta,1
f.llgarans,1
f.luteocincta,1
f.melania,1
f.metharmina,2
f.myzoensis,1
f.natalensis,2
f.nosei,1
f.ornata,2
f.phronima,1
f.phyllis,1
f.plesseni,1
f.plunmatalis,1
f.ponima,1
f.riffavthi,3
f.rumanzovia,1
f.sahlkei,1
f.selina,1
f.semperinus,2
f.semperinus hasse,1
f.sp.,223
f.stolicykanus,1
f.stolicykanus f,3
f.suffusus,1
f.telesiphe,1
f.ulyssellus,2
f.ulyssellus west,1
f.urysellus,1
f.variegata,1
f.xenoclea,2
f.xenocles,1
fa.,30
fab,5
faba,1
fabago,3
fabaroides,1
faberi,5
fabregatii,3
fabulosa tsuk,2
fabulose tsuka,2
faciata,1
faciculata,1
faginea,14
falcaria,1
falcata,14
falcatum,35
fallacinum,1
fallacinus,1
fallax,15
fam.,29008
familare,2
familia,5311
familiy,30
family,7372145
família,551
far. kondoi,2
farctus,4
farfara,2
fargesii,1
farinacea,1
farinosus,10
faris,1
farrenyi,2
farreri,1
farri,1
fasciata,13
fasciatum,1
fascicularis,2
fasciculata,13
fasciculatum,3
fasciculatus,8
fascinata,4
fasselata,1
fastigiata,2
fastigiatum,1
fastuosa,1
fatraea,3
fatua,2
faucicola,1
faurei,2
fauriei,6
fauriei Takeda,3
fauriei Takeda forma leucantha (H.Hara) T.Yamaz.,2
favargeri,1
favrati,1
fawcetti,1
faya,1
fehri,4
feisthamelii,1
fel,2
fel&fel,1
feld,2
felderi,1
fenas,3
fendleri,1
fendleriana,2
fennicum,1
fenochionis,2
fentoni,163
fentoni b,2
fentoni but,1
feratiana,26
ferdinandi st.,1
feriata,1
fernandesii,1
fernandez-carvajaliae,6
fernandez-casasii,2
ferocissimum,1
ferox,6
ferrea,225
ferreirensis,1
ferruginea,46
ferrugineum,6
ferulacea,1
ferulaceum,4
ferulifolia,1
festucacea,1
ff,1
fibrillosa,2
ficalhoana,1
ficaria,14
fieeri,13
filaginea,1
filia,1
filicaule,5
filicaulis,10
filiculmis,1
filiculoides,8
filifolia,3
filifolium,4
filiformis,15
filiora,1
filipendulina,2
filipendulum,5
filix-femina,21
filix-mas,9
filo,7
fimbriata,3
fimbriolata,1
fischeri,1
fissa,1
fissizonata,3
fissuricola,1
fistulifera,1
fistulosa,7
fistulosus,4
fitchii,2
fix,4
fixsen,4
flabellata,1
flacca,28
flaellatus,1
flagellare,2
flagelliferum,1
flammea,7
flammeus,4
flammula,24
"flarus(murray,1875)",6
flater,1
flava,6
flaveola,6
flavescens,149
flavicollis dr,2
flavicoma,13
flavidus,1
flavilaris,2
flavipes,2
flavirostris,12
flavispinum,1
flavo-purpurascens,2
flavoculata,1
flavofasciata,1
flavorinerea,1
flavovirens,1
flavovirescens,1
flavum,16
flavus,5
fld,1
flexuosa,31
flexuosum,2
floccifera,1
flora,1
florentina,1
florentinum,4
floresciana,1
floresiana,2
floribunda,2
floribundum,4
florida,67
floridanensis,1
floridensis,6
floridus,12
flos-cuculi,7
flugens rab,1
fluggeiformis,3
fluitans,52
fluminensis,2
fluviatile,1
fm.,143
fma.,52
fo.,122
fob.,3
foemina,2
foenum-graecum,1
foetens,2
foetida,18
foetidissima,2
foetidum,25
foetidus,4
fokiense (Copel.) Tagawa,3
foliacea,223
foliiscuneatis,1
foliolosa,4
foliolosus,6
foliosa,11
foliosum,2
foliosus,3
fominii,1
fontana,36
fontanesianum,1
fontanesii,14
fontanum,9
fontquerana,4
fontqueri,2
for,13
for.,21
forbesi,4
forbesii,1
fordi,1
foreziense,1
form,262312
form confusa,4
form.,2158
forma,188817
forma ?,1
forma specialis,131
forma.,14
forma/race: braunsi,4
forma/race: clathrata,6
forma/race: fascicularacornis,11
forma/race: inamis,2
forma/race: intermedia,6
forma/race: intersita,5
forma/race: reliqua,5
formae,44
forme,1
formosa,5
formosae,9
formosana,74
formosana k,1
formosanum,4
formosanus,66
formosissimus,1
formosus,79
forsteranum,7
forsteri,15
forsterianum,6
fortis,20
fortuna,103
fortune,1
fortunius,1
fostis,1
foucandii,1
fouilladei,1
fracta c.,2
fragans,1
fragiferum,2
fragile,1
fragilis,111
fragosoi,3
fragrans,8
fragrantissima,2
franchetii,4
francisca,2
franciscana,1
fraterna,7
fraudatrix,6
fraxinellum,2
fraxinifolium,3
fredesianum,1
freija,29
fremontii,3
fretensis,1
freynii,2
fridayi,3
frigens,1
frigga f,2
frigga f.,4
frigga fru.,4
frigida,4
frionii,1
from,5229
frondosa,7
frondosus,1
fru,3
fruh,3
fruhstorferi,9
fruhstorleri,1
frustorferi,3
frustorleri,2
frutescens,58
fruticans,18
fruticescens,64
fruticosa,83
fruticosum,45
fruticosus,1
fruticulosa,24
fucata,25
fuchsi,10
fuchsii,3
fuconius fr.,1
fuegianum,1
fugax,1
fujisanensis,19
fujisanus,24
fukasawana,5
fulgens g.t,1
fulgens r.t.,2
fulgens rob,1
fulgens rob.,2
fulgidissima,1
fulginescens,1
fulginia,125
"fulginia(fruhstorfer,1",29
fulginosa,1
fulgurata,2
fuliginosa,2
fuliginosom,2
fulvifacies,2
fulvifascia,1
fulvistemma,2
fumiae,9
fumidia,16
fumigata,2
functional group,120
funkiana,4
funkii,1
furcatum,1
furfuraceum,2
furva,1
furvus j&t,1
fusanus,3
fusca,102
fuscata,3
fuscatum,39
fuscatus,7
fuscescens,1
fuscocinereum,2
fuscum,3
fuscus,56
g,6
g&s,1
g.,8
g.g.,1
gabasiana,1
gabrielis,1
gabrielis r.,1
gabrielis roth,1
gabyae,2
gaditana,3
gaditanum,1
gaditanus,5
gadorensis,5
gahua,1
gaillardoti,2
gale,5
galeobdolon,4
galeopsifolia,1
galericulata,13
galianoi,3
galioides,11
gallaecica,3
gallaecicum,4
gallecicum,4
gallerandianus,1
gallica,36
gallicas,1
gallicum,23
gallicus,3
gallii,34
gallinago,10
gambelianus,2
gambrisius cr.,1
gamisansii,1
gamma,2
gandineri,2
ganesa d,4
ganesa doub,1
garbiensis,1
garciae,1
garcinii,1
gardineri,1
garganica,16
garia,2
garryana,4
garzetta,22
gaschkevitchii,6
gastonianum,3
gastonii,1
gastricus,2
gaudinii,8
gautieri,2
gavira,5
gayanus,3
gedeensis f,3
gedeensis fruh,1
gedensis ssp,1
geischa,4
geisha,311
geisya,3
gelia,4
gelida,1
gemellum,8
gemmulosa,1
gemus,3
gen,94
gen.,111528
genera,1
generic hybrid,56
genero,3900
genesiana,5
genesii-lopezii,1
geniculata,13
geniculatum,2
geniculatus,13
genistoides,125
genre,7
genuense,2
genuis,2
genus,14892661
genus & species,1
genus aggregate,2
genus group,1
genushybrid,8
georgi,4
georgius,1
geranioides,1
gerardi,9
gerardiana,1
gerardii,45
gerberi,1
germanal,1
germanica,8
gerontogea,9
gesa,1
geslacht,54
gesnerioides,1
gg,1
ghanaensis,2
gharbensis,1
giaii,56
gibba,19
gibertii,3
gibraltaricum,27
gieseckiana,1
gigantea,19
gigantea dist,1
gigantea h.,1
giganteus,10
gigantostegius,1
gigas,4
gigas kotsch,2
gingidium,5
ginnala,1
girardianum,1
gisca f,1
gisella st.,3
githago,4
glabella,1
glabellata,1
glaber,3
glaberrima,17
glaberrima F.Maekawa,1
glabra,156
glabra Komatsu,1
glabrata,22
glabratum,1
glabratus,1
glabrescens,32
glabrum,42
glabrum Hara,2
glaciale,6
glacialis,7
gladiata,1
glandis,2
glandulifera,2
glandulosa,65
glanduloso-setosa,1
glandulosum,10
glandulosus,4
glareosa,1
glareosus,2
glauca,82
glauca Ohwi,2
glaucescens,5
glaucifolius,2
glaucinum,22
glaucippe,1
glaucophylla,4
glaucophyllum,1
glaucum,15
glaucus,7
glaux,7
glechomoides,1
glehnii,9
glehnii Nakai,1
glinoides,1
globifera,6
globosa,4
globosus,7
globulare,1
globulariifolia,1
globulifera,10
globulosa,3
globulosum,1
globulus,1
glomerata,36
glomeratum,28
glomeratus,3
glorifica,2
glszioviana,1
glutinosa,13
glutinosum,4
glutinosus,1
glyciphyllos,3
glycyphyllos,5
glycyrrhiza,1
glyptostroboides,1
gmelinii Hara,4
gnaphalodes,5
gnidium,14
gnolia,4
goberus,1
goberus f,1
god,2
godarti,2
godartiamus,2
godartii,4
godatii,1
godayana,1
godmani,3
godt,2
godt.ferdinandi,1
gomezcampoi,3
goniopeltis,4
gonis,1
gonussa,1
gonzali,2
gonzaloi,2
goodrichi,1
gorbeanum,2
gorda,1
gordia,2
gordius,3
gorfenianum,1
gorganus,8
gorhami,2
goschkevitschii,32
gossypinum,1
gotama,9
gouani,1
goveniana,2
gp.,5
grabowskii,1
gracea,1
gracile,9
gracilentus,2
gracilior,5
gracilipes,10
gracilis,121
gracillima,3
graeca,6
graecizans,1
graecum,1
graecus,2
graellsii,1
graksina,1
graminea,7
gramineum,4
gramineus,16
graminifolia,8
graminifolium,2
graminifolius,2
granatellii,1
granatense,20
granatensis,29
grande,1
grandidentata,1
grandiflora,116
grandiflorum,38
grandiflorum (Maxim.) H.Hara,1
grandiflorus,14
grandis,18
grandis Kudo,1
graniticola,1
graniticum,11
granulata,19
granus,1
graui,1
gravenotata,2
graveolens,29
grayana,1
grayi,1
grebnitskii,8
gredensis,47
greenei,3
grex. agregatta,1
griffinii,2
griseigularis,4
griseiloris,2
griseiventris,15
grosii,1
grosseserrata,6
group,244
gruinum,1
grumus,3
grumus bois,1
gryllus,1
guadarramica,1
guanchica,2
guaranitica,2
guazumaefolia,1
guderianus,5
guestfalica,1
guianensis,5
gularis,13
gulicki,2
gummifer,9
gummifera,32
gummiferum,19
gussonei,2
gutama,1
guthnickianum,1
gutlatus,3
guttata,58
"guttata(remer&grey,",5
guttatum,4
guttatus,7
guttifer,1
guttiger,4
gutturalis,4
guyonii,1
gyas w.,1
gyas west(ssp?),1
gyas(ssp?)west,1
gygella,2
gyllenhallii,1
gymnandra,1
gymnocerinthe,1
gymnorhiza,3
gynea,1
gypsicola,2
gypsophila,4
género,817
gênero,5015
g�nero,2
h,6
h.,9
h.h,1
h.h.s&t,1
h.l.,1
h.s,4
h.s.t,2
h.sch,1
haanii,1
hachet,1
hackeliana,1
hadrianus,3
haenseleri,13
hageni,3
hahasima,1
hainani,1
hainani b,1
haiotii,1
haiticus,2
hakkodensis,7
hakonensis,9
hakusanensis,10
hakutozana,5
halepense,2
halepensis,15
haliaetus,2
halimifolia,1
halimifolium,6
halimus,3
halleri,2
halleriana,7
halophilus,1
halteratum,7
hamada,133
hamadai,3
hamata,3
hamatam,1
hamatiforme,1
hamatulum,1
hamigera,285
"hamigera(utler,1877)",11
hamosa,1
hamosus,3
hampeia,2
hamulata,5
hanako,1
hanedae,5
hannibal,2
haqiunus,2
hariotii,1
hariotti,1
harmala,8
harmandi,1
harmodius,6
harra,2
harrishii,3
harterti,2
hartmanii,1
hartwegii,1
hasegawana,1
hashimotoi,1
haspan,1
hasterti rib,1
hasterti rib.,1
hasterti ribb,1
hasterti ribbe,2
hastifolia,5
hastilis,12
hastulata,1
hatogayuum,1
hausmanni,1
hayashii,10
hayasii,2
hbn,1
hearstiorum,2
hecabe,34
hecae,8
hederacea,11
hederaceus,55
hederae,1
hederifolia,9
hedgei,1
hedraeanthus,3
heimii,1
heireia,1
helcita,1
heldreichiana,1
heldreichii,3
hele,1
helena,1
helenioides,7
helenitis,8
helenor,7
helenus,12
helesus,2
helianthemifolia,1
helianthemoides,2
helicina,1
helicon f,1
helicta,4
helioscopia,6
helix,6
helleborine,4
hellenicum,1
hellespontica,1
hellmayri,3
helloides,2
hellotia,17
helma,1
helodes,1
helvetica,9
helveticus,1
helvola,1
hemera,4
hemimelas,2
hemipterus,4
hemisphaerica,2
hemisphaericum,1
henningia e,1
henningia esc,2
henriquesii,6
hensoni,6
heraclea,2
herba-alba,12
herba-venti,7
herbacea,2
herbrti,1
herculae,14
hercules,2
herculeus,1
hermanniae,1
hermaphroditica,2
hermaphroditum,3
hermcudur,1
herminii,2
hermosanus,3
herodidas s&v,2
heronus,5
hesperica,3
hetaerius,2
heteriphyllum,1
heterocarpa,3
heterocarpum,1
heterochrous,7
heterodoxus,1
heteromorpha,1
heterophylla,38
heterophyllum,9
heterophyllus,14
heterosquamia,1
heterotricha Hara,5
hew,7
hewitsonii,2
hexandra,5
heylandianus,1
hibericum,23
hibernica,4
hidakana S.Watanabe,1
hieracioides,81
hierasus,1
hierax,5
hiereia,1
hierochuntica,1
hieronymi,1
hierta,6
hierte hiib.,2
hilaris,1
hilda g&g,3
hildebrandti,4
hillensis,3
himalaya,1
himantopus,1
hinojense,1
hinus wall,1
hippalus,1
hippia,10
hippocastanum,1
hippocrates,116
hippocrates(c.et.r.fel,26
hippolinus,4
hipponous,2
hippothoe,1
hippothoe l.,4
hipsipile,2
hirava,1
hircinum,4
hiroyukii,1
hirsuta,249
hirsutissima,1
hirsutum,78
hirsutus,6
hirta,37
hirtella,66
hirtiflora,1
hirtocarpum,1
hirtum,22
hirtus,1
hirtus Regel,1
hirundinaria,3
hisamatsusanus,19
hisauchii,23
hispanica,219
hispanicum,29
hispanicus,92
hispida,113
hispidissimus,3
hispidula,20
hispidulum,2
hispidum,10
hispidus,96
hissopifolia,2
histrica,6
histrix,1
hitchcockii,1
hoactli,1
hobroni,1
hochreutineri,1
hodgsoni,21
hoenei,2
hoenei (schweitzer1912,11
hoenei sch,1
hohenackeri,1
hohenackeriana,1
holboellii,3
holbollii,5
holl.,1
hollandi,7
hollandicum,2
holophylla,4
holoschoenoides,2
holoschoenus,34
holosericea,1
holostea,13
holosteum,14
homaeophylla,5
homensis,2
homonyma,1
homotrichum,5
hon,1
hondai,9
hondoensis,48
honesta,1
honr,1
honrath,2
hookerianum,1
hopfferi,1
hoppeaniformis,1
hoppeanum,5
hordeaceus,21
hordeistichos,3
hordonia,1
horiella m,3
horiella mat,1
horizontalis,1
horminoides,1
hornemannii,1
hornensis,3
horonaiense Hara,1
horrida,1
horridum,9
horridus,17
horsfieldi,21
hortensis,1
hortensis Bailey,1
hostiana,2
houghtonii,1
howellii,1
hoya,3
hozensis,1
huallaga,3
hub,1
huber-morathii,2
huberta f.,1
huebneri,2
huelphersianum,1
huetii,1
hulerta f.,1
hultenii,5
humblotiana,1
humerigera,6
humifusum,13
humile,37
humile Rosnthal,3
humilis,125
humuli,5
huteri,1
hyaline,3
hyalolepis,2
hyantis,3
hyberna,8
hybirid,5
hybr,10
hybrid,61341
hybrid fam,1
hybrid formula,4
hybrid gen,4
hybrid sp,1400
hybrid species,301
hybrid ssp,271
hybrid var.,34
hybrida,43
hybridum,10
hybridus,29
hydropiper,4
hyemale,1
hyemalis,5
hygiana,3
hyginus,1
hylaeus,2
hylas,2
hylax,3
hymarayaensis,1
hymarensis,2
hymenoides,3
hyneri,5
hyparete l,2
hyperbius,131
hyperboreum,1
hyperboreus,1
hypericifolia,6
hyperius,34
"hyperius(linnaeus,176",20
hyperusia,5
hyperythrus,3
hypeurium,3
hypocletus,2
hypocrates,9
hypogastricus,10
hypoglottis,2
hypoleuca,52
hypoleucum,7
hypolitus cr.,6
hypolitus cramer.,1
hypopithis,3
hypopitys,1
hyporder,574
hypotrichium,1
hypselis,1
hypsina,1
hypsipile,1
hyrnetho,4
hyrowskii,1
hyssopifolia,46
hyssopifolium,6
hyssopifolius,13
hystrix,22
hystrixsii,1
i,3
i.,8
ianor,8
ibanyezii,10
iberica,17
ibericum,15
ibicioides,3
ibosii,1
ibukicola,1
iburiensis,58
icaroides bois,1
icena f,1
icena f.,2
icteronotus,6
ida,3
idae,1
idaea,1
idaeoides h,1
idaeoides hew,1
idaeus,5
idea,5
idita,3
idius,2
idomeneus,2
idubedae,2
"ieda(linnaeus,1758)",4
ifniensis,1
ignea,1
ignolus,1
ignotus,2
ignotus J,1
igoleta,1
igolotiana,1
ileicibilis,1
ilergabona,1
ilergabonum,3
ilex,24
ilia,2
ilicifolia,13
ilicifolium,1
ilioneus s,1
illex,9
illiger,3
illigera,1
illioneus,1
illyrica,1
illyricum,14
illyricus,7
ilocana,1
ilorcitana,2
ilvensis,2
imberbe,4
imbricans,3
imbricata,3
imbricatus,1
imitoides,2
immixta,1
imogene,1
impatiens,1
imperati,2
imperator,1
imperfecta,1
implexa,5
impressa,3
impressicollis,10
ina,1
inachus,26
inaequidens,8
inaperta,5
inapertum,7
incana,26
incanus,18
incarnata,13
incarnatum,5
incerta,1
incerta Kitag.,2
incertae sedis,1
incisa,1
incisoides,1
incisolobata Nakai,5
inconspicuum,2
incrassata,1
incrassatum,7
incrassatus,1
incubacea,1
incurva,12
incurvus,4
ind,1
indalicus,1
indianalis,1
indica,212
indicatus,5
indicum,5
indicus,22
indigesta,8
individuals,1
indochinensis,1
indra,1
induratus,15
inerme,1
inermis,19
"inermis(flews&edwards,",2
inexpecta,156
inexpectata,1
infectoria,2
infectorius,1
infesta,23
infestans,1
inflata,1
inflexa,1
inflexus,78
informal,1474
infra class,13
infra order,1
infraclass,13966
infragenericHybrid,23317
infrahybrid,250
infrakingdom,29
infraordem,21
infraorden,1
infraorder,4711
infraphylum,163
infraspecies,5
infraspecificEpithet,1657
infraspecificTaxon,1204
infraspecificname,24063
ingana,1
inhirsutus,4
inimitabilis,2
iniquiformis,1
innota,7
ino,30
inodora,1
inodorum,11
inodulus,8
inopinatus,1
inops,1
inornata,2
inornatum,2
inornatus,5
inoueii,2
inoxia,1
insander,1
insigne,5
insignis,7
insignitus,1
insolitus,1
insperatus,2
insueanus,1
insulare,1
insularis,35
insularis Kitag.,5
insularum,199
"insularum(fruhstorter,",20
insulata,5
insulicola,119
insulicola r.,2
insulicola roth,6
integer,1
integerrimus,1
integrifolia,51
intercedens,4
intergenericHybrid,249
interioris,1
interjacens st,1
interjacens sto,1
interjectum,3
intermedia,287
intermedia Komatsu f. repens Hara,3
intermedia veri,2
"intermedia(w..pryer,1",24
intermediate,2
intermedium,8
intermedius,12
intermedius s,3
interposita,38
interpositus(fruhstorf,5
interpres,3
interrupta,341
interrupta Maxim.,3
interstincta,2
intertexta,3
inthanon,1
intraspecificEpithet,518
intricata,4
intricatum,17
intybacea,1
intybaceum,6
intybaceus,4
intybus,32
inuloides,7
inundatum,9
invisitatus,1
invitabilis,2
involucrata,11
involucratus,1
inyoensis n.,3
iphianassa,1
iphicleora,1
iphiclus,1
iphigenia,8
iphita,1
ipse α.,1
ipunctata,3
ipunctata(motschulsky,8
irauana jum,2
irauana juma,1
irauana jumalon,1
ircutianum,6
irio,2
iroides,1
iroides b,1
irregularis,5
iryphiodorus,1
isabella fel,1
isabella feld,1
isaeus,1
isatidifolia,1
ischaemum,7
ishiana,11
ishigakiana,34
"ishigakiana(matsumura,",4
ishima,48
ishma,27
isidorus,1
islandica,1
isshikii,16
isthmocarpum,2
isthmocarpus,16
istria,1
iswara,7
iswaroides,2
italica,8
italicum,45
italicus,4
italum,9
itoanum,4
itremensis,1
iupana,1
"iutea(hewitson,1865)",8
iva,2
iwasakii,1
iwasei,144
iwatai,12
iwatensis,35
ixocarpa,1
iyaeus d,1
iyaeus doub,2
"iycormas(utler,1886)",4
iyonis,2
"iyonis(ota &kusunoki,1",2
izcoi,1
j,1
jacea,2
jacetana,2
jachintha,2
jacintha,3
jacobea,12
jacobiana,1
jacobroni,1
jadeitina,2
jadwigae,22
jaennensis,8
jahara,3
jaiponicur,1
jalysus,2
jamaicanus,4
jamaicense,1
jambosii,1
jamesonii,1
janeri,11
jangala h.,1
janira,2
janson,1
jansonis,12
januensis,3
jaonensis,5
japanensis,1
japonensis,11
japonica,1390
japonica (H.Boiss.) Ohwi,1
japonica (Maxim. ex Regel) Pilg.,5
"japonica (Menetries, 1857)",16
"japonica (murray,1875)",12
japonica Fr.Schm.,3
japonica Hara,9
japonica Maxim.,1
japonica Miq.,2
japonica Regel,1
japonica Tamura,3
"japonica(matsumura,191",16
"japonica(menetries,185",26
japonica(murray.1875),5
"japonica(shirozu,1952)",9
"japonica(stichel,1902)",14
japonicum,109
japonicum (Nakai) A. et D.Love,6
japonicum H.Boiss.,1
japonicum K.Koch,3
japonicum Kudo,1
japonicus,869
japonicus Kitam.,1
japoniva,10
japonoheptamerum,10
"japponica(matsumura,19",5
japyx,1
jaquinii,1
jasminoides,1
jataka f.,1
jataka fru.,1
jaubertiana,1
java,2
javalambrensis,2
javana,7
javanica,7
javanus,1
jepsonii,4
jesoana,1
jessoensis,3
"jezaensis(matsumura,19",5
jezoensis,220
jezoensis Ohwi,3
jezoensis(m),1
jezoensis(matsumura),10
"jezoensis(matsumura,19",20
jikoi,3
jimenezii,2
jindanus,1
joesa b.,1
joesa but,1
joesa butl,1
joesa butl.,1
johannis,2
johanseni,1
john-tuckeri,2
johnsoniana,4
johnsoniana h,5
jonasi,25
jonquilla,18
jonquilloides,1
jonthlaspi,6
jordaniana,1
jotaka,11
jouyi,76
jovinianum,1
jovis,1
jubatum,2
jucunda,67
judaica,3
jugans,1
jugosa,1
julia,4
julibrissin,1
julius,137
julius ?,4
juncea,11
junceum,25
juncifolia,1
junina,4
juniperaria,1
juniperaria t.,1
juniperifolia,1
juno ?,1
jupiter,5
jupitor,1
juranum,7
juressi,1
juryi,1
jussiaei,13
juvenalis,1
juvenile,18
k,4
k.,8
kaempferi,78
kaguya n&e,2
kaiphas f.,1
kajalanus,1
kaleensis,3
kali,8
kaliformis,1
kalli,6
kamarupa,2
kamarypa,1
kamschatica Fischer,4
kamtschatica,23
kamtschatica Matsum.,2
kamtschaticum,3
kamtschaticum Maxim.,5
kamtschaticus,1
kamtschatschensis,2
kanchowfuensis,1
kanehirae,9
kangeana,2
kanoi,2
"kanoi(omoto,1959)",1
kansuensis,5
"kaolicola   (sparrman,",8
kapela,3
kappleni,1
kardama,3
karenckonis,1
karenkonis,3
karglii,3
karimantanus,1
karimatana,2
karimatanus,2
karna c&r.,2
karna c&r.f,1
karnyi,1
karpowi,7
karsandra,2
karvinskianus,4
katharinae,1
kausambi c.,1
kausambioides,1
kausambioides nice,1
kawachiana,7
kawaii,5
"kawaii (matsumura,1926",6
kawaii m,2
kawarahiba,3
kazamoto,259
"kazamoto(h,druce)",4
kazamoto(h.druce),7
keianus,2
kelloggii,1
kennethi,1
kenricki,4
kentrophyta,2
kenyensis,1
kerri,1
keyensis,1
kezia,6
kiangsuensis,3
kibiensis,10
kigoma,1
kikubuki,5
kikubuki Ohwi,2
kimurai,1
kingdom,394715
kingii,4
kingitonensi,2
kirata,2
kirby,2
kirishimaensis,26
kirsh,1
kisoensis,6
kissuanus r,1
kissuanus r.,1
kissuanus roth,1
kitaharai,2
kitaibeliana,10
kitaileliana,1
kiyosumiensis,1
klados,3
klamathensis,3
kn,2
knoch,1
kochi,3
kochii,8
koelerioides,2
kohibaba,1
koiwayai,2
koll,4
koltzei,1
komatsui,1
komos f,1
komos f.,2
komos fr,1
kopsicum,1
koreana,25
koreana v,2
koreana vert,1
koreanum,2
koreanus,11
koriniana,1
korschnovi,2
kotoensis,6
kotschyana,1
kotzebuea,6
koxigna,1
krasnojarsk rsfsr,1
krishna m,1
krishna moore,1
kuehni,2
kuehni ro,1
kurdica,1
kurdicum,1
kurentzovi,1
kurenzovi,2
kurilensis,5
kurilensis Wilson,2
kurodae,2
kurodai,6
kurosawai,36
kusnezovi,17
kutdicum,1
kuzinskyanae,1
kyomaruense,3
kyushuensis,2
l,19
l'orz,1
l.,6
l.lyaeus,1
laarchus,1
labillardieri,1
labradus g,2
labrosus,2
lacaitae,5
lacaite,1
lacera,2
lachenalii,52
lachers,1
laciniata,49
laciniatum,12
laciniatus,2
lacistophyllum,2
lactea,10
lactucella,7
lactucina,3
lacustris,16
ladanifer,16
ladanum,6
laderoi,3
ladonides,290
"ladonides(de i'orza,18",18
laeinista,1
laeta,4
laetevirens,3
laetitia,3
laetum,139
laetus,5
laevicollis,2
laevifolia,1
laevigata,36
laevigatum,38
laevigatus,7
laevipes,9
laevis,139
laevisperma,1
lagascae,22
lagascana,7
lagascanus,12
laggeri,2
lagopoda,6
lagopus,7
laiduroides,3
lainzii,17
lakatti,1
lalita,2
lama,6
lamarckii,1
lambi dist,7
lambinonii,1
lamira,1
lamottei,10
lamottiana,5
lampa c.,2
