establishmentMeans,reps
"trapped in winter?, seized",1
trapped on Turkey farm,1
trapped on eggs,1
"trapped, captive",2
"trapped, taken at nest with seven eggs",1
true,4995
uncertain,114382
unknown,16429
unknown :,42116
"unknown fishing, boating| released aquarium:",1
unknown| dispersed :,97
unknown| dispersed : hitch hiker on small watercraft,1
unknown| hitch hiker :,1
"unknown| hitch hiker fishing, boating:",1
unknown| hitch hiker in aquaculture:,2
unknown| hitch hiker with stocked fish:,12
unknown| released bait:,506
unknown| released bait: released aquarium,1
unknown| released for food: released bait,1328
unknown| released pet:,16
unknown| shipping ballast water:,41
unknown| stocked illegally:,1
unspontaneous,36071
ver. I. Vana 1992,1
victim of Northern Shrike,2
victim of bird control,1
washed up on beach,1
waste,7319
waste?,7
went over the falls,5
wild,14245353
wild caught,2610127
"wind turbine casualty, severely damaged",1
wind turbine kill,1
window kill,782
window kill by feeder,1
"window kill,",1
"window kill, ROM parking",1
"window kill, after killing Starling",1
window kill?,3
"window kill?, found dead at residence of collector",1
wire kill,29
"wire kill, electrocuted",1
"wire kill?, found under hydro line",1
"wire kill?, found under wires with broken neck",1
"wounded and captured, captive for ca 7 months 14 days",1
wounded by boys,1
x,275
ØC+P,6
"ØF,",1
"ØF, C+P",52
"ØF, F839, ØC+P",1
"ØF, P only",27
"ØF, c+p",10
"ØF, p only",1
"ØF, ØC+P",11
"ØF, ØC, P only",1
