behavior,reps
"ST1 male song, ST5 multi-note call",1
ST1 song,24
ST1 song (and ST2 call),1
"ST1 song, ST2 simple call, ST3 modulated call",1
"ST1 song, ST2 simple call, ST4 rattle",2
"ST1 song, ST2 variant song",1
"ST1 song, ST3 common call, ST6 multi-note call",1
"ST1 song, ST3 descending trill",1
"ST1 song, ST3 descending trill, female, male",1
"ST1 song, ST4 rattle",1
"ST1 song, female",1
"ST1 song, male",6
ST2 call,9
ST2 call (and ST1 song),1
"ST2 call, ST4 whine",1
ST2 common call,1
"ST2 common call, ST4 fast trill",1
"ST2 common call, male",1
ST2 female song,3
ST2 simple call,5
"ST2 simple call, ST4 rattle",5
"ST2 simple call, female, male",1
"ST2, male",1
ST3 common call,5
"ST3 common call, ST4 wheezy call",1
ST3 descending trill,3
ST3 descending trill call,3
"ST3 descending trill, ST4 fast trill",1
"ST3 descending trill, ST5 slow trill",1
"ST3 descending trill, male",1
ST3 harsh call,1
ST3 modulated call,3
"ST3 modulated call, ST4 rattle",5
ST3 rasping call,2
"ST3 rasping call, ST5 multi-note call",1
"ST3 rasping call, male",1
ST3 trill,8
"ST3 trill, ST4 rasping call",1
"ST3 trill, ST6 rasping call",1
ST4 fast trill,4
ST4 fast trill and ST2,1
"ST4 rasping call, ST6 rasping call",1
"ST4 ratlle, male",1
ST4 rattle,2
ST4 wheezy call,3
ST5 harsh call,1
ST6 quiet single call,1
ST6 rattle,3
STANDING,5
STATIONARY,1
SUNNING,2
SURFACE,4
SURFACING,10
SUSTRATO ROCOSO,1
SWIM,11
SWIMMATUREING,6
SWIMMING,736
Sacando agua de nido,1
Saliendo del bambú,2
Salieron de Inga densiflora,1
Salix,3
Salix alba,1
Salix caprea,13
Salix fragilis,2
Salix herbacea,1
Salix pentandra,1
Salix phylicifolia,1
Salto,6
Sand hummocks associated with plant,6
"Sandhill Cranes call, Snipe winnowing",1
Sang L. striata songs.,1
Saw this female fly to bush where Granatina ianthinogate just sang (not male Vidua),1
"Scaring away birds coming too close to their nest, female, flight call, male",1
Scavenging,5
Schnabelklappern,2
Schnickern,1
"Schnickern, alarm call, call, juvenile, special call",3
"Schnickern, call",1
"Schnickern, call, juvenile, special call",1
"School of Music for Youth, call, female, juvenile, male, song",2
Scold,16
Scold (multi-note call),2
Scold call,1
"Scold, call",1
Scold; song at very end,1
Scolding,1
Scolding call,1
"Scolding call, alarm call",1
Scolds,10
Scolds; 'brzk' call at end.,1
Scolds?,1
Scream,1
"Scream, call",2
"Screech, alarm call",1
Scrophularia califorica,1
Scrophularia californica,2
Se alimentan en subpáramo luego vuelan al bosque,1
"Se autoasicalan, se rascan con la pata",1
Se cayo nido detrás de bienestar y están construyendo uno nuevo,1
Se dezplazan activamente sobre la playa y dentro del agua en los hospederos,1
Se dezplazan activamente sobre los hospederos,3
Se encontraba en superficie cerca de un bote,1
"Se encuentran huellas de Puma en G1 en las coordenadas N 4,72336 W 75,57159 1952",1
Se escucha,1
Se instal cmara trampa -fotos,1
Se instal cmara trampa -video,1
Se logran contar en pleno vuelo,1
"Se observ 2 adultos y un juvenil, alimentandose en el piso",1
Se observ 2 juveniles y 3 adultos,1
Se observa 1 adulto y un juvenil,1
Se observa un mono adulto en desplazamiento desde un aárbol de Guacamayo,1
Se observan 2 adultos y un juvenil,1
"Se observan 5 adultos y un juvenil, alimentandose de hojas de Urapan y cruzan de",1
Se observan adultos,1
Se observan alimentandose de sustrato en un barranco entre G-500 y G520,1
Se observan en movimiento cruzando del rio hacia el otro lado de la carretera,1
Se observaron 4 individuos adultos y un infante,1
Se oye ardilla,1
Se oye en Bosque ripario a 100 m,2
Se oye en bosque lejos,1
Se oye en bosque ripario a 200 m,1
Se oye en quebrada,3
Se oyen aulladores,1
"Se oyen aulladores, hay 6 individuos",1
"Se perchó en palo bajito, luego voló",1
Se reportaron 4 individuos y una hembra adulta fue asesinada,1
"Se ven grupos de herrerillos, típicamente cerca del carrizal.",1
Se ven volando muy lejos,1
Second 'song',1
Second song,14
Second song?,7
"Secondary Call, call",1
"Secondary song, song",3
Secong song,1
Seen entering and leaving a Parachilus hole.,1
Seen in between two large boulders along shoulder of highway.,1
Self grooming/maintenance of the plumage,4
Serie colino-montana orocantabro-atlantica relicta de la carrasca o Quercus rotundifolia,56
Serie colino-montana orocantabro-atlantica relicta de la carrasca o Quercus rotundifolia. Genitalia,18
Several birds,2
"Several different song types appear in this recording of part of a single bout.,",1
Several seen in this busy marsh.,1
"She was mother of rG/b, yb/Br in 2001.",1
Shed skin,29
"Sheeps, song",1
Sheltering in broken off hollow inflorescence stem of 'Apicra' sp.  ('Apicra' now named 'Haworthia'),3
"Sheltering in burrow in sand in shell 'Trigonephrus' sp., Acavidae",1
Sheltering in flower,16
"Sheltering in nest, head up",1
Sheltering in old burrow,5
Sheltering in snail shell,1
Sheltering in snail shell 'Trigonephrus' sp. (Acavidae),3
Sheltering in turret of nest of Ceramius clypeatus,1
Short 'tiip' call,1
Short Range Song,1
Short Song,1
"Short alternative song, call, song",1
Short call,6
Short call - juv maybe?,1
Short calls,1
"Short calls, song",3
"Short range Song, song",1
Short song,9
"Short song phrase, alarm call",1
"Short song type, song",3
"Short song, call",1
"Short song, song",3
"Short, medium and long songs",1
"Short, soft, lower-pitched, less modulated individual calls",1
Shot while foraging in lakeshore cattail marsh.,1
Shot/killed,98
Shriek,1
Si,3
Sick,94
Siete individuos,1
Sigue la pasa.Algunos bandos pequeños en vuelo inverso.,1
Siguiendo al ganado,2
Silbido grabado,1
Simple and complex songs,1
Simple song,7
"Simpler song, song",1
Sin banda,1
"Sin cola: similar a Leptopogon,pero pecho mas amarillos y pico ancho, mandibula anaranjada",1
Singing,1637346
"Singing ""che-bee""",1
"Singing in flight, song",1
"Singing male present (or breeding calls heard) on more than one date, a week or more apart, at the same place. The second observation must be within safe dates.",9464
Singing while foraging,1
"Singing, Breeding",1
Singing.,1
"Single Calls, call, male",1
Single alarm call,1
Single call note,1
Single calls,1
Single note call,1
Single note calls,1
"Single note calls, male song and female song",1
Single song,1
Single-note calls,2
"Sittasomus griseicapillus, song",1
Sitting,2232
Sitting in top of tree in sunshine.,1
Sitting on cow dung,1
"Skeow call, call",1
Skew Call,2
"Skew call, autumn call, call",1
Skiew,1
Sleeping in flowers,1
Sleeping/repose,31
Slight variant of the most common 'chick-a-dee' call,1
Slightly odd song,1
Slow and weak song,1
"Slow clacking song., song",1
"Slow movement, long on the surface",39
"Slow movement, long periods on the",395
"Slow song type, song",2
"Sluggish; in beach vegetation, near lava outcrop.",1
"Smack and rattle calls and wing flutter., call, song",1
"Small road traffic, female, song",1
"Sneeze call, call",1
"Snowsparrow like call in flight, call, flight call",1
Sobre arbusto,1
Sobre base de helecho,1
Sobre el camino,1
Sobre herbacea,6
Sobre herbacea. Cantando,2
Sobre hojarasca,19
Sobre hojarasca. Ovopositó dos huevos,1
Sobre hojarasca. Ovopositó un huevo,1
Sobre laguna temporal,8
"Sobre los montes del E,en migración.",1
Sobre pendiente,1
Sobre pendiente. Cantando,1
Sobre rama,3
Sobre rama caída,1
Sobre rama. Cantando,2
Sobre ramas,1
Sobre ramas aéreas,1
Sobre ramas caídas,1
Sobre ramas caídas. Cantando,1
Sobre raíces,2
Sobre raíces de árbol,4
Sobre roca,7
Sobre suelo desnudo,3
Sobre tierra desnuda,1
Sobre tronco,4
Sobre tronco con bromelias. Cantando,1
Sobre árbol,1
Sobre árbol. Cantando,1
Sobrevolando,84
Sobrevolando Zubieta.,1
Sobrevolando y peleando,1
Sobrevuelo,503
Sobrevuelo con material para nido,1
Social,1
"Social (saltos, ""bow riding""); Desplazamiento",1
Social calls,2
Social context: colony,64
Social context: colony; Social context: mixed,2
Social context: colony; bathe,1
Social context: colony; brood; perch; call; pant,3
Social context: colony; call,3
Social context: colony; call; perch,5
Social context: colony; call; perch; preen,1
Social context: colony; call; perch; take flight,1
Social context: colony; call; perch; walk,1
Social context: colony; fly,6
Social context: colony; fly; perch,4
Social context: colony; fly; perch; sit on nest,1
Social context: colony; hold food in bill; perch,1
Social context: colony; mob; fly; call,1
Social context: colony; perch,49
Social context: colony; perch; beg,1
Social context: colony; perch; call,5
Social context: colony; perch; call; care for young,2
Social context: colony; perch; call; pant,6
Social context: colony; perch; call; pant; brood,9
Social context: colony; perch; call; pant; brood; displace,1
Social context: colony; perch; care for young,8
Social context: colony; perch; care for young; beg,1
Social context: colony; perch; care for young; call,1
Social context: colony; perch; care for young; walk,1
Social context: colony; perch; carry food in bill,1
Social context: colony; perch; land; walk; take flight; call,1
Social context: colony; perch; pant,1
Social context: colony; perch; preen,12
Social context: colony; perch; rest,3
Social context: colony; perch; run,2
Social context: colony; perch; run; call,1
Social context: colony; perch; sit on nest; incubate,1
Social context: colony; perch; take flight,1
Social context: colony; perch; walk,4
Social context: colony; perch; walk; beg,1
Social context: colony; perform visual display,4
Social context: colony; preen; perch,5
Social context: colony; rest; perch,7
Social context: colony; roost,1
Social context: colony; sit on nest; incubate,1
Social context: colony; sit on nest; perch; brood,1
Social context: colony; swim; bathe,1
Social context: family,21
Social context: family; establish flock contact,2
Social context: flock,4
Social context: flock; call; fly,1
Social context: flock; call; forage; wade,4
Social context: flock; call; forage; walk,1
Social context: flock; call; perch,1
Social context: flock; fly,12
Social context: flock; fly; call,1
Social context: flock; fly; forage,2
Social context: flock; fly; land,1
Social context: flock; fly; swim; land,1
Social context: flock; forage,11
Social context: flock; forage; call,1
Social context: flock; forage; fly,1
Social context: flock; forage; preen,1
Social context: flock; forage; walk,3
Social context: flock; forage; walk; take flight,1
Social context: flock; perch; eat,1
Social context: flock; perch; preen,3
Social context: flock; perch; preen; allopreen,1
Social context: flock; perform visual display,1
Social context: flock; perform visual display; call,1
Social context: flock; preen,3
Social context: flock; preen; call; swim; bathe,1
Social context: flock; preen; rest,1
Social context: flock; preen; sit on nest,1
Social context: flock; rest,3
Social context: flock; roost; perch,2
Social context: flock; sit on nest,1
Social context: flock; sit on nest; call,1
Social context: flock; stand; stretch,1
Social context: flock; swim,3
Social context: flock; swim; bathe,1
Social context: flock; swim; fly; take flight,1
Social context: flock; swim; surface dive,3
Social context: herd,7
Social context: herd; call; solicit copulation; walk,1
Social context: herd; call; walk; wade,1
Social context: herd; eat; walk; rest,1
Social context: herd; forage; stand,1
Social context: herd; groom; chew; wade,1
Social context: herd; rest,4
Social context: herd; stand,1
Social context: herd; stand; lie,2
Social context: herd; stand; lie; forage,1
Social context: herd; stand; rest; walk; wade,1
Social context: herd; stand; wade; forage,1
Social context: herd; stand; walk,1
Social context: herd; wade; stand; defecate,1
Social context: herd; walk,1
Social context: herd; walk; call,1
Social context: herd; walk; run; call,1
Social context: herd; walk; solicit copulation,1
Social context: herd; walk; swim; wade,1
Social context: mixed,97
Social context: mixed; establish flock contact,1
Social context: mixed; roost,1
Social context: troop,15
Social context: troop; Social context: mixed,1
Social context: troop; Social context: mixed; establish flock contact,1
Social context: troop; establish flock contact,1
Social context: troop; perform visual display,1
Socializing in a group,1
"Soft ""chuck"" call, song",1
Soft calling,1
Soft calls,1
Soft calls of a pair,1
Soft song?,1
"Soft subsong, song",1
"Soft whistled ""pwoo"" contact calls among flock in addition to typical loud harsh",1
Soft whistles,1
Soft-song,1
"Solitary calls, alarm call, call",1
"Solitary calls, song",1
Some heard singing here.,1
Some juvenile begging calls heard throughout recording but not sure which specie,2
"Some metal thing clinking in the steady breeze., call",1
"Some noises in the hide, call, female, male",1
Some strange sound,1
"Some wind carrying noise from a road, song",1
"Some wind, begging call, juvenile",1
"Some wind, call",1
"Some wind, call, female, male",2
"Some wind, call, male",2
"Some wind, call, song",1
"Some wind, male, song",3
"Some wind, song",1
Sond,1
Sond & calls,1
Sonds and calls,1
Song,7645
Song  perched and calls on taking flight,1
"Song ""whit-beer""",1
"Song ""wie-viel""",2
Song & (partial mimicry?),1
Song & Trill,1
Song & alarm calls,1
Song & calls from several birds,1
Song & chrrr calls,2
Song & flight call,1
Song & low calls,1
Song (& call),1
Song (? or calls),1
Song (?),6
Song (B),1
Song (and calls),2
Song (cage bird),1
Song (complex),1
Song (display in flight),3
Song (display),1
Song (duet) & call,1
Song (far) & near chicks calls,1
Song (high pitch neigh),1
Song (in display),1
Song (in flight display),1
Song (intro),1
Song (long),2
Song (male alone),1
Song (one individual),1
Song (or call?),1
Song (part only),1
Song (plus staccato notes),1
Song (rpb),3
Song (variable 2),1
Song (variant),1
Song (variation),1
"Song ,Call, begging call",1
Song ... call ... male ... female ...,1
Song / Calls,3
Song 1,2
Song 2,12
Song A,13
Song A and calls,1
Song A followed by Song B and display,1
Song B,3
Song B and calls,2
Song B in duet and calls,1
Song Calls,4
Song after playback,1
Song and Agitated Flight Call,1
Song and Chatter,2
Song and Display,1
Song and Drumming,1
Song and Duet,1
Song and aggressive calls,1
Song and agonistic encounter,1
Song and alarm call,2
Song and call,4
Song and call (end),1
Song and call A,1
Song and call B,1
Song and call notes,1
Song and call.,2
Song and calls in flight,2
Song and calls of two birds.,1
Song and calls.,1
Song and chick,1
Song and coo,1
Song and drumm,1
Song and duet,5
Song and excited song,1
Song and flight call,3
Song and flight calls,1
Song and foraging calls,1
Song and growls,3
Song and half song,2
Song and harsh call,1
"Song and instrumental tk,tk",1
Song and long rattle,1
Song and mechanical sounds,1
Song and one call,2
Song and persecution calls,1
Song and scold,1
Song and subsong,2
Song and territory call,1
Song and two different calls,2
Song and wing noise,1
Song and wing snapping,1
Song and wing whirr at dawn,1
Song and wingflap,5
"Song at dawn, then flying away",1
Song at lek,4
"Song but also ""nuptial subsong"", with a lot of mimicries !!",1
Song display,2
"Song duet, juvenile screech",2
Song during display flight,11
"Song during display flight., male, song",2
Song during flight,1
Song element C,1
"Song element or complex call, call, female",1
Song flight,1
"Song flight, song",1
Song from a flock,1
Song from an inmature,1
Song from flock,3
Song from treetop,1
Song in chorus,1
Song in duet and call,1
Song in flight,13
Song in flight display,3
Song in flight low over ground,1
"Song in flight, flight call",1
