geodeticDatum,reps
,467096193
!196,2
"""""Zaire""""",1
"""International spheroid""",13
#D50,1
',1
(+/- 30 Meters),1
(+/- 30 meters),1
(Atlas Fl. Eur.): MH2,1
(GPS),2
"(GPS, WGS 84)",3
(NAD 27),14
(NAD 83),17
(NAD 84),1
(NAD27 CONUS),2
(NAD27),2
(NAD27) North American 1927,10
(NAD83),1
(NAD84),6
(WGS 84),1
(WGS84),7
(WGS84) World Geod,4
(WGS84) World Geodetic System 1984,148481
(WSG 84),2
GEO-SIRGAS2000_EGM-124,1
GEO-SIRGAS2000_EGM-1246,52
GEO-SIRGAS2000_EGM-125,1
GEO-SIRGAS2000_EGM-1251,3
GEO-SIRGAS2000_EGM-1252,1
GEO-SIRGAS2000_EGM-126,1
GEO-SIRGAS2000_EGM-1260,56
GEO-SIRGAS2000_EGM-1262,10
GEO-SIRGAS2000_EGM-127,1
GEO-SIRGAS2000_EGM-1275,7
GEO-SIRGAS2000_EGM-128,1
GEO-SIRGAS2000_EGM-129,1
GEO-SIRGAS2000_EGM-130,1
GEO-SIRGAS2000_EGM-131,1
GEO-SIRGAS2000_EGM-132,1
GEO-SIRGAS2000_EGM-13236,3
GEO-SIRGAS2000_EGM-133,1
GEO-SIRGAS2000_EGM-1339,1
GEO-SIRGAS2000_EGM-134,1
GEO-SIRGAS2000_EGM-135,1
GEO-SIRGAS2000_EGM-1359,3
GEO-SIRGAS2000_EGM-136,1
GEO-SIRGAS2000_EGM-13651,1
GEO-SIRGAS2000_EGM-1368,1
GEO-SIRGAS2000_EGM-137,2
GEO-SIRGAS2000_EGM-138,1
GEO-SIRGAS2000_EGM-1389,3
GEO-SIRGAS2000_EGM-139,1
GEO-SIRGAS2000_EGM-1398,4
GEO-SIRGAS2000_EGM-140,1
GEO-SIRGAS2000_EGM-141,1
GEO-SIRGAS2000_EGM-1412,6
GEO-SIRGAS2000_EGM-1415,12
GEO-SIRGAS2000_EGM-142,1
GEO-SIRGAS2000_EGM-143,1
GEO-SIRGAS2000_EGM-144,1
GEO-SIRGAS2000_EGM-145,1
GEO-SIRGAS2000_EGM-146,1
GEO-SIRGAS2000_EGM-147,1
GEO-SIRGAS2000_EGM-1471,1
GEO-SIRGAS2000_EGM-148,1
GEO-SIRGAS2000_EGM-1486,211
GEO-SIRGAS2000_EGM-149,2
GEO-SIRGAS2000_EGM-14928,17
GEO-SIRGAS2000_EGM-150,1
GEO-SIRGAS2000_EGM-151,1
GEO-SIRGAS2000_EGM-1513,558
GEO-SIRGAS2000_EGM-15182,62
GEO-SIRGAS2000_EGM-1519,113
GEO-SIRGAS2000_EGM-152,1
GEO-SIRGAS2000_EGM-15235,12
GEO-SIRGAS2000_EGM-15291,1
GEO-SIRGAS2000_EGM-153,1
GEO-SIRGAS2000_EGM-1532,72
GEO-SIRGAS2000_EGM-154,1
GEO-SIRGAS2000_EGM-155,1
GEO-SIRGAS2000_EGM-156,1
GEO-SIRGAS2000_EGM-1564,1
GEO-SIRGAS2000_EGM-157,1
GEO-SIRGAS2000_EGM-1576,5
GEO-SIRGAS2000_EGM-158,1
GEO-SIRGAS2000_EGM-1586,5
GEO-SIRGAS2000_EGM-159,1
GEO-SIRGAS2000_EGM-1595,1
GEO-SIRGAS2000_EGM-160,1
GEO-SIRGAS2000_EGM-161,1
GEO-SIRGAS2000_EGM-1618,67
GEO-SIRGAS2000_EGM-162,1
GEO-SIRGAS2000_EGM-163,1
GEO-SIRGAS2000_EGM-164,1
GEO-SIRGAS2000_EGM-1646,39
GEO-SIRGAS2000_EGM-1648,20
GEO-SIRGAS2000_EGM-1649,223
GEO-SIRGAS2000_EGM-165,1
GEO-SIRGAS2000_EGM-1655,4
GEO-SIRGAS2000_EGM-1657,128
GEO-SIRGAS2000_EGM-166,1
GEO-SIRGAS2000_EGM-1661,14
GEO-SIRGAS2000_EGM-167,1
GEO-SIRGAS2000_EGM-1672,7
GEO-SIRGAS2000_EGM-168,1
GEO-SIRGAS2000_EGM-1688,117
GEO-SIRGAS2000_EGM-169,1
GEO-SIRGAS2000_EGM-170,1
GEO-SIRGAS2000_EGM-1707,30
GEO-SIRGAS2000_EGM-171,1
GEO-SIRGAS2000_EGM-1710,12
GEO-SIRGAS2000_EGM-172,1
GEO-SIRGAS2000_EGM-17250,23
GEO-SIRGAS2000_EGM-1729,1
GEO-SIRGAS2000_EGM-17295,5
GEO-SIRGAS2000_EGM-173,1
GEO-SIRGAS2000_EGM-1734,20
GEO-SIRGAS2000_EGM-174,1
GEO-SIRGAS2000_EGM-1745,15
GEO-SIRGAS2000_EGM-175,1
GEO-SIRGAS2000_EGM-1751,1
GEO-SIRGAS2000_EGM-1759,54
GEO-SIRGAS2000_EGM-176,1
GEO-SIRGAS2000_EGM-177,1
GEO-SIRGAS2000_EGM-1771,145
GEO-SIRGAS2000_EGM-178,1
GEO-SIRGAS2000_EGM-179,1
GEO-SIRGAS2000_EGM-180,1
GEO-SIRGAS2000_EGM-1801,6
GEO-SIRGAS2000_EGM-1806,375
GEO-SIRGAS2000_EGM-181,1
GEO-SIRGAS2000_EGM-182,1
GEO-SIRGAS2000_EGM-1829,164
GEO-SIRGAS2000_EGM-183,1
GEO-SIRGAS2000_EGM-1835,3
GEO-SIRGAS2000_EGM-184,1
GEO-SIRGAS2000_EGM-1841,7
GEO-SIRGAS2000_EGM-18467,1
GEO-SIRGAS2000_EGM-185,1
GEO-SIRGAS2000_EGM-18516,1
GEO-SIRGAS2000_EGM-186,1
GEO-SIRGAS2000_EGM-187,1
GEO-SIRGAS2000_EGM-188,1
GEO-SIRGAS2000_EGM-189,1
GEO-SIRGAS2000_EGM-1898,20
GEO-SIRGAS2000_EGM-18995,1
GEO-SIRGAS2000_EGM-190,1
GEO-SIRGAS2000_EGM-1909,18
GEO-SIRGAS2000_EGM-191,1
GEO-SIRGAS2000_EGM-192,1
GEO-SIRGAS2000_EGM-1929,10
GEO-SIRGAS2000_EGM-193,91
GEO-SIRGAS2000_EGM-1934,68
GEO-SIRGAS2000_EGM-194,1
GEO-SIRGAS2000_EGM-1940,6
GEO-SIRGAS2000_EGM-1943,40
GEO-SIRGAS2000_EGM-195,1
GEO-SIRGAS2000_EGM-1950,233
GEO-SIRGAS2000_EGM-196,1
GEO-SIRGAS2000_EGM-197,1
GEO-SIRGAS2000_EGM-198,1
GEO-SIRGAS2000_EGM-1983,46
GEO-SIRGAS2000_EGM-199,1
GEO-SIRGAS2000_EGM-1992,2
GEO-SIRGAS2000_EGM-200,1
GEO-SIRGAS2000_EGM-2004,2
GEO-SIRGAS2000_EGM-201,1
GEO-SIRGAS2000_EGM-2016,2
GEO-SIRGAS2000_EGM-202,1
GEO-SIRGAS2000_EGM-203,1
GEO-SIRGAS2000_EGM-2038,2
GEO-SIRGAS2000_EGM-204,1
GEO-SIRGAS2000_EGM-2041,1
GEO-SIRGAS2000_EGM-205,1
GEO-SIRGAS2000_EGM-206,1
GEO-SIRGAS2000_EGM-207,1
GEO-SIRGAS2000_EGM-208,1
GEO-SIRGAS2000_EGM-209,1
GEO-SIRGAS2000_EGM-20900,3
GEO-SIRGAS2000_EGM-20942,4
GEO-SIRGAS2000_EGM-20965,25
GEO-SIRGAS2000_EGM-20977,1
GEO-SIRGAS2000_EGM-210,1
GEO-SIRGAS2000_EGM-21050,2
GEO-SIRGAS2000_EGM-21056,1
GEO-SIRGAS2000_EGM-211,1
GEO-SIRGAS2000_EGM-21101,4
GEO-SIRGAS2000_EGM-21116,91
GEO-SIRGAS2000_EGM-21140,185
GEO-SIRGAS2000_EGM-21191,5
GEO-SIRGAS2000_EGM-21195,264
GEO-SIRGAS2000_EGM-212,1
GEO-SIRGAS2000_EGM-21201,114
GEO-SIRGAS2000_EGM-21211,2
GEO-SIRGAS2000_EGM-21240,8
GEO-SIRGAS2000_EGM-21247,59
GEO-SIRGAS2000_EGM-21265,218
GEO-SIRGAS2000_EGM-21279,139
GEO-SIRGAS2000_EGM-213,1
GEO-SIRGAS2000_EGM-21343,12
GEO-SIRGAS2000_EGM-21387,42
GEO-SIRGAS2000_EGM-214,1
GEO-SIRGAS2000_EGM-21429,94
GEO-SIRGAS2000_EGM-215,1
GEO-SIRGAS2000_EGM-216,1
GEO-SIRGAS2000_EGM-217,1
GEO-SIRGAS2000_EGM-218,1
GEO-SIRGAS2000_EGM-219,1
GEO-SIRGAS2000_EGM-21951,5
GEO-SIRGAS2000_EGM-220,1
GEO-SIRGAS2000_EGM-221,1
GEO-SIRGAS2000_EGM-2219,110
GEO-SIRGAS2000_EGM-222,1
GEO-SIRGAS2000_EGM-223,1
GEO-SIRGAS2000_EGM-224,1
GEO-SIRGAS2000_EGM-225,1
GEO-SIRGAS2000_EGM-2259,2
GEO-SIRGAS2000_EGM-226,1
GEO-SIRGAS2000_EGM-227,1
GEO-SIRGAS2000_EGM-228,1
GEO-SIRGAS2000_EGM-229,1
GEO-SIRGAS2000_EGM-2296,1
GEO-SIRGAS2000_EGM-230,1
GEO-SIRGAS2000_EGM-2305,4
GEO-SIRGAS2000_EGM-231,2
GEO-SIRGAS2000_EGM-2317,9
GEO-SIRGAS2000_EGM-232,1
GEO-SIRGAS2000_EGM-2325,3
GEO-SIRGAS2000_EGM-233,1
GEO-SIRGAS2000_EGM-2337,1
GEO-SIRGAS2000_EGM-234,1
GEO-SIRGAS2000_EGM-235,2
GEO-SIRGAS2000_EGM-236,1
GEO-SIRGAS2000_EGM-237,5
GEO-SIRGAS2000_EGM-238,1
GEO-SIRGAS2000_EGM-239,1
GEO-SIRGAS2000_EGM-2394,1
GEO-SIRGAS2000_EGM-2399,1
GEO-SIRGAS2000_EGM-240,1
GEO-SIRGAS2000_EGM-241,1
GEO-SIRGAS2000_EGM-242,1
GEO-SIRGAS2000_EGM-243,1
GEO-SIRGAS2000_EGM-244,1
GEO-SIRGAS2000_EGM-245,1
GEO-SIRGAS2000_EGM-2451,1
GEO-SIRGAS2000_EGM-246,1
GEO-SIRGAS2000_EGM-247,1
GEO-SIRGAS2000_EGM-248,1
GEO-SIRGAS2000_EGM-249,1
GEO-SIRGAS2000_EGM-250,1
GEO-SIRGAS2000_EGM-251,1
GEO-SIRGAS2000_EGM-252,1
GEO-SIRGAS2000_EGM-253,1
GEO-SIRGAS2000_EGM-254,4
GEO-SIRGAS2000_EGM-255,1
GEO-SIRGAS2000_EGM-256,1
GEO-SIRGAS2000_EGM-257,1
GEO-SIRGAS2000_EGM-258,1
GEO-SIRGAS2000_EGM-259,1
GEO-SIRGAS2000_EGM-260,1
GEO-SIRGAS2000_EGM-261,1
GEO-SIRGAS2000_EGM-262,1
GEO-SIRGAS2000_EGM-263,1
GEO-SIRGAS2000_EGM-264,1
GEO-SIRGAS2000_EGM-265,1
GEO-SIRGAS2000_EGM-266,1
GEO-SIRGAS2000_EGM-267,72
GEO-SIRGAS2000_EGM-268,1
GEO-SIRGAS2000_EGM-269,1
GEO-SIRGAS2000_EGM-270,1
GEO-SIRGAS2000_EGM-271,1
GEO-SIRGAS2000_EGM-272,1
GEO-SIRGAS2000_EGM-273,1
GEO-SIRGAS2000_EGM-274,4
GEO-SIRGAS2000_EGM-275,1
GEO-SIRGAS2000_EGM-276,1
GEO-SIRGAS2000_EGM-277,1
GEO-SIRGAS2000_EGM-278,1
GEO-SIRGAS2000_EGM-279,1
GEO-SIRGAS2000_EGM-280,1
GEO-SIRGAS2000_EGM-281,1
GEO-SIRGAS2000_EGM-282,1
GEO-SIRGAS2000_EGM-283,1
GEO-SIRGAS2000_EGM-284,1
GEO-SIRGAS2000_EGM-285,1
GEO-SIRGAS2000_EGM-286,1
GEO-SIRGAS2000_EGM-287,1
GEO-SIRGAS2000_EGM-288,1
GEO-SIRGAS2000_EGM-289,1
GEO-SIRGAS2000_EGM-2898,1
GEO-SIRGAS2000_EGM-290,1
GEO-SIRGAS2000_EGM-291,1
GEO-SIRGAS2000_EGM-292,1
GEO-SIRGAS2000_EGM-293,1
GEO-SIRGAS2000_EGM-294,1
GEO-SIRGAS2000_EGM-295,1
GEO-SIRGAS2000_EGM-296,1
GEO-SIRGAS2000_EGM-297,1
GEO-SIRGAS2000_EGM-2974,4
GEO-SIRGAS2000_EGM-298,1
GEO-SIRGAS2000_EGM-299,1
GEO-SIRGAS2000_EGM-300,1
GEO-SIRGAS2000_EGM-301,1
GEO-SIRGAS2000_EGM-302,1
GEO-SIRGAS2000_EGM-303,1
GEO-SIRGAS2000_EGM-304,1
GEO-SIRGAS2000_EGM-305,1
GEO-SIRGAS2000_EGM-306,1
GEO-SIRGAS2000_EGM-307,1
GEO-SIRGAS2000_EGM-308,1
GEO-SIRGAS2000_EGM-309,1
GEO-SIRGAS2000_EGM-310,1
GEO-SIRGAS2000_EGM-311,1
GEO-SIRGAS2000_EGM-312,1
GEO-SIRGAS2000_EGM-313,1
GEO-SIRGAS2000_EGM-314,1
GEO-SIRGAS2000_EGM-315,1
GEO-SIRGAS2000_EGM-316,1
GEO-SIRGAS2000_EGM-317,1
GEO-SIRGAS2000_EGM-318,1
GEO-SIRGAS2000_EGM-319,1
GEO-SIRGAS2000_EGM-320,1
GEO-SIRGAS2000_EGM-321,1
GEO-SIRGAS2000_EGM-322,1
GEO-SIRGAS2000_EGM-323,1
GEO-SIRGAS2000_EGM-324,1
GEO-SIRGAS2000_EGM-325,1
GEO-SIRGAS2000_EGM-326,1
GEO-SIRGAS2000_EGM-327,1
GEO-SIRGAS2000_EGM-328,1
GEO-SIRGAS2000_EGM-329,1
GEO-SIRGAS2000_EGM-330,1
GEO-SIRGAS2000_EGM-331,1
GEO-SIRGAS2000_EGM-332,1
GEO-SIRGAS2000_EGM-333,1
GEO-SIRGAS2000_EGM-334,1
GEO-SIRGAS2000_EGM-335,1
GEO-SIRGAS2000_EGM-336,1
GEO-SIRGAS2000_EGM-337,1
GEO-SIRGAS2000_EGM-338,1
GEO-SIRGAS2000_EGM-339,1
GEO-SIRGAS2000_EGM-340,1
GEO-SIRGAS2000_EGM-341,1
GEO-SIRGAS2000_EGM-342,1
GEO-SIRGAS2000_EGM-343,1
GEO-SIRGAS2000_EGM-3436,1
GEO-SIRGAS2000_EGM-344,1
GEO-SIRGAS2000_EGM-345,1
GEO-SIRGAS2000_EGM-346,1
GEO-SIRGAS2000_EGM-347,1
GEO-SIRGAS2000_EGM-348,1
GEO-SIRGAS2000_EGM-349,1
GEO-SIRGAS2000_EGM-350,1
GEO-SIRGAS2000_EGM-351,1
GEO-SIRGAS2000_EGM-3511,8
GEO-SIRGAS2000_EGM-352,1
GEO-SIRGAS2000_EGM-3529,1
GEO-SIRGAS2000_EGM-353,1
GEO-SIRGAS2000_EGM-354,1
GEO-SIRGAS2000_EGM-355,1
GEO-SIRGAS2000_EGM-356,1
GEO-SIRGAS2000_EGM-357,1
GEO-SIRGAS2000_EGM-358,1
GEO-SIRGAS2000_EGM-359,1
GEO-SIRGAS2000_EGM-360,1
GEO-SIRGAS2000_EGM-361,1
GEO-SIRGAS2000_EGM-362,1
GEO-SIRGAS2000_EGM-3624,1
GEO-SIRGAS2000_EGM-363,1
GEO-SIRGAS2000_EGM-364,1
GEO-SIRGAS2000_EGM-365,1
GEO-SIRGAS2000_EGM-366,1
GEO-SIRGAS2000_EGM-367,1
GEO-SIRGAS2000_EGM-368,1
GEO-SIRGAS2000_EGM-369,1
GEO-SIRGAS2000_EGM-370,1
GEO-SIRGAS2000_EGM-371,1
GEO-SIRGAS2000_EGM-372,1
GEO-SIRGAS2000_EGM-373,1
GEO-SIRGAS2000_EGM-374,1
GEO-SIRGAS2000_EGM-375,1
GEO-SIRGAS2000_EGM-376,1
GEO-SIRGAS2000_EGM-377,1
GEO-SIRGAS2000_EGM-378,1
GEO-SIRGAS2000_EGM-379,1
GEO-SIRGAS2000_EGM-380,1
GEO-SIRGAS2000_EGM-381,1
GEO-SIRGAS2000_EGM-382,1
GEO-SIRGAS2000_EGM-383,1
GEO-SIRGAS2000_EGM-384,1
GEO-SIRGAS2000_EGM-385,1
GEO-SIRGAS2000_EGM-386,1
GEO-SIRGAS2000_EGM-387,1
GEO-SIRGAS2000_EGM-388,1
GEO-SIRGAS2000_EGM-389,1
GEO-SIRGAS2000_EGM-390,1
GEO-SIRGAS2000_EGM-391,1
GEO-SIRGAS2000_EGM-392,1
GEO-SIRGAS2000_EGM-393,1
GEO-SIRGAS2000_EGM-394,1
GEO-SIRGAS2000_EGM-395,1
GEO-SIRGAS2000_EGM-396,1
GEO-SIRGAS2000_EGM-397,1
GEO-SIRGAS2000_EGM-398,1
GEO-SIRGAS2000_EGM-399,1
GEO-SIRGAS2000_EGM-3990,31
GEO-SIRGAS2000_EGM-400,1
GEO-SIRGAS2000_EGM-401,1
GEO-SIRGAS2000_EGM-402,1
GEO-SIRGAS2000_EGM-403,1
GEO-SIRGAS2000_EGM-404,1
GEO-SIRGAS2000_EGM-405,1
GEO-SIRGAS2000_EGM-406,1
GEO-SIRGAS2000_EGM-407,1
GEO-SIRGAS2000_EGM-408,1
GEO-SIRGAS2000_EGM-409,1
GEO-SIRGAS2000_EGM-410,1
GEO-SIRGAS2000_EGM-411,1
GEO-SIRGAS2000_EGM-412,1
GEO-SIRGAS2000_EGM-413,1
GEO-SIRGAS2000_EGM-4133,2
GEO-SIRGAS2000_EGM-414,1
GEO-SIRGAS2000_EGM-415,1
GEO-SIRGAS2000_EGM-416,1
GEO-SIRGAS2000_EGM-417,1
GEO-SIRGAS2000_EGM-4179,4
GEO-SIRGAS2000_EGM-418,1
GEO-SIRGAS2000_EGM-419,1
GEO-SIRGAS2000_EGM-420,1
GEO-SIRGAS2000_EGM-421,1
GEO-SIRGAS2000_EGM-422,1
GEO-SIRGAS2000_EGM-423,1
GEO-SIRGAS2000_EGM-424,1
GEO-SIRGAS2000_EGM-425,1
GEO-SIRGAS2000_EGM-426,1
GEO-SIRGAS2000_EGM-427,1
GEO-SIRGAS2000_EGM-4272,11
GEO-SIRGAS2000_EGM-428,1
GEO-SIRGAS2000_EGM-429,1
GEO-SIRGAS2000_EGM-430,1
GEO-SIRGAS2000_EGM-431,1
GEO-SIRGAS2000_EGM-4316,1
GEO-SIRGAS2000_EGM-4317,13
GEO-SIRGAS2000_EGM-4319,1
GEO-SIRGAS2000_EGM-432,1
GEO-SIRGAS2000_EGM-433,1
GEO-SIRGAS2000_EGM-434,1
GEO-SIRGAS2000_EGM-435,1
GEO-SIRGAS2000_EGM-436,1
GEO-SIRGAS2000_EGM-437,1
GEO-SIRGAS2000_EGM-438,1
GEO-SIRGAS2000_EGM-439,1
GEO-SIRGAS2000_EGM-4393,11
GEO-SIRGAS2000_EGM-4399,14
GEO-SIRGAS2000_EGM-440,1
GEO-SIRGAS2000_EGM-4405,212
GEO-SIRGAS2000_EGM-441,1
GEO-SIRGAS2000_EGM-442,1
GEO-SIRGAS2000_EGM-4428,26
GEO-SIRGAS2000_EGM-443,1
GEO-SIRGAS2000_EGM-444,1
GEO-SIRGAS2000_EGM-445,1
GEO-SIRGAS2000_EGM-446,1
GEO-SIRGAS2000_EGM-4467,3
GEO-SIRGAS2000_EGM-447,1
GEO-SIRGAS2000_EGM-448,1
GEO-SIRGAS2000_EGM-4484,64
GEO-SIRGAS2000_EGM-449,1
GEO-SIRGAS2000_EGM-450,1
GEO-SIRGAS2000_EGM-451,1
GEO-SIRGAS2000_EGM-4512,10
GEO-SIRGAS2000_EGM-452,1
GEO-SIRGAS2000_EGM-4527,151
GEO-SIRGAS2000_EGM-453,1
GEO-SIRGAS2000_EGM-454,1
GEO-SIRGAS2000_EGM-4542,4
GEO-SIRGAS2000_EGM-455,1
GEO-SIRGAS2000_EGM-456,1
GEO-SIRGAS2000_EGM-457,1
GEO-SIRGAS2000_EGM-458,1
GEO-SIRGAS2000_EGM-459,1
GEO-SIRGAS2000_EGM-460,1
GEO-SIRGAS2000_EGM-461,1
GEO-SIRGAS2000_EGM-462,1
GEO-SIRGAS2000_EGM-463,1
GEO-SIRGAS2000_EGM-464,1
GEO-SIRGAS2000_EGM-4648,5
GEO-SIRGAS2000_EGM-465,1
GEO-SIRGAS2000_EGM-4653,1
GEO-SIRGAS2000_EGM-466,1
GEO-SIRGAS2000_EGM-467,1
GEO-SIRGAS2000_EGM-468,1
GEO-SIRGAS2000_EGM-469,1
GEO-SIRGAS2000_EGM-470,1
GEO-SIRGAS2000_EGM-4703,62
GEO-SIRGAS2000_EGM-471,1
GEO-SIRGAS2000_EGM-472,1
GEO-SIRGAS2000_EGM-473,2
GEO-SIRGAS2000_EGM-474,1
GEO-SIRGAS2000_EGM-475,1
GEO-SIRGAS2000_EGM-476,1
GEO-SIRGAS2000_EGM-477,1
GEO-SIRGAS2000_EGM-4772,3
GEO-SIRGAS2000_EGM-478,1
GEO-SIRGAS2000_EGM-479,1
GEO-SIRGAS2000_EGM-480,1
GEO-SIRGAS2000_EGM-4804,70
GEO-SIRGAS2000_EGM-481,1
GEO-SIRGAS2000_EGM-482,1
GEO-SIRGAS2000_EGM-4827,15
GEO-SIRGAS2000_EGM-483,1
GEO-SIRGAS2000_EGM-484,1
GEO-SIRGAS2000_EGM-485,1
GEO-SIRGAS2000_EGM-4857,1
GEO-SIRGAS2000_EGM-486,1
GEO-SIRGAS2000_EGM-4863,272
GEO-SIRGAS2000_EGM-487,1
GEO-SIRGAS2000_EGM-488,1
GEO-SIRGAS2000_EGM-489,1
GEO-SIRGAS2000_EGM-490,1
GEO-SIRGAS2000_EGM-491,1
GEO-SIRGAS2000_EGM-492,1
GEO-SIRGAS2000_EGM-493,1
GEO-SIRGAS2000_EGM-494,1
GEO-SIRGAS2000_EGM-495,1
GEO-SIRGAS2000_EGM-496,1
GEO-SIRGAS2000_EGM-497,1
GEO-SIRGAS2000_EGM-498,1
GEO-SIRGAS2000_EGM-499,1
GEO-SIRGAS2000_EGM-500,1
GEO-SIRGAS2000_EGM-501,1
GEO-SIRGAS2000_EGM-502,1
GEO-SIRGAS2000_EGM-503,1
GEO-SIRGAS2000_EGM-504,1
GEO-SIRGAS2000_EGM-505,1
GEO-SIRGAS2000_EGM-506,1
GEO-SIRGAS2000_EGM-507,1
GEO-SIRGAS2000_EGM-508,1
GEO-SIRGAS2000_EGM-509,2
GEO-SIRGAS2000_EGM-510,1
GEO-SIRGAS2000_EGM-511,1
GEO-SIRGAS2000_EGM-512,1
GEO-SIRGAS2000_EGM-513,1
GEO-SIRGAS2000_EGM-514,1
GEO-SIRGAS2000_EGM-515,1
GEO-SIRGAS2000_EGM-516,1
GEO-SIRGAS2000_EGM-517,1
GEO-SIRGAS2000_EGM-518,1
GEO-SIRGAS2000_EGM-519,1
GEO-SIRGAS2000_EGM-520,1
GEO-SIRGAS2000_EGM-521,1
GEO-SIRGAS2000_EGM-522,1
GEO-SIRGAS2000_EGM-523,1
GEO-SIRGAS2000_EGM-524,5
GEO-SIRGAS2000_EGM-525,1
GEO-SIRGAS2000_EGM-526,1
GEO-SIRGAS2000_EGM-527,1
GEO-SIRGAS2000_EGM-528,1
GEO-SIRGAS2000_EGM-529,1
GEO-SIRGAS2000_EGM-530,1
GEO-SIRGAS2000_EGM-531,1
GEO-SIRGAS2000_EGM-532,1
GEO-SIRGAS2000_EGM-533,1
GEO-SIRGAS2000_EGM-534,1
GEO-SIRGAS2000_EGM-535,1
GEO-SIRGAS2000_EGM-536,1
GEO-SIRGAS2000_EGM-537,1
GEO-SIRGAS2000_EGM-538,1
GEO-SIRGAS2000_EGM-539,1
GEO-SIRGAS2000_EGM-540,1
GEO-SIRGAS2000_EGM-541,1
GEO-SIRGAS2000_EGM-542,1
GEO-SIRGAS2000_EGM-543,1
GEO-SIRGAS2000_EGM-544,1
GEO-SIRGAS2000_EGM-545,1
GEO-SIRGAS2000_EGM-546,1
GEO-SIRGAS2000_EGM-547,1
GEO-SIRGAS2000_EGM-548,1
GEO-SIRGAS2000_EGM-549,1
GEO-SIRGAS2000_EGM-550,1
GEO-SIRGAS2000_EGM-551,1
GEO-SIRGAS2000_EGM-552,1
GEO-SIRGAS2000_EGM-553,1
GEO-SIRGAS2000_EGM-554,1
GEO-SIRGAS2000_EGM-555,1
GEO-SIRGAS2000_EGM-556,1
GEO-SIRGAS2000_EGM-557,1
GEO-SIRGAS2000_EGM-558,1
GEO-SIRGAS2000_EGM-559,1
GEO-SIRGAS2000_EGM-560,1
GEO-SIRGAS2000_EGM-561,1
GEO-SIRGAS2000_EGM-562,1
GEO-SIRGAS2000_EGM-563,1
GEO-SIRGAS2000_EGM-564,1
GEO-SIRGAS2000_EGM-565,1
GEO-SIRGAS2000_EGM-566,1
GEO-SIRGAS2000_EGM-567,1
GEO-SIRGAS2000_EGM-568,1
GEO-SIRGAS2000_EGM-569,1
GEO-SIRGAS2000_EGM-570,1
GEO-SIRGAS2000_EGM-571,1
GEO-SIRGAS2000_EGM-572,1
GEO-SIRGAS2000_EGM-573,154
GEO-SIRGAS2000_EGM-574,1
GEO-SIRGAS2000_EGM-575,1
GEO-SIRGAS2000_EGM-576,1
GEO-SIRGAS2000_EGM-577,1
GEO-SIRGAS2000_EGM-578,1
GEO-SIRGAS2000_EGM-579,1
GEO-SIRGAS2000_EGM-580,1
GEO-SIRGAS2000_EGM-581,1
GEO-SIRGAS2000_EGM-582,1
GEO-SIRGAS2000_EGM-583,1
GEO-SIRGAS2000_EGM-584,1
GEO-SIRGAS2000_EGM-585,1
GEO-SIRGAS2000_EGM-586,1
GEO-SIRGAS2000_EGM-587,1
GEO-SIRGAS2000_EGM-588,1
GEO-SIRGAS2000_EGM-589,1
GEO-SIRGAS2000_EGM-597,42
GEO-SIRGAS2000_EGM-6050,1
GEO-SIRGAS2000_EGM-6137,17
GEO-SIRGAS2000_EGM-688,4
GEO-SIRGAS2000_EGM-695,1
GEO-SIRGAS2000_EGM-7310,45
GEO-SIRGAS2000_EGM-7618,15
GEO-SIRGAS2000_EGM-8528,74
GEO-SIRGAS2000_EGM-895,6
GEO-SIRGAS2000_EGM-9391,12
GEO-SIRGAS2000_EGM-96,91124
GEO-SIRGAS2000_EGM-9760,78
GEOBases-DE,1
GEOLocate,71
GNIS,12
GPS,8335
GPS (WGS84),1
GPS (general),1
GPS UTM 17U,2
"GPS, NAD 27",1
GPSMAP65,1
GPSMap 60CSX,1
GPSMap60CSX,1
GPS_loran,2
GRA,14
GS4,1
GS84,1
GSW84,119257
GUX 1 Astro,141
GWS84,112
Garmin GPSMAP65,1
Gazetter,1
Gazetter IGN,5913
Gazetters,12
Gentili data,5
GeoBasis-DE,1
GeoBasis-DE/BKG,3
Geocentric Datum of Australia 1994,19
Geodetic Datum of Australia 1994,809
Geolocate,1815
Google,5
Google Earth,1472
Google Earth Estimate,9
Google Map (WGS84),1
Google Maps,59
Google earth,4
GoogleEarth,2
Gps,6
Guam 1963,459
Guam Datum,70
HAD83,1
"Herbert D Athearn, B Walker Collection, Museum of Comparative Zoology",2
Hu-Tzu-Shan,1442
ID 1974,67
ITRF92,1004
ITRF_2005,20
IVAD 83,1
Index Mundi,1
Indian 1954,3
Indian 1960,124
Indian 1975,43
Indonesian 1974,6
Inyo,1
Ireland 1965,52
JGD2000,479946
Japanese Geodetic Datum 2000,9840
KAN204,1
KYRGYZSTAN,1
Kenya Colony,405
Kertau 1948,49
Kusaie Astro 1951,373
"LJ-E9, N2 Palmdale",1
Label,16
Latigo bay villas,1
Lemuta,74
Luzon,176
Luzon Philippine,160
Luzon Philippines,3
M. Gentili Notes,67
M. Gentili notes,68
MAD27,1
MAD83,2
MAGNA-SIRGAS,86
MAP SHEET 3225DA,1
MDB&M,1
MDM,3
MJ N9 E5,1
MacDonald Forest,1
Magna Sirgas,4655
Montserrat Island Astro 1958,22
N,33
N/A,4954
NA,187
NA 83,1
NA83,1
NA84,3
