waterbody,reps
Norra Saddijaur,20
Norra Salungstjärnen,8
Norra Selbosjön,6
Norra Skålltjärnen,16
Norra Småtjärn,1
Norra Stackalstjärn,6
Norra Stensjön,10
Norra Stentjärnen,1
Norra Stenträsket,13
Norra Stråsjön,6
Norra Sundsvattnet,6
Norra Svansjön,82
Norra Svartsjön,14
Norra Svensken,6
Norra Sävsjön,6
Norra Taktjärnet,4
Norra Teden,15
Norra Tisseltjärnen,2
Norra Tjålmejaure,6
Norra Tjålmträsket,42
Norra Torsjön,2
Norra Tortatjärn,15
Norra Trehörningen,13
Norra Tremssjön,2
Norra Tvängstjärnen,12
Norra Ungsjön,5
Norra Vallsjön,18
Norra Vetasjön,2
Norra Viggen,50
Norra Virestadsjön,72
Norra Virkasjärv,16
Norra Virtjärnen,4
Norra Vixen,46
Norra Väljetjärnen,4
Norra Västgöttjärnen,8
Norra Vålsjön,2
Norra Yxesjön,12
Norra ishavet,4
Norra Äbbtjärnen,3
Norra Ämten,8
Norra Ängtjärnen,2
Norra Ärtjärnen,2
Norra Åskagstjärnen,16
Norra Öllesjön,5
Norra Öradtjärnen,8
Norra Örasjötjärnen,7
Norra Öretjärn,4
Norra Öretjärnen,4
Norra Örsjön,20
Norra Örttjärn,10
Norra Ösjön,5
Norrasjön,36
Norrbysjön,19
Norrbytjärnen,4
Norresjö,38
Norrestträsket,1
Norrhavrasjön,4
Norris Creek,9
Norrlingan,28
Norrmogen,5
Norrsjön,224
Norrsund,5
Norrtjärnarna,6
Norrtjärnen,15
Norrtjärnsjön,2
Norrträsket,8
Norrtulingesjön,6
Norrtunasjön,9
Norrviken,24
Norsen,25
Norsetjärn,11
Norsjorn,36
Norsjön,121
Norsjötjärnarna,6
Norsjötjärnen,8
Norsjø,29
Norska Havet,11
Norska havet,1
Norskbrosjön,9
Norstjärnen,9
Norsträsket,13
Norte,59
Norte de Santander Cáchira Cáchira,1
Nortewest Pacific,4
North,6
North 'Prong' Jacks Fork River,13
North Adriatic Sea,1
North Aegean Sea,2
North African Subtropical,851
North America,873
North Anna R.,8
North Ari Atoll,4
North Atlantic,13265
North Atlantic (ocean),19
North Atlantic / Norwegian Sea,29
North Atlantic Ocean,432933
North Atlantic Ocean ?,12
"North Atlantic Ocean ?, Bay Of Biscay ?",3
"North Atlantic Ocean ?, Bay Of Biscay?",1
"North Atlantic Ocean ?, Davis Strait",1
"North Atlantic Ocean ?, Gulf Of Mexico ?",1
"North Atlantic Ocean ?, Gulf of St. Lawrence ?",1
North Atlantic Ocean or North Pacific Ocean,449
"North Atlantic Ocean or North Pacific Ocean, Braithwaite Bay",1
"North Atlantic Ocean or North Pacific Ocean, Limon Bay",1
North Atlantic Ocean or South Atlantic Ocean,22
"North Atlantic Ocean, ?",1
"North Atlantic Ocean, Aberdeen Bay",4
"North Atlantic Ocean, Abrahams Bay",1
"North Atlantic Ocean, Adriatic Sea",62
"North Atlantic Ocean, Adriatic Sea, Gulf Of Venice",1
"North Atlantic Ocean, Adriatic Sea, Strait Of Otranto",1
"North Atlantic Ocean, Aegean Sea",12
"North Atlantic Ocean, Aegean Sea, Izmir Bay",1
"North Atlantic Ocean, Aegean Sea, Urla Bay",1
"North Atlantic Ocean, Albemarle Sound",2
"North Atlantic Ocean, Alboran Sea",7
"North Atlantic Ocean, Amazon River",7
"North Atlantic Ocean, Asheepo River",1
"North Atlantic Ocean, Back Bay",1
"North Atlantic Ocean, Back Sound",1
"North Atlantic Ocean, Baffin Bay",55
"North Atlantic Ocean, Bahia de Cochinos",1
"North Atlantic Ocean, Bahia de Inca-Inca",1
"North Atlantic Ocean, Bahía de Cárdenas",19
"North Atlantic Ocean, Baie De Douarnenez",1
"North Atlantic Ocean, Balearic Sea",42
"North Atlantic Ocean, Balearic Sea, Golfo De Valencia",1
"North Atlantic Ocean, Ballyholm Bay",3
"North Atlantic Ocean, Ballysadare Bay",1
"North Atlantic Ocean, Ballyvayhan Bay",1
"North Atlantic Ocean, Balta Sound",1
"North Atlantic Ocean, Baltic Sea",275
"North Atlantic Ocean, Baltic Sea, Bay of Kiel",3
"North Atlantic Ocean, Baltic Sea, Danzig Bay",1
"North Atlantic Ocean, Baltic Sea, Elbe River",1
"North Atlantic Ocean, Baltic Sea, Gulf Of Gdansk",1
"North Atlantic Ocean, Baltic Sea, Gulf of Danzig",2
"North Atlantic Ocean, Baltic Sea, Gulf of Finland",6
"North Atlantic Ocean, Baltic Sea, Gulf of Gdansk",3
"North Atlantic Ocean, Baltic Sea, Gulf of Riga",1
"North Atlantic Ocean, Baltic Sea, Kiel Bay",1
"North Atlantic Ocean, Baltic Sea, Lundakrabukten",1
"North Atlantic Ocean, Baltic Sea, Mecklenburger Bay",1
"North Atlantic Ocean, Baltic Sea, North Oresund Sound",1
"North Atlantic Ocean, Banana River",26
"North Atlantic Ocean, Banquereau Bank",10
"North Atlantic Ocean, Barnegat Bay",10
"North Atlantic Ocean, Barnstable Harbor",4
"North Atlantic Ocean, Bay Of Birsay",1
"North Atlantic Ocean, Bay Of Biscay",556
"North Atlantic Ocean, Bay Of Biscay, Bassin D'Arcachon",1
"North Atlantic Ocean, Bay Of Biscay, Gironde River",1
"North Atlantic Ocean, Bay Of Biscay?",3
"North Atlantic Ocean, Bay Of Creekland",2
"North Atlantic Ocean, Bay Of Fundy",32
"North Atlantic Ocean, Bay Of Kiel",1
"North Atlantic Ocean, Bay Of Quoys",1
"North Atlantic Ocean, Bay Of Stove",1
"North Atlantic Ocean, Bay of Biscay",98
"North Atlantic Ocean, Bay of Biscay, Gulf of Gascony",1
"North Atlantic Ocean, Bay of Biscay, Santander Bay",1
"North Atlantic Ocean, Bay of Exploits",1
"North Atlantic Ocean, Bay of Fundy",13
"North Atlantic Ocean, Bay of St. Jean",1
"North Atlantic Ocean, Belfast Bay",1
"North Atlantic Ocean, Belfast Lough",1
"North Atlantic Ocean, Belgrave Bay",1
"North Atlantic Ocean, Bellport Bay",1
"North Atlantic Ocean, Bennet Cove",1
"North Atlantic Ocean, Bertraghboy Bay",2
"North Atlantic Ocean, Beverley River",1
"North Atlantic Ocean, Beverly Harbor",1
"North Atlantic Ocean, Big Reef Bay",1
"North Atlantic Ocean, Bight of Biafra",1
"North Atlantic Ocean, Bimini Bay",1
"North Atlantic Ocean, Birterbuy Bay",1
"North Atlantic Ocean, Biscane Bay",1
"North Atlantic Ocean, Biscay",45
"North Atlantic Ocean, Biscayne Bay",185
"North Atlantic Ocean, Black Island Sound",1
"North Atlantic Ocean, Black Sea",295
"North Atlantic Ocean, Black-Azov Seas",10
"North Atlantic Ocean, Blacksod Bay",3
"North Atlantic Ocean, Block Island Sound",9
"North Atlantic Ocean, Bloody Bay",1
"North Atlantic Ocean, Blue Hill Bay",1
"North Atlantic Ocean, Bogue Sound",47
"North Atlantic Ocean, Bohichet River",1
"North Atlantic Ocean, Bonavista Bay",10
"North Atlantic Ocean, Bonne Bay",18
"North Atlantic Ocean, Booth Bay",3
"North Atlantic Ocean, Boothbay Harbor",1
"North Atlantic Ocean, Boston Bay",1
"North Atlantic Ocean, Boston Harbor",6
"North Atlantic Ocean, Brandon Bay",2
"North Atlantic Ocean, Bressay Sound",1
"North Atlantic Ocean, Bristol Channel",328
"North Atlantic Ocean, Bristol Channel, Barafundl Bay",1
"North Atlantic Ocean, Bristol Channel, Barnstable Bay",1
"North Atlantic Ocean, Bristol Channel, Barnstaple Bay",2
"North Atlantic Ocean, Bristol Channel, Bridgewater Bay",1
"North Atlantic Ocean, Bristol Channel, Broughton Bay",1
"North Atlantic Ocean, Bristol Channel, Caswell Bay",1
"North Atlantic Ocean, Bristol Channel, Constantine Bay",1
"North Atlantic Ocean, Bristol Channel, Croyde Bay",2
"North Atlantic Ocean, Bristol Channel, Lower Widemouth Bay",1
"North Atlantic Ocean, Bristol Channel, Lundy Bay",1
"North Atlantic Ocean, Bristol Channel, Oxwich Bay",1
"North Atlantic Ocean, Bristol Channel, Padstow Bay",1
"North Atlantic Ocean, Bristol Channel, Parrett River",1
"North Atlantic Ocean, Bristol Channel, Porthcothan Bay",2
"North Atlantic Ocean, Bristol Channel, Rhossili Bay",2
"North Atlantic Ocean, Bristol Channel, River Avon",1
"North Atlantic Ocean, Bristol Channel, River Ely",1
"North Atlantic Ocean, Bristol Channel, Saint Ives Bay",4
"North Atlantic Ocean, Bristol Channel, Severn River",10
"North Atlantic Ocean, Bristol Channel, St. Brides Bay",1
"North Atlantic Ocean, Bristol Channel, St. Ives Bay",1
"North Atlantic Ocean, Bristol Channel, Swansea Bay",3
"North Atlantic Ocean, Bristol Channel, Watergates Bay",1
"North Atlantic Ocean, Bristol Channel, Widemouth Bay",3
"North Atlantic Ocean, Bristol Channel, Woodspring Bay",1
"North Atlantic Ocean, Bristol Channel, Wye River",1
"North Atlantic Ocean, Broad Bay",2
"North Atlantic Ocean, Buzzard Bay",1
"North Atlantic Ocean, Buzzard'S Bay",1
"North Atlantic Ocean, Buzzard's Bay",16
"North Atlantic Ocean, Buzzards Bay",24
"North Atlantic Ocean, Cabot Strait",2
"North Atlantic Ocean, Calibogne Sound",1
"North Atlantic Ocean, Calibogue Sound",5
"North Atlantic Ocean, Cape Cod Bay",522
"North Atlantic Ocean, Cape Cod Canal",1
"North Atlantic Ocean, Cape May",4
"North Atlantic Ocean, Cape Neddick Harbor",1
"North Atlantic Ocean, Card Sound",4
"North Atlantic Ocean, Cardenas Bay",12
"North Atlantic Ocean, Cardigan Bay",1
"North Atlantic Ocean, Caribbean",1
"North Atlantic Ocean, Caribbean Sea",82977
"North Atlantic Ocean, Caribbean Sea ?",2
"North Atlantic Ocean, Caribbean Sea,  St. Johns Bay",1
"North Atlantic Ocean, Caribbean Sea, Almirante Bay",97
"North Atlantic Ocean, Caribbean Sea, Almond Tree Bay in Calliaqua Bay",1
"North Atlantic Ocean, Caribbean Sea, Amuay Bay",7
"North Atlantic Ocean, Caribbean Sea, Amway Bay",1
"North Atlantic Ocean, Caribbean Sea, Anasco Bay",2
"North Atlantic Ocean, Caribbean Sea, Annotto Bay",3
"North Atlantic Ocean, Caribbean Sea, Apure River",2
"North Atlantic Ocean, Caribbean Sea, Ascension Bay",73
"North Atlantic Ocean, Caribbean Sea, Bahia Cispata",58
"North Atlantic Ocean, Caribbean Sea, Bahia Concha",1
"North Atlantic Ocean, Caribbean Sea, Bahia Las Minas",1
"North Atlantic Ocean, Caribbean Sea, Bahia San Francisco",2
"North Atlantic Ocean, Caribbean Sea, Bahia de Neiba",1
"North Atlantic Ocean, Caribbean Sea, Bahia de Portobelo",1
"North Atlantic Ocean, Caribbean Sea, Baie de Grande Case",4
"North Atlantic Ocean, Caribbean Sea, Batabano Bay",1
"North Atlantic Ocean, Caribbean Sea, Batteaux Bay",29
"North Atlantic Ocean, Caribbean Sea, Bay of Amuay",3
"North Atlantic Ocean, Caribbean Sea, Bigie Bay",3
"North Atlantic Ocean, Caribbean Sea, Bimini Bay",3
"North Atlantic Ocean, Caribbean Sea, Bloody Bay",7
"North Atlantic Ocean, Caribbean Sea, Boiler Bay",1
"North Atlantic Ocean, Caribbean Sea, Boqueron Bay",13
"North Atlantic Ocean, Caribbean Sea, Burkeholder Bay",2
"North Atlantic Ocean, Caribbean Sea, Caledonia Bay",6
"North Atlantic Ocean, Caribbean Sea, Caracas Bay",45
"North Atlantic Ocean, Caribbean Sea, Cariaco Basin",2
"North Atlantic Ocean, Caribbean Sea, Carlisle Bay",45
"North Atlantic Ocean, Caribbean Sea, Chatham Bay",1
"North Atlantic Ocean, Caribbean Sea, Chengue Bay",2
"North Atlantic Ocean, Caribbean Sea, Chetumal Bay",2
"North Atlantic Ocean, Caribbean Sea, Chiriqui Lagoon",1
"North Atlantic Ocean, Caribbean Sea, Cienfuegos Bay",6
"North Atlantic Ocean, Caribbean Sea, Coral Bay",12
"North Atlantic Ocean, Caribbean Sea, Corbec Bay",1
"North Atlantic Ocean, Caribbean Sea, Discovery Bay",38
"North Atlantic Ocean, Caribbean Sea, Drift Bay",5
"North Atlantic Ocean, Caribbean Sea, Druif Bay",3
"North Atlantic Ocean, Caribbean Sea, Dutchman Bay",2
"North Atlantic Ocean, Caribbean Sea, English Harbor",4
"North Atlantic Ocean, Caribbean Sea, Envy Bay",3
"North Atlantic Ocean, Caribbean Sea, Esconcesa Bay",1
"North Atlantic Ocean, Caribbean Sea, Espiritu Santo Bay",19
"North Atlantic Ocean, Caribbean Sea, Falmouth Bay",2
"North Atlantic Ocean, Caribbean Sea, Flamingo Bay",1
"North Atlantic Ocean, Caribbean Sea, Fox Bay",2
"North Atlantic Ocean, Caribbean Sea, Freeman's Bay",4
"North Atlantic Ocean, Caribbean Sea, Freemans Bay",30
"North Atlantic Ocean, Caribbean Sea, French Bay",40
"North Atlantic Ocean, Caribbean Sea, Frigate Bay",3
"North Atlantic Ocean, Caribbean Sea, Gallows Bay",1
"North Atlantic Ocean, Caribbean Sea, Golfo De Venezuela",2
"North Atlantic Ocean, Caribbean Sea, Grand Mal Bay",4
"North Atlantic Ocean, Caribbean Sea, Grape Tree Bay",1
"North Atlantic Ocean, Caribbean Sea, Great Bay",7
"North Atlantic Ocean, Caribbean Sea, Gregerie Bay",115
"North Atlantic Ocean, Caribbean Sea, Groote Bay",1
"North Atlantic Ocean, Caribbean Sea, Guanica Bay",3
"North Atlantic Ocean, Caribbean Sea, Guantánamo Bay",15
"North Atlantic Ocean, Caribbean Sea, Guayanilla Bay",12
"North Atlantic Ocean, Caribbean Sea, Gulf Of Honduras",2
"North Atlantic Ocean, Caribbean Sea, Gulf Of Paria",1
"North Atlantic Ocean, Caribbean Sea, Gulf of Batabano",14
"North Atlantic Ocean, Caribbean Sea, Gulf of Cariaco",50
"North Atlantic Ocean, Caribbean Sea, Gulf of Gonave",36
"North Atlantic Ocean, Caribbean Sea, Gulf of Guacanayabo",3
"North Atlantic Ocean, Caribbean Sea, Gulf of Honduras",17
"North Atlantic Ocean, Caribbean Sea, Gulf of Morrosquillo",108
"North Atlantic Ocean, Caribbean Sea, Gulf of Morrosquillo, Bahia Cispata",51
"North Atlantic Ocean, Caribbean Sea, Gulf of Mosquitos",148
"North Atlantic Ocean, Caribbean Sea, Gulf of Panama",1
"North Atlantic Ocean, Caribbean Sea, Gulf of Panama, Panama Bay",3
"North Atlantic Ocean, Caribbean Sea, Gulf of Paria",66
"North Atlantic Ocean, Caribbean Sea, Gulf of San Blas",249
"North Atlantic Ocean, Caribbean Sea, Gulf of Santa Fe",3
"North Atlantic Ocean, Caribbean Sea, Gulf of Triste",3
"North Atlantic Ocean, Caribbean Sea, Gulf of Uraba",92
"North Atlantic Ocean, Caribbean Sea, Gulf of Venezuela",128
"North Atlantic Ocean, Caribbean Sea, Half Moon Bay",16
"North Atlantic Ocean, Caribbean Sea, Half Sound Bay",1
"North Atlantic Ocean, Caribbean Sea, Halfpenny Bay",1
"North Atlantic Ocean, Caribbean Sea, Hardy Bay",2
"North Atlantic Ocean, Caribbean Sea, Hodges Bay",1
"North Atlantic Ocean, Caribbean Sea, Huntington Sound",1
"North Atlantic Ocean, Caribbean Sea, Jicaquito Bay",9
"North Atlantic Ocean, Caribbean Sea, La Parguera Bay",1
"North Atlantic Ocean, Caribbean Sea, Lac Bay",9
"North Atlantic Ocean, Caribbean Sea, Limekiln Bay",1
"North Atlantic Ocean, Caribbean Sea, Limon Bay",24
"North Atlantic Ocean, Caribbean Sea, Little Bay",3
"North Atlantic Ocean, Caribbean Sea, Lousy Bay",1
"North Atlantic Ocean, Caribbean Sea, Magens Bay",6
"North Atlantic Ocean, Caribbean Sea, Malmok Bay",1
"North Atlantic Ocean, Caribbean Sea, Man of War Bay",7
"North Atlantic Ocean, Caribbean Sea, Man-O-War Bay",117
"North Atlantic Ocean, Caribbean Sea, Man-of-War Bay",1
"North Atlantic Ocean, Caribbean Sea, Maracaibo Bay",1
"North Atlantic Ocean, Caribbean Sea, Martins Bay",1
"North Atlantic Ocean, Caribbean Sea, Matanzas Bay",1
"North Atlantic Ocean, Caribbean Sea, Mayaguez Bay",20
"North Atlantic Ocean, Caribbean Sea, Mochima Bay",5
"North Atlantic Ocean, Caribbean Sea, Monte Cristi Bay",55
"North Atlantic Ocean, Caribbean Sea, Montego Bay",105
"North Atlantic Ocean, Caribbean Sea, Mosquito Bay",1
"North Atlantic Ocean, Caribbean Sea, Mt. Irvine Bay",11
"North Atlantic Ocean, Caribbean Sea, Nenuange Bay",3
"North Atlantic Ocean, Caribbean Sea, North Bay",4
"North Atlantic Ocean, Caribbean Sea, Old Man Bay",1
"North Atlantic Ocean, Caribbean Sea, Orange Bay",1
"North Atlantic Ocean, Caribbean Sea, Paynes Bay",1
"North Atlantic Ocean, Caribbean Sea, Phosphorescent Bay",5
"North Atlantic Ocean, Caribbean Sea, Piscadera Bay",2
"North Atlantic Ocean, Caribbean Sea, Ponce Bay",1
"North Atlantic Ocean, Caribbean Sea, Port-au-Prince Bay",2
"North Atlantic Ocean, Caribbean Sea, Prickly Bay",2
"North Atlantic Ocean, Caribbean Sea, Prince Rupert Bay",6
"North Atlantic Ocean, Caribbean Sea, Rendezvous Bay",2
"North Atlantic Ocean, Caribbean Sea, Road Bay",1
"North Atlantic Ocean, Caribbean Sea, Robins Bay",17
"North Atlantic Ocean, Caribbean Sea, Rocky Bay",2
"North Atlantic Ocean, Caribbean Sea, Salinas Bay",1
"North Atlantic Ocean, Caribbean Sea, Samana Bay",11
"North Atlantic Ocean, Caribbean Sea, San Blas Gulf",1
"North Atlantic Ocean, Caribbean Sea, Sandy Bay",2
"North Atlantic Ocean, Caribbean Sea, Sandyland Bay",1
"North Atlantic Ocean, Caribbean Sea, Santa Marta Bay",1
"North Atlantic Ocean, Caribbean Sea, Scrub Bay",2
"North Atlantic Ocean, Caribbean Sea, Sena Bay",1
"North Atlantic Ocean, Caribbean Sea, Serrana Bank",11
"North Atlantic Ocean, Caribbean Sea, Simpson Bay",2
"North Atlantic Ocean, Caribbean Sea, Sint Joris Bay",1
"North Atlantic Ocean, Caribbean Sea, Sint Michiels Bay",1
"North Atlantic Ocean, Caribbean Sea, Smith Bay",5
"North Atlantic Ocean, Caribbean Sea, Souffiere Bay",1
"North Atlantic Ocean, Caribbean Sea, Soufrière Bay",3
"North Atlantic Ocean, Caribbean Sea, St. Ann's Bay",41
"North Atlantic Ocean, Caribbean Sea, Store Bay",2
"North Atlantic Ocean, Caribbean Sea, Straits Of Florida",1
"North Atlantic Ocean, Caribbean Sea, Tank Bay",1
"North Atlantic Ocean, Caribbean Sea, Tarpum Bay",4
"North Atlantic Ocean, Caribbean Sea, Thunder Bay",1
"North Atlantic Ocean, Caribbean Sea, Trellis Bay",1
"North Atlantic Ocean, Caribbean Sea, Tumble Down Dick Bay",1
"North Atlantic Ocean, Caribbean Sea, Turtle Bay",2
"North Atlantic Ocean, Caribbean Sea, Tyrell Bay",2
"North Atlantic Ocean, Caribbean Sea, Tyrrell Bay",2
"North Atlantic Ocean, Caribbean Sea, Vessup Bay",1
"North Atlantic Ocean, Caribbean Sea, Wacao Bay",1
"North Atlantic Ocean, Caribbean Sea, Waunta Lagoon",1
"North Atlantic Ocean, Caribbean Sea, West Bay",7
"North Atlantic Ocean, Caribbean Sea, West Caribbean Sea",10
"North Atlantic Ocean, Caribbean Sea, West Prickly Bay",1
"North Atlantic Ocean, Caribbean Sea, Woodbridge Bay",7
"North Atlantic Ocean, Carn Lough Bay",1
"North Atlantic Ocean, Casco Bay",22
"North Atlantic Ocean, Casco Bay, Quohog Bay",1
"North Atlantic Ocean, Casheen Bay",3
"North Atlantic Ocean, Caspian Sea",1
"North Atlantic Ocean, Cat Firth",1
"North Atlantic Ocean, Cayo Lobos Marina",1
"North Atlantic Ocean, Celtic Sea",73
"North Atlantic Ocean, Chacachacare Bay",3
"North Atlantic Ocean, Chaleur Bay",1
"North Atlantic Ocean, Charleston Harbor",1
"North Atlantic Ocean, Cheapeake Bay",4
"North Atlantic Ocean, Chesapeak Bay",2
"North Atlantic Ocean, Chesapeake",5
"North Atlantic Ocean, Chesapeake Bay",779
"North Atlantic Ocean, Chicopit Bay",1
"North Atlantic Ocean, Chignecto Bay",1
"North Atlantic Ocean, Chincoteague Bay",6
"North Atlantic Ocean, Chincoteague Inlet",1
"North Atlantic Ocean, Choctawhatchee Bay",1
"North Atlantic Ocean, Church Bay",1
"North Atlantic Ocean, Cinnamon Bay",1
"North Atlantic Ocean, Cleggan Bay",1
"North Atlantic Ocean, Clew Bay",18
"North Atlantic Ocean, Clew Bay in Westport Bay",1
"North Atlantic Ocean, Clifton Bay",9
"North Atlantic Ocean, Clinton Harbor",1
"North Atlantic Ocean, Clyde Sea",1
"North Atlantic Ocean, Coach'S Creek",1
"North Atlantic Ocean, Cobscook Bay",1
"North Atlantic Ocean, Colwell Bay",1
"North Atlantic Ocean, Commons River",1
"North Atlantic Ocean, Conception Bay",8
"North Atlantic Ocean, Coppename River",1
"North Atlantic Ocean, Core Sound",7
"North Atlantic Ocean, Corrientes Bay",5
"North Atlantic Ocean, Cotuit Bay",1
"North Atlantic Ocean, Crooked Island Passsage",1
"North Atlantic Ocean, Crooked Island Sound",2
"North Atlantic Ocean, Crooked River",1
"North Atlantic Ocean, Cumberland River",1
"North Atlantic Ocean, Currituck Sound",4
"North Atlantic Ocean, Dalgerty Bay",1
"North Atlantic Ocean, Darian River",1
"North Atlantic Ocean, Davis Strait",43
"North Atlantic Ocean, Davis Strait, Cumberland Sound",34
"North Atlantic Ocean, Davis Strait, Disko Bay",1
"North Atlantic Ocean, Deadman's Bay",1
"North Atlantic Ocean, Delaware Bay",137
"North Atlantic Ocean, Delaware Bay ?",2
"North Atlantic Ocean, Delaware River",2
"North Atlantic Ocean, Denmark Strait",15
"North Atlantic Ocean, Distins Bay",1
"North Atlantic Ocean, Donaghadee Sound",1
"North Atlantic Ocean, Dublin Bay",1
"North Atlantic Ocean, Dungarvan Bay",1
"North Atlantic Ocean, East Bay",1
"North Atlantic Ocean, Eastern Tropical Atlantic Ocean",34
"North Atlantic Ocean, Elly Bay",1
"North Atlantic Ocean, English Channel",889
"North Atlantic Ocean, English Channel ?",1
"North Atlantic Ocean, English Channel, Archirondel Bay",1
"North Atlantic Ocean, English Channel, Babbacombe Bay",2
"North Atlantic Ocean, English Channel, Baie De La Seine",7
"North Atlantic Ocean, English Channel, Baie De La Somme",1
"North Atlantic Ocean, English Channel, Baie de la Seine",3
"North Atlantic Ocean, English Channel, Baie de la Somme",1
"North Atlantic Ocean, English Channel, Bigbury Bay",1
"North Atlantic Ocean, English Channel, Bracklesham Bay",1
"North Atlantic Ocean, English Channel, Chale Bay",1
"North Atlantic Ocean, English Channel, Cuckmere River",1
"North Atlantic Ocean, English Channel, Dover Strait",1
"North Atlantic Ocean, English Channel, Falmouth Bay",3
"North Atlantic Ocean, English Channel, Golfe De Saint-Malo",4
"North Atlantic Ocean, English Channel, Golfe De St-Malo",6
"North Atlantic Ocean, English Channel, Golfe De St.-Malo",1
"North Atlantic Ocean, English Channel, Golfe de Saint-Malo",1
"North Atlantic Ocean, English Channel, Golfe de St. Malo",1
"North Atlantic Ocean, English Channel, Gulfe De Saint-Malo",1
"North Atlantic Ocean, English Channel, Laurence Bay",1
"North Atlantic Ocean, English Channel, Longis Bay",1
"North Atlantic Ocean, English Channel, Lower Town Bay",1
"North Atlantic Ocean, English Channel, Lyme Bay",4
"North Atlantic Ocean, English Channel, Mount'S Bay",7
"North Atlantic Ocean, English Channel, Mounts Bay",3
"North Atlantic Ocean, English Channel, Old Town Bay",2
"North Atlantic Ocean, English Channel, Pelistry Bay",1
"North Atlantic Ocean, English Channel, Pinhay Bay",1
"North Atlantic Ocean, English Channel, Ringstead Bay",1
"North Atlantic Ocean, English Channel, Rye Bay",2
"North Atlantic Ocean, English Channel, Saint Aubin'S Bay.",1
"North Atlantic Ocean, English Channel, Saint Malo Gulf",1
"North Atlantic Ocean, English Channel, Saint Mary'S Bay",1
"North Atlantic Ocean, English Channel, Saint Ouen'S Bay.",1
"North Atlantic Ocean, English Channel, Sandown Bay",1
"North Atlantic Ocean, English Channel, Sandwich Bay",1
"North Atlantic Ocean, English Channel, Sandwich Bay.",1
"North Atlantic Ocean, English Channel, Seine Bay",2
"North Atlantic Ocean, English Channel, Seine bay",2
"North Atlantic Ocean, English Channel, Start Bay",1
"North Atlantic Ocean, English Channel, Startbay",1
"North Atlantic Ocean, English Channel, Stokes Bay",1
"North Atlantic Ocean, English Channel, Strait Of Dover",8
"North Atlantic Ocean, English Channel, Straits Of Dover",2
"North Atlantic Ocean, English Channel, Swansea Bay",1
"North Atlantic Ocean, English Channel, Tamar River",1
"North Atlantic Ocean, English Channel, Thames River",1
"North Atlantic Ocean, English Channel, The Wash",1
"North Atlantic Ocean, English Channel, Tor Bay",1
"North Atlantic Ocean, English Channel, Weymouth Bay",2
"North Atlantic Ocean, English Channel, Whitesand Bay",6
"North Atlantic Ocean, English Channel, Whitsand Bay",3
"North Atlantic Ocean, Estero Bay",3
"North Atlantic Ocean, Exuma Sound",1
"North Atlantic Ocean, Fatexia Bay",1
"North Atlantic Ocean, Fernandez Bay",3
"North Atlantic Ocean, Firth Of Clyde",6
"North Atlantic Ocean, Firth Of Forth",6
"North Atlantic Ocean, Firth Of Lorne",3
"North Atlantic Ocean, Fish Bay",1
"North Atlantic Ocean, Fishers Island Sound",2
"North Atlantic Ocean, Florida Bay",8
"North Atlantic Ocean, Folly Creek",1
"North Atlantic Ocean, Forked River",1
"North Atlantic Ocean, Fortune Bay",2
"North Atlantic Ocean, Freeman's Bay",6
"North Atlantic Ocean, Frenchman's Bay",4
"North Atlantic Ocean, Frenchmans Bay",1
"North Atlantic Ocean, Freshwater Bay",1
"North Atlantic Ocean, Friar'S Bay",1
"North Atlantic Ocean, Galway Bay",2
"North Atlantic Ocean, Gardiners Bay",5
"North Atlantic Ocean, Georges Bank",5
"North Atlantic Ocean, Georges Bay",2
"North Atlantic Ocean, Gibara Bay",3
"North Atlantic Ocean, Gillam Bay",1
"North Atlantic Ocean, Gironde Estuary",1
"North Atlantic Ocean, Gloucester Harbor",1
"North Atlantic Ocean, Golfo Di Genova",2
"North Atlantic Ocean, Golfo de los Mosquitos",1
"North Atlantic Ocean, Goodland Bay",1
"North Atlantic Ocean, Grand Banks",2
"North Atlantic Ocean, Great Bay",2
"North Atlantic Ocean, Great Courland Bay",1
"North Atlantic Ocean, Great Egg Harbor",1
"North Atlantic Ocean, Great Harbor",5
"North Atlantic Ocean, Great South Bay",14
"North Atlantic Ocean, Green Turtle Bay",4
"North Atlantic Ocean, Gulf Of Bothnia",3
"North Atlantic Ocean, Gulf Of Cadiz",1
"North Atlantic Ocean, Gulf Of Finland",2
"North Atlantic Ocean, Gulf Of Gascogne",3
"North Atlantic Ocean, Gulf Of Gascoyne",3
"North Atlantic Ocean, Gulf Of Gascoyne, Bay Of Biscay",4
"North Atlantic Ocean, Gulf Of Guinea",7
"North Atlantic Ocean, Gulf Of Maine",30
"North Atlantic Ocean, Gulf Of Maine, Cobscook Bay",1
"North Atlantic Ocean, Gulf Of Maine, Harrington River",1
"North Atlantic Ocean, Gulf Of Maine, Ipswich Bay",1
"North Atlantic Ocean, Gulf Of Mexico",5732
"North Atlantic Ocean, Gulf Of Mexico, Andrews Bay",1
"North Atlantic Ocean, Gulf Of Mexico, Anna",1
"North Atlantic Ocean, Gulf Of Mexico, Apalachicola Bay",1
"North Atlantic Ocean, Gulf Of Mexico, Appalachicola Bay",2
"North Atlantic Ocean, Gulf Of Mexico, Aransas Bay",52
"North Atlantic Ocean, Gulf Of Mexico, Aransas Pass",1
"North Atlantic Ocean, Gulf Of Mexico, Arkansas Bay",1
